Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
392,Stipe Perica,hr,"FW,MF",Udinese,22,1995,22,9,943,1,0,0,0,6,0,1,0,0.10,0.10,0.10,2.3,2.3,0.5,2.3,0.5,0.26,2.3,0.26,/en/players/269b4638/matchlogs/2017-2018/summary/Stipe-Perica-Match-Logs
393,Mattia Perin,it,GK,Genoa,24,1992,37,37,"3,330",0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.00,0.0,0.00,/en/players/4c62d0c8/matchlogs/2017-2018/summary/Mattia-Perin-Match-Logs
394,Ivan Perišić,hr,FW,Inter,28,1989,37,37,"3,313",11,7,0,0,4,0,11,7,0.49,0.30,0.49,10.4,10.4,7.5,10.4,7.5,0.49,10.4,0.49,/en/players/6fe90922/matchlogs/2017-2018/summary/Ivan-Perisic-Match-Logs
395,Diego Perotti,ar,"FW,MF",Roma,29,1988,25,17,"1,609",5,3,2,4,0,0,5,3,0.45,0.17,0.34,5.6,2.6,4.3,5.6,4.3,0.55,2.6,0.38,/en/players/a40d5a0c/matchlogs/2017-2018/summary/Diego-Perotti-Match-Logs
396,Andrea Petagna,it,FW,Atalanta,22,1995,29,22,"1,618",4,5,0,0,6,0,4,5,0.50,0.22,0.50,5.0,5.0,4.4,5.0,4.4,0.52,5.0,0.52,/en/players/03f946ed/matchlogs/2017-2018/summary/Andrea-Petagna-Match-Logs
397,Bruno Petković,hr,FW,Bologna,22,1994,9,3,329,0,1,0,0,3,0,0,1,0.27,0.00,0.27,0.2,0.2,0.8,0.2,0.8,0.27,0.2,0.27,/en/players/24228180/matchlogs/2017-2018/summary/Bruno-Petkovic-Match-Logs
398,Bruno Petković,hr,"FW,MF",Hellas Verona,22,1994,16,10,922,0,2,0,0,1,0,0,2,0.20,0.00,0.20,1.3,1.3,1.1,1.3,1.1,0.23,1.3,0.23,/en/players/24228180/matchlogs/2017-2018/summary/Bruno-Petkovic-Match-Logs
399,Germán Pezzella,ar,DF,Fiorentina,26,1991,34,34,"2,979",1,0,0,0,12,0,1,0,0.03,0.03,0.03,2.0,2.0,0.3,2.0,0.3,0.07,2.0,0.07,/en/players/8c725b43/matchlogs/2017-2018/summary/German-Pezzella-Match-Logs
400,Giuseppe Pezzella,it,DF,Udinese,19,1997,15,10,903,0,0,0,0,3,1,0,0,0.00,0.00,0.00,0.1,0.1,0.8,0.1,0.8,0.10,0.1,0.10,/en/players/149c5f5d/matchlogs/2017-2018/summary/Giuseppe-Pezzella-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Nicholas Pierini,it,"FW,MF",Sassuolo,18,1998,3,0,43,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/7cc89a5f/matchlogs/2017-2018/summary/Nicholas-Pierini-Match-Logs
402,Andrea Pinamonti,it,FW,Inter,18,1999,1,0,14,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.47,0.1,0.47,/en/players/08aa9cd1/matchlogs/2017-2018/summary/Andrea-Pinamonti-Match-Logs
403,Carlo Pinsoglio,it,GK,Juventus,27,1990,1,0,28,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f6a06749/matchlogs/2017-2018/summary/Carlo-Pinsoglio-Match-Logs
404,Fabio Pisacane,it,DF,Cagliari,31,1986,24,22,"1,927",0,0,0,0,3,3,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.01,0.1,0.01,/en/players/56400c01/matchlogs/2017-2018/summary/Fabio-Pisacane-Match-Logs
405,Miralem Pjanić,ba,MF,Juventus,27,1990,31,28,"2,484",5,5,0,0,5,0,5,5,0.36,0.18,0.36,2.8,2.8,5.1,2.8,5.1,0.29,2.8,0.29,/en/players/ad6df2d5/matchlogs/2017-2018/summary/Miralem-Pjanic-Match-Logs
406,Andrea Poli,it,MF,Bologna,27,1989,32,32,"2,543",2,0,0,0,9,2,2,0,0.07,0.07,0.07,2.3,2.3,1.1,2.3,1.1,0.12,2.3,0.12,/en/players/b3fd7075/matchlogs/2017-2018/summary/Andrea-Poli-Match-Logs
407,Matteo Politano,it,FW,Sassuolo,23,1993,36,33,"2,812",10,4,0,2,1,0,10,4,0.45,0.32,0.45,9.7,8.2,6.5,9.7,6.5,0.52,8.2,0.47,/en/players/5e861944/matchlogs/2017-2018/summary/Matteo-Politano-Match-Logs
408,Simone Pontisso,it,MF,Udinese,20,1997,1,0,10,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8a2d3fdb/matchlogs/2017-2018/summary/Simone-Pontisso-Match-Logs
409,Dennis Praet,be,MF,Sampdoria,23,1994,32,31,"2,657",1,3,0,0,4,0,1,3,0.14,0.03,0.14,1.4,1.4,3.0,1.4,3.0,0.15,1.4,0.15,/en/players/86695068/matchlogs/2017-2018/summary/Dennis-Praet-Match-Logs
410,Manuel Pucciarelli,it,FW,Chievo,26,1991,22,17,"1,380",2,0,0,0,3,0,2,0,0.13,0.13,0.13,1.7,1.7,0.9,1.7,0.9,0.17,1.7,0.17,/en/players/a1c7b425/matchlogs/2017-2018/summary/Manuel-Pucciarelli-Match-Logs
411,Christian Puggioni,it,GK,Benevento,36,1981,14,14,"1,179",0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/b39dfab0/matchlogs/2017-2018/summary/Christian-Puggioni-Match-Logs
412,Christian Puggioni,it,GK,Sampdoria,36,1981,9,9,810,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/b39dfab0/matchlogs/2017-2018/summary/Christian-Puggioni-Match-Logs
413,Erick Pulgar,cl,MF,Bologna,23,1994,32,31,"2,770",3,0,0,1,9,0,3,0,0.10,0.10,0.10,1.7,0.9,2.6,1.7,2.6,0.14,0.9,0.12,/en/players/4611e028/matchlogs/2017-2018/summary/Erick-Pulgar-Match-Logs
414,George Pușcaș,ro,"FW,MF",Benevento,21,1996,11,7,702,1,0,0,0,0,0,1,0,0.13,0.13,0.13,2.6,2.6,0.3,2.6,0.3,0.37,2.6,0.37,/en/players/c23c8e0d/matchlogs/2017-2018/summary/George-Puscas-Match-Logs
415,Fabio Quagliarella,it,FW,Sampdoria,34,1983,35,33,"2,719",19,5,7,8,4,0,19,5,0.79,0.40,0.56,16.7,10.6,5.5,16.7,5.5,0.73,10.6,0.53,/en/players/ee4f2f3b/matchlogs/2017-2018/summary/Fabio-Quagliarella-Match-Logs
416,Ivan Radovanović,rs,MF,Chievo,28,1988,35,35,"3,140",1,1,0,0,6,1,1,1,0.06,0.03,0.06,0.7,0.7,0.6,0.7,0.6,0.04,0.7,0.04,/en/players/023937a9/matchlogs/2017-2018/summary/Ivan-Radovanovic-Match-Logs
417,Ștefan Radu,ro,DF,Lazio,30,1986,31,31,"2,588",0,1,0,0,9,2,0,1,0.03,0.00,0.03,0.4,0.4,0.7,0.4,0.7,0.04,0.4,0.04,/en/players/53de807a/matchlogs/2017-2018/summary/Stefan-Radu-Match-Logs
418,Rafael,br,GK,Cagliari,35,1982,10,8,794,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/dd06d56c/matchlogs/2017-2018/summary/Rafael-Match-Logs
419,Rafinha,br,"MF,FW",Inter,24,1993,17,12,"1,043",2,2,0,0,1,0,2,2,0.35,0.17,0.35,1.9,1.9,3.0,1.9,3.0,0.43,1.9,0.43,/en/players/0c2ac3cb/matchlogs/2017-2018/summary/Rafinha-Match-Logs
420,Antonino Ragusa,it,"FW,MF",Sassuolo,27,1990,30,7,825,0,1,0,0,6,0,0,1,0.11,0.00,0.11,2.8,2.8,0.8,2.8,0.8,0.40,2.8,0.40,/en/players/e967e202/matchlogs/2017-2018/summary/Antonino-Ragusa-Match-Logs
421,Gastón Ramírez,uy,"MF,FW",Sampdoria,26,1990,37,28,"2,214",3,6,0,0,9,0,3,6,0.37,0.12,0.37,3.9,3.9,5.1,3.9,5.1,0.37,3.9,0.37,/en/players/2c851997/matchlogs/2017-2018/summary/Gaston-Ramirez-Match-Logs
422,Andrea Ranocchia,it,DF,Inter,29,1988,11,7,627,2,0,0,0,4,0,2,0,0.29,0.29,0.29,0.6,0.6,0.0,0.6,0.0,0.09,0.6,0.09,/en/players/539230cf/matchlogs/2017-2018/summary/Andrea-Ranocchia-Match-Logs
423,Vasco Regini,it,DF,Sampdoria,26,1990,14,10,"1,077",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.02,/en/players/339c6ed4/matchlogs/2017-2018/summary/Vasco-Regini-Match-Logs
424,Pepe Reina,es,GK,Napoli,34,1982,37,37,"3,330",0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.0,0.3,0.01,0.0,0.01,/en/players/e358587b/matchlogs/2017-2018/summary/Pepe-Reina-Match-Logs
425,Federico Ricci,it,"FW,MF",Crotone,23,1994,15,10,921,1,1,0,0,4,0,1,1,0.20,0.10,0.20,2.3,2.3,1.6,2.3,1.6,0.38,2.3,0.38,/en/players/524eb8c5/matchlogs/2017-2018/summary/Federico-Ricci-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Federico Ricci,it,"FW,MF",Genoa,23,1994,5,2,217,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.2,0.3,0.21,0.2,0.21,/en/players/524eb8c5/matchlogs/2017-2018/summary/Federico-Ricci-Match-Logs
427,Luca Rigoni,it,"MF,FW",Genoa,32,1984,23,19,"1,574",2,2,0,0,5,0,2,2,0.23,0.11,0.23,3.8,3.8,2.0,3.8,2.0,0.33,3.8,0.33,/en/players/4dba2a97/matchlogs/2017-2018/summary/Luca-Rigoni-Match-Logs
428,Nicola Rigoni,it,MF,Chievo,26,1990,15,12,933,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.4,0.4,0.2,0.4,0.2,0.06,0.4,0.06,/en/players/e327bd76/matchlogs/2017-2018/summary/Nicola-Rigoni-Match-Logs
429,Tomás Rincón,ve,MF,Torino,29,1988,36,35,"2,995",1,0,0,0,12,0,1,0,0.03,0.03,0.03,0.8,0.8,1.7,0.8,1.7,0.07,0.8,0.07,/en/players/f1cfc209/matchlogs/2017-2018/summary/Tomas-Rincon-Match-Logs
430,Luca Rizzo,it,MF,SPAL,25,1992,11,4,488,2,0,0,0,0,0,2,0,0.37,0.37,0.37,0.4,0.4,0.9,0.4,0.9,0.25,0.4,0.25,/en/players/a3e4b724/matchlogs/2017-2018/summary/Luca-Rizzo-Match-Logs
431,Ricardo Rodríguez,ch,DF,Milan,24,1992,34,34,"3,005",1,0,1,2,4,2,1,0,0.03,0.00,0.00,2.3,0.9,1.7,2.3,1.7,0.12,0.9,0.08,/en/players/7f78ad23/matchlogs/2017-2018/summary/Ricardo-Rodriguez-Match-Logs
432,Marko Rog,hr,"FW,MF",Napoli,22,1995,28,0,289,1,0,0,0,2,0,1,0,0.31,0.31,0.31,0.6,0.6,0.6,0.6,0.6,0.42,0.6,0.42,/en/players/b6b2b820/matchlogs/2017-2018/summary/Marko-Rog-Match-Logs
433,Rogério,br,"DF,MF",Sassuolo,19,1998,13,10,910,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.1,0.1,0.4,0.1,0.4,0.05,0.1,0.05,/en/players/10e7f486/matchlogs/2017-2018/summary/Rogerio-Match-Logs
434,Marcus Rohdén,se,MF,Crotone,26,1991,26,20,"1,632",2,0,0,0,2,0,2,0,0.11,0.11,0.11,1.2,1.2,1.0,1.2,1.0,0.12,1.2,0.12,/en/players/b5b27493/matchlogs/2017-2018/summary/Marcus-Rohden-Match-Logs
435,Filippo Romagna,it,DF,Cagliari,20,1997,23,21,"1,888",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.01,0.1,0.01,/en/players/84594618/matchlogs/2017-2018/summary/Filippo-Romagna-Match-Logs
436,Alessio Romagnoli,it,DF,Milan,22,1995,28,27,"2,353",2,0,0,0,8,2,2,0,0.08,0.08,0.08,0.7,0.7,0.1,0.7,0.1,0.03,0.7,0.03,/en/players/3ead85f9/matchlogs/2017-2018/summary/Alessio-Romagnoli-Match-Logs
437,Simone Romagnoli,it,DF,Bologna,27,1990,8,6,557,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,/en/players/09899de8/matchlogs/2017-2018/summary/Simone-Romagnoli-Match-Logs
438,Aristóteles Romero,ve,MF,Crotone,21,1995,6,0,86,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,/en/players/9f069180/matchlogs/2017-2018/summary/Aristoteles-Romero-Match-Logs
439,Rômulo,it,"MF,DF",Hellas Verona,30,1987,37,36,"3,168",3,5,2,2,7,0,3,5,0.23,0.03,0.17,3.9,2.4,4.1,3.9,4.1,0.23,2.4,0.18,/en/players/07abb358/matchlogs/2017-2018/summary/Romulo-Match-Logs
440,Marten de Roon,nl,MF,Atalanta,26,1991,34,29,"2,571",3,3,1,2,9,2,3,3,0.21,0.07,0.18,3.0,1.5,2.0,3.0,2.0,0.18,1.5,0.12,/en/players/2a1beb34/matchlogs/2017-2018/summary/Marten-de-Roon-Match-Logs
441,Aleandro Rosi,it,"DF,MF",Genoa,30,1987,24,22,"1,700",0,1,0,0,5,0,0,1,0.05,0.00,0.05,0.9,0.9,0.6,0.9,0.6,0.08,0.9,0.08,/en/players/1b729ba2/matchlogs/2017-2018/summary/Aleandro-Rosi-Match-Logs
442,Luca Rossettini,it,DF,Genoa,32,1985,23,22,"2,027",0,0,0,0,7,0,0,0,0.00,0.00,0.00,0.5,0.5,0.1,0.5,0.1,0.03,0.5,0.03,/en/players/47a500ae/matchlogs/2017-2018/summary/Luca-Rossettini-Match-Logs
443,Francesco Rossi,it,GK,Atalanta,26,1991,1,0,8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/7b5f516f/matchlogs/2017-2018/summary/Francesco-Rossi-Match-Logs
444,Giuseppe Rossi,it,"FW,MF",Genoa,30,1987,9,1,260,1,0,0,0,0,0,1,0,0.35,0.35,0.35,2.3,2.3,0.3,2.3,0.3,0.91,2.3,0.91,/en/players/fe48a073/matchlogs/2017-2018/summary/Giuseppe-Rossi-Match-Logs
445,Daniele Rugani,it,DF,Juventus,23,1994,22,22,"1,935",2,1,0,0,3,0,2,1,0.14,0.09,0.14,1.6,1.6,0.4,1.6,0.4,0.09,1.6,0.09,/en/players/14b8fcdf/matchlogs/2017-2018/summary/Daniele-Rugani-Match-Logs
446,Mário Rui,pt,DF,Napoli,26,1991,25,24,"2,087",2,2,0,0,9,2,2,2,0.17,0.09,0.17,0.3,0.3,1.7,0.3,1.7,0.09,0.3,0.09,/en/players/0b5a292a/matchlogs/2017-2018/summary/Mario-Rui-Match-Logs
447,Umar Sadiq,ng,FW,Torino,20,1997,3,3,225,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.6,0.6,0.2,0.6,0.2,0.30,0.6,0.30,/en/players/686cbe7d/matchlogs/2017-2018/summary/Umar-Sadiq-Match-Logs
448,Bacary Sagna,fr,DF,Benevento,34,1983,13,10,957,1,0,0,0,1,0,1,0,0.09,0.09,0.09,0.5,0.5,0.7,0.5,0.7,0.11,0.5,0.11,/en/players/6ef56efd/matchlogs/2017-2018/summary/Bacary-Sagna-Match-Logs
449,Jacopo Sala,it,DF,Sampdoria,25,1991,13,12,992,0,0,0,0,1,1,0,0,0.00,0.00,0.00,0.1,0.1,0.3,0.1,0.3,0.03,0.1,0.03,/en/players/da5a981b/matchlogs/2017-2018/summary/Jacopo-Sala-Match-Logs
450,Bartosz Salamon,pl,DF,SPAL,26,1991,22,20,"1,725",0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.7,0.7,0.2,0.7,0.2,0.05,0.7,0.05,/en/players/9b30df1e/matchlogs/2017-2018/summary/Bartosz-Salamon-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Eddy Salcedo,it,"MF,FW",Genoa,15,2001,2,0,34,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.59,0.2,0.59,/en/players/0489bb30/matchlogs/2017-2018/summary/Eddy-Salcedo-Match-Logs
452,Mario Sampirisi,it,DF,Crotone,24,1992,31,24,"2,194",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.4,0.4,0.6,0.4,0.6,0.04,0.4,0.04,/en/players/cda2ec29/matchlogs/2017-2018/summary/Mario-Sampirisi-Match-Logs
453,Carlos Sánchez,co,"MF,FW",Fiorentina,31,1986,9,3,368,1,0,0,0,2,0,1,0,0.24,0.24,0.24,0.5,0.5,0.0,0.5,0.0,0.13,0.5,0.13,/en/players/50b51fac/matchlogs/2017-2018/summary/Carlos-Sanchez-Match-Logs
454,Sandro,br,MF,Benevento,28,1989,14,13,"1,153",1,0,0,0,4,0,1,0,0.08,0.08,0.08,0.6,0.6,0.2,0.6,0.2,0.06,0.6,0.06,/en/players/c1c2c925/matchlogs/2017-2018/summary/Sandro-Match-Logs
455,Alex Sandro,br,DF,Juventus,26,1991,26,23,"2,117",4,3,0,0,8,0,4,3,0.30,0.17,0.30,2.6,2.6,2.5,2.6,2.5,0.22,2.6,0.22,/en/players/0d82903c/matchlogs/2017-2018/summary/Alex-Sandro-Match-Logs
456,Siriki Sanogo,ci,MF,Benevento,15,2001,2,0,39,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.21,0.1,0.21,/en/players/ff120e44/matchlogs/2017-2018/summary/Siriki-Sanogo-Match-Logs
457,Davide Santon,it,DF,Inter,26,1991,15,9,836,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.1,0.02,0.2,0.02,/en/players/88c89891/matchlogs/2017-2018/summary/Davide-Santon-Match-Logs
458,Samir Santos,br,DF,Udinese,22,1994,31,30,"2,569",2,0,0,0,7,1,2,0,0.07,0.07,0.07,1.0,1.0,0.2,1.0,0.2,0.04,1.0,0.04,/en/players/92b4758e/matchlogs/2017-2018/summary/Samir-Santos-Match-Logs
459,Antonio Santurro,it,GK,Bologna,25,1992,1,1,90,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/61228681/matchlogs/2017-2018/summary/Antonio-Santurro-Match-Logs
460,Riccardo Saponara,it,"MF,FW",Fiorentina,25,1991,18,10,900,0,4,0,0,3,0,0,4,0.40,0.00,0.40,1.6,1.6,2.9,1.6,2.9,0.45,1.6,0.45,/en/players/3bb7af3b/matchlogs/2017-2018/summary/Riccardo-Saponara-Match-Logs
461,Marco Sau,it,"FW,MF",Cagliari,29,1987,29,16,"1,311",2,0,0,1,2,0,2,0,0.14,0.14,0.14,4.2,3.4,1.0,4.2,1.0,0.36,3.4,0.30,/en/players/1ad1f50d/matchlogs/2017-2018/summary/Marco-Sau-Match-Logs
462,Gianluca Scamacca,it,FW,Sassuolo,18,1999,3,0,23,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.5,0.1,0.5,2.50,0.1,2.50,/en/players/8790f988/matchlogs/2017-2018/summary/Gianluca-Scamacca-Match-Logs
463,Pasquale Schiattarella,it,MF,SPAL,30,1987,31,22,"1,990",1,3,0,0,12,0,1,3,0.18,0.05,0.18,0.8,0.8,4.0,0.8,4.0,0.22,0.8,0.22,/en/players/bd84fc61/matchlogs/2017-2018/summary/Pasquale-Schiattarella-Match-Logs
464,Eros Schiavon,it,"MF,DF",SPAL,34,1983,12,3,390,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,/en/players/c4f97172/matchlogs/2017-2018/summary/Eros-Schiavon-Match-Logs
465,Patrik Schick,cz,FW,Roma,21,1996,22,10,992,2,0,0,0,0,0,2,0,0.18,0.18,0.18,3.3,3.3,1.7,3.3,1.7,0.45,3.3,0.45,/en/players/5d4f7d61/matchlogs/2017-2018/summary/Patrik-Schick-Match-Logs
466,Simone Scuffet,it,GK,Udinese,21,1996,6,6,540,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/41bd99ea/matchlogs/2017-2018/summary/Simone-Scuffet-Match-Logs
467,Stefano Sensi,it,MF,Sassuolo,21,1995,17,10,"1,041",2,0,0,0,2,0,2,0,0.17,0.17,0.17,1.6,1.6,1.2,1.6,1.2,0.24,1.6,0.24,/en/players/b70bde8f/matchlogs/2017-2018/summary/Stefano-Sensi-Match-Logs
468,Luigi Sepe,it,GK,Napoli,26,1991,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/343f753a/matchlogs/2017-2018/summary/Luigi-Sepe-Match-Logs
469,Lee Seung-woo,kr,"MF,FW",Hellas Verona,19,1998,14,1,358,1,0,0,0,4,0,1,0,0.25,0.25,0.25,0.6,0.6,0.1,0.6,0.1,0.18,0.6,0.18,/en/players/0f22b650/matchlogs/2017-2018/summary/Lee-Seung-woo-Match-Logs
470,Stephan El Shaarawy,it,FW,Roma,24,1992,33,25,"2,155",7,5,0,0,1,0,7,5,0.50,0.29,0.50,9.2,9.2,3.8,9.2,3.8,0.54,9.2,0.54,/en/players/d3aaad90/matchlogs/2017-2018/summary/Stephan-El-Shaarawy-Match-Logs
471,André Silva,pt,FW,Milan,21,1995,24,7,940,2,1,0,0,0,0,2,1,0.29,0.19,0.29,4.0,4.0,1.2,4.0,1.2,0.51,4.0,0.51,/en/players/3effaa34/matchlogs/2017-2018/summary/Andre-Silva-Match-Logs
472,Jonathan Silva,ar,DF,Roma,23,1994,2,1,112,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,/en/players/f2308b33/matchlogs/2017-2018/summary/Jonathan-Silva-Match-Logs
473,Matías Silvestre,ar,DF,Sampdoria,32,1984,34,34,"3,060",1,0,0,0,3,0,1,0,0.03,0.03,0.03,1.8,1.8,0.2,1.8,0.2,0.06,1.8,0.06,/en/players/b6ca47a2/matchlogs/2017-2018/summary/Matias-Silvestre-Match-Logs
474,Marco Silvestri,it,GK,Hellas Verona,26,1991,2,2,180,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/0d422df7/matchlogs/2017-2018/summary/Marco-Silvestri-Match-Logs
475,Giovanni Simeone,ar,FW,Fiorentina,22,1995,38,36,"2,998",14,4,0,0,3,0,14,4,0.54,0.42,0.54,14.6,14.6,3.4,14.6,3.4,0.54,14.6,0.54,/en/players/343c0d52/matchlogs/2017-2018/summary/Giovanni-Simeone-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Lorenco Šimić,hr,DF,SPAL,21,1996,6,3,318,1,0,0,0,1,0,1,0,0.28,0.28,0.28,0.1,0.1,0.0,0.1,0.0,0.04,0.1,0.04,/en/players/65e4dede/matchlogs/2017-2018/summary/Lorenco-Simic-Match-Logs
477,Stefan Simić,cz,DF,Crotone,22,1995,9,6,555,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.03,0.2,0.03,/en/players/b5365398/matchlogs/2017-2018/summary/Stefan-Simic-Match-Logs
478,Salvatore Sirigu,it,GK,Torino,30,1987,37,37,"3,330",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/10dc46f0/matchlogs/2017-2018/summary/Salvatore-Sirigu-Match-Logs
479,Łukasz Skorupski,pl,GK,Roma,26,1991,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/ab4449d6/matchlogs/2017-2018/summary/Lukasz-Skorupski-Match-Logs
480,Milan Škriniar,sk,DF,Inter,22,1995,38,38,"3,420",4,0,0,0,2,0,4,0,0.11,0.11,0.11,2.8,2.8,0.2,2.8,0.2,0.08,2.8,0.08,/en/players/30f5ffa9/matchlogs/2017-2018/summary/Milan-Skriniar-Match-Logs
481,Stefano Sorrentino,it,GK,Chievo,38,1979,38,38,"3,420",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/048877f5/matchlogs/2017-2018/summary/Stefano-Sorrentino-Match-Logs
482,Samuel Souprayen,fr,DF,Hellas Verona,28,1989,22,19,"1,582",0,0,0,0,2,2,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.2,0.5,0.04,0.2,0.04,/en/players/f7c9fcd6/matchlogs/2017-2018/summary/Samuel-Souprayen-Match-Logs
483,Luca Sparandeo,it,DF,Benevento,17,1999,1,0,32,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/dfbb3234/matchlogs/2017-2018/summary/Luca-Sparandeo-Match-Logs
484,Leonardo Spinazzola,it,DF,Atalanta,24,1993,18,17,"1,503",0,3,0,0,1,0,0,3,0.18,0.00,0.18,0.6,0.6,2.4,0.6,2.4,0.18,0.6,0.18,/en/players/3626daea/matchlogs/2017-2018/summary/Leonardo-Spinazzola-Match-Logs
485,Nicolás Spolli,ar,DF,Genoa,34,1983,21,20,"1,798",0,0,0,0,7,0,0,0,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.1,0.04,0.6,0.04,/en/players/9a560ebe/matchlogs/2017-2018/summary/Nicolas-Spolli-Match-Logs
486,Marco Sportiello,it,GK,Fiorentina,25,1992,37,37,"3,202",0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/ac4003af/matchlogs/2017-2018/summary/Marco-Sportiello-Match-Logs
487,Mariusz Stępiński,pl,FW,Chievo,22,1995,22,6,713,5,0,0,0,1,0,5,0,0.63,0.63,0.63,2.1,2.1,0.3,2.1,0.3,0.31,2.1,0.31,/en/players/7b536033/matchlogs/2017-2018/summary/Mariusz-Stepinski-Match-Logs
488,Ognjen Stijepović,me,MF,Sampdoria,17,1999,1,0,6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/80ad4216/matchlogs/2017-2018/summary/Ognjen-Stijepovic-Match-Logs
489,Adrian Stoian,ro,"MF,FW",Crotone,26,1991,32,26,"2,133",2,4,0,0,5,0,2,4,0.25,0.08,0.25,2.0,1.5,2.1,2.0,2.1,0.17,1.5,0.15,/en/players/4468b31a/matchlogs/2017-2018/summary/Adrian-Stoian-Match-Logs
