Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
98,José Callejón,es,FW,Napoli,30,1987,38,38,"3,238",10,9,0,0,3,0,10,9,0.53,0.28,0.53,9.3,9.3,7.5,9.3,7.5,0.46,9.3,0.46,/en/players/78841da9/matchlogs/2017-2018/summary/Jose-Callejon-Match-Logs
99,Simone Calvano,it,MF,Hellas Verona,24,1993,15,7,644,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.05,/en/players/9dabfcf5/matchlogs/2017-2018/summary/Simone-Calvano-Match-Logs
100,João Cancelo,pt,DF,Inter,23,1994,26,20,"1,851",1,2,0,0,4,0,1,2,0.15,0.05,0.15,0.5,0.5,3.9,0.5,3.9,0.21,0.5,0.21,/en/players/bd6351cd/matchlogs/2017-2018/summary/Joao-Cancelo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Antonio Candreva,it,FW,Inter,30,1987,36,33,"2,537",0,7,0,0,4,0,0,7,0.25,0.00,0.25,3.5,3.5,9.5,3.5,9.5,0.46,3.5,0.46,/en/players/356c9002/matchlogs/2017-2018/summary/Antonio-Candreva-Match-Logs
102,Paolo Cannavaro,it,DF,Sassuolo,36,1981,19,16,"1,443",0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.1,0.03,0.4,0.03,/en/players/46ed55b6/matchlogs/2017-2018/summary/Paolo-Cannavaro-Match-Logs
103,Leonardo Capezzi,it,MF,Sampdoria,22,1995,6,2,214,0,1,0,0,0,0,0,1,0.42,0.00,0.42,0.0,0.0,0.8,0.0,0.8,0.32,0.0,0.32,/en/players/07ea0ef2/matchlogs/2017-2018/summary/Leonardo-Capezzi-Match-Logs
104,Elio Capradossi,it,DF,Roma,21,1996,2,1,83,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/174944a3/matchlogs/2017-2018/summary/Elio-Capradossi-Match-Logs
105,Gianluca Caprari,it,"FW,MF",Sampdoria,24,1993,34,19,"1,809",5,3,0,0,5,2,5,3,0.40,0.25,0.40,7.9,7.9,3.2,7.9,3.2,0.55,7.9,0.55,/en/players/54e53b7e/matchlogs/2017-2018/summary/Gianluca-Caprari-Match-Logs
106,Marco Capuano,it,DF,Crotone,25,1991,16,16,"1,407",0,0,0,0,4,2,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.01,0.2,0.01,/en/players/616aea37/matchlogs/2017-2018/summary/Marco-Capuano-Match-Logs
107,Marco Capuano,it,DF,Cagliari,25,1991,9,7,690,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.1,0.04,0.2,0.04,/en/players/616aea37/matchlogs/2017-2018/summary/Marco-Capuano-Match-Logs
108,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,33,32,"2,857",2,4,0,0,6,0,2,4,0.19,0.06,0.19,1.2,1.2,0.8,1.2,0.8,0.06,1.2,0.06,/en/players/99d8fc35/matchlogs/2017-2018/summary/Antonio-Caracciolo-Match-Logs
109,Francesco Cassata,it,MF,Sassuolo,20,1997,10,5,458,1,0,0,0,3,1,1,0,0.20,0.20,0.20,0.3,0.3,0.0,0.3,0.0,0.07,0.3,0.07,/en/players/96960855/matchlogs/2017-2018/summary/Francesco-Cassata-Match-Logs
110,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,20,17,"1,500",0,1,0,0,4,0,0,1,0.06,0.00,0.06,1.0,1.0,2.3,1.0,2.3,0.19,1.0,0.19,/en/players/197640fd/matchlogs/2017-2018/summary/Timothy-Castagne-Match-Logs
111,Leandro Castán,br,DF,Cagliari,30,1986,14,13,"1,141",0,1,0,0,5,0,0,1,0.08,0.00,0.08,0.3,0.3,0.4,0.3,0.4,0.06,0.3,0.06,/en/players/019f4d0d/matchlogs/2017-2018/summary/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,25,23,"1,985",3,4,0,0,3,0,3,4,0.32,0.14,0.32,3.4,3.4,2.2,3.4,2.2,0.26,3.4,0.26,/en/players/56b2957b/matchlogs/2017-2018/summary/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,29,25,"2,282",1,4,0,0,10,2,1,4,0.20,0.04,0.20,2.3,2.3,1.8,2.3,1.8,0.16,2.3,0.16,/en/players/ba3d3bea/matchlogs/2017-2018/summary/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,37,37,"3,229",1,0,0,0,4,1,1,0,0.03,0.03,0.03,1.5,1.5,0.4,1.5,0.4,0.05,1.5,0.05,/en/players/d9624b51/matchlogs/2017-2018/summary/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,3,1,54,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/fac896b0/matchlogs/2017-2018/summary/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,27,26,"2,227",3,0,0,0,7,0,3,0,0.12,0.12,0.12,1.2,1.2,0.8,1.2,0.8,0.08,1.2,0.08,/en/players/7d50454d/matchlogs/2017-2018/summary/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,1,1,57,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.24,0.2,0.24,/en/players/4cc93246/matchlogs/2017-2018/summary/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,24,22,"1,635",3,1,1,1,1,0,3,1,0.22,0.11,0.17,3.2,2.4,2.9,3.2,2.9,0.33,2.4,0.29,/en/players/5370cba7/matchlogs/2017-2018/summary/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,10,5,550,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.02,0.1,0.02,/en/players/c1d18f10/matchlogs/2017-2018/summary/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,6,1,199,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.2,0.2,0.2,0.17,0.2,0.17,/en/players/eade5337/matchlogs/2017-2018/summary/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,14,12,"1,048",0,0,0,0,4,0,0,0,0.00,0.00,0.00,1.0,1.0,0.5,1.0,0.5,0.13,1.0,0.13,/en/players/aa5a409a/matchlogs/2017-2018/summary/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,26,25,"2,161",0,1,0,0,2,0,0,1,0.04,0.00,0.04,1.1,1.1,0.6,1.1,0.6,0.07,1.1,0.07,/en/players/e85fb9b8/matchlogs/2017-2018/summary/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,36,35,"3,012",6,4,0,0,7,0,6,4,0.30,0.18,0.30,7.1,7.1,6.2,7.1,6.2,0.40,7.1,0.40,/en/players/b0f7e36c/matchlogs/2017-2018/summary/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,7,7,582,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.0,0.04,0.3,0.04,/en/players/c316607a/matchlogs/2017-2018/summary/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,12,9,807,2,1,0,0,0,0,2,1,0.33,0.22,0.33,1.5,1.5,1.5,1.5,1.5,0.34,1.5,0.34,/en/players/1ab0b878/matchlogs/2017-2018/summary/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,26,24,"2,024",2,3,0,1,13,2,2,3,0.22,0.09,0.22,1.7,0.9,3.2,1.7,3.2,0.22,0.9,0.18,/en/players/ae64d449/matchlogs/2017-2018/summary/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15,15,"1,350",1,0,0,0,5,0,1,0,0.07,0.07,0.07,0.5,0.5,0.1,0.5,0.1,0.04,0.5,0.04,/en/players/46f5c54d/matchlogs/2017-2018/summary/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,2,0,14,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.0,2.61,0.3,2.61,/en/players/b39569c0/matchlogs/2017-2018/summary/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,24,14,"1,417",4,1,1,1,1,0,4,1,0.32,0.19,0.25,5.0,4.3,1.8,5.0,1.8,0.44,4.3,0.39,/en/players/4c7940d6/matchlogs/2017-2018/summary/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,12,6,591,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.04,0.2,0.04,/en/players/c6dda86e/matchlogs/2017-2018/summary/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,37,37,"3,316",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8cabdc1e/matchlogs/2017-2018/summary/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,2,2,157,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.14,0.1,0.14,/en/players/8fef5412/matchlogs/2017-2018/summary/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,2,1,96,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8b0b02c9/matchlogs/2017-2018/summary/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38,38,"3,420",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/e66ebabb/matchlogs/2017-2018/summary/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,23,8,934,3,1,0,0,0,0,3,1,0.39,0.29,0.39,4.3,4.3,1.2,4.3,1.2,0.54,4.3,0.54,/en/players/c693347d/matchlogs/2017-2018/summary/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,11,2,243,0,1,0,0,0,0,0,1,0.37,0.00,0.37,0.1,0.1,0.3,0.1,0.3,0.12,0.1,0.12,/en/players/70fd593e/matchlogs/2017-2018/summary/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4,4,360,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/18736214/matchlogs/2017-2018/summary/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,16,16,"1,375",0,0,0,0,5,0,0,0,0.00,0.00,0.00,1.2,1.2,0.1,1.2,0.1,0.08,1.2,0.08,/en/players/f5e9a8bd/matchlogs/2017-2018/summary/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,31,18,"1,795",4,6,0,0,1,0,4,6,0.50,0.20,0.50,2.7,2.7,7.6,2.7,7.6,0.52,2.7,0.52,/en/players/4fa7cb9b/matchlogs/2017-2018/summary/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,23,14,"1,473",0,1,0,0,4,0,0,1,0.06,0.00,0.06,0.4,0.4,0.8,0.4,0.8,0.07,0.4,0.07,/en/players/00528660/matchlogs/2017-2018/summary/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,29,29,"2,536",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f554e29b/matchlogs/2017-2018/summary/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,5,4,385,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.01,0.1,0.01,/en/players/53636fce/matchlogs/2017-2018/summary/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,8,6,558,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f54dfca8/matchlogs/2017-2018/summary/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,36,33,"2,824",9,2,0,1,4,0,9,2,0.35,0.29,0.35,9.1,8.3,4.3,9.1,4.3,0.42,8.3,0.40,/en/players/16657b95/matchlogs/2017-2018/summary/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,7,3,268,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.2,0.5,0.22,0.2,0.22,/en/players/3c05c659/matchlogs/2017-2018/summary/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,11,2,290,1,0,0,0,0,0,1,0,0.31,0.31,0.31,1.3,1.3,0.2,1.3,0.2,0.48,1.3,0.48,/en/players/8c964914/matchlogs/2017-2018/summary/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/a4ec7d09/matchlogs/2017-2018/summary/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,21,15,"1,353",4,4,0,0,5,0,4,4,0.53,0.27,0.53,3.9,3.9,2.7,3.9,2.7,0.43,3.9,0.43,/en/players/0ab1f153/matchlogs/2017-2018/summary/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,28,17,"1,503",10,1,0,0,3,0,10,1,0.66,0.60,0.66,8.1,8.1,0.6,8.1,0.6,0.52,8.1,0.52,/en/players/a4fe8cda/matchlogs/2017-2018/summary/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,16,12,"1,043",1,1,0,0,1,0,1,1,0.17,0.09,0.17,1.5,1.5,1.8,1.5,1.8,0.29,1.5,0.29,/en/players/060606ec/matchlogs/2017-2018/summary/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,34,34,"2,979",2,3,0,0,6,0,2,3,0.15,0.06,0.15,2.2,2.2,1.8,2.2,1.8,0.12,2.2,0.12,/en/players/44eb9093/matchlogs/2017-2018/summary/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,10,6,591,1,0,0,0,2,2,1,0,0.15,0.15,0.15,0.4,0.4,0.1,0.4,0.1,0.08,0.4,0.08,/en/players/c53083ad/matchlogs/2017-2018/summary/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,21,17,"1,507",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.0,0.02,0.3,0.02,/en/players/3858e611/matchlogs/2017-2018/summary/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,30,30,"2,573",1,1,0,0,6,1,1,1,0.07,0.03,0.07,2.7,2.7,0.1,2.7,0.1,0.10,2.7,0.10,/en/players/8cea6319/matchlogs/2017-2018/summary/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,5,4,393,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/263b855a/matchlogs/2017-2018/summary/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,26,22,"2,053",2,0,0,0,7,0,2,0,0.09,0.09,0.09,0.7,0.7,0.3,0.7,0.3,0.04,0.7,0.04,/en/players/952a03fe/matchlogs/2017-2018/summary/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,37,25,"2,319",4,8,4,4,4,0,4,8,0.47,0.00,0.31,5.7,2.7,7.4,5.7,7.4,0.51,2.7,0.39,/en/players/162efffd/matchlogs/2017-2018/summary/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,22,21,"1,829",1,1,0,0,6,1,1,1,0.10,0.05,0.10,0.8,0.8,1.4,0.8,1.4,0.11,0.8,0.11,/en/players/532d2690/matchlogs/2017-2018/summary/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,12,10,968,1,0,0,0,1,0,1,0,0.09,0.09,0.09,0.1,0.1,0.3,0.1,0.3,0.03,0.1,0.03,/en/players/ae4e2852/matchlogs/2017-2018/summary/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,35,35,"2,955",5,2,0,0,3,2,5,2,0.21,0.15,0.21,3.2,3.2,2.1,3.2,2.1,0.16,3.2,0.16,/en/players/e74f0e59/matchlogs/2017-2018/summary/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,15,5,485,1,0,1,1,1,0,1,0,0.19,0.00,0.00,2.9,2.2,0.5,2.9,0.5,0.65,2.2,0.51,/en/players/854ee61a/matchlogs/2017-2018/summary/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,13,4,449,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.7,0.7,0.5,0.7,0.5,0.24,0.7,0.24,/en/players/7f267d66/matchlogs/2017-2018/summary/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,15,7,760,0,0,0,0,6,0,0,0,0.00,0.00,0.00,0.2,0.2,0.2,0.2,0.2,0.04,0.2,0.04,/en/players/081b6080/matchlogs/2017-2018/summary/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,8,5,421,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.02,0.0,0.02,/en/players/b0243215/matchlogs/2017-2018/summary/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,19,13,"1,192",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.3,0.3,0.6,0.3,0.6,0.07,0.3,0.07,/en/players/d97f2e8d/matchlogs/2017-2018/summary/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,5,3,288,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.03,0.0,0.03,/en/players/2fb3ad46/matchlogs/2017-2018/summary/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,17,7,573,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.06,0.1,0.06,/en/players/02b2937c/matchlogs/2017-2018/summary/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,26,19,"1,617",6,2,0,0,3,0,6,2,0.45,0.33,0.45,7.1,7.1,1.3,7.1,1.3,0.47,7.1,0.47,/en/players/d7d32194/matchlogs/2017-2018/summary/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,13,11,"1,007",0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.1,0.1,0.6,0.1,0.6,0.06,0.1,0.06,/en/players/68852c0a/matchlogs/2017-2018/summary/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,24,20,"1,591",1,1,0,0,4,0,1,1,0.11,0.06,0.11,2.5,2.5,1.6,2.5,1.6,0.23,2.5,0.23,/en/players/1fca9171/matchlogs/2017-2018/summary/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,2,0,11,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/951a4ee4/matchlogs/2017-2018/summary/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,11,7,664,8,0,0,0,1,2,8,0,1.08,1.08,1.08,5.2,5.2,0.2,5.2,0.2,0.73,5.2,0.73,/en/players/95cfe655/matchlogs/2017-2018/summary/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,2,1,69,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/aeed5c06/matchlogs/2017-2018/summary/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,18,5,655,1,0,0,0,1,0,1,0,0.14,0.14,0.14,0.1,0.1,0.4,0.1,0.4,0.07,0.1,0.07,/en/players/bf309d24/matchlogs/2017-2018/summary/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30,30,"2,700",0,1,0,0,2,0,0,1,0.03,0.00,0.03,1.3,1.3,0.5,1.3,0.5,0.06,1.3,0.06,/en/players/6eee05f1/matchlogs/2017-2018/summary/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38,38,"3,420",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/08f5afaa/matchlogs/2017-2018/summary/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,28,20,"1,794",2,1,0,0,3,0,2,1,0.15,0.10,0.15,1.2,1.2,1.2,1.2,1.2,0.12,1.2,0.12,/en/players/384dd218/matchlogs/2017-2018/summary/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,3,1,217,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/085e71a7/matchlogs/2017-2018/summary/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,5,1,95,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/a5cd894b/matchlogs/2017-2018/summary/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,26,23,"1,947",0,2,0,0,4,0,0,2,0.09,0.00,0.09,2.4,2.4,3.0,2.4,3.0,0.25,2.4,0.25,/en/players/528492ea/matchlogs/2017-2018/summary/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,1,0,84,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.15,0.1,0.15,/en/players/8b9b8e43/matchlogs/2017-2018/summary/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,33,26,"2,353",22,3,3,5,0,0,22,3,0.96,0.73,0.84,12.5,8.8,4.6,12.5,4.6,0.65,8.8,0.51,/en/players/e0921a4f/matchlogs/2017-2018/summary/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,36,33,"3,018",16,3,0,0,6,0,16,3,0.57,0.48,0.57,20.2,20.2,4.2,20.2,4.2,0.73,20.2,0.73,/en/players/3bb7f478/matchlogs/2017-2018/summary/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,15,14,"1,193",1,0,0,0,4,0,1,0,0.08,0.08,0.08,0.9,0.9,0.5,0.9,0.5,0.11,0.9,0.11,/en/players/756959aa/matchlogs/2017-2018/summary/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,29,4,800,3,0,0,0,4,0,3,0,0.34,0.34,0.34,3.0,3.0,1.5,3.0,1.5,0.53,3.0,0.53,/en/players/5a325298/matchlogs/2017-2018/summary/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,14,2,327,1,1,0,0,0,0,1,1,0.55,0.28,0.55,0.5,0.5,0.2,0.5,0.2,0.20,0.5,0.20,/en/players/8697c095/matchlogs/2017-2018/summary/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,21,8,706,1,1,0,0,2,0,1,1,0.25,0.13,0.25,1.1,1.1,1.5,1.1,1.5,0.33,1.1,0.33,/en/players/ae82fa48/matchlogs/2017-2018/summary/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,12,3,440,0,0,0,0,0,0,0,0,0.00,0.00,0.00,1.6,1.6,0.9,1.6,0.9,0.51,1.6,0.51,/en/players/a39b9ef6/matchlogs/2017-2018/summary/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,20,15,"1,314",2,1,0,0,2,0,2,1,0.21,0.14,0.21,5.0,4.9,0.4,5.0,0.4,0.37,4.9,0.36,/en/players/a39b9ef6/matchlogs/2017-2018/summary/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,13,1,321,1,0,0,0,1,0,1,0,0.28,0.28,0.28,1.4,1.4,0.1,1.4,0.1,0.44,1.4,0.44,/en/players/00823e9a/matchlogs/2017-2018/summary/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,37,34,"2,821",12,8,0,0,2,0,12,8,0.64,0.38,0.64,9.2,9.2,6.8,9.2,6.8,0.51,9.2,0.51,/en/players/440c84ed/matchlogs/2017-2018/summary/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,35,25,"2,457",2,4,0,0,2,0,2,4,0.22,0.07,0.22,2.3,2.3,4.7,2.3,4.7,0.26,2.3,0.26,/en/players/9085dd7c/matchlogs/2017-2018/summary/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,28,18,"1,754",2,4,0,0,3,0,2,4,0.31,0.10,0.31,1.0,1.0,0.8,1.0,0.8,0.10,1.0,0.10,/en/players/aae9d04a/matchlogs/2017-2018/summary/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,30,29,"2,604",0,1,0,0,12,0,0,1,0.03,0.00,0.03,1.6,1.6,2.4,1.6,2.4,0.14,1.6,0.14,/en/players/b7a5bc86/matchlogs/2017-2018/summary/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,28,14,"1,609",1,4,0,1,4,0,1,4,0.28,0.06,0.28,5.4,4.6,1.6,5.4,1.6,0.39,4.6,0.35,/en/players/157d29b6/matchlogs/2017-2018/summary/Diego-Farias-Match-Logs
