Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
324,Alessandro Matri,it,FW,Sassuolo,32,1984,10.2,4,1,1,0,3,4,3,0.0,3,95,18,18.9,1,0,3,5,1,0,4,0,4,5,0,/en/players/58d97e77/matchlogs/2017-2018/defense/Alessandro-Matri-Match-Logs
325,Federico Mattiello,it,DF,SPAL,22,1995,24.5,77,45,39,31,7,77,53,47.2,28,386,102,26.4,39,31,7,60,15,0,45,67,144,48,0,/en/players/fba81826/matchlogs/2017-2018/defense/Federico-Mattiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Blaise Matuidi,fr,MF,Juventus,30,1987,26.2,55,36,19,24,12,55,39,25.6,29,692,187,27.0,19,24,12,37,5,0,32,30,85,15,0,/en/players/c0cddebe/matchlogs/2017-2018/defense/Blaise-Matuidi-Match-Logs
327,José Mauri,it,MF,Milan,21,1996,0.1,0,0,0,0,0,0,0,,0,5,2,40.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/644faf10/matchlogs/2017-2018/defense/Jose-Mauri-Match-Logs
328,Maurício,br,DF,Lazio,28,1988,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/d5bd1abc/matchlogs/2017-2018/defense/Mauricio-Match-Logs
329,Luca Mazzitelli,it,MF,Sassuolo,21,1995,11.3,34,17,14,13,7,34,33,27.3,24,298,66,22.1,14,13,7,33,2,0,31,26,60,17,1,/en/players/dc61b402/matchlogs/2017-2018/defense/Luca-Mazzitelli-Match-Logs
330,Ibrahima Mbaye,sn,DF,Bologna,22,1994,19.6,62,32,35,22,5,62,40,62.5,15,294,98,33.3,35,22,5,38,6,0,32,29,91,72,0,/en/players/cfbf9881/matchlogs/2017-2018/defense/Ibrahima-Mbaye-Match-Logs
331,Iuri Medeiros,pt,"FW,MF",Genoa,23,1994,7.1,4,3,2,2,0,4,9,11.1,8,101,27,26.7,2,2,0,3,1,0,2,3,7,2,0,/en/players/97e2aa67/matchlogs/2017-2018/defense/Iuri-Medeiros-Match-Logs
332,Riccardo Meggiorini,it,FW,Chievo,31,1985,8.7,9,6,5,3,1,9,10,10.0,9,156,33,21.2,5,3,1,14,3,0,11,2,11,6,0,/en/players/2ec0f902/matchlogs/2017-2018/defense/Riccardo-Meggiorini-Match-Logs
333,Ledian Memushaj,al,MF,Benevento,30,1986,14.0,35,24,16,15,4,35,40,30.0,28,303,97,32.0,16,15,4,21,5,0,16,12,47,8,0,/en/players/8011fcf6/matchlogs/2017-2018/defense/Ledian-Memushaj-Match-Logs
334,Alex Meret,it,GK,SPAL,20,1997,12.9,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/9413b19f/matchlogs/2017-2018/defense/Alex-Meret-Match-Logs
335,Dries Mertens,be,FW,Napoli,30,1987,33.4,25,19,4,12,9,25,31,19.4,25,856,242,28.3,4,12,9,20,3,0,17,6,31,7,0,/en/players/89b2c8a9/matchlogs/2017-2018/defense/Dries-Mertens-Match-Logs
336,Senna Miangue,be,"MF,DF",Cagliari,20,1997,8.9,9,6,6,3,0,9,10,40.0,6,102,32,31.4,6,3,0,11,1,0,10,7,16,28,0,/en/players/42591ed0/matchlogs/2017-2018/defense/Senna-Miangue-Match-Logs
337,Francesco Migliore,it,DF,Genoa,29,1988,3.7,7,5,4,2,1,7,7,42.9,4,61,14,23.0,4,2,1,5,0,0,5,4,11,7,0,/en/players/1a584cb2/matchlogs/2017-2018/defense/Francesco-Migliore-Match-Logs
338,Nikola Milenković,rs,DF,Fiorentina,19,1997,13.9,37,21,18,15,4,37,22,45.5,12,149,53,35.6,18,15,4,25,9,0,16,24,61,57,0,/en/players/bee704fc/matchlogs/2017-2018/defense/Nikola-Milenkovic-Match-Logs
339,Arkadiusz Milik,pl,"FW,MF",Napoli,23,1994,5.0,3,2,0,2,1,3,2,0.0,2,102,23,22.5,0,2,1,3,0,0,3,2,5,4,0,/en/players/85613cf0/matchlogs/2017-2018/defense/Arkadiusz-Milik-Match-Logs
340,Sergej Milinković-Savić,rs,MF,Lazio,22,1995,31.6,53,37,16,26,11,53,53,28.3,38,471,150,31.8,16,26,11,49,8,0,41,35,88,37,0,/en/players/4e6dbac4/matchlogs/2017-2018/defense/Sergej-Milinkovic-Savic-Match-Logs
341,Vanja Milinković-Savić,rs,GK,Torino,20,1997,1.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/9fa26bc2/matchlogs/2017-2018/defense/Vanja-Milinkovic-Savic-Match-Logs
342,Miranda,br,DF,Inter,32,1984,30.3,51,33,42,9,0,51,27,63.0,10,225,81,36.0,42,9,0,51,26,0,25,37,88,128,2,/en/players/314f2124/matchlogs/2017-2018/defense/Miranda-Match-Logs
343,Antonio Mirante,it,GK,Bologna,34,1983,33.0,0,0,0,0,0,0,2,0.0,2,4,2,50.0,0,0,0,1,0,0,1,0,0,0,1,/en/players/30223b33/matchlogs/2017-2018/defense/Antonio-Mirante-Match-Logs
344,Simone Missiroli,it,MF,Sassuolo,31,1986,32.4,69,42,30,32,7,69,79,22.8,61,588,167,28.4,30,32,7,67,9,0,58,72,141,64,0,/en/players/331c0a43/matchlogs/2017-2018/defense/Simone-Missiroli-Match-Logs
345,Cristian Molinaro,it,DF,Torino,34,1983,17.4,42,24,21,17,4,42,18,55.6,8,207,57,27.5,21,17,4,28,6,0,22,27,69,56,0,/en/players/1c8c5aed/matchlogs/2017-2018/defense/Cristian-Molinaro-Match-Logs
346,Riccardo Montolivo,it,MF,Milan,32,1985,12.1,28,20,12,13,3,28,33,30.3,23,216,62,28.7,12,13,3,22,7,0,15,20,48,13,0,/en/players/b746d309/matchlogs/2017-2018/defense/Riccardo-Montolivo-Match-Logs
347,Luca Mora,it,MF,SPAL,29,1988,10.4,22,13,7,12,3,22,28,25.0,21,228,59,25.9,7,12,3,12,1,0,11,7,29,19,0,/en/players/42fff925/matchlogs/2017-2018/defense/Luca-Mora-Match-Logs
348,Héctor Moreno,mx,DF,Roma,29,1988,2.6,2,2,2,0,0,2,3,0.0,3,20,10,50.0,2,0,0,2,2,0,0,3,5,4,0,/en/players/5d311e8d/matchlogs/2017-2018/defense/Hector-Moreno-Match-Logs
349,Emiliano Moretti,it,DF,Torino,36,1981,19.8,36,23,27,9,0,36,16,62.5,6,140,48,34.3,27,9,0,39,26,0,13,24,60,81,0,/en/players/55667895/matchlogs/2017-2018/defense/Emiliano-Moretti-Match-Logs
350,Alessandro Murgia,it,MF,Lazio,20,1996,8.6,19,13,12,6,1,19,19,36.8,12,196,65,33.2,12,6,1,20,3,0,17,16,35,11,0,/en/players/fb2c533b/matchlogs/2017-2018/defense/Alessandro-Murgia-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,22,1994,16.1,44,24,21,16,7,44,33,63.6,12,226,73,32.3,21,16,7,44,5,0,39,19,63,44,0,/en/players/d183e9d6/matchlogs/2017-2018/defense/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,26,1990,13.4,20,15,10,7,3,20,19,36.8,12,130,40,30.8,10,7,3,17,4,0,13,15,35,40,0,/en/players/91899ca8/matchlogs/2017-2018/defense/Mateo-Musacchio-Match-Logs
353,Yuto Nagatomo,jp,DF,Inter,30,1986,8.8,18,10,6,10,2,18,19,47.4,10,157,37,23.6,6,10,2,16,3,0,13,10,28,30,0,/en/players/4b6960d2/matchlogs/2017-2018/defense/Yuto-Nagatomo-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,22,1995,7.9,16,9,6,8,2,16,13,53.8,6,169,40,23.7,6,8,2,17,2,0,15,7,23,3,0,/en/players/788b31e2/matchlogs/2017-2018/defense/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Roma,29,1988,29.0,55,41,25,21,9,55,37,32.4,25,526,142,27.0,25,21,9,26,3,0,23,21,76,20,0,/en/players/1f9328da/matchlogs/2017-2018/defense/Radja-Nainggolan-Match-Logs
356,Andrea Nalini,it,"FW,MF",Crotone,27,1990,18.2,42,28,18,16,8,42,26,42.3,15,294,94,32.0,18,16,8,28,2,0,26,19,61,17,1,/en/players/65c75ea8/matchlogs/2017-2018/defense/Andrea-Nalini-Match-Logs
357,Nani,pt,"MF,FW",Lazio,30,1986,4.3,11,7,2,5,4,11,5,20.0,4,111,34,30.6,2,5,4,7,0,0,7,2,13,0,0,/en/players/15e9c7e6/matchlogs/2017-2018/defense/Nani-Match-Logs
358,M'Baye Niang,sn,FW,Torino,22,1994,17.0,31,13,12,8,11,31,22,31.8,15,328,90,27.4,12,8,11,26,4,0,22,15,46,11,0,/en/players/2054d037/matchlogs/2017-2018/defense/MBaye-Niang-Match-Logs
359,Nicolas Nkoulou,cm,DF,Torino,27,1990,36.2,60,32,48,12,0,60,24,54.2,11,308,100,32.5,48,12,0,57,26,0,31,61,121,160,1,/en/players/93cf32a8/matchlogs/2017-2018/defense/Nicolas-Nkoulou-Match-Logs
360,Bram Nuytinck,nl,DF,Udinese,27,1990,26.2,61,34,40,21,0,61,50,52.0,24,297,100,33.7,40,21,0,69,31,0,38,45,106,142,0,/en/players/e33f36d5/matchlogs/2017-2018/defense/Bram-Nuytinck-Match-Logs
361,Simeon Nwankwo,ng,FW,Crotone,25,1992,13.5,11,9,1,5,5,11,12,8.3,11,272,59,21.7,1,5,5,23,4,0,19,1,12,20,0,/en/players/80dbbd10/matchlogs/2017-2018/defense/Simeon-Nwankwo-Match-Logs
362,Joel Obi,ng,MF,Torino,26,1991,13.9,40,23,15,20,5,40,24,33.3,16,299,68,22.7,15,20,5,19,2,0,17,25,65,13,0,/en/players/614c38fb/matchlogs/2017-2018/defense/Joel-Obi-Match-Logs
363,Marios Oikonomou,gr,DF,SPAL,24,1992,1.9,4,2,3,1,0,4,2,0.0,2,27,7,25.9,3,1,0,1,1,0,0,3,7,9,0,/en/players/3b9858f5/matchlogs/2017-2018/defense/Marios-Oikonomou-Match-Logs
364,Orji Okwonkwo,ng,"MF,FW",Bologna,19,1998,2.9,7,2,5,2,0,7,8,37.5,5,55,14,25.5,5,2,0,3,0,0,3,1,8,1,0,/en/players/905a4f61/matchlogs/2017-2018/defense/Orji-Okwonkwo-Match-Logs
365,Maximiliano Olivera,uy,DF,Fiorentina,25,1992,4.6,17,7,6,8,3,17,6,33.3,4,67,16,23.9,6,8,3,7,1,0,6,10,27,8,0,/en/players/32a33c68/matchlogs/2017-2018/defense/Maximiliano-Olivera-Match-Logs
366,Stephane Omeonga,be,"MF,DF",Genoa,21,1996,8.9,21,13,11,7,3,21,17,17.6,14,212,44,20.8,11,7,3,24,1,0,23,6,27,5,0,/en/players/72c803a0/matchlogs/2017-2018/defense/Stephane-Omeonga-Match-Logs
367,Riccardo Orsolini,it,"FW,DF",Bologna,20,1997,3.8,7,5,5,1,1,7,5,40.0,3,52,15,28.8,5,1,1,1,0,0,1,4,11,7,0,/en/players/e14ec482/matchlogs/2017-2018/defense/Riccardo-Orsolini-Match-Logs
368,Riccardo Orsolini,it,"FW,MF",Atalanta,20,1997,1.4,2,2,2,0,0,2,3,66.7,1,21,6,28.6,2,0,0,3,0,0,3,0,2,0,0,/en/players/e14ec482/matchlogs/2017-2018/defense/Riccardo-Orsolini-Match-Logs
369,Adam Ounas,dz,"FW,MF",Napoli,20,1996,1.1,4,2,1,1,2,4,3,0.0,3,31,7,22.6,1,1,2,2,0,0,2,0,4,2,0,/en/players/ed90babd/matchlogs/2017-2018/defense/Adam-Ounas-Match-Logs
370,Simone Padoin,it,"DF,MF",Cagliari,33,1984,34.5,30,21,15,11,4,30,34,32.4,23,395,113,28.6,15,11,4,54,14,0,40,23,53,66,0,/en/players/5eb72339/matchlogs/2017-2018/defense/Simone-Padoin-Match-Logs
371,Rodrigo Palacio,ar,"FW,MF",Bologna,35,1982,22.9,26,22,9,11,6,26,31,25.8,23,476,113,23.7,9,11,6,18,2,0,16,12,38,10,0,/en/players/8d8178ac/matchlogs/2017-2018/defense/Rodrigo-Palacio-Match-Logs
372,Raffaele Palladino,it,"FW,MF",Genoa,33,1984,2.6,0,0,0,0,0,0,1,0.0,1,18,7,38.9,0,0,0,0,0,0,0,0,0,4,0,/en/players/961a4174/matchlogs/2017-2018/defense/Raffaele-Palladino-Match-Logs
373,Emerson Palmieri,it,DF,Roma,22,1994,0.2,0,0,0,0,0,0,0,,0,2,1,50.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/e0bc6fdc/matchlogs/2017-2018/defense/Emerson-Palmieri-Match-Logs
374,Simone Palombi,it,FW,Lazio,21,1996,0.7,0,0,0,0,0,0,0,,0,12,5,41.7,0,0,0,0,0,0,0,1,1,0,0,/en/players/d0e6399c/matchlogs/2017-2018/defense/Simone-Palombi-Match-Logs
375,Alberto Paloschi,it,FW,SPAL,27,1990,24.3,11,7,2,9,0,11,17,0.0,17,358,68,19.0,2,9,0,9,4,0,5,4,15,9,0,/en/players/b5cae4e6/matchlogs/2017-2018/defense/Alberto-Paloschi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Goran Pandev,mk,"FW,MF",Genoa,34,1983,20.0,12,8,3,5,4,12,14,14.3,12,356,93,26.1,3,5,4,11,3,0,8,5,17,8,0,/en/players/d711d04f/matchlogs/2017-2018/defense/Goran-Pandev-Match-Logs
377,Vittorio Parigini,it,"FW,MF",Benevento,21,1996,9.5,23,17,12,6,5,23,18,27.8,13,159,56,35.2,12,6,5,7,1,0,6,6,29,1,0,/en/players/75efed2e/matchlogs/2017-2018/defense/Vittorio-Parigini-Match-Logs
378,Marco Parolo,it,MF,Lazio,32,1985,29.0,65,43,25,29,11,65,75,24.0,57,600,178,29.7,25,29,11,69,8,0,61,42,107,54,0,/en/players/ed5886d2/matchlogs/2017-2018/defense/Marco-Parolo-Match-Logs
379,Patric,es,"DF,MF",Lazio,24,1993,6.6,9,3,6,2,1,9,8,25.0,6,75,27,36.0,6,2,1,10,0,0,10,5,14,25,0,/en/players/f7223718/matchlogs/2017-2018/defense/Patric-Match-Logs
380,Daniel Pavlović,ba,DF,Sampdoria,29,1988,1.0,2,0,1,0,1,2,1,100.0,0,17,5,29.4,1,0,1,1,0,0,1,0,2,5,0,/en/players/47146acb/matchlogs/2017-2018/defense/Daniel-Pavlovic-Match-Logs
381,Daniel Pavlović,ba,"DF,MF",Crotone,29,1988,8.4,14,5,9,3,2,14,7,14.3,6,108,28,25.9,9,3,2,12,2,0,10,7,21,21,0,/en/players/47146acb/matchlogs/2017-2018/defense/Daniel-Pavlovic-Match-Logs
382,Leonardo Pavoletti,it,FW,Cagliari,28,1988,30.2,29,15,4,15,10,29,24,12.5,21,452,118,26.1,4,15,10,27,9,0,18,14,43,27,0,/en/players/d37b0350/matchlogs/2017-2018/defense/Leonardo-Pavoletti-Match-Logs
383,Giampaolo Pazzini,it,FW,Hellas Verona,32,1984,11.0,2,2,0,0,2,2,4,0.0,4,164,33,20.1,0,0,2,2,0,0,2,2,4,14,0,/en/players/6ca663b4/matchlogs/2017-2018/defense/Giampaolo-Pazzini-Match-Logs
384,João Pedro,br,"MF,FW",Cagliari,25,1992,18.4,16,11,3,11,2,16,20,5.0,19,246,57,23.2,3,11,2,13,1,0,12,9,25,16,0,/en/players/81255c03/matchlogs/2017-2018/defense/Joao-Pedro-Match-Logs
385,Gianluca Pegolo,it,GK,Sassuolo,36,1981,1.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/f058ed1f/matchlogs/2017-2018/defense/Gianluca-Pegolo-Match-Logs
386,Pietro Pellegri,it,FW,Genoa,16,2001,3.1,2,1,0,2,0,2,3,0.0,3,74,17,23.0,0,2,0,2,0,0,2,3,5,0,0,/en/players/a44d3a3c/matchlogs/2017-2018/defense/Pietro-Pellegri-Match-Logs
387,Lorenzo Pellegrini,it,MF,Roma,21,1996,20.0,45,28,18,15,12,45,33,24.2,25,412,115,27.9,18,15,12,34,3,0,31,40,85,16,1,/en/players/4a5a45c7/matchlogs/2017-2018/defense/Lorenzo-Pellegrini-Match-Logs
388,Sergio Pellissier,it,FW,Chievo,38,1979,6.2,4,2,1,3,0,4,6,33.3,4,70,17,24.3,1,3,0,6,0,0,6,0,4,2,0,/en/players/878ee034/matchlogs/2017-2018/defense/Sergio-Pellissier-Match-Logs
389,Federico Peluso,it,DF,Sassuolo,33,1984,28.8,54,28,31,16,7,54,41,53.7,19,316,82,25.9,31,16,7,63,13,0,50,46,100,106,0,/en/players/4f2908e5/matchlogs/2017-2018/defense/Federico-Peluso-Match-Logs
390,Pedro Pereira,pt,DF,Genoa,19,1998,4.2,8,4,5,2,1,8,8,50.0,4,51,20,39.2,5,2,1,6,2,0,4,4,12,12,0,/en/players/c77be0cf/matchlogs/2017-2018/defense/Pedro-Pereira-Match-Logs
391,Bruno Peres,br,DF,Roma,27,1990,12.8,25,19,15,7,3,25,13,38.5,8,141,45,31.9,15,7,3,27,4,0,23,21,46,17,1,/en/players/852351df/matchlogs/2017-2018/defense/Bruno-Peres-Match-Logs
392,Stipe Perica,hr,"FW,MF",Udinese,22,1995,10.5,7,4,1,4,2,7,9,0.0,9,175,39,22.3,1,4,2,10,1,0,9,4,11,9,0,/en/players/269b4638/matchlogs/2017-2018/defense/Stipe-Perica-Match-Logs
393,Mattia Perin,it,GK,Genoa,24,1992,37.0,0,0,0,0,0,0,0,,0,8,1,12.5,0,0,0,0,0,0,0,1,1,2,1,/en/players/4c62d0c8/matchlogs/2017-2018/defense/Mattia-Perin-Match-Logs
394,Ivan Perišić,hr,FW,Inter,28,1989,36.8,45,30,17,19,9,45,70,20.0,56,688,183,26.6,17,19,9,52,10,0,42,46,91,52,0,/en/players/6fe90922/matchlogs/2017-2018/defense/Ivan-Perisic-Match-Logs
395,Diego Perotti,ar,"FW,MF",Roma,29,1988,17.9,26,17,7,12,7,26,25,20.0,20,328,89,27.1,7,12,7,28,0,0,28,12,38,6,0,/en/players/a40d5a0c/matchlogs/2017-2018/defense/Diego-Perotti-Match-Logs
396,Andrea Petagna,it,FW,Atalanta,22,1995,18.0,10,8,3,6,1,10,15,6.7,14,239,61,25.5,3,6,1,20,4,0,16,4,14,7,0,/en/players/03f946ed/matchlogs/2017-2018/defense/Andrea-Petagna-Match-Logs
397,Bruno Petković,hr,FW,Bologna,22,1994,3.7,8,7,0,6,2,8,7,42.9,4,59,17,28.8,0,6,2,3,0,0,3,3,11,3,0,/en/players/24228180/matchlogs/2017-2018/defense/Bruno-Petkovic-Match-Logs
398,Bruno Petković,hr,"FW,MF",Hellas Verona,22,1994,10.2,11,9,3,4,4,11,11,36.4,7,156,33,21.2,3,4,4,7,1,0,6,8,19,13,0,/en/players/24228180/matchlogs/2017-2018/defense/Bruno-Petkovic-Match-Logs
399,Germán Pezzella,ar,DF,Fiorentina,26,1991,33.1,70,44,41,26,3,70,44,40.9,26,311,120,38.6,41,26,3,55,21,2,34,66,136,168,1,/en/players/8c725b43/matchlogs/2017-2018/defense/German-Pezzella-Match-Logs
400,Giuseppe Pezzella,it,DF,Udinese,19,1997,10.0,18,8,10,4,4,18,18,27.8,13,159,47,29.6,10,4,4,17,2,0,15,7,25,32,0,/en/players/149c5f5d/matchlogs/2017-2018/defense/Giuseppe-Pezzella-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Nicholas Pierini,it,"FW,MF",Sassuolo,18,1998,0.5,1,0,0,0,1,1,2,50.0,1,17,3,17.6,0,0,1,1,0,0,1,1,2,1,0,/en/players/7cc89a5f/matchlogs/2017-2018/defense/Nicholas-Pierini-Match-Logs
402,Andrea Pinamonti,it,FW,Inter,18,1999,0.2,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/08aa9cd1/matchlogs/2017-2018/defense/Andrea-Pinamonti-Match-Logs
403,Carlo Pinsoglio,it,GK,Juventus,27,1990,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/f6a06749/matchlogs/2017-2018/defense/Carlo-Pinsoglio-Match-Logs
404,Fabio Pisacane,it,DF,Cagliari,31,1986,21.4,58,26,41,14,3,58,53,39.6,32,279,90,32.3,41,14,3,39,15,0,24,39,97,119,0,/en/players/56400c01/matchlogs/2017-2018/defense/Fabio-Pisacane-Match-Logs
405,Miralem Pjanić,ba,MF,Juventus,27,1990,27.6,41,36,14,21,6,41,46,13.0,40,375,111,29.6,14,21,6,38,8,0,30,62,103,28,1,/en/players/ad6df2d5/matchlogs/2017-2018/defense/Miralem-Pjanic-Match-Logs
406,Andrea Poli,it,MF,Bologna,27,1989,28.3,72,54,39,24,9,72,83,38.6,51,755,216,28.6,39,24,9,69,5,0,64,31,103,18,0,/en/players/b3fd7075/matchlogs/2017-2018/defense/Andrea-Poli-Match-Logs
407,Matteo Politano,it,FW,Sassuolo,23,1993,31.2,30,17,9,14,7,30,52,13.5,45,578,134,23.2,9,14,7,22,2,0,20,20,50,13,0,/en/players/5e861944/matchlogs/2017-2018/defense/Matteo-Politano-Match-Logs
408,Simone Pontisso,it,MF,Udinese,20,1997,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/8a2d3fdb/matchlogs/2017-2018/defense/Simone-Pontisso-Match-Logs
409,Dennis Praet,be,MF,Sampdoria,23,1994,29.5,93,54,41,39,13,93,81,38.3,50,625,179,28.6,41,39,13,63,1,0,62,42,135,22,1,/en/players/86695068/matchlogs/2017-2018/defense/Dennis-Praet-Match-Logs
410,Manuel Pucciarelli,it,FW,Chievo,26,1991,15.3,25,16,4,9,12,25,19,36.8,12,386,88,22.8,4,9,12,22,3,0,19,13,38,2,0,/en/players/a1c7b425/matchlogs/2017-2018/defense/Manuel-Pucciarelli-Match-Logs
411,Christian Puggioni,it,GK,Benevento,36,1981,13.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,1,1,0,2,/en/players/b39dfab0/matchlogs/2017-2018/defense/Christian-Puggioni-Match-Logs
412,Christian Puggioni,it,GK,Sampdoria,36,1981,9.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,/en/players/b39dfab0/matchlogs/2017-2018/defense/Christian-Puggioni-Match-Logs
413,Erick Pulgar,cl,MF,Bologna,23,1994,30.8,64,44,41,20,3,64,79,30.4,55,576,166,28.8,41,20,3,66,15,0,51,44,108,73,1,/en/players/4611e028/matchlogs/2017-2018/defense/Erick-Pulgar-Match-Logs
414,George Pușcaș,ro,"FW,MF",Benevento,21,1996,7.8,2,2,1,0,1,2,1,0.0,1,105,25,23.8,1,0,1,2,0,0,2,1,3,10,0,/en/players/c23c8e0d/matchlogs/2017-2018/defense/George-Puscas-Match-Logs
415,Fabio Quagliarella,it,FW,Sampdoria,34,1983,30.2,13,9,2,4,7,13,26,11.5,23,538,137,25.5,2,4,7,37,1,0,36,8,21,17,0,/en/players/ee4f2f3b/matchlogs/2017-2018/defense/Fabio-Quagliarella-Match-Logs
416,Ivan Radovanović,rs,MF,Chievo,28,1988,34.9,66,37,36,24,6,66,67,37.3,42,475,141,29.7,36,24,6,60,21,0,39,51,117,122,1,/en/players/023937a9/matchlogs/2017-2018/defense/Ivan-Radovanovic-Match-Logs
417,Ștefan Radu,ro,DF,Lazio,30,1986,28.8,59,42,41,17,1,59,41,68.3,13,196,81,41.3,41,17,1,36,14,0,22,57,116,76,1,/en/players/53de807a/matchlogs/2017-2018/defense/Stefan-Radu-Match-Logs
418,Rafael,br,GK,Cagliari,35,1982,8.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,/en/players/dd06d56c/matchlogs/2017-2018/defense/Rafael-Match-Logs
419,Rafinha,br,"MF,FW",Inter,24,1993,11.6,20,16,4,9,7,20,17,23.5,13,304,88,28.9,4,9,7,22,0,0,22,8,28,3,0,/en/players/0c2ac3cb/matchlogs/2017-2018/defense/Rafinha-Match-Logs
420,Antonino Ragusa,it,"FW,MF",Sassuolo,27,1990,9.2,20,14,11,6,3,20,19,42.1,11,258,67,26.0,11,6,3,18,1,0,17,7,27,5,0,/en/players/e967e202/matchlogs/2017-2018/defense/Antonino-Ragusa-Match-Logs
421,Gastón Ramírez,uy,"MF,FW",Sampdoria,26,1990,24.6,40,23,7,17,16,40,47,21.3,37,515,136,26.4,7,17,16,32,4,0,28,14,54,30,0,/en/players/2c851997/matchlogs/2017-2018/defense/Gaston-Ramirez-Match-Logs
422,Andrea Ranocchia,it,DF,Inter,29,1988,7.0,9,7,3,6,0,9,5,80.0,1,49,14,28.6,3,6,0,11,5,0,6,12,21,41,0,/en/players/539230cf/matchlogs/2017-2018/defense/Andrea-Ranocchia-Match-Logs
423,Vasco Regini,it,DF,Sampdoria,26,1990,12.0,13,8,11,1,1,13,15,40.0,9,84,22,26.2,11,1,1,30,5,0,25,10,23,60,0,/en/players/339c6ed4/matchlogs/2017-2018/defense/Vasco-Regini-Match-Logs
424,Pepe Reina,es,GK,Napoli,34,1982,37.0,0,0,0,0,0,0,1,0.0,1,6,4,66.7,0,0,0,0,0,0,0,0,0,0,0,/en/players/e358587b/matchlogs/2017-2018/defense/Pepe-Reina-Match-Logs
425,Federico Ricci,it,"FW,MF",Crotone,23,1994,10.2,29,14,8,14,7,29,26,38.5,16,180,44,24.4,8,14,7,20,0,0,20,9,38,1,0,/en/players/524eb8c5/matchlogs/2017-2018/defense/Federico-Ricci-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Federico Ricci,it,"FW,MF",Genoa,23,1994,2.4,4,4,2,1,1,4,4,50.0,2,34,12,35.3,2,1,1,1,0,0,1,1,5,1,0,/en/players/524eb8c5/matchlogs/2017-2018/defense/Federico-Ricci-Match-Logs
427,Luca Rigoni,it,"MF,FW",Genoa,32,1984,17.5,37,24,14,22,1,37,34,26.5,25,350,111,31.7,14,22,1,25,2,0,23,16,53,14,0,/en/players/4dba2a97/matchlogs/2017-2018/defense/Luca-Rigoni-Match-Logs
428,Nicola Rigoni,it,MF,Chievo,26,1990,10.4,31,22,14,14,3,31,22,36.4,14,179,50,27.9,14,14,3,13,5,0,8,12,43,20,0,/en/players/e327bd76/matchlogs/2017-2018/defense/Nicola-Rigoni-Match-Logs
429,Tomás Rincón,ve,MF,Torino,29,1988,33.3,60,32,21,32,7,60,74,29.7,52,615,174,28.3,21,32,7,48,12,0,36,63,123,55,0,/en/players/f1cfc209/matchlogs/2017-2018/defense/Tomas-Rincon-Match-Logs
430,Luca Rizzo,it,MF,SPAL,25,1992,5.4,20,9,10,9,1,20,27,22.2,21,133,29,21.8,10,9,1,15,0,0,15,4,24,4,1,/en/players/a3e4b724/matchlogs/2017-2018/defense/Luca-Rizzo-Match-Logs
431,Ricardo Rodríguez,ch,DF,Milan,24,1992,33.4,49,27,24,17,8,49,26,50.0,13,379,124,32.7,24,17,8,56,6,0,50,33,82,65,1,/en/players/7f78ad23/matchlogs/2017-2018/defense/Ricardo-Rodriguez-Match-Logs
432,Marko Rog,hr,"FW,MF",Napoli,22,1995,3.2,12,10,2,6,4,12,12,25.0,9,138,34,24.6,2,6,4,4,1,0,3,4,16,4,0,/en/players/b6b2b820/matchlogs/2017-2018/defense/Marko-Rog-Match-Logs
