Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
37,Édgar Barreto,py,MF,Sampdoria,33,1984,21.8,1083,1065,18,6,3,161,19,34,1,0,0,1,701,181,201,137,854,54,11,9,861,2,0,18,22,/en/players/43a1bea5/matchlogs/2017-2018/passing_types/Edgar-Barreto-Match-Logs
38,Musa Barrow,gm,"FW,MF",Atalanta,18,1998,4.9,126,117,9,0,0,28,7,8,0,0,0,0,84,20,22,27,86,6,3,2,97,0,0,4,4,/en/players/e5bf73f3/matchlogs/2017-2018/passing_types/Musa-Barrow-Match-Logs
39,Andrea Barzagli,it,DF,Juventus,36,1981,16.1,1264,1208,56,17,0,76,56,4,0,0,0,0,943,157,164,66,1098,44,39,1,1164,1,0,5,8,/en/players/7c0000fd/matchlogs/2017-2018/passing_types/Andrea-Barzagli-Match-Logs
40,Daniele Baselli,it,MF,Torino,25,1992,28.0,1335,1291,44,21,2,230,42,26,10,4,4,2,879,211,245,199,1035,64,6,12,1091,6,4,19,27,/en/players/ea06dd97/matchlogs/2017-2018/passing_types/Daniele-Baselli-Match-Logs
41,Dušan Basta,rs,"DF,MF",Lazio,32,1984,8.6,394,335,59,4,0,60,14,29,0,0,0,0,200,71,123,42,270,20,55,3,291,0,0,9,15,/en/players/3b57f7f8/matchlogs/2017-2018/passing_types/Dusan-Basta-Match-Logs
42,Gil Bastião Dias,pt,"FW,MF",Fiorentina,20,1996,13.2,471,456,15,1,0,101,6,19,2,0,0,0,343,71,57,340,87,21,12,1,360,0,0,15,23,/en/players/e61bdd69/matchlogs/2017-2018/passing_types/Gil-Bastiao-Dias-Match-Logs
43,Samuel Bastien,be,"MF,FW",Chievo,20,1996,15.1,487,479,8,3,0,73,12,12,0,0,0,0,348,72,67,69,378,21,5,3,403,2,0,6,14,/en/players/ec30b9c8/matchlogs/2017-2018/passing_types/Samuel-Bastien-Match-Logs
44,Alessandro Bastoni,it,DF,Atalanta,18,1999,1.0,84,72,12,3,0,4,4,0,0,0,0,0,57,7,20,55,12,8,9,0,72,0,0,1,3,/en/players/75b86fb3/matchlogs/2017-2018/passing_types/Alessandro-Bastoni-Match-Logs
45,Bastos,ao,DF,Lazio,26,1991,15.6,866,838,28,20,0,99,25,1,0,0,0,0,688,88,90,232,589,29,7,2,786,0,0,6,6,/en/players/c01c66d9/matchlogs/2017-2018/passing_types/Bastos-Match-Logs
46,Enrico Bearzotti,it,"DF,FW",Hellas Verona,20,1996,4.6,174,148,26,0,0,25,2,14,0,0,0,0,96,32,46,9,132,6,26,0,128,0,0,3,10,/en/players/c67836b8/matchlogs/2017-2018/passing_types/Enrico-Bearzotti-Match-Logs
47,Valon Behrami,ch,MF,Udinese,32,1985,15.5,513,498,15,12,0,80,5,1,0,0,0,0,363,66,84,58,390,45,3,2,419,1,0,1,12,/en/players/d3d758d8/matchlogs/2017-2018/passing_types/Valon-Behrami-Match-Logs
48,Vid Belec,si,GK,Sampdoria,27,1990,2.0,86,64,22,6,0,3,1,0,0,0,0,0,58,4,24,15,59,0,0,11,70,0,0,0,0,/en/players/4f8ce0e1/matchlogs/2017-2018/passing_types/Vid-Belec-Match-Logs
49,Vid Belec,si,GK,Benevento,27,1990,12.4,361,224,137,35,0,31,5,0,0,0,0,0,148,27,186,25,253,0,0,68,235,1,0,2,0,/en/players/4f8ce0e1/matchlogs/2017-2018/passing_types/Vid-Belec-Match-Logs
50,Andrea Belotti,it,FW,Torino,23,1993,29.8,610,575,35,1,1,177,6,10,0,0,0,0,385,148,77,92,387,46,6,21,441,0,0,13,32,/en/players/d705ba44/matchlogs/2017-2018/passing_types/Andrea-Belotti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Ahmad Benali,ly,MF,Crotone,25,1992,9.0,379,353,26,7,1,77,7,11,2,0,0,0,243,71,65,94,256,17,8,0,288,3,0,10,13,/en/players/a128b07e/matchlogs/2017-2018/passing_types/Ahmad-Benali-Match-Logs
52,Marco Benassi,it,"MF,FW",Fiorentina,22,1994,30.9,1322,1294,28,8,3,229,31,68,2,0,0,0,838,259,225,262,933,80,15,7,994,6,0,31,44,/en/players/0000acda/matchlogs/2017-2018/passing_types/Marco-Benassi-Match-Logs
53,Medhi Benatia,ma,DF,Juventus,30,1987,19.5,1375,1353,22,19,0,149,34,0,0,0,0,0,1060,141,174,103,1169,73,3,5,1251,1,0,11,7,/en/players/3b15ef2d/matchlogs/2017-2018/passing_types/Medhi-Benatia-Match-Logs
54,Rodrigo Bentancur,uy,MF,Juventus,20,1997,6.5,532,520,12,10,0,74,11,2,1,0,0,0,431,58,43,96,407,20,1,0,474,1,0,8,10,/en/players/3b8674e6/matchlogs/2017-2018/passing_types/Rodrigo-Bentancur-Match-Logs
55,Domenico Berardi,it,FW,Sassuolo,22,1994,25.5,979,883,96,22,3,191,50,122,63,20,6,4,558,182,239,767,132,52,7,10,647,2,6,21,55,/en/players/53a0e358/matchlogs/2017-2018/passing_types/Domenico-Berardi-Match-Logs
56,Álex Berenguer,es,FW,Torino,22,1995,11.6,467,413,54,18,2,73,17,44,26,8,6,1,298,76,93,77,360,16,7,2,336,2,6,6,17,/en/players/dc1c2fce/matchlogs/2017-2018/passing_types/Alex-Berenguer-Match-Logs
57,Bartosz Bereszyński,pl,DF,Sampdoria,25,1992,27.6,1592,1306,286,18,0,189,21,61,0,0,0,0,945,309,338,108,1138,60,268,4,1265,1,0,24,56,/en/players/61b3978f/matchlogs/2017-2018/passing_types/Bartosz-Bereszynski-Match-Logs
58,Etrit Berisha,al,GK,Atalanta,28,1989,31.0,801,518,283,69,0,78,29,0,0,0,0,0,299,60,442,473,156,0,0,157,543,2,0,4,2,/en/players/ee833569/matchlogs/2017-2018/passing_types/Etrit-Berisha-Match-Logs
59,Federico Bernardeschi,it,"FW,MF",Juventus,23,1994,9.4,380,372,8,2,2,56,32,24,4,1,1,1,262,51,67,346,22,7,2,3,307,2,1,8,9,/en/players/ee93c1a9/matchlogs/2017-2018/passing_types/Federico-Bernardeschi-Match-Logs
60,Andrea Bertolacci,it,MF,Genoa,26,1991,32.2,1641,1566,75,44,2,277,53,31,13,6,4,1,1131,180,330,1091,431,74,14,9,1310,6,4,35,39,/en/players/c75b6a02/matchlogs/2017-2018/passing_types/Andrea-Bertolacci-Match-Logs
61,Daniel Bessa,it,"MF,FW",Hellas Verona,24,1993,15.4,687,662,25,5,0,161,19,23,5,0,1,0,493,116,78,48,614,19,4,2,556,4,1,14,21,/en/players/88895312/matchlogs/2017-2018/passing_types/Daniel-Bessa-Match-Logs
62,Daniel Bessa,it,MF,Genoa,24,1993,4.9,213,198,15,1,0,36,4,9,8,0,4,1,162,15,36,17,176,10,5,2,170,0,4,2,8,/en/players/88895312/matchlogs/2017-2018/passing_types/Daniel-Bessa-Match-Logs
63,Matteo Bianchetti,it,DF,Hellas Verona,24,1993,1.4,67,52,15,1,0,16,1,4,0,0,0,0,30,17,20,4,47,1,14,0,47,0,0,2,2,/en/players/b3a20f18/matchlogs/2017-2018/passing_types/Matteo-Bianchetti-Match-Logs
64,Lucas Biglia,ar,MF,Milan,31,1986,22.7,1634,1580,54,45,0,256,61,8,3,1,0,0,1255,179,200,308,1230,69,5,8,1469,4,0,20,18,/en/players/5710a281/matchlogs/2017-2018/passing_types/Lucas-Biglia-Match-Logs
65,Jean-Claude Billong,fr,DF,Benevento,23,1993,3.3,160,141,19,5,0,27,1,1,0,0,0,0,125,17,18,5,135,4,13,1,141,0,0,1,1,/en/players/a3e1d20d/matchlogs/2017-2018/passing_types/Jean-Claude-Billong-Match-Logs
66,Davide Biondini,it,"MF,FW",Sassuolo,34,1983,2.3,109,104,5,2,0,13,2,4,0,0,0,0,74,18,17,12,88,4,3,0,93,0,0,1,1,/en/players/b4c3070a/matchlogs/2017-2018/passing_types/Davide-Biondini-Match-Logs
67,Cristiano Biraghi,it,DF,Fiorentina,24,1992,33.1,1762,1344,418,57,2,230,79,244,92,15,23,13,839,313,610,1222,180,67,269,4,1246,8,23,26,69,/en/players/9e1577aa/matchlogs/2017-2018/passing_types/Cristiano-Biraghi-Match-Logs
68,Davide Biraschi,it,DF,Genoa,23,1994,20.0,1011,925,86,22,0,113,15,36,0,0,0,0,629,134,248,33,836,59,64,6,772,6,0,11,37,/en/players/64cd167d/matchlogs/2017-2018/passing_types/Davide-Biraschi-Match-Logs
69,Valter Birsa,si,"MF,FW",Chievo,30,1986,27.8,1503,1275,228,66,2,229,82,223,105,41,26,14,886,212,405,1031,381,50,9,11,1079,12,26,24,60,/en/players/455a2b79/matchlogs/2017-2018/passing_types/Valter-Birsa-Match-Logs
70,Albano Bizzarri,ar,GK,Udinese,39,1977,32.0,1045,679,366,95,0,80,35,1,0,0,0,0,334,79,632,123,730,0,0,136,664,2,0,1,3,/en/players/32b9b5fa/matchlogs/2017-2018/passing_types/Albano-Bizzarri-Match-Logs
71,Deian Boldor,ro,DF,Hellas Verona,22,1995,1.0,34,34,0,0,0,2,4,0,0,0,0,0,19,1,14,23,7,2,0,0,27,0,0,0,0,/en/players/9b7533de/matchlogs/2017-2018/passing_types/Deian-Boldor-Match-Logs
72,Giacomo Bonaventura,it,MF,Milan,27,1989,28.2,1503,1420,83,31,3,265,36,79,38,9,9,3,1137,144,222,237,1185,42,14,13,1275,1,9,23,29,/en/players/d995ed27/matchlogs/2017-2018/passing_types/Giacomo-Bonaventura-Match-Logs
73,Federico Bonazzoli,it,FW,Sampdoria,20,1997,0.3,14,14,0,0,0,3,0,0,0,0,0,0,11,0,3,13,0,1,0,0,12,0,0,0,0,/en/players/bf57eaab/matchlogs/2017-2018/passing_types/Federico-Bonazzoli-Match-Logs
74,Federico Bonazzoli,it,FW,SPAL,20,1997,2.0,38,36,2,0,0,7,1,1,1,1,0,0,22,8,8,29,5,2,0,1,29,0,0,2,1,/en/players/bf57eaab/matchlogs/2017-2018/passing_types/Federico-Bonazzoli-Match-Logs
75,Kevin Bonifazi,it,"DF,FW",Torino,21,1996,4.5,183,176,7,2,0,41,7,1,0,0,0,0,136,19,28,52,114,4,5,3,158,1,0,3,2,/en/players/fb77bfef/matchlogs/2017-2018/passing_types/Kevin-Bonifazi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Leonardo Bonucci,it,DF,Milan,30,1987,34.3,2094,1994,100,94,0,230,99,15,0,0,0,0,1390,208,496,230,1736,82,6,13,1761,16,0,20,21,/en/players/52ec54d0/matchlogs/2017-2018/passing_types/Leonardo-Bonucci-Match-Logs
77,Fabio Borini,it,"FW,DF",Milan,26,1991,17.9,839,752,87,5,1,140,28,58,6,0,0,0,531,118,190,132,581,39,73,3,643,2,0,12,21,/en/players/ef5b337e/matchlogs/2017-2018/passing_types/Fabio-Borini-Match-Logs
78,Marco Borriello,it,FW,SPAL,35,1982,8.6,161,146,15,0,0,48,1,3,0,0,0,0,100,37,24,108,18,11,0,8,120,0,0,3,9,/en/players/a889ffc7/matchlogs/2017-2018/passing_types/Marco-Borriello-Match-Logs
79,Lucas Boyé,ar,"FW,MF",Torino,21,1996,1.7,90,88,2,0,0,21,2,6,0,0,0,0,63,14,13,16,69,2,2,0,62,2,0,2,4,/en/players/d49f3e6b/matchlogs/2017-2018/passing_types/Lucas-Boye-Match-Logs
80,Enrico Brignola,it,"FW,MF",Benevento,18,1999,15.0,472,464,8,1,1,109,5,16,2,1,0,0,387,47,38,413,46,5,4,2,383,0,0,12,22,/en/players/d0643f8f/matchlogs/2017-2018/passing_types/Enrico-Brignola-Match-Logs
81,Alberto Brignoli,it,GK,Benevento,25,1991,12.5,477,330,147,44,0,49,22,0,0,0,0,0,160,39,278,301,91,0,0,61,292,3,0,0,0,/en/players/6989550f/matchlogs/2017-2018/passing_types/Alberto-Brignoli-Match-Logs
82,Petar Brlek,hr,MF,Genoa,23,1994,2.6,109,105,4,3,0,14,4,2,1,0,0,0,83,19,7,7,95,3,0,2,88,1,0,3,2,/en/players/4590c6e7/matchlogs/2017-2018/passing_types/Petar-Brlek-Match-Logs
83,Marcelo Brozović,hr,MF,Inter,24,1992,21.4,1781,1673,108,17,2,305,88,98,75,31,13,8,1165,298,318,251,1436,57,14,8,1504,8,13,27,29,/en/players/33b8d077/matchlogs/2017-2018/passing_types/Marcelo-Brozovic-Match-Logs
84,Marcel Büchel,li,MF,Hellas Verona,26,1991,18.8,843,821,22,16,1,127,37,16,5,0,5,0,484,133,226,619,122,62,1,2,647,4,5,11,18,/en/players/2edeb221/matchlogs/2017-2018/passing_types/Marcel-Buchel-Match-Logs
85,Ante Budimir,hr,FW,Crotone,26,1991,17.6,391,369,22,1,0,138,0,3,0,0,0,0,188,90,113,200,39,60,5,13,256,1,0,3,17,/en/players/8f3565b3/matchlogs/2017-2018/passing_types/Ante-Budimir-Match-Logs
86,Gianluigi Buffon,it,GK,Juventus,39,1978,20.7,532,385,147,46,0,59,27,0,0,0,0,0,295,54,183,35,412,0,0,72,422,0,0,2,0,/en/players/e40d028b/matchlogs/2017-2018/passing_types/Gianluigi-Buffon-Match-Logs
87,Alessandro Buongiorno,it,DF,Torino,18,1999,0.1,7,7,0,0,0,2,0,0,0,0,0,0,6,1,0,6,0,0,0,0,6,0,0,0,0,/en/players/4ae67f27/matchlogs/2017-2018/passing_types/Alessandro-Buongiorno-Match-Logs
88,Nicolás Burdisso,ar,DF,Torino,36,1981,23.0,1101,1047,54,50,0,143,75,2,0,0,0,0,680,166,255,266,707,100,4,3,947,4,0,11,8,/en/players/9417f322/matchlogs/2017-2018/passing_types/Nicolas-Burdisso-Match-Logs
89,Leandro Cabrera,uy,DF,Crotone,26,1991,4.1,118,117,1,1,0,15,1,0,0,0,0,0,52,17,49,87,15,11,0,0,76,1,0,3,1,/en/players/69cbc8b6/matchlogs/2017-2018/passing_types/Leandro-Cabrera-Match-Logs
90,Fabrizio Cacciatore,it,DF,Chievo,30,1986,31.9,1975,1659,316,25,1,285,54,130,4,1,1,0,991,391,593,342,1216,94,287,6,1494,7,1,37,54,/en/players/00b0bb87/matchlogs/2017-2018/passing_types/Fabrizio-Cacciatore-Match-Logs
91,Martín Cáceres,uy,DF,Hellas Verona,30,1987,12.9,556,466,90,8,1,73,20,19,0,0,0,0,268,136,152,85,343,34,82,5,409,3,0,8,14,/en/players/e94d79e3/matchlogs/2017-2018/passing_types/Martin-Caceres-Match-Logs
92,Martín Cáceres,uy,DF,Lazio,30,1987,4.9,227,217,10,2,0,13,11,8,0,0,0,0,142,41,44,45,154,10,8,9,185,1,0,4,6,/en/players/e94d79e3/matchlogs/2017-2018/passing_types/Martin-Caceres-Match-Logs
93,Felipe Caicedo,ec,FW,Lazio,28,1988,8.0,178,177,1,0,0,41,3,1,0,0,0,0,106,46,26,118,26,21,0,1,143,0,0,5,4,/en/players/93b891d1/matchlogs/2017-2018/passing_types/Felipe-Caicedo-Match-Logs
94,Davide Calabria,it,DF,Milan,20,1996,17.4,1126,952,174,12,0,134,20,81,0,0,0,0,634,172,320,84,808,64,162,3,885,0,0,14,34,/en/players/2146785a/matchlogs/2017-2018/passing_types/Davide-Calabria-Match-Logs
95,Mattia Caldara,it,DF,Atalanta,23,1994,24.0,1011,955,56,52,0,135,51,1,0,0,0,0,673,146,192,123,787,64,4,7,870,1,0,11,9,/en/players/ac7e640b/matchlogs/2017-2018/passing_types/Mattia-Caldara-Match-Logs
96,Hakan Çalhanoğlu,tr,"FW,MF",Milan,23,1994,24.1,1346,1195,151,41,3,246,102,158,96,14,12,6,885,137,324,130,1164,26,14,4,1023,6,12,28,50,/en/players/cd0fa27b/matchlogs/2017-2018/passing_types/Hakan-Calhanoglu-Match-Logs
97,Fabrizio Caligara,it,MF,Cagliari,17,2000,0.2,5,4,1,0,0,1,0,0,0,0,0,0,5,0,0,4,1,0,0,0,5,0,0,0,0,/en/players/22ca11f1/matchlogs/2017-2018/passing_types/Fabrizio-Caligara-Match-Logs
98,José Callejón,es,FW,Napoli,30,1987,36.0,1675,1503,172,4,4,237,84,203,139,32,15,17,991,350,334,269,1286,68,28,12,1290,4,15,31,54,/en/players/78841da9/matchlogs/2017-2018/passing_types/Jose-Callejon-Match-Logs
99,Simone Calvano,it,MF,Hellas Verona,24,1993,7.2,242,240,2,1,0,40,13,7,0,0,0,0,137,46,59,7,202,21,1,2,188,0,0,4,4,/en/players/9dabfcf5/matchlogs/2017-2018/passing_types/Simone-Calvano-Match-Logs
100,João Cancelo,pt,DF,Inter,23,1994,20.6,1616,1379,237,32,1,245,75,191,66,15,6,6,1003,238,375,186,1251,29,139,3,1244,6,6,31,40,/en/players/bd6351cd/matchlogs/2017-2018/passing_types/Joao-Cancelo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Antonio Candreva,it,FW,Inter,30,1987,28.2,1614,1448,166,17,0,264,102,285,97,9,32,23,954,236,424,283,1253,15,50,12,1160,11,32,28,67,/en/players/356c9002/matchlogs/2017-2018/passing_types/Antonio-Candreva-Match-Logs
102,Paolo Cannavaro,it,DF,Sassuolo,36,1981,16.0,560,536,24,24,0,62,17,3,0,0,0,0,351,62,147,47,450,50,0,5,441,2,0,4,7,/en/players/46ed55b6/matchlogs/2017-2018/passing_types/Paolo-Cannavaro-Match-Logs
103,Leonardo Capezzi,it,MF,Sampdoria,22,1995,2.4,132,122,10,5,0,13,4,16,5,1,0,1,82,5,45,26,96,9,0,1,103,0,0,1,0,/en/players/07ea0ef2/matchlogs/2017-2018/passing_types/Leonardo-Capezzi-Match-Logs
104,Elio Capradossi,it,DF,Roma,21,1996,0.9,51,46,5,2,0,6,1,0,0,0,0,0,31,15,5,5,36,5,3,0,46,0,0,1,1,/en/players/174944a3/matchlogs/2017-2018/passing_types/Elio-Capradossi-Match-Logs
105,Gianluca Caprari,it,"FW,MF",Sampdoria,24,1993,20.1,676,624,52,4,2,145,16,59,30,7,9,2,484,87,105,85,558,16,8,6,505,2,9,23,28,/en/players/54e53b7e/matchlogs/2017-2018/passing_types/Gianluca-Caprari-Match-Logs
