Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
300,José Luis Palomino,ar,DF,Atalanta,27,1990,22.0,949,1128,84.1,20236,6487,949,1128,84.1,949,1128,84.1,949,1128,84.1,0,0.5,-0.5,2,55,5,4,70,/en/players/921f6058/matchlogs/2017-2018/passing/Jose-Luis-Palomino-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Everton Luiz,br,MF,SPAL,29,1988,7.1,194,236,82.2,3243,721,194,236,82.2,194,236,82.2,194,236,82.2,0,0.1,-0.1,4,12,2,1,16,/en/players/3799e138/matchlogs/2017-2018/passing/Everton-Luiz-Match-Logs
302,Jordan Lukaku,be,"DF,MF",Lazio,23,1994,15.1,593,752,78.9,9308,3223,593,752,78.9,593,752,78.9,593,752,78.9,1,1.5,-0.5,22,25,26,17,70,/en/players/0cd0e21b/matchlogs/2017-2018/passing/Jordan-Lukaku-Match-Logs
303,Senad Lulić,ba,"DF,MF",Lazio,31,1986,27.0,1101,1475,74.6,21186,7073,1101,1475,74.6,1101,1475,74.6,1101,1475,74.6,4,3.3,+0.7,35,79,38,22,172,/en/players/7fd58fe3/matchlogs/2017-2018/passing/Senad-Lulic-Match-Logs
304,Lyanco,br,DF,Torino,20,1997,3.5,138,162,85.2,3063,1173,138,162,85.2,138,162,85.2,138,162,85.2,0,0.0,0.0,0,10,1,0,17,/en/players/b5bf1770/matchlogs/2017-2018/passing/Lyanco-Match-Logs
305,Charalambos Lykogiannis,gr,DF,Cagliari,23,1993,7.6,167,290,57.6,3101,1520,167,290,57.6,167,290,57.6,167,290,57.6,1,0.1,+0.9,2,9,5,3,41,/en/players/5efc5389/matchlogs/2017-2018/passing/Charalambos-Lykogiannis-Match-Logs
306,Christian Maggio,it,DF,Napoli,35,1982,7.1,386,464,83.2,6222,1931,386,464,83.2,386,464,83.2,386,464,83.2,0,0.2,-0.2,4,21,5,2,38,/en/players/31d7f557/matchlogs/2017-2018/passing/Christian-Maggio-Match-Logs
307,Francesco Magnanelli,it,MF,Sassuolo,32,1984,27.7,1361,1674,81.3,29541,7970,1361,1674,81.3,1361,1674,81.3,1361,1674,81.3,0,1.4,-1.4,27,143,23,2,177,/en/players/07767f42/matchlogs/2017-2018/passing/Francesco-Magnanelli-Match-Logs
308,Domenico Maietta,it,DF,Bologna,34,1982,5.2,210,246,85.4,4902,1663,210,246,85.4,210,246,85.4,210,246,85.4,0,0.0,0.0,0,17,2,0,15,/en/players/3d936ba9/matchlogs/2017-2018/passing/Domenico-Maietta-Match-Logs
309,Nikola Maksimović,rs,DF,Napoli,25,1991,1.1,56,59,94.9,1332,356,56,59,94.9,56,59,94.9,56,59,94.9,0,0.0,0.0,0,8,0,0,4,/en/players/16b9d5cf/matchlogs/2017-2018/passing/Nikola-Maksimovic-Match-Logs
310,Gianluca Mancini,it,DF,Atalanta,21,1996,7.6,278,341,81.5,6113,2022,278,341,81.5,278,341,81.5,278,341,81.5,0,0.0,0.0,0,21,2,0,30,/en/players/5aa53281/matchlogs/2017-2018/passing/Gianluca-Mancini-Match-Logs
311,Rolando Mandragora,it,MF,Crotone,20,1997,36.0,1076,1378,78.1,20023,5546,1076,1378,78.1,1076,1378,78.1,1076,1378,78.1,0,1.5,-1.5,24,114,16,3,136,/en/players/c7259b83/matchlogs/2017-2018/passing/Rolando-Mandragora-Match-Logs
312,Mario Mandžukić,hr,FW,Juventus,31,1986,25.8,750,984,76.2,12503,2391,750,984,76.2,750,984,76.2,750,984,76.2,1,3.4,-2.4,29,36,17,2,66,/en/players/afa0d4e0/matchlogs/2017-2018/passing/Mario-Mandzukic-Match-Logs
313,Kostas Manolas,gr,DF,Roma,26,1991,26.0,1192,1371,86.9,25041,8280,1192,1371,86.9,1192,1371,86.9,1192,1371,86.9,0,0.1,-0.1,4,94,5,0,94,/en/players/c707411f/matchlogs/2017-2018/passing/Kostas-Manolas-Match-Logs
314,Gabriele Marchegiani,it,GK,SPAL,21,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/players/8cf63012/matchlogs/2017-2018/passing/Gabriele-Marchegiani-Match-Logs
315,Claudio Marchisio,it,MF,Juventus,31,1986,9.1,607,685,88.6,13114,2563,607,685,88.6,607,685,88.6,607,685,88.6,1,0.8,+0.2,6,54,6,1,55,/en/players/e304acd5/matchlogs/2017-2018/passing/Claudio-Marchisio-Match-Logs
316,Gian Marco Ferrari,it,DF,Sampdoria,25,1992,29.4,1488,1703,87.4,30739,9961,1488,1703,87.4,1488,1703,87.4,1488,1703,87.4,0,0.4,-0.4,3,104,6,0,128,/en/players/8650af85/matchlogs/2017-2018/passing/Gian-Marco-Ferrari-Match-Logs
317,João Mário,pt,"MF,FW",Inter,24,1993,6.2,322,384,83.9,5176,1285,322,384,83.9,322,384,83.9,322,384,83.9,1,1.5,-0.5,19,22,10,5,38,/en/players/f0021247/matchlogs/2017-2018/passing/Joao-Mario-Match-Logs
318,Bruno Martella,it,DF,Crotone,24,1992,29.1,969,1396,69.4,17709,10161,969,1396,69.4,969,1396,69.4,969,1396,69.4,3,2.4,+0.6,25,101,31,16,225,/en/players/1e12c53b/matchlogs/2017-2018/passing/Bruno-Martella-Match-Logs
319,Adam Marušić,me,"DF,MF",Lazio,24,1992,28.0,925,1195,77.4,15225,4858,925,1195,77.4,925,1195,77.4,925,1195,77.4,4,3.0,+1.0,38,32,31,13,115,/en/players/d4535821/matchlogs/2017-2018/passing/Adam-Marusic-Match-Logs
320,Andrea Masiello,it,DF,Atalanta,31,1986,30.1,1624,1924,84.4,36451,13101,1624,1924,84.4,1624,1924,84.4,1624,1924,84.4,0,0.3,-0.3,10,128,9,0,134,/en/players/e0314d87/matchlogs/2017-2018/passing/Andrea-Masiello-Match-Logs
321,Adam Masina,it,DF,Bologna,23,1994,31.4,1286,1677,76.7,22033,10061,1286,1677,76.7,1286,1677,76.7,1286,1677,76.7,1,1.8,-0.8,24,112,26,9,239,/en/players/de0f152c/matchlogs/2017-2018/passing/Adam-Masina-Match-Logs
322,Ryder Matos,br,MF,Udinese,24,1993,1.9,40,51,78.4,606,133,40,51,78.4,40,51,78.4,40,51,78.4,0,0.1,-0.1,1,3,0,0,3,/en/players/7280b54f/matchlogs/2017-2018/passing/Ryder-Matos-Match-Logs
323,Ryder Matos,br,"FW,MF",Hellas Verona,24,1993,10.9,216,275,78.5,3024,729,216,275,78.5,216,275,78.5,216,275,78.5,1,0.9,+0.1,7,12,6,0,17,/en/players/7280b54f/matchlogs/2017-2018/passing/Ryder-Matos-Match-Logs
324,Alessandro Matri,it,FW,Sassuolo,32,1984,10.2,143,198,72.2,2155,459,143,198,72.2,143,198,72.2,143,198,72.2,0,0.8,-0.8,11,11,5,1,14,/en/players/58d97e77/matchlogs/2017-2018/passing/Alessandro-Matri-Match-Logs
325,Federico Mattiello,it,DF,SPAL,22,1995,24.5,679,894,76.0,10946,4102,679,894,76.0,679,894,76.0,679,894,76.0,0,0.6,-0.6,11,38,11,4,102,/en/players/fba81826/matchlogs/2017-2018/passing/Federico-Mattiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Blaise Matuidi,fr,MF,Juventus,30,1987,26.2,1239,1393,88.9,22067,5072,1239,1393,88.9,1239,1393,88.9,1239,1393,88.9,1,0.9,+0.1,17,134,14,4,100,/en/players/c0cddebe/matchlogs/2017-2018/passing/Blaise-Matuidi-Match-Logs
327,José Mauri,it,MF,Milan,21,1996,0.1,11,12,91.7,184,29,11,12,91.7,11,12,91.7,11,12,91.7,0,0.0,0.0,0,1,0,0,1,/en/players/644faf10/matchlogs/2017-2018/passing/Jose-Mauri-Match-Logs
328,Maurício,br,DF,Lazio,28,1988,0.1,1,1,100.0,5,5,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,/en/players/d5bd1abc/matchlogs/2017-2018/passing/Mauricio-Match-Logs
329,Luca Mazzitelli,it,MF,Sassuolo,21,1995,11.3,300,441,68.0,5660,1839,300,441,68.0,300,441,68.0,300,441,68.0,1,0.7,+0.3,7,33,6,3,50,/en/players/dc61b402/matchlogs/2017-2018/passing/Luca-Mazzitelli-Match-Logs
330,Ibrahima Mbaye,sn,DF,Bologna,22,1994,19.6,823,1036,79.4,13652,5709,823,1036,79.4,823,1036,79.4,823,1036,79.4,0,0.4,-0.4,3,52,6,2,116,/en/players/cfbf9881/matchlogs/2017-2018/passing/Ibrahima-Mbaye-Match-Logs
331,Iuri Medeiros,pt,"FW,MF",Genoa,23,1994,7.1,200,291,68.7,3796,1096,200,291,68.7,200,291,68.7,200,291,68.7,1,1.9,-0.9,15,13,15,2,41,/en/players/97e2aa67/matchlogs/2017-2018/passing/Iuri-Medeiros-Match-Logs
332,Riccardo Meggiorini,it,FW,Chievo,31,1985,8.7,123,213,57.7,1693,449,123,213,57.7,123,213,57.7,123,213,57.7,0,0.8,-0.8,3,5,2,0,16,/en/players/2ec0f902/matchlogs/2017-2018/passing/Riccardo-Meggiorini-Match-Logs
333,Ledian Memushaj,al,MF,Benevento,30,1986,14.0,544,671,81.1,9102,3150,544,671,81.1,544,671,81.1,544,671,81.1,0,1.4,-1.4,20,62,6,2,81,/en/players/8011fcf6/matchlogs/2017-2018/passing/Ledian-Memushaj-Match-Logs
334,Alex Meret,it,GK,SPAL,20,1997,12.9,207,357,58.0,7709,5276,207,357,58.0,207,357,58.0,207,357,58.0,0,0.0,0.0,0,2,0,0,0,/en/players/9413b19f/matchlogs/2017-2018/passing/Alex-Meret-Match-Logs
335,Dries Mertens,be,FW,Napoli,30,1987,33.4,739,999,74.0,10747,2133,739,999,74.0,739,999,74.0,739,999,74.0,7,6.9,+0.1,61,45,48,4,84,/en/players/89b2c8a9/matchlogs/2017-2018/passing/Dries-Mertens-Match-Logs
336,Senna Miangue,be,"MF,DF",Cagliari,20,1997,8.9,266,407,65.4,4732,2304,266,407,65.4,266,407,65.4,266,407,65.4,1,1.3,-0.3,11,10,14,9,60,/en/players/42591ed0/matchlogs/2017-2018/passing/Senna-Miangue-Match-Logs
337,Francesco Migliore,it,DF,Genoa,29,1988,3.7,122,164,74.4,2146,809,122,164,74.4,122,164,74.4,122,164,74.4,0,0.2,-0.2,3,8,4,1,22,/en/players/1a584cb2/matchlogs/2017-2018/passing/Francesco-Migliore-Match-Logs
338,Nikola Milenković,rs,DF,Fiorentina,19,1997,13.9,666,804,82.8,13643,4836,666,804,82.8,666,804,82.8,666,804,82.8,0,0.0,0.0,1,46,3,1,70,/en/players/bee704fc/matchlogs/2017-2018/passing/Nikola-Milenkovic-Match-Logs
339,Arkadiusz Milik,pl,"FW,MF",Napoli,23,1994,5.0,110,141,78.0,1530,229,110,141,78.0,110,141,78.0,110,141,78.0,1,0.6,+0.4,6,4,4,0,8,/en/players/85613cf0/matchlogs/2017-2018/passing/Arkadiusz-Milik-Match-Logs
340,Sergej Milinković-Savić,rs,MF,Lazio,22,1995,31.6,1424,1819,78.3,26112,7578,1424,1819,78.3,1424,1819,78.3,1424,1819,78.3,4,5.0,-1.0,50,170,48,1,210,/en/players/4e6dbac4/matchlogs/2017-2018/passing/Sergej-Milinkovic-Savic-Match-Logs
341,Vanja Milinković-Savić,rs,GK,Torino,20,1997,1.0,32,49,65.3,1002,614,32,49,65.3,32,49,65.3,32,49,65.3,0,0.0,0.0,0,0,0,0,0,/en/players/9fa26bc2/matchlogs/2017-2018/passing/Vanja-Milinkovic-Savic-Match-Logs
342,Miranda,br,DF,Inter,32,1984,30.3,1490,1706,87.3,30310,10973,1490,1706,87.3,1490,1706,87.3,1490,1706,87.3,0,0.3,-0.3,5,64,4,0,77,/en/players/314f2124/matchlogs/2017-2018/passing/Miranda-Match-Logs
343,Antonio Mirante,it,GK,Bologna,34,1983,33.0,842,1211,69.5,32856,22989,842,1211,69.5,842,1211,69.5,842,1211,69.5,0,0.0,0.0,1,23,0,0,3,/en/players/30223b33/matchlogs/2017-2018/passing/Antonio-Mirante-Match-Logs
344,Simone Missiroli,it,MF,Sassuolo,31,1986,32.4,950,1263,75.2,16822,5592,950,1263,75.2,950,1263,75.2,950,1263,75.2,1,2.5,-1.5,32,121,18,5,147,/en/players/331c0a43/matchlogs/2017-2018/passing/Simone-Missiroli-Match-Logs
345,Cristian Molinaro,it,DF,Torino,34,1983,17.4,797,1008,79.1,14037,6262,797,1008,79.1,797,1008,79.1,797,1008,79.1,1,1.1,-0.1,11,64,12,4,140,/en/players/1c8c5aed/matchlogs/2017-2018/passing/Cristian-Molinaro-Match-Logs
346,Riccardo Montolivo,it,MF,Milan,32,1985,12.1,597,722,82.7,11910,3082,597,722,82.7,597,722,82.7,597,722,82.7,1,0.6,+0.4,14,65,13,0,68,/en/players/b746d309/matchlogs/2017-2018/passing/Riccardo-Montolivo-Match-Logs
347,Luca Mora,it,MF,SPAL,29,1988,10.4,254,367,69.2,4561,1819,254,367,69.2,254,367,69.2,254,367,69.2,1,0.3,+0.7,6,25,10,1,61,/en/players/42fff925/matchlogs/2017-2018/passing/Luca-Mora-Match-Logs
348,Héctor Moreno,mx,DF,Roma,29,1988,2.6,187,204,91.7,4132,1571,187,204,91.7,187,204,91.7,187,204,91.7,0,0.1,-0.1,2,14,1,1,17,/en/players/5d311e8d/matchlogs/2017-2018/passing/Hector-Moreno-Match-Logs
349,Emiliano Moretti,it,DF,Torino,36,1981,19.8,887,1052,84.3,18594,6456,887,1052,84.3,887,1052,84.3,887,1052,84.3,0,0.2,-0.2,2,73,2,0,61,/en/players/55667895/matchlogs/2017-2018/passing/Emiliano-Moretti-Match-Logs
350,Alessandro Murgia,it,MF,Lazio,20,1996,8.6,313,382,81.9,5329,1508,313,382,81.9,313,382,81.9,313,382,81.9,0,0.4,-0.4,8,23,3,1,28,/en/players/fb2c533b/matchlogs/2017-2018/passing/Alessandro-Murgia-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,22,1994,16.1,626,843,74.3,11521,4743,626,843,74.3,626,843,74.3,626,843,74.3,1,1.3,-0.3,13,55,14,8,123,/en/players/d183e9d6/matchlogs/2017-2018/passing/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,26,1990,13.4,853,962,88.7,17882,6732,853,962,88.7,853,962,88.7,853,962,88.7,1,0.6,+0.4,9,86,9,1,92,/en/players/91899ca8/matchlogs/2017-2018/passing/Mateo-Musacchio-Match-Logs
353,Yuto Nagatomo,jp,DF,Inter,30,1986,8.8,298,375,79.5,5285,1998,298,375,79.5,298,375,79.5,298,375,79.5,1,0.6,+0.4,7,22,11,4,41,/en/players/4b6960d2/matchlogs/2017-2018/passing/Yuto-Nagatomo-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,22,1995,7.9,201,240,83.8,2922,767,201,240,83.8,201,240,83.8,201,240,83.8,0,0.4,-0.4,5,14,6,2,14,/en/players/788b31e2/matchlogs/2017-2018/passing/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Roma,29,1988,29.0,1051,1321,79.6,21349,5427,1051,1321,79.6,1051,1321,79.6,1051,1321,79.6,7,7.0,0.0,60,129,48,12,155,/en/players/1f9328da/matchlogs/2017-2018/passing/Radja-Nainggolan-Match-Logs
356,Andrea Nalini,it,"FW,MF",Crotone,27,1990,18.2,348,550,63.3,5942,1933,348,550,63.3,348,550,63.3,348,550,63.3,2,3.4,-1.4,21,42,22,13,61,/en/players/65c75ea8/matchlogs/2017-2018/passing/Andrea-Nalini-Match-Logs
357,Nani,pt,"MF,FW",Lazio,30,1986,4.3,160,207,77.3,2324,613,160,207,77.3,160,207,77.3,160,207,77.3,1,1.2,-0.2,9,12,5,0,19,/en/players/15e9c7e6/matchlogs/2017-2018/passing/Nani-Match-Logs
358,M'Baye Niang,sn,FW,Torino,22,1994,17.0,366,512,71.5,5480,1160,366,512,71.5,366,512,71.5,366,512,71.5,2,1.1,+0.9,19,13,8,2,32,/en/players/2054d037/matchlogs/2017-2018/passing/MBaye-Niang-Match-Logs
359,Nicolas Nkoulou,cm,DF,Torino,27,1990,36.2,1483,1672,88.7,32609,8887,1483,1672,88.7,1483,1672,88.7,1483,1672,88.7,0,0.1,-0.1,4,75,4,0,78,/en/players/93cf32a8/matchlogs/2017-2018/passing/Nicolas-Nkoulou-Match-Logs
360,Bram Nuytinck,nl,DF,Udinese,27,1990,26.2,1054,1231,85.6,23086,7273,1054,1231,85.6,1054,1231,85.6,1054,1231,85.6,1,0.5,+0.5,2,69,1,0,82,/en/players/e33f36d5/matchlogs/2017-2018/passing/Bram-Nuytinck-Match-Logs
361,Simeon Nwankwo,ng,FW,Crotone,25,1992,13.5,211,311,67.8,2916,390,211,311,67.8,211,311,67.8,211,311,67.8,1,0.6,+0.4,13,13,4,0,13,/en/players/80dbbd10/matchlogs/2017-2018/passing/Simeon-Nwankwo-Match-Logs
362,Joel Obi,ng,MF,Torino,26,1991,13.9,479,606,79.0,7604,2288,479,606,79.0,479,606,79.0,479,606,79.0,1,0.3,+0.7,6,54,8,4,63,/en/players/614c38fb/matchlogs/2017-2018/passing/Joel-Obi-Match-Logs
363,Marios Oikonomou,gr,DF,SPAL,24,1992,1.9,56,69,81.2,1140,489,56,69,81.2,56,69,81.2,56,69,81.2,0,0.1,-0.1,1,7,0,0,9,/en/players/3b9858f5/matchlogs/2017-2018/passing/Marios-Oikonomou-Match-Logs
364,Orji Okwonkwo,ng,"MF,FW",Bologna,19,1998,2.9,61,79,77.2,967,216,61,79,77.2,61,79,77.2,61,79,77.2,0,0.0,0.0,0,3,1,0,4,/en/players/905a4f61/matchlogs/2017-2018/passing/Orji-Okwonkwo-Match-Logs
365,Maximiliano Olivera,uy,DF,Fiorentina,25,1992,4.6,220,278,79.1,4589,1588,220,278,79.1,220,278,79.1,220,278,79.1,0,0.2,-0.2,4,8,5,1,29,/en/players/32a33c68/matchlogs/2017-2018/passing/Maximiliano-Olivera-Match-Logs
366,Stephane Omeonga,be,"MF,DF",Genoa,21,1996,8.9,288,354,81.4,5190,1111,288,354,81.4,288,354,81.4,288,354,81.4,0,0.4,-0.4,8,24,5,1,27,/en/players/72c803a0/matchlogs/2017-2018/passing/Stephane-Omeonga-Match-Logs
367,Riccardo Orsolini,it,"FW,DF",Bologna,20,1997,3.8,79,116,68.1,1415,438,79,116,68.1,79,116,68.1,79,116,68.1,1,1.1,-0.1,5,5,2,1,11,/en/players/e14ec482/matchlogs/2017-2018/passing/Riccardo-Orsolini-Match-Logs
368,Riccardo Orsolini,it,"FW,MF",Atalanta,20,1997,1.4,38,52,73.1,667,136,38,52,73.1,38,52,73.1,38,52,73.1,0,0.5,-0.5,4,1,2,1,4,/en/players/e14ec482/matchlogs/2017-2018/passing/Riccardo-Orsolini-Match-Logs
369,Adam Ounas,dz,"FW,MF",Napoli,20,1996,1.1,42,55,76.4,689,172,42,55,76.4,42,55,76.4,42,55,76.4,0,0.3,-0.3,5,2,2,2,5,/en/players/ed90babd/matchlogs/2017-2018/passing/Adam-Ounas-Match-Logs
370,Simone Padoin,it,"DF,MF",Cagliari,33,1984,34.5,987,1343,73.5,17683,6731,987,1343,73.5,987,1343,73.5,987,1343,73.5,0,3.9,-3.9,37,73,38,26,171,/en/players/5eb72339/matchlogs/2017-2018/passing/Simone-Padoin-Match-Logs
371,Rodrigo Palacio,ar,"FW,MF",Bologna,35,1982,22.9,499,706,70.7,7959,1217,499,706,70.7,499,706,70.7,499,706,70.7,2,3.6,-1.6,34,22,23,11,39,/en/players/8d8178ac/matchlogs/2017-2018/passing/Rodrigo-Palacio-Match-Logs
372,Raffaele Palladino,it,"FW,MF",Genoa,33,1984,2.6,68,91,74.7,1108,303,68,91,74.7,68,91,74.7,68,91,74.7,0,0.8,-0.8,8,4,5,4,6,/en/players/961a4174/matchlogs/2017-2018/passing/Raffaele-Palladino-Match-Logs
373,Emerson Palmieri,it,DF,Roma,22,1994,0.2,15,17,88.2,210,42,15,17,88.2,15,17,88.2,15,17,88.2,0,0.0,0.0,0,0,0,0,1,/en/players/e0bc6fdc/matchlogs/2017-2018/passing/Emerson-Palmieri-Match-Logs
374,Simone Palombi,it,FW,Lazio,21,1996,0.7,14,15,93.3,231,47,14,15,93.3,14,15,93.3,14,15,93.3,0,0.1,-0.1,1,0,1,1,2,/en/players/d0e6399c/matchlogs/2017-2018/passing/Simone-Palombi-Match-Logs
375,Alberto Paloschi,it,FW,SPAL,27,1990,24.3,292,407,71.7,4195,495,292,407,71.7,292,407,71.7,292,407,71.7,0,0.9,-0.9,12,11,4,1,15,/en/players/b5cae4e6/matchlogs/2017-2018/passing/Alberto-Paloschi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Goran Pandev,mk,"FW,MF",Genoa,34,1983,20.0,445,610,73.0,7739,2075,445,610,73.0,445,610,73.0,445,610,73.0,1,2.7,-1.7,29,50,33,1,75,/en/players/d711d04f/matchlogs/2017-2018/passing/Goran-Pandev-Match-Logs
377,Vittorio Parigini,it,"FW,MF",Benevento,21,1996,9.5,235,334,70.4,3593,753,235,334,70.4,235,334,70.4,235,334,70.4,0,1.5,-1.5,16,11,9,5,28,/en/players/75efed2e/matchlogs/2017-2018/passing/Vittorio-Parigini-Match-Logs
378,Marco Parolo,it,MF,Lazio,32,1985,29.0,995,1237,80.4,18620,4298,995,1237,80.4,995,1237,80.4,995,1237,80.4,3,2.0,+1.0,27,85,23,3,113,/en/players/ed5886d2/matchlogs/2017-2018/passing/Marco-Parolo-Match-Logs
379,Patric,es,"DF,MF",Lazio,24,1993,6.6,300,359,83.6,6248,1680,300,359,83.6,300,359,83.6,300,359,83.6,0,0.5,-0.5,8,20,8,4,26,/en/players/f7223718/matchlogs/2017-2018/passing/Patric-Match-Logs
380,Daniel Pavlović,ba,DF,Sampdoria,29,1988,1.0,48,63,76.2,936,298,48,63,76.2,48,63,76.2,48,63,76.2,0,0.1,-0.1,1,1,2,0,5,/en/players/47146acb/matchlogs/2017-2018/passing/Daniel-Pavlovic-Match-Logs
381,Daniel Pavlović,ba,"DF,MF",Crotone,29,1988,8.4,220,348,63.2,4312,2267,220,348,63.2,220,348,63.2,220,348,63.2,0,0.8,-0.8,11,19,5,1,60,/en/players/47146acb/matchlogs/2017-2018/passing/Daniel-Pavlovic-Match-Logs
382,Leonardo Pavoletti,it,FW,Cagliari,28,1988,30.2,534,797,67.0,7402,1095,534,797,67.0,534,797,67.0,534,797,67.0,0,1.2,-1.2,22,28,12,0,34,/en/players/d37b0350/matchlogs/2017-2018/passing/Leonardo-Pavoletti-Match-Logs
383,Giampaolo Pazzini,it,FW,Hellas Verona,32,1984,11.0,119,165,72.1,1862,288,119,165,72.1,119,165,72.1,119,165,72.1,0,0.5,-0.5,6,6,4,0,12,/en/players/6ca663b4/matchlogs/2017-2018/passing/Giampaolo-Pazzini-Match-Logs
384,João Pedro,br,"MF,FW",Cagliari,25,1992,18.4,364,518,70.3,6574,1385,364,518,70.3,364,518,70.3,364,518,70.3,2,2.0,0.0,18,30,13,2,39,/en/players/81255c03/matchlogs/2017-2018/passing/Joao-Pedro-Match-Logs
385,Gianluca Pegolo,it,GK,Sassuolo,36,1981,1.2,16,38,42.1,490,287,16,38,42.1,16,38,42.1,16,38,42.1,0,0.0,0.0,0,0,0,0,0,/en/players/f058ed1f/matchlogs/2017-2018/passing/Gianluca-Pegolo-Match-Logs
386,Pietro Pellegri,it,FW,Genoa,16,2001,3.1,33,45,73.3,564,49,33,45,73.3,33,45,73.3,33,45,73.3,0,0.1,-0.1,4,0,2,1,2,/en/players/a44d3a3c/matchlogs/2017-2018/passing/Pietro-Pellegri-Match-Logs
387,Lorenzo Pellegrini,it,MF,Roma,21,1996,20.0,798,1018,78.4,15129,4690,798,1018,78.4,798,1018,78.4,798,1018,78.4,2,5.7,-3.7,49,104,29,10,147,/en/players/4a5a45c7/matchlogs/2017-2018/passing/Lorenzo-Pellegrini-Match-Logs
388,Sergio Pellissier,it,FW,Chievo,38,1979,6.2,89,123,72.4,1194,148,89,123,72.4,89,123,72.4,89,123,72.4,0,0.8,-0.8,8,0,1,0,2,/en/players/878ee034/matchlogs/2017-2018/passing/Sergio-Pellissier-Match-Logs
389,Federico Peluso,it,DF,Sassuolo,33,1984,28.8,813,1143,71.1,16849,8997,813,1143,71.1,813,1143,71.1,813,1143,71.1,1,0.8,+0.2,11,90,18,12,175,/en/players/4f2908e5/matchlogs/2017-2018/passing/Federico-Peluso-Match-Logs
390,Pedro Pereira,pt,DF,Genoa,19,1998,4.2,146,205,71.2,2433,811,146,205,71.2,146,205,71.2,146,205,71.2,0,0.1,-0.1,2,4,2,2,19,/en/players/c77be0cf/matchlogs/2017-2018/passing/Pedro-Pereira-Match-Logs
391,Bruno Peres,br,DF,Roma,27,1990,12.8,661,806,82.0,12072,4489,661,806,82.0,661,806,82.0,661,806,82.0,0,1.0,-1.0,15,50,15,8,99,/en/players/852351df/matchlogs/2017-2018/passing/Bruno-Peres-Match-Logs
392,Stipe Perica,hr,"FW,MF",Udinese,22,1995,10.5,147,201,73.1,2207,392,147,201,73.1,147,201,73.1,147,201,73.1,0,0.5,-0.5,7,6,4,0,14,/en/players/269b4638/matchlogs/2017-2018/passing/Stipe-Perica-Match-Logs
393,Mattia Perin,it,GK,Genoa,24,1992,37.0,699,1193,58.6,27425,18880,699,1193,58.6,699,1193,58.6,699,1193,58.6,0,0.1,-0.1,1,14,1,0,1,/en/players/4c62d0c8/matchlogs/2017-2018/passing/Mattia-Perin-Match-Logs
394,Ivan Perišić,hr,FW,Inter,28,1989,36.8,1109,1631,68.0,18739,4402,1109,1631,68.0,1109,1631,68.0,1109,1631,68.0,7,7.5,-0.5,72,50,52,25,125,/en/players/6fe90922/matchlogs/2017-2018/passing/Ivan-Perisic-Match-Logs
395,Diego Perotti,ar,"FW,MF",Roma,29,1988,17.9,708,920,77.0,11519,2784,708,920,77.0,708,920,77.0,708,920,77.0,3,4.3,-1.3,39,57,38,15,98,/en/players/a40d5a0c/matchlogs/2017-2018/passing/Diego-Perotti-Match-Logs
396,Andrea Petagna,it,FW,Atalanta,22,1995,18.0,385,524,73.5,6974,1042,385,524,73.5,385,524,73.5,385,524,73.5,5,4.4,+0.6,30,19,31,5,45,/en/players/03f946ed/matchlogs/2017-2018/passing/Andrea-Petagna-Match-Logs
397,Bruno Petković,hr,FW,Bologna,22,1994,3.7,83,113,73.5,1217,249,83,113,73.5,83,113,73.5,83,113,73.5,1,0.8,+0.2,3,2,4,0,9,/en/players/24228180/matchlogs/2017-2018/passing/Bruno-Petkovic-Match-Logs
398,Bruno Petković,hr,"FW,MF",Hellas Verona,22,1994,10.2,166,262,63.4,2390,508,166,262,63.4,166,262,63.4,166,262,63.4,2,1.1,+0.9,10,9,10,1,17,/en/players/24228180/matchlogs/2017-2018/passing/Bruno-Petkovic-Match-Logs
399,Germán Pezzella,ar,DF,Fiorentina,26,1991,33.1,1580,1896,83.3,33887,11644,1580,1896,83.3,1580,1896,83.3,1580,1896,83.3,0,0.3,-0.3,6,86,4,0,120,/en/players/8c725b43/matchlogs/2017-2018/passing/German-Pezzella-Match-Logs
400,Giuseppe Pezzella,it,DF,Udinese,19,1997,10.0,315,455,69.2,5455,2473,315,455,69.2,315,455,69.2,315,455,69.2,0,0.8,-0.8,12,19,14,7,66,/en/players/149c5f5d/matchlogs/2017-2018/passing/Giuseppe-Pezzella-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
