Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
100,João Cancelo,pt,DF,Inter,23,1994,20.6,1244,1616,77.0,22161,9083,1244,1616,77.0,1244,1616,77.0,1244,1616,77.0,2,3.9,-1.9,39,98,41,13,179,/en/players/bd6351cd/matchlogs/2017-2018/passing/Joao-Cancelo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Antonio Candreva,it,FW,Inter,30,1987,28.2,1160,1614,71.9,20339,5880,1160,1614,71.9,1160,1614,71.9,1160,1614,71.9,7,9.5,-2.5,71,60,74,37,191,/en/players/356c9002/matchlogs/2017-2018/passing/Antonio-Candreva-Match-Logs
102,Paolo Cannavaro,it,DF,Sassuolo,36,1981,16.0,441,560,78.8,9516,3943,441,560,78.8,441,560,78.8,441,560,78.8,0,0.1,-0.1,3,49,1,0,42,/en/players/46ed55b6/matchlogs/2017-2018/passing/Paolo-Cannavaro-Match-Logs
103,Leonardo Capezzi,it,MF,Sampdoria,22,1995,2.4,103,132,78.0,1667,689,103,132,78.0,103,132,78.0,103,132,78.0,1,0.8,+0.2,9,15,4,0,21,/en/players/07ea0ef2/matchlogs/2017-2018/passing/Leonardo-Capezzi-Match-Logs
104,Elio Capradossi,it,DF,Roma,21,1996,0.9,46,51,90.2,941,280,46,51,90.2,46,51,90.2,46,51,90.2,0,0.0,0.0,0,4,0,0,2,/en/players/174944a3/matchlogs/2017-2018/passing/Elio-Capradossi-Match-Logs
105,Gianluca Caprari,it,"FW,MF",Sampdoria,24,1993,20.1,505,676,74.7,7385,2026,505,676,74.7,505,676,74.7,505,676,74.7,3,3.2,-0.2,30,28,39,3,77,/en/players/54e53b7e/matchlogs/2017-2018/passing/Gianluca-Caprari-Match-Logs
106,Marco Capuano,it,DF,Crotone,25,1991,15.6,493,615,80.2,9620,3260,493,615,80.2,493,615,80.2,493,615,80.2,0,0.0,0.0,0,24,0,0,30,/en/players/616aea37/matchlogs/2017-2018/passing/Marco-Capuano-Match-Logs
107,Marco Capuano,it,DF,Cagliari,25,1991,7.7,299,390,76.7,4996,2256,299,390,76.7,299,390,76.7,299,390,76.7,0,0.1,-0.1,2,14,2,1,36,/en/players/616aea37/matchlogs/2017-2018/passing/Marco-Capuano-Match-Logs
108,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,31.7,788,978,80.6,17933,5240,788,978,80.6,788,978,80.6,788,978,80.6,4,0.8,+3.2,3,25,2,1,37,/en/players/99d8fc35/matchlogs/2017-2018/passing/Antonio-Caracciolo-Match-Logs
109,Francesco Cassata,it,MF,Sassuolo,20,1997,5.1,86,132,65.2,1677,498,86,132,65.2,86,132,65.2,86,132,65.2,0,0.0,0.0,1,13,3,1,15,/en/players/96960855/matchlogs/2017-2018/passing/Francesco-Cassata-Match-Logs
110,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,16.7,776,963,80.6,12809,4527,776,963,80.6,776,963,80.6,776,963,80.6,1,2.3,-1.3,18,54,21,7,116,/en/players/197640fd/matchlogs/2017-2018/passing/Timothy-Castagne-Match-Logs
111,Leandro Castán,br,DF,Cagliari,30,1986,12.7,412,537,76.7,8508,2940,412,537,76.7,412,537,76.7,412,537,76.7,1,0.4,+0.6,1,33,2,0,33,/en/players/019f4d0d/matchlogs/2017-2018/passing/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,22.1,756,1026,73.7,13541,3953,756,1026,73.7,756,1026,73.7,756,1026,73.7,4,2.2,+1.8,30,84,23,9,112,/en/players/56b2957b/matchlogs/2017-2018/passing/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,25.4,1109,1358,81.7,20887,5446,1109,1358,81.7,1109,1358,81.7,1109,1358,81.7,4,1.8,+2.2,31,102,24,5,114,/en/players/ba3d3bea/matchlogs/2017-2018/passing/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,35.9,1015,1262,80.4,22209,6625,1015,1262,80.4,1015,1262,80.4,1015,1262,80.4,0,0.4,-0.4,7,65,7,1,86,/en/players/d9624b51/matchlogs/2017-2018/passing/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,0.6,13,21,61.9,160,72,13,21,61.9,13,21,61.9,13,21,61.9,0,0.0,0.0,0,1,1,0,1,/en/players/fac896b0/matchlogs/2017-2018/passing/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,24.7,907,1160,78.2,22054,8910,907,1160,78.2,907,1160,78.2,907,1160,78.2,0,0.8,-0.8,6,93,7,0,74,/en/players/7d50454d/matchlogs/2017-2018/passing/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,0.6,7,11,63.6,105,26,7,11,63.6,7,11,63.6,7,11,63.6,0,0.0,0.0,0,0,0,0,0,/en/players/4cc93246/matchlogs/2017-2018/passing/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,18.2,318,487,65.3,5397,1547,318,487,65.3,318,487,65.3,318,487,65.3,1,2.9,-1.9,21,17,17,4,49,/en/players/5370cba7/matchlogs/2017-2018/passing/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,6.1,186,238,78.2,4187,1531,186,238,78.2,186,238,78.2,186,238,78.2,0,0.0,0.0,0,12,0,0,16,/en/players/c1d18f10/matchlogs/2017-2018/passing/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,2.2,37,58,63.8,522,103,37,58,63.8,37,58,63.8,37,58,63.8,0,0.2,-0.2,4,4,2,0,3,/en/players/eade5337/matchlogs/2017-2018/passing/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,11.6,377,425,88.7,6753,1340,377,425,88.7,377,425,88.7,377,425,88.7,0,0.5,-0.5,9,34,3,1,24,/en/players/aa5a409a/matchlogs/2017-2018/passing/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,24.0,1526,1765,86.5,36121,11043,1526,1765,86.5,1526,1765,86.5,1526,1765,86.5,1,0.6,+0.4,6,118,8,0,112,/en/players/e85fb9b8/matchlogs/2017-2018/passing/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,751,1039,72.3,12108,3605,751,1039,72.3,751,1039,72.3,751,1039,72.3,4,6.2,-2.2,53,40,54,14,125,/en/players/b0f7e36c/matchlogs/2017-2018/passing/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,531,585,90.8,10604,3625,531,585,90.8,531,585,90.8,531,585,90.8,0,0.0,0.0,1,37,0,0,46,/en/players/c316607a/matchlogs/2017-2018/passing/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,243,345,70.4,4425,1102,243,345,70.4,243,345,70.4,243,345,70.4,1,1.5,-0.5,15,7,8,4,27,/en/players/1ab0b878/matchlogs/2017-2018/passing/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,1229,1603,76.7,24763,8145,1229,1603,76.7,1229,1603,76.7,1229,1603,76.7,3,3.2,-0.2,39,138,26,2,206,/en/players/ae64d449/matchlogs/2017-2018/passing/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,587,764,76.8,11692,4589,587,764,76.8,587,764,76.8,587,764,76.8,0,0.1,-0.1,2,47,2,1,50,/en/players/46f5c54d/matchlogs/2017-2018/passing/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,3,6,50.0,87,29,3,6,50.0,3,6,50.0,3,6,50.0,0,0.0,0.0,0,0,2,1,2,/en/players/b39569c0/matchlogs/2017-2018/passing/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,238,344,69.2,3741,649,238,344,69.2,238,344,69.2,238,344,69.2,1,1.8,-0.8,20,11,12,1,30,/en/players/4c7940d6/matchlogs/2017-2018/passing/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,242,301,80.4,4527,1294,242,301,80.4,242,301,80.4,242,301,80.4,0,0.0,0.0,1,20,4,0,34,/en/players/c6dda86e/matchlogs/2017-2018/passing/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,690,1044,66.1,25691,17345,690,1044,66.1,690,1044,66.1,690,1044,66.1,0,0.0,0.0,1,11,0,0,1,/en/players/8cabdc1e/matchlogs/2017-2018/passing/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,91,104,87.5,1605,715,91,104,87.5,91,104,87.5,91,104,87.5,0,0.2,-0.2,2,10,1,1,18,/en/players/8fef5412/matchlogs/2017-2018/passing/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,13,23,56.5,196,46,13,23,56.5,13,23,56.5,13,23,56.5,0,0.0,0.0,0,2,0,0,2,/en/players/8b0b02c9/matchlogs/2017-2018/passing/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,520,1119,46.5,23451,18774,520,1119,46.5,520,1119,46.5,520,1119,46.5,0,0.0,0.0,1,36,0,0,0,/en/players/e66ebabb/matchlogs/2017-2018/passing/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,213,304,70.1,3217,472,213,304,70.1,213,304,70.1,213,304,70.1,1,1.2,-0.2,17,10,7,0,14,/en/players/c693347d/matchlogs/2017-2018/passing/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,76,125,60.8,1415,368,76,125,60.8,76,125,60.8,76,125,60.8,1,0.3,+0.7,4,2,1,1,12,/en/players/70fd593e/matchlogs/2017-2018/passing/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,111,161,68.9,3558,2152,111,161,68.9,111,161,68.9,111,161,68.9,0,0.0,0.0,0,5,1,0,0,/en/players/18736214/matchlogs/2017-2018/passing/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,560,735,76.2,11805,5631,560,735,76.2,560,735,76.2,560,735,76.2,0,0.1,-0.1,3,41,6,2,59,/en/players/f5e9a8bd/matchlogs/2017-2018/passing/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,826,1037,79.7,15521,3556,826,1037,79.7,826,1037,79.7,826,1037,79.7,6,7.6,-1.6,58,45,48,14,119,/en/players/4fa7cb9b/matchlogs/2017-2018/passing/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,492,750,65.6,9725,3972,492,750,65.6,492,750,65.6,492,750,65.6,1,0.8,+0.2,13,32,18,9,96,/en/players/00528660/matchlogs/2017-2018/passing/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,475,763,62.3,18404,14012,475,763,62.3,475,763,62.3,475,763,62.3,0,0.0,0.0,0,16,0,0,0,/en/players/f554e29b/matchlogs/2017-2018/passing/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,128,158,81.0,2317,833,128,158,81.0,128,158,81.0,128,158,81.0,0,0.0,0.0,0,11,0,0,12,/en/players/53636fce/matchlogs/2017-2018/passing/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,304,357,85.2,5611,1451,304,357,85.2,304,357,85.2,304,357,85.2,0,0.0,0.0,1,38,0,0,27,/en/players/f54dfca8/matchlogs/2017-2018/passing/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,1223,1584,77.2,21799,6731,1223,1584,77.2,1223,1584,77.2,1223,1584,77.2,2,4.3,-2.3,40,169,44,2,182,/en/players/16657b95/matchlogs/2017-2018/passing/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,158,196,80.6,2657,752,158,196,80.6,158,196,80.6,158,196,80.6,0,0.5,-0.5,2,8,1,0,16,/en/players/3c05c659/matchlogs/2017-2018/passing/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,63,92,68.5,971,203,63,92,68.5,63,92,68.5,63,92,68.5,0,0.2,-0.2,3,8,1,0,7,/en/players/8c964914/matchlogs/2017-2018/passing/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,13,24,54.2,393,188,13,24,54.2,13,24,54.2,13,24,54.2,0,0.0,0.0,0,0,0,0,0,/en/players/a4ec7d09/matchlogs/2017-2018/passing/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,707,837,84.5,14705,3789,707,837,84.5,707,837,84.5,707,837,84.5,4,2.7,+1.3,37,47,39,20,95,/en/players/0ab1f153/matchlogs/2017-2018/passing/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,233,309,75.4,3177,345,233,309,75.4,233,309,75.4,233,309,75.4,1,0.6,+0.4,11,6,5,0,14,/en/players/a4fe8cda/matchlogs/2017-2018/passing/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,210,292,71.9,3433,830,210,292,71.9,210,292,71.9,210,292,71.9,1,1.8,-0.8,20,9,10,7,25,/en/players/060606ec/matchlogs/2017-2018/passing/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,1701,2075,82.0,28592,11719,1701,2075,82.0,1701,2075,82.0,1701,2075,82.0,3,1.8,+1.2,21,135,23,8,187,/en/players/44eb9093/matchlogs/2017-2018/passing/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,247,320,77.2,4251,1078,247,320,77.2,247,320,77.2,247,320,77.2,0,0.1,-0.1,4,20,2,1,25,/en/players/c53083ad/matchlogs/2017-2018/passing/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,459,611,75.1,10910,4781,459,611,75.1,459,611,75.1,459,611,75.1,0,0.0,0.0,3,41,2,0,43,/en/players/3858e611/matchlogs/2017-2018/passing/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,1038,1309,79.3,21388,8712,1038,1309,79.3,1038,1309,79.3,1038,1309,79.3,1,0.1,+0.9,4,74,8,3,100,/en/players/8cea6319/matchlogs/2017-2018/passing/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,173,190,91.1,3205,648,173,190,91.1,173,190,91.1,173,190,91.1,0,0.0,0.0,1,10,0,0,4,/en/players/263b855a/matchlogs/2017-2018/passing/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,932,1147,81.3,21686,7303,932,1147,81.3,932,1147,81.3,932,1147,81.3,0,0.3,-0.3,6,71,5,0,89,/en/players/952a03fe/matchlogs/2017-2018/passing/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,761,1105,68.9,15419,5319,761,1105,68.9,761,1105,68.9,761,1105,68.9,8,7.4,+0.6,68,89,50,17,178,/en/players/162efffd/matchlogs/2017-2018/passing/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,1093,1303,83.9,23926,7715,1093,1303,83.9,1093,1303,83.9,1093,1303,83.9,1,1.4,-0.4,19,157,14,1,154,/en/players/532d2690/matchlogs/2017-2018/passing/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,698,796,87.7,13302,4250,698,796,87.7,698,796,87.7,698,796,87.7,0,0.3,-0.3,7,51,7,4,72,/en/players/ae4e2852/matchlogs/2017-2018/passing/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,1238,1726,71.7,21363,9849,1238,1726,71.7,1238,1726,71.7,1238,1726,71.7,2,2.1,-0.1,17,90,25,14,223,/en/players/e74f0e59/matchlogs/2017-2018/passing/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,116,138,84.1,1766,393,116,138,84.1,116,138,84.1,116,138,84.1,0,0.5,-0.5,5,7,6,0,14,/en/players/854ee61a/matchlogs/2017-2018/passing/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,104,148,70.3,1641,516,104,148,70.3,104,148,70.3,104,148,70.3,0,0.5,-0.5,2,8,3,2,18,/en/players/7f267d66/matchlogs/2017-2018/passing/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,323,396,81.6,5561,953,323,396,81.6,323,396,81.6,323,396,81.6,0,0.2,-0.2,5,29,3,0,21,/en/players/081b6080/matchlogs/2017-2018/passing/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,119,186,64.0,2339,1000,119,186,64.0,119,186,64.0,119,186,64.0,0,0.1,-0.1,3,8,1,0,19,/en/players/b0243215/matchlogs/2017-2018/passing/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,263,403,65.3,4976,2459,263,403,65.3,263,403,65.3,263,403,65.3,0,0.6,-0.6,8,16,10,7,53,/en/players/d97f2e8d/matchlogs/2017-2018/passing/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,133,167,79.6,2433,893,133,167,79.6,133,167,79.6,133,167,79.6,0,0.1,-0.1,1,8,2,1,15,/en/players/2fb3ad46/matchlogs/2017-2018/passing/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,163,243,67.1,2799,1170,163,243,67.1,163,243,67.1,163,243,67.1,0,0.2,-0.2,3,11,3,3,25,/en/players/02b2937c/matchlogs/2017-2018/passing/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,195,300,65.0,2683,623,195,300,65.0,195,300,65.0,195,300,65.0,2,1.3,+0.7,10,12,7,0,19,/en/players/d7d32194/matchlogs/2017-2018/passing/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,492,634,77.6,9617,4277,492,634,77.6,492,634,77.6,492,634,77.6,0,0.6,-0.6,13,53,7,3,89,/en/players/68852c0a/matchlogs/2017-2018/passing/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,347,465,74.6,5273,1327,347,465,74.6,347,465,74.6,347,465,74.6,1,1.6,-0.6,16,14,10,4,37,/en/players/1fca9171/matchlogs/2017-2018/passing/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,2,2,100.0,37,0,2,2,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,/en/players/951a4ee4/matchlogs/2017-2018/passing/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,89,117,76.1,1414,175,89,117,76.1,89,117,76.1,89,117,76.1,0,0.2,-0.2,2,5,1,0,6,/en/players/95cfe655/matchlogs/2017-2018/passing/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,15,20,75.0,252,61,15,20,75.0,15,20,75.0,15,20,75.0,0,0.0,0.0,0,0,2,0,4,/en/players/aeed5c06/matchlogs/2017-2018/passing/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,674,732,92.1,11191,2319,674,732,92.1,674,732,92.1,674,732,92.1,0,0.4,-0.4,6,60,7,0,37,/en/players/bf309d24/matchlogs/2017-2018/passing/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,1430,1636,87.4,31026,10213,1430,1636,87.4,1430,1636,87.4,1430,1636,87.4,1,0.5,+0.5,3,68,3,0,80,/en/players/6eee05f1/matchlogs/2017-2018/passing/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,851,1086,78.4,24026,14184,851,1086,78.4,851,1086,78.4,851,1086,78.4,0,0.0,0.0,1,5,0,0,0,/en/players/08f5afaa/matchlogs/2017-2018/passing/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,479,650,73.7,8041,2311,479,650,73.7,479,650,73.7,479,650,73.7,1,1.2,-0.2,12,35,17,0,59,/en/players/384dd218/matchlogs/2017-2018/passing/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,24,43,55.8,865,684,24,43,55.8,24,43,55.8,24,43,55.8,0,0.0,0.0,0,1,0,0,0,/en/players/085e71a7/matchlogs/2017-2018/passing/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,45,58,77.6,688,246,45,58,77.6,45,58,77.6,45,58,77.6,0,0.0,0.0,0,0,1,0,3,/en/players/a5cd894b/matchlogs/2017-2018/passing/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,560,787,71.2,11033,4263,560,787,71.2,560,787,71.2,560,787,71.2,2,3.0,-1.0,32,86,28,4,122,/en/players/528492ea/matchlogs/2017-2018/passing/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,8,18,44.4,196,128,8,18,44.4,8,18,44.4,8,18,44.4,0,0.0,0.0,0,1,1,0,1,/en/players/8b9b8e43/matchlogs/2017-2018/passing/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,1107,1318,84.0,20476,4477,1107,1318,84.0,1107,1318,84.0,1107,1318,84.0,3,4.6,-1.6,56,80,39,8,140,/en/players/e0921a4f/matchlogs/2017-2018/passing/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,33.5,547,794,68.9,10300,1995,547,794,68.9,547,794,68.9,547,794,68.9,3,4.2,-1.2,45,63,27,1,70,/en/players/3bb7f478/matchlogs/2017-2018/passing/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,13.3,386,491,78.6,6624,1794,386,491,78.6,386,491,78.6,386,491,78.6,0,0.5,-0.5,9,33,17,0,48,/en/players/756959aa/matchlogs/2017-2018/passing/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,8.9,208,258,80.6,3038,595,208,258,80.6,208,258,80.6,208,258,80.6,0,1.5,-1.5,12,10,11,6,23,/en/players/5a325298/matchlogs/2017-2018/passing/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,3.6,80,106,75.5,1141,239,80,106,75.5,80,106,75.5,80,106,75.5,1,0.2,+0.8,3,4,4,0,9,/en/players/8697c095/matchlogs/2017-2018/passing/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,7.8,303,403,75.2,5358,1529,303,403,75.2,303,403,75.2,303,403,75.2,1,1.5,-0.5,23,28,11,2,50,/en/players/ae82fa48/matchlogs/2017-2018/passing/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,4.9,84,112,75.0,1078,152,84,112,75.0,84,112,75.0,84,112,75.0,0,0.9,-0.9,5,3,4,0,6,/en/players/a39b9ef6/matchlogs/2017-2018/passing/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,14.6,167,246,67.9,2426,391,167,246,67.9,167,246,67.9,167,246,67.9,1,0.4,+0.6,9,7,3,1,13,/en/players/a39b9ef6/matchlogs/2017-2018/passing/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,3.6,136,176,77.3,2401,500,136,176,77.3,136,176,77.3,136,176,77.3,0,0.1,-0.1,4,9,8,2,18,/en/players/00823e9a/matchlogs/2017-2018/passing/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,31.3,1023,1356,75.4,18131,4679,1023,1356,75.4,1023,1356,75.4,1023,1356,75.4,8,6.8,+1.2,72,66,55,16,154,/en/players/440c84ed/matchlogs/2017-2018/passing/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,27.3,867,1331,65.1,15857,7684,867,1331,65.1,867,1331,65.1,867,1331,65.1,4,4.7,-0.7,29,67,50,24,237,/en/players/9085dd7c/matchlogs/2017-2018/passing/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,19.5,656,952,68.9,13420,6312,656,952,68.9,656,952,68.9,656,952,68.9,4,0.8,+3.2,10,48,17,6,144,/en/players/aae9d04a/matchlogs/2017-2018/passing/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,28.9,812,1184,68.6,14713,5530,812,1184,68.6,812,1184,68.6,812,1184,68.6,1,2.4,-1.4,23,63,11,4,107,/en/players/b7a5bc86/matchlogs/2017-2018/passing/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,17.9,454,569,79.8,6634,1433,454,569,79.8,454,569,79.8,454,569,79.8,4,1.6,+2.4,18,16,21,5,51,/en/players/157d29b6/matchlogs/2017-2018/passing/Diego-Farias-Match-Logs
196,Federico Fazio,ar,DF,Roma,30,1987,32.5,1677,2004,83.7,35512,11208,1677,2004,83.7,1677,2004,83.7,1677,2004,83.7,1,0.3,+0.7,2,136,6,2,154,/en/players/4e358a2d/matchlogs/2017-2018/passing/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,13.0,592,698,84.8,11725,4159,592,698,84.8,592,698,84.8,592,698,84.8,1,0.1,+0.9,1,44,3,0,42,/en/players/15d0c248/matchlogs/2017-2018/passing/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,23.7,770,1039,74.1,15186,6362,770,1039,74.1,770,1039,74.1,770,1039,74.1,0,0.4,-0.4,6,54,10,3,112,/en/players/d0dbca9f/matchlogs/2017-2018/passing/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,3.1,62,88,70.5,979,303,62,88,70.5,62,88,70.5,62,88,70.5,0,0.0,0.0,0,3,0,0,6,/en/players/ff219f73/matchlogs/2017-2018/passing/Gian-Filippo-Felicioli-Match-Logs
