Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1,Francesco Acerbi,it,DF,Lazio,31,1988,35.1,2365,370,1206,1158,202,34,2287,15,17,88.2,15,0,1559,11550,6231,1641,1600,97.5,8,7,/en/players/b96b595c/matchlogs/2019-2020/possession/Francesco-Acerbi-Match-Logs
2,Bobby Adekanye,nl,FW,Lazio,20,1999,2.1,70,0,9,35,30,13,68,4,4,100.0,4,0,54,410,241,82,50,61.0,5,4,/en/players/3ed84b2c/matchlogs/2019-2020/possession/Bobby-Adekanye-Match-Logs
3,Claud Adjapong,it,DF,Hellas Verona,21,1998,2.6,112,14,35,52,37,7,98,1,3,33.3,2,0,66,440,214,76,63,82.9,5,1,/en/players/ce5b170a/matchlogs/2019-2020/possession/Claud-Adjapong-Match-Logs
4,Lucien Agoume,fr,MF,Inter,17,2002,0.8,48,1,12,25,12,0,48,0,0,,0,0,32,145,49,31,29,93.5,0,2,/en/players/8bc8829a/matchlogs/2019-2020/possession/Lucien-Agoume-Match-Logs
5,Kevin Agudelo,co,"MF,FW",Fiorentina,20,1998,0.7,47,0,9,22,20,2,47,2,2,100.0,2,0,33,268,166,40,32,80.0,0,2,/en/players/46fa7204/matchlogs/2019-2020/possession/Kevin-Agudelo-Match-Logs
6,Kevin Agudelo,co,"MF,FW",Genoa,20,1998,7.4,402,6,82,217,147,20,396,21,33,63.6,23,0,326,2597,1639,348,285,81.9,12,13,/en/players/46fa7204/matchlogs/2019-2020/possession/Kevin-Agudelo-Match-Logs
7,Emmanuel Agyemang-Badu,gh,"MF,FW",Hellas Verona,28,1990,2.6,129,9,32,85,26,1,128,0,1,0.0,0,0,95,634,267,116,90,77.6,4,3,/en/players/fe0b8f0e/matchlogs/2019-2020/possession/Emmanuel-Agyemang-Badu-Match-Logs
8,Ola Aina,ng,DF,Torino,22,1996,23.1,1476,76,431,728,432,34,1243,56,94,59.6,59,1,922,6765,4211,937,855,91.2,20,27,/en/players/246d153b/matchlogs/2019-2020/possession/Ola-Aina-Match-Logs
9,Luis Alberto,es,MF,Lazio,26,1992,34.6,2663,21,335,1465,1195,110,2387,72,105,68.6,76,4,2076,16087,10764,2150,1943,90.4,49,62,/en/players/5294a83f/matchlogs/2019-2020/possession/Luis-Alberto-Match-Logs
10,Enrico Alfonso,it,GK,Brescia,31,1988,3.1,85,69,85,0,0,0,48,0,0,,0,0,29,133,77,24,23,95.8,0,0,/en/players/95adf1e1/matchlogs/2019-2020/possession/Enrico-Alfonso-Match-Logs
11,Allan,br,MF,Napoli,28,1991,14.2,994,23,197,615,250,17,966,18,29,62.1,20,3,741,3842,1820,781,728,93.2,14,18,/en/players/cc700722/matchlogs/2019-2020/possession/Allan-Match-Logs
12,Bruno Alves,pt,DF,Parma,37,1981,29.7,1608,318,941,681,85,36,1510,2,3,66.7,2,0,875,5611,3055,1006,981,97.5,5,2,/en/players/585a73a8/matchlogs/2019-2020/possession/Bruno-Alves-Match-Logs
13,Sofyan Amrabat,ma,MF,Hellas Verona,22,1996,32.4,2087,59,413,1444,468,25,2017,84,111,75.7,89,3,1623,13605,6456,1572,1454,92.5,53,49,/en/players/5a2cb25d/matchlogs/2019-2020/possession/Sofyan-Amrabat-Match-Logs
14,Djavan Anderson,nl,"DF,MF",Lazio,24,1995,1.9,92,6,36,31,33,4,73,2,5,40.0,2,0,54,510,259,57,44,77.2,4,4,/en/players/ca241ad3/matchlogs/2019-2020/possession/Djavan-Anderson-Match-Logs
15,Lorenzo Andrenacci,it,GK,Brescia,24,1995,5.9,185,175,185,0,0,0,102,0,0,,0,0,44,205,131,26,26,100.0,0,0,/en/players/fe471a89/matchlogs/2019-2020/possession/Lorenzo-Andrenacci-Match-Logs
16,Peter Ankersen,dk,DF,Genoa,28,1990,11.8,726,33,224,302,242,25,653,12,18,66.7,12,0,500,2245,1370,549,499,90.9,10,11,/en/players/df525574/matchlogs/2019-2020/possession/Peter-Ankersen-Match-Logs
17,Cristian Ansaldi,ar,"DF,MF",Torino,32,1986,19.6,1085,55,287,436,454,50,935,53,84,63.1,58,2,747,6071,3409,749,647,86.4,26,35,/en/players/bbafc0c4/matchlogs/2019-2020/possession/Cristian-Ansaldi-Match-Logs
18,Mirko Antonucci,it,"FW,MF",Roma,20,1999,0.9,40,0,7,16,20,6,40,0,0,,0,0,22,159,109,29,21,72.4,5,0,/en/players/91976866/matchlogs/2019-2020/possession/Mirko-Antonucci-Match-Logs
19,Guilherme Arana,br,DF,Atalanta,22,1997,0.9,68,2,26,25,20,3,58,0,2,0.0,1,1,44,243,128,42,39,92.9,1,1,/en/players/2b15a82a/matchlogs/2019-2020/possession/Guilherme-Arana-Match-Logs
20,Nicolò Armini,it,DF,Lazio,18,2001,0.0,4,1,3,1,0,0,4,0,0,,0,0,1,7,0,2,2,100.0,0,0,/en/players/2f7407fa/matchlogs/2019-2020/possession/Nicolo-Armini-Match-Logs
21,Kwadwo Asamoah,gh,DF,Inter,30,1988,7.1,428,23,113,177,165,22,386,13,15,86.7,13,0,286,1483,1003,304,279,91.8,3,10,/en/players/089550f5/matchlogs/2019-2020/possession/Kwadwo-Asamoah-Match-Logs
22,Kristoffer Askildsen,no,MF,Sampdoria,18,2001,0.8,43,1,13,29,6,0,43,2,3,66.7,2,0,31,234,188,38,32,84.2,1,1,/en/players/a69cc629/matchlogs/2019-2020/possession/Kristoffer-Askildsen-Match-Logs
23,Emil Audero,it,GK,Sampdoria,22,1997,36.0,1127,1005,1125,2,0,0,727,1,1,100.0,1,0,469,2314,1225,397,395,99.5,0,0,/en/players/649b01d8/matchlogs/2019-2020/possession/Emil-Audero-Match-Logs
24,Tommaso Augello,it,DF,Sampdoria,24,1994,12.6,916,38,271,436,292,3,790,21,30,70.0,21,0,603,4174,2624,635,597,94.0,8,16,/en/players/3cd3b384/matchlogs/2019-2020/possession/Tommaso-Augello-Match-Logs
25,Florian Ayé,fr,"FW,MF",Brescia,22,1997,15.3,504,22,79,222,232,60,493,22,33,66.7,23,1,314,1881,850,623,339,54.4,41,26,/en/players/718b8afd/matchlogs/2019-2020/possession/Florian-Aye-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Khouma Babacar,sn,FW,Lecce,26,1993,15.8,537,33,80,252,244,88,521,17,31,54.8,17,0,339,2284,1261,665,378,56.8,46,25,/en/players/422ec08a/matchlogs/2019-2020/possession/Khouma-Babacar-Match-Logs
27,Milan Badelj,hr,MF,Fiorentina,30,1989,17.6,1157,60,274,727,214,12,1111,21,26,80.8,24,0,715,3124,1583,801,769,96.0,14,16,/en/players/e8c930bb/matchlogs/2019-2020/possession/Milan-Badelj-Match-Logs
28,Marco Ballarini,it,MF,Udinese,18,2001,0.0,5,0,2,3,1,0,5,0,0,,0,0,3,32,26,4,4,100.0,0,0,/en/players/8cb494c9/matchlogs/2019-2020/possession/Marco-Ballarini-Match-Logs
29,Mario Balotelli,it,FW,Brescia,28,1990,15.6,571,26,75,281,249,50,538,11,22,50.0,11,0,362,1987,985,628,427,68.0,30,12,/en/players/8ff07990/matchlogs/2019-2020/possession/Mario-Balotelli-Match-Logs
30,Mattia Bani,it,DF,Bologna,25,1993,24.5,1436,204,823,647,46,21,1388,2,4,50.0,2,0,771,4796,2341,854,837,98.0,7,1,/en/players/0821331c/matchlogs/2019-2020/possession/Mattia-Bani-Match-Logs
31,Antonín Barák,cz,MF,Udinese,24,1994,2.2,135,3,20,65,61,3,130,6,6,100.0,6,0,98,732,364,114,91,79.8,7,4,/en/players/01efac19/matchlogs/2019-2020/possession/Antonin-Barak-Match-Logs
32,Antonín Barák,cz,MF,Lecce,24,1994,15.2,865,30,215,479,262,39,853,10,24,41.7,13,1,575,4368,2594,766,650,84.9,10,20,/en/players/01efac19/matchlogs/2019-2020/possession/Antonin-Barak-Match-Logs
33,Nicolò Barella,it,MF,Inter,22,1997,22.4,1471,37,277,870,446,38,1452,40,62,64.5,44,1,1127,6638,3317,1192,1093,91.7,31,27,/en/players/6928979a/matchlogs/2019-2020/possession/Nicolo-Barella-Match-Logs
34,Antonino Barillà,it,MF,Parma,31,1988,18.8,732,47,204,389,184,30,715,7,17,41.2,9,0,428,2264,1165,544,455,83.6,21,16,/en/players/a64cbd35/matchlogs/2019-2020/possession/Antonino-Barilla-Match-Logs
35,Antonio Barreca,it,"DF,MF",Genoa,24,1995,12.2,505,34,123,200,223,18,423,7,20,35.0,9,3,304,1965,1159,353,307,87.0,11,12,/en/players/6a189491/matchlogs/2019-2020/possession/Antonio-Barreca-Match-Logs
36,Édgar Barreto,py,MF,Sampdoria,35,1984,1.0,42,0,2,31,11,1,40,0,0,,0,0,26,89,37,32,28,87.5,0,1,/en/players/43a1bea5/matchlogs/2019-2020/possession/Edgar-Barreto-Match-Logs
37,Musa Barrow,gm,"FW,MF",Atalanta,20,1998,2.1,93,1,2,32,62,27,91,5,6,83.3,6,0,76,446,211,148,71,48.0,8,9,/en/players/e5bf73f3/matchlogs/2019-2020/possession/Musa-Barrow-Match-Logs
38,Musa Barrow,gm,FW,Bologna,20,1998,15.0,841,14,88,399,426,81,766,43,68,63.2,48,3,616,4419,2601,801,608,75.9,51,31,/en/players/e5bf73f3/matchlogs/2019-2020/possession/Musa-Barrow-Match-Logs
39,Daniele Baselli,it,MF,Torino,27,1992,14.2,897,51,208,498,235,9,802,13,20,65.0,13,0,525,2984,1421,533,482,90.4,14,19,/en/players/ea06dd97/matchlogs/2019-2020/possession/Daniele-Baselli-Match-Logs
40,Alessandro Bastoni,it,DF,Inter,20,1999,21.3,1623,207,685,905,174,17,1553,8,15,53.3,10,0,1104,7139,4455,1173,1159,98.8,5,6,/en/players/75b86fb3/matchlogs/2019-2020/possession/Alessandro-Bastoni-Match-Logs
41,Bastos,ao,DF,Lazio,28,1991,8.5,509,63,248,257,51,7,499,14,19,73.7,14,0,372,2303,1383,370,361,97.6,2,5,/en/players/c01c66d9/matchlogs/2019-2020/possession/Bastos-Match-Logs
42,Rodrigo Becão,br,DF,Udinese,23,1996,24.6,1298,219,709,603,65,18,1253,2,6,33.3,2,1,777,3863,2285,835,814,97.5,11,7,/en/players/19e4eab9/matchlogs/2019-2020/possession/Rodrigo-Becao-Match-Logs
43,Asmir Begović,ba,GK,Milan,32,1987,1.4,39,35,38,1,0,0,22,0,0,,0,0,16,55,36,16,16,100.0,0,0,/en/players/7b4de647/matchlogs/2019-2020/possession/Asmir-Begovic-Match-Logs
44,Valon Behrami,ch,MF,Genoa,34,1985,12.3,568,29,135,387,79,2,557,7,7,100.0,7,2,338,1714,727,366,345,94.3,8,13,/en/players/d3d758d8/matchlogs/2019-2020/possession/Valon-Behrami-Match-Logs
45,Raoul Bellanova,it,DF,Atalanta,19,2000,0.2,15,0,2,5,8,1,14,0,0,,0,0,13,44,15,14,14,100.0,0,0,/en/players/e3756e72/matchlogs/2019-2020/possession/Raoul-Bellanova-Match-Logs
46,Andrea Belotti,it,FW,Torino,25,1993,33.4,1234,22,86,601,668,216,1173,40,77,51.9,42,2,828,6908,4749,1513,906,59.9,86,80,/en/players/d705ba44/matchlogs/2019-2020/possession/Andrea-Belotti-Match-Logs
47,Marco Benassi,it,MF,Fiorentina,24,1994,10.9,449,12,95,193,195,29,438,7,13,53.8,7,0,295,1542,837,371,302,81.4,9,11,/en/players/0000acda/matchlogs/2019-2020/possession/Marco-Benassi-Match-Logs
48,Ismaël Bennacer,dz,MF,Milan,21,1997,27.6,2083,65,495,1340,418,12,1971,66,82,80.5,68,0,1537,8990,4463,1452,1383,95.2,19,43,/en/players/db092d3b/matchlogs/2019-2020/possession/Ismael-Bennacer-Match-Logs
49,Rodrigo Bentancur,uy,MF,Juventus,22,1997,24.4,1908,55,355,1164,504,22,1827,27,40,67.5,31,4,1317,5800,2680,1472,1386,94.2,17,22,/en/players/3b8674e6/matchlogs/2019-2020/possession/Rodrigo-Bentancur-Match-Logs
50,Romario Benzar,ro,DF,Lecce,27,1992,1.1,77,6,28,36,17,0,65,1,1,100.0,1,0,52,370,257,52,50,96.2,1,1,/en/players/2e3596d1/matchlogs/2019-2020/possession/Romario-Benzar-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Domenico Berardi,it,FW,Sassuolo,24,1994,27.7,1613,43,218,664,867,104,1513,44,78,56.4,46,4,1188,7910,4489,1370,1150,83.9,51,46,/en/players/53a0e358/matchlogs/2019-2020/possession/Domenico-Berardi-Match-Logs
52,Álex Berenguer,es,"MF,FW",Torino,24,1995,20.3,1079,22,175,522,502,81,989,71,108,65.7,74,3,795,6561,4207,1043,761,73.0,37,57,/en/players/dc1c2fce/matchlogs/2019-2020/possession/Alex-Berenguer-Match-Logs
53,Bartosz Bereszyński,pl,DF,Sampdoria,27,1992,26.7,1652,142,545,837,382,16,1398,18,32,56.3,20,2,914,5061,2793,932,864,92.7,9,17,/en/players/61b3978f/matchlogs/2019-2020/possession/Bartosz-Bereszynski-Match-Logs
54,Etrit Berisha,al,GK,SPAL,30,1989,26.0,964,850,962,5,0,0,657,1,1,100.0,1,0,438,2060,1188,362,359,99.2,1,0,/en/players/ee833569/matchlogs/2019-2020/possession/Etrit-Berisha-Match-Logs
55,Valon Berisha,xk,"MF,FW",Lazio,26,1993,0.4,11,3,6,5,1,0,11,0,0,,0,0,7,42,32,6,6,100.0,1,0,/en/players/d5575935/matchlogs/2019-2020/possession/Valon-Berisha-Match-Logs
56,Federico Bernardeschi,it,"MF,FW",Juventus,25,1994,17.5,901,18,93,400,482,62,854,26,42,61.9,26,0,686,4539,2242,845,688,81.4,34,36,/en/players/ee93c1a9/matchlogs/2019-2020/possession/Federico-Bernardeschi-Match-Logs
57,Andrea Bertolacci,it,MF,Sampdoria,28,1991,5.9,314,16,64,191,74,4,306,7,11,63.6,7,2,219,1071,546,237,214,90.3,5,6,/en/players/c75b6a02/matchlogs/2019-2020/possession/Andrea-Bertolacci-Match-Logs
58,Lucas Biglia,ar,MF,Milan,33,1986,7.6,508,26,141,328,65,5,473,6,8,75.0,6,0,310,1367,683,372,340,91.4,6,5,/en/players/5710a281/matchlogs/2019-2020/possession/Lucas-Biglia-Match-Logs
59,Cristiano Biraghi,it,"DF,MF",Inter,26,1992,17.5,1086,60,277,420,438,26,884,8,19,42.1,10,1,620,3031,1663,724,655,90.5,15,10,/en/players/9e1577aa/matchlogs/2019-2020/possession/Cristiano-Biraghi-Match-Logs
60,Davide Biraschi,it,DF,Genoa,25,1994,21.9,1422,133,598,722,212,12,1245,37,53,69.8,39,1,898,5434,3260,887,853,96.2,13,25,/en/players/64cd167d/matchlogs/2019-2020/possession/Davide-Biraschi-Match-Logs
61,Valter Birsa,si,MF,Cagliari,32,1986,4.8,364,9,69,223,97,3,327,1,2,50.0,1,0,237,1653,928,270,249,92.2,4,1,/en/players/455a2b79/matchlogs/2019-2020/possession/Valter-Birsa-Match-Logs
62,Dimitri Bisoli,it,MF,Brescia,25,1994,23.9,1134,69,294,497,401,72,1110,22,34,64.7,22,1,693,3770,2003,848,648,76.4,32,38,/en/players/16569fef/matchlogs/2019-2020/possession/Dimitri-Bisoli-Match-Logs
63,Birkir Bjarnason,is,"MF,FW",Brescia,31,1988,8.9,333,10,71,208,90,13,323,2,6,33.3,3,0,232,1636,759,262,231,88.2,4,8,/en/players/da13074e/matchlogs/2019-2020/possession/Birkir-Bjarnason-Match-Logs
64,Kevin-Prince Boateng,gh,FW,Fiorentina,32,1987,6.7,273,6,11,146,125,27,259,10,14,71.4,11,1,187,736,204,366,214,58.5,12,5,/en/players/f4ec4fd0/matchlogs/2019-2020/possession/Kevin-Prince-Boateng-Match-Logs
65,Salvatore Bocchetti,it,DF,Hellas Verona,32,1986,3.4,224,30,103,127,15,1,215,0,2,0.0,0,0,116,604,429,130,127,97.7,0,1,/en/players/faa1b07d/matchlogs/2019-2020/possession/Salvatore-Bocchetti-Match-Logs
66,Jeremie Boga,ci,FW,Sassuolo,22,1997,27.9,1381,10,168,595,796,176,1372,140,221,63.3,151,9,1286,11725,8044,1437,1147,79.8,56,65,/en/players/fe012aca/matchlogs/2019-2020/possession/Jeremie-Boga-Match-Logs
67,Giacomo Bonaventura,it,"MF,FW",Milan,29,1989,14.9,887,16,96,431,427,62,862,27,38,71.1,29,1,684,3996,2003,825,696,84.4,32,21,/en/players/d995ed27/matchlogs/2019-2020/possession/Giacomo-Bonaventura-Match-Logs
68,Federico Bonazzoli,it,"FW,MF",Sampdoria,22,1997,8.3,341,2,28,154,192,39,330,10,18,55.6,10,0,247,1659,866,408,260,63.7,21,15,/en/players/bf57eaab/matchlogs/2019-2020/possession/Federico-Bonazzoli-Match-Logs
69,Kevin Bonifazi,it,DF,SPAL,23,1996,13.2,803,175,484,332,34,6,779,13,15,86.7,13,0,493,3036,1622,501,498,99.4,2,6,/en/players/fb77bfef/matchlogs/2019-2020/possession/Kevin-Bonifazi-Match-Logs
70,Kevin Bonifazi,it,DF,Torino,23,1996,2.7,124,29,87,33,6,2,122,1,1,100.0,1,0,63,383,175,64,62,96.9,1,1,/en/players/fb77bfef/matchlogs/2019-2020/possession/Kevin-Bonifazi-Match-Logs
71,Federico Bonini,it,DF,Bologna,17,2001,0.1,5,0,3,2,0,0,5,0,0,,0,0,5,24,18,4,4,100.0,0,0,/en/players/f8f0744b/matchlogs/2019-2020/possession/Federico-Bonini-Match-Logs
72,Leonardo Bonucci,it,DF,Juventus,32,1987,34.2,2365,316,1060,1366,80,21,2283,4,6,66.7,5,0,1535,8166,4821,1804,1768,98.0,7,2,/en/players/52ec54d0/matchlogs/2019-2020/possession/Leonardo-Bonucci-Match-Logs
73,Fabio Borini,it,"MF,FW",Milan,28,1991,0.8,35,3,3,18,16,3,35,1,1,100.0,1,0,24,148,79,24,21,87.5,1,2,/en/players/ef5b337e/matchlogs/2019-2020/possession/Fabio-Borini-Match-Logs
74,Fabio Borini,it,"FW,MF",Hellas Verona,28,1991,9.0,391,10,51,163,207,50,374,10,17,58.8,12,1,251,1915,1195,387,270,69.8,11,16,/en/players/ef5b337e/matchlogs/2019-2020/possession/Fabio-Borini-Match-Logs
75,Mehdi Bourabia,ma,MF,Sassuolo,27,1991,10.3,889,44,208,596,144,1,862,11,13,84.6,12,1,636,3082,1791,675,637,94.4,8,23,/en/players/0d077b88/matchlogs/2019-2020/possession/Mehdi-Bourabia-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Federico Brancolini,it,GK,Fiorentina,18,2001,0.1,3,3,3,0,0,0,2,0,0,,0,0,1,0,0,1,1,100.0,0,0,/en/players/d4890c25/matchlogs/2019-2020/possession/Federico-Brancolini-Match-Logs
77,Gleison Bremer,br,DF,Torino,22,1997,25.2,1482,197,839,670,65,21,1449,14,18,77.8,15,0,877,5316,2891,851,833,97.9,13,8,/en/players/5fd5ed86/matchlogs/2019-2020/possession/Gleison-Bremer-Match-Logs
78,Marco Brescianini,it,MF,Milan,19,2000,0.3,25,0,5,16,4,0,25,0,0,,0,0,17,108,51,21,20,95.2,0,1,/en/players/dfd56738/matchlogs/2019-2020/possession/Marco-Brescianini-Match-Logs
79,Marcelo Brozović,hr,MF,Inter,26,1992,30.0,2492,100,617,1506,538,38,2372,21,28,75.0,22,0,1713,9491,4077,1887,1799,95.3,19,23,/en/players/33b8d077/matchlogs/2019-2020/possession/Marcelo-Brozovic-Match-Logs
80,Gastón Brugman,uy,MF,Parma,26,1992,16.2,828,67,281,460,146,5,790,9,15,60.0,12,0,503,2842,1607,515,477,92.6,2,11,/en/players/e947ee4a/matchlogs/2019-2020/possession/Gaston-Brugman-Match-Logs
81,Gianluigi Buffon,it,GK,Juventus,41,1978,9.0,228,201,225,3,0,0,162,0,0,,0,0,101,425,250,98,96,98.0,0,0,/en/players/e40d028b/matchlogs/2019-2020/possession/Gianluigi-Buffon-Match-Logs
82,Fabrizio Cacciatore,it,DF,Cagliari,32,1986,12.8,808,72,331,348,173,9,679,5,9,55.6,5,0,466,1951,1000,521,497,95.4,3,5,/en/players/00b0bb87/matchlogs/2019-2020/possession/Fabrizio-Cacciatore-Match-Logs
83,Martín Cáceres,uy,DF,Fiorentina,32,1987,26.2,1551,135,669,854,141,15,1412,4,5,80.0,4,0,949,5506,3365,1009,981,97.2,5,5,/en/players/e94d79e3/matchlogs/2019-2020/possession/Martin-Caceres-Match-Logs
84,Felipe Caicedo,ec,FW,Lazio,30,1988,15.6,557,3,46,264,281,87,553,15,23,65.2,15,0,403,1599,821,665,454,68.3,38,25,/en/players/93b891d1/matchlogs/2019-2020/possession/Felipe-Caicedo-Match-Logs
85,Davide Calabria,it,DF,Milan,22,1996,18.0,1376,57,419,763,299,28,1201,11,24,45.8,14,0,840,4706,2918,916,871,95.1,13,10,/en/players/2146785a/matchlogs/2019-2020/possession/Davide-Calabria-Match-Logs
86,Riccardo Calafiori,it,DF,Roma,17,2002,0.7,19,0,5,8,6,3,19,0,0,,0,0,13,35,10,17,14,82.4,1,0,/en/players/aded8e6f/matchlogs/2019-2020/possession/Riccardo-Calafiori-Match-Logs
87,Mattia Caldara,it,DF,Atalanta,25,1994,10.7,531,52,254,277,24,8,519,2,2,100.0,2,0,314,1711,766,297,289,97.3,2,3,/en/players/ac7e640b/matchlogs/2019-2020/possession/Mattia-Caldara-Match-Logs
88,Marco Calderoni,it,DF,Lecce,30,1989,22.9,1368,85,483,573,399,25,1144,12,18,66.7,12,1,790,4060,2227,896,805,89.8,21,13,/en/players/652811aa/matchlogs/2019-2020/possession/Marco-Calderoni-Match-Logs
89,Hakan Çalhanoğlu,tr,"MF,FW",Milan,25,1994,30.0,1996,40,213,979,980,94,1834,39,59,66.1,39,1,1393,8638,4842,1723,1472,85.4,48,36,/en/players/cd0fa27b/matchlogs/2019-2020/possession/Hakan-Calhanoglu-Match-Logs
90,José Callejón,es,"FW,MF",Napoli,32,1987,24.1,1430,18,159,598,722,88,1318,9,24,37.5,9,0,946,3656,1709,1323,1095,82.8,17,14,/en/players/78841da9/matchlogs/2019-2020/possession/Jose-Callejon-Match-Logs
91,Emre Can,de,MF,Juventus,25,1994,3.2,204,9,31,117,69,12,200,7,10,70.0,7,0,156,809,422,170,154,90.6,4,5,/en/players/a65ce836/matchlogs/2019-2020/possession/Emre-Can-Match-Logs
92,Antonio Candreva,it,DF,Inter,32,1987,22.1,1568,53,356,637,669,66,1356,10,27,37.0,13,1,1111,6561,3779,1207,1095,90.7,19,13,/en/players/356c9002/matchlogs/2019-2020/possession/Antonio-Candreva-Match-Logs
93,Gianmarco Cangiano,it,"FW,MF",Bologna,17,2001,0.2,16,1,2,9,8,1,15,3,4,75.0,3,0,17,97,46,10,9,90.0,1,1,/en/players/a36084cd/matchlogs/2019-2020/possession/Gianmarco-Cangiano-Match-Logs
94,Gianluca Caprari,it,"FW,MF",Parma,26,1993,6.5,292,4,36,145,143,27,268,13,22,59.1,14,0,225,1728,970,266,206,77.4,14,13,/en/players/54e53b7e/matchlogs/2019-2020/possession/Gianluca-Caprari-Match-Logs
95,Gianluca Caprari,it,"FW,MF",Sampdoria,26,1993,7.4,369,4,31,173,202,28,333,15,25,60.0,15,2,283,2031,1123,364,264,72.5,22,28,/en/players/54e53b7e/matchlogs/2019-2020/possession/Gianluca-Caprari-Match-Logs
96,Francesco Caputo,it,FW,Sassuolo,31,1987,32.6,1088,9,60,526,555,202,1008,23,41,56.1,26,3,737,3640,1846,1354,865,63.9,65,38,/en/players/5bd72174/matchlogs/2019-2020/possession/Francesco-Caputo-Match-Logs
97,Andrea Carboni,it,"DF,MF",Cagliari,18,2001,4.1,207,42,114,98,9,1,192,0,0,,0,0,106,850,582,127,122,96.1,0,1,/en/players/f7e2af2c/matchlogs/2019-2020/possession/Andrea-Carboni-Match-Logs
98,Francesco Cassata,it,MF,Genoa,22,1997,16.2,822,30,207,408,265,22,798,20,40,50.0,23,2,618,3745,2095,676,581,85.9,17,26,/en/players/96960855/matchlogs/2019-2020/possession/Francesco-Cassata-Match-Logs
99,Timothy Castagne,be,DF,Atalanta,23,1995,19.7,1322,43,282,608,516,53,1181,14,25,56.0,16,1,849,4145,2181,994,881,88.6,19,9,/en/players/197640fd/matchlogs/2019-2020/possession/Timothy-Castagne-Match-Logs
100,Samu Castillejo,es,"FW,MF",Milan,24,1995,13.4,755,11,93,331,401,66,709,24,45,53.3,24,1,551,4236,2344,662,509,76.9,22,27,/en/players/130a7a3f/matchlogs/2019-2020/possession/Samu-Castillejo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Lucas Castro,ar,MF,Cagliari,30,1989,6.7,388,18,78,193,143,17,380,15,20,75.0,16,4,277,1357,753,328,269,82.0,13,10,/en/players/56b2957b/matchlogs/2019-2020/possession/Lucas-Castro-Match-Logs
102,Lucas Castro,ar,MF,SPAL,30,1989,4.7,278,4,37,158,96,12,276,6,11,54.5,6,1,195,883,417,246,220,89.4,10,8,/en/players/56b2957b/matchlogs/2019-2020/possession/Lucas-Castro-Match-Logs
103,Gaetano Castrovilli,it,MF,Fiorentina,22,1997,29.7,1609,45,297,829,660,124,1573,94,135,69.6,99,0,1310,10919,6629,1319,1112,84.3,65,72,/en/players/0728bebe/matchlogs/2019-2020/possession/Gaetano-Castrovilli-Match-Logs
104,Danilo Cataldi,it,MF,Lazio,24,1994,6.6,510,23,134,285,134,6,461,3,5,60.0,3,0,339,2339,1305,354,333,94.1,4,3,/en/players/ba3d3bea/matchlogs/2019-2020/possession/Danilo-Cataldi-Match-Logs
105,Federico Ceccherini,it,DF,Fiorentina,27,1992,9.3,499,64,266,250,21,7,476,4,6,66.7,4,0,292,1940,962,288,285,99.0,3,2,/en/players/d9624b51/matchlogs/2019-2020/possession/Federico-Ceccherini-Match-Logs
106,Christian Celesia,it,DF,Torino,17,2002,0.0,1,0,0,0,1,1,1,0,0,,0,0,1,0,0,1,1,100.0,0,0,/en/players/d2fd20d6/matchlogs/2019-2020/possession/Christian-Celesia-Match-Logs
107,Luca Ceppitelli,it,DF,Cagliari,29,1989,13.8,670,147,408,261,39,9,649,0,2,0.0,0,0,360,1917,995,379,374,98.7,3,3,/en/players/7d50454d/matchlogs/2019-2020/possession/Luca-Ceppitelli-Match-Logs
108,Alberto Cerri,it,FW,SPAL,23,1996,4.7,189,4,10,102,90,27,181,9,12,75.0,9,0,131,768,370,246,161,65.4,6,13,/en/players/1079c685/matchlogs/2019-2020/possession/Alberto-Cerri-Match-Logs
109,Alberto Cerri,it,FW,Cagliari,23,1996,2.7,135,3,10,70,60,14,128,3,3,100.0,3,0,70,306,78,161,107,66.5,7,4,/en/players/1079c685/matchlogs/2019-2020/possession/Alberto-Cerri-Match-Logs
110,Julian Chabot,de,DF,Sampdoria,21,1998,6.3,314,53,174,150,8,3,302,4,4,100.0,4,0,170,865,307,173,170,98.3,3,1,/en/players/ae7058f9/matchlogs/2019-2020/possession/Julian-Chabot-Match-Logs
111,Jhon Chancellor,ve,DF,Brescia,27,1992,24.9,1171,304,787,415,31,23,1144,8,9,88.9,8,1,593,3713,1607,672,644,95.8,5,4,/en/players/84b6acaa/matchlogs/2019-2020/possession/Jhon-Chancellor-Match-Logs
112,Giorgio Chiellini,it,DF,Juventus,34,1984,2.2,126,18,57,72,4,2,125,0,0,,0,0,71,433,325,90,88,97.8,2,0,/en/players/e85fb9b8/matchlogs/2019-2020/possession/Giorgio-Chiellini-Match-Logs
