Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
125,Gabriele Corbo,it,DF,Bologna,19,2000,1.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/091795f2/matchlogs/2019-2020/gca/Gabriele-Corbo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
126,Andreas Cornelius,dk,FW,Parma,26,1993,16.6,37,2.23,33,0,1,0,3,5,0.30,33,0,1,0,3,0,/en/players/c693347d/matchlogs/2019-2020/gca/Andreas-Cornelius-Match-Logs
127,Joaquín Correa,ar,"FW,MF",Lazio,24,1994,22.2,110,4.95,70,3,16,4,17,14,0.63,70,3,16,4,17,0,/en/players/45b9b619/matchlogs/2019-2020/gca/Joaquin-Correa-Match-Logs
128,Angelo da Costa Júnior,br,GK,Bologna,35,1983,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/18736214/matchlogs/2019-2020/gca/Angelo-da-Costa-Junior-Match-Logs
129,Douglas Costa,br,"FW,MF",Juventus,28,1990,8.9,51,5.72,39,6,5,0,1,6,0.67,39,6,5,0,1,0,/en/players/4fa7cb9b/matchlogs/2019-2020/gca/Douglas-Costa-Match-Logs
130,Alessio Cragno,it,GK,Cagliari,25,1994,16.0,1,0.06,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/f554e29b/matchlogs/2019-2020/gca/Alessio-Cragno-Match-Logs
131,Domenico Criscito,it,DF,Genoa,32,1986,22.8,34,1.49,26,7,0,0,1,1,0.04,26,7,0,0,1,0,/en/players/35dd6d80/matchlogs/2019-2020/gca/Domenico-Criscito-Match-Logs
132,Bryan Cristante,it,MF,Roma,24,1995,18.0,41,2.28,34,1,1,3,2,5,0.28,34,1,1,3,2,0,/en/players/16657b95/matchlogs/2019-2020/gca/Bryan-Cristante-Match-Logs
133,Sebastián Cristóforo,uy,MF,Fiorentina,25,1993,1.0,5,5.00,2,3,0,0,0,0,0.00,2,3,0,0,0,0,/en/players/3c05c659/matchlogs/2019-2020/gca/Sebastian-Cristoforo-Match-Logs
134,Juan Cuadrado,co,DF,Juventus,31,1988,29.5,103,3.49,89,2,4,1,7,10,0.34,89,2,4,1,7,0,/en/players/0ab1f153/matchlogs/2019-2020/gca/Juan-Cuadrado-Match-Logs
135,Jaume Cuéllar,bo,"FW,MF",SPAL,17,2001,0.8,1,1.29,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/934e264d/matchlogs/2019-2020/gca/Jaume-Cuellar-Match-Logs
136,Felipe Curcio,br,DF,Brescia,26,1993,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/8913a9f9/matchlogs/2019-2020/gca/Felipe-Curcio-Match-Logs
137,Patrick Cutrone,it,FW,Fiorentina,21,1998,9.3,18,1.93,12,0,0,3,3,3,0.32,12,0,0,3,3,0,/en/players/a4fe8cda/matchlogs/2019-2020/gca/Patrick-Cutrone-Match-Logs
138,Lennart-Marten Czyborra,de,DF,Atalanta,20,1999,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7ba1f1ef/matchlogs/2019-2020/gca/Lennart-Marten-Czyborra-Match-Logs
139,Marco D'Alessandro,it,"MF,DF",SPAL,28,1991,8.7,22,2.54,18,0,3,0,1,0,0.00,18,0,3,0,1,0,/en/players/060606ec/matchlogs/2019-2020/gca/Marco-DAlessandro-Match-Logs
140,Danilo D'Ambrosio,it,DF,Inter,30,1988,15.6,16,1.03,12,1,1,1,1,0,0.00,12,1,1,1,1,0,/en/players/44eb9093/matchlogs/2019-2020/gca/Danilo-DAmbrosio-Match-Logs
141,Felice D'Amico,it,MF,Sampdoria,18,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/0c35d28d/matchlogs/2019-2020/gca/Felice-DAmico-Match-Logs
142,Jacopo Da Riva,it,FW,Atalanta,18,2000,0.0,1,90.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/9591723b/matchlogs/2019-2020/gca/Jacopo-Da-Riva-Match-Logs
143,Bryan Dabo,bf,MF,SPAL,27,1992,12.5,26,2.09,23,1,0,1,1,4,0.32,23,1,0,1,1,0,/en/players/c53083ad/matchlogs/2019-2020/gca/Bryan-Dabo-Match-Logs
144,Felipe dal Belo,br,DF,SPAL,35,1984,11.1,6,0.54,4,1,0,1,0,0,0.00,4,1,0,1,0,0,/en/players/8cea6319/matchlogs/2019-2020/gca/Felipe-dal-Belo-Match-Logs
145,Christian Dalle Mura,it,MF,Fiorentina,17,2002,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f32df091/matchlogs/2019-2020/gca/Christian-Dalle-Mura-Match-Logs
146,Danilo,br,DF,Juventus,28,1991,16.0,35,2.19,29,0,1,3,2,4,0.25,29,0,1,3,2,0,/en/players/94b2001f/matchlogs/2019-2020/gca/Danilo-Match-Logs
147,Andrea Danzi,it,MF,Hellas Verona,20,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/263b855a/matchlogs/2019-2020/gca/Andrea-Danzi-Match-Logs
148,Matteo Darmian,it,DF,Parma,29,1989,29.8,39,1.31,28,6,1,1,3,3,0.10,28,6,1,1,3,0,/en/players/96e0490d/matchlogs/2019-2020/gca/Matteo-Darmian-Match-Logs
149,Paweł Dawidowicz,pl,DF,Hellas Verona,24,1995,7.7,5,0.65,3,1,0,1,0,0,0.00,3,1,0,1,0,0,/en/players/16bb656a/matchlogs/2019-2020/gca/Pawel-Dawidowicz-Match-Logs
150,Sebastien De Maio,fr,DF,Udinese,32,1987,16.7,5,0.30,5,0,0,0,0,3,0.18,5,0,0,0,0,0,/en/players/952a03fe/matchlogs/2019-2020/gca/Sebastien-De-Maio-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
151,Rodrigo De Paul,ar,MF,Udinese,25,1994,31.4,137,4.37,95,27,6,4,5,15,0.48,95,27,6,4,5,0,/en/players/162efffd/matchlogs/2019-2020/gca/Rodrigo-De-Paul-Match-Logs
152,Mattia De Sciglio,it,DF,Juventus,26,1992,5.2,11,2.10,8,0,2,0,1,1,0.19,8,0,2,0,1,0,/en/players/ae4e2852/matchlogs/2019-2020/gca/Mattia-De-Sciglio-Match-Logs
153,Lorenzo De Silvestri,it,DF,Torino,31,1988,24.9,33,1.32,27,3,1,1,1,1,0.04,27,3,1,1,1,0,/en/players/e74f0e59/matchlogs/2019-2020/gca/Lorenzo-De-Silvestri-Match-Logs
154,Grégoire Defrel,mq,"FW,MF",Sassuolo,28,1991,10.9,24,2.20,17,0,3,1,3,6,0.55,17,0,3,1,3,0,/en/players/854ee61a/matchlogs/2019-2020/gca/Gregoire-Defrel-Match-Logs
155,Alessandro Deiola,it,MF,Cagliari,23,1995,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7f267d66/matchlogs/2019-2020/gca/Alessandro-Deiola-Match-Logs
156,Alessandro Deiola,it,MF,Lecce,23,1995,8.0,13,1.63,12,0,0,0,1,1,0.13,12,0,0,0,1,0,/en/players/7f267d66/matchlogs/2019-2020/gca/Alessandro-Deiola-Match-Logs
157,Cristian Dell'Orco,it,DF,Lecce,25,1994,11.2,17,1.52,16,1,0,0,0,1,0.09,16,1,0,0,0,0,/en/players/b0243215/matchlogs/2019-2020/gca/Cristian-DellOrco-Match-Logs
158,Merih Demiral,tr,DF,Juventus,21,1998,4.6,2,0.43,2,0,0,0,0,1,0.22,2,0,0,0,0,0,/en/players/e3cceee6/matchlogs/2019-2020/gca/Merih-Demiral-Match-Logs
159,Diego Demme,de,MF,Napoli,27,1991,10.0,18,1.80,17,0,0,0,1,1,0.10,17,0,0,0,1,0,/en/players/dc3fa3b5/matchlogs/2019-2020/gca/Diego-Demme-Match-Logs
160,Stefano Denswil,nl,DF,Bologna,26,1993,24.9,24,0.96,19,1,0,1,3,2,0.08,19,1,0,1,3,0,/en/players/5832ebfe/matchlogs/2019-2020/gca/Stefano-Denswil-Match-Logs
161,Fabio Depaoli,it,"MF,DF",Sampdoria,22,1997,20.6,51,2.48,37,4,3,5,2,3,0.15,37,4,3,5,2,0,/en/players/d97f2e8d/matchlogs/2019-2020/gca/Fabio-Depaoli-Match-Logs
162,Kastriot Dermaku,al,DF,Parma,27,1992,11.4,4,0.35,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/2990c466/matchlogs/2019-2020/gca/Kastriot-Dermaku-Match-Logs
163,Daniele Dessena,it,MF,Brescia,32,1987,20.8,19,0.91,14,0,0,2,3,3,0.14,14,0,0,2,3,0,/en/players/02b2937c/matchlogs/2019-2020/gca/Daniele-Dessena-Match-Logs
164,Mattia Destro,it,"FW,MF",Genoa,28,1991,1.7,3,1.80,1,0,2,0,0,0,0.00,1,0,2,0,0,0,/en/players/d7d32194/matchlogs/2019-2020/gca/Mattia-Destro-Match-Logs
165,Mattia Destro,it,FW,Bologna,28,1991,2.1,2,0.97,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/d7d32194/matchlogs/2019-2020/gca/Mattia-Destro-Match-Logs
166,Samuel Di Carmine,it,FW,Hellas Verona,30,1988,14.4,19,1.32,13,0,0,3,3,2,0.14,13,0,0,3,3,0,/en/players/ef94dc2f/matchlogs/2019-2020/gca/Samuel-Di-Carmine-Match-Logs
167,Federico Di Francesco,it,FW,SPAL,25,1994,12.0,37,3.08,22,3,4,2,6,2,0.17,22,3,4,2,6,0,/en/players/1fca9171/matchlogs/2019-2020/gca/Federico-Di-Francesco-Match-Logs
168,Giovanni Di Lorenzo,it,DF,Napoli,25,1993,33.0,62,1.88,55,2,1,2,2,6,0.18,55,2,1,2,2,0,/en/players/230a2fac/matchlogs/2019-2020/gca/Giovanni-Di-Lorenzo-Match-Logs
169,Amadou Diawara,gn,MF,Roma,22,1997,16.9,33,1.96,31,0,0,1,1,2,0.12,31,0,0,1,1,0,/en/players/bf309d24/matchlogs/2019-2020/gca/Amadou-Diawara-Match-Logs
170,Mitchell Dijks,nl,DF,Bologna,26,1993,11.2,16,1.43,14,1,1,0,0,0,0.00,14,1,1,0,0,0,/en/players/0a3065c8/matchlogs/2019-2020/gca/Mitchell-Dijks-Match-Logs
171,Federico Dimarco,it,DF,Hellas Verona,21,1997,5.8,18,3.11,11,6,0,1,0,4,0.69,11,6,0,1,0,0,/en/players/970b8574/matchlogs/2019-2020/gca/Federico-Dimarco-Match-Logs
172,Federico Dimarco,it,"DF,MF",Inter,21,1997,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/970b8574/matchlogs/2019-2020/gca/Federico-Dimarco-Match-Logs
173,Koffi Djidji,ci,DF,Torino,26,1992,9.5,3,0.32,3,0,0,0,0,1,0.11,3,0,0,0,0,0,/en/players/933d3b51/matchlogs/2019-2020/gca/Koffi-Djidji-Match-Logs
174,Berat Djimsiti,al,DF,Atalanta,26,1993,30.9,26,0.84,22,1,0,3,0,1,0.03,22,1,0,3,0,0,/en/players/6eee05f1/matchlogs/2019-2020/gca/Berat-Djimsiti-Match-Logs
175,Nicolás Domínguez,ar,MF,Bologna,21,1998,7.8,20,2.58,19,0,1,0,0,1,0.13,19,0,1,0,0,0,/en/players/20b3a502/matchlogs/2019-2020/gca/Nicolas-Dominguez-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
176,Giulio Donati,it,DF,Lecce,29,1990,19.6,41,2.10,33,2,2,2,2,6,0.31,33,2,2,2,2,0,/en/players/22051fbe/matchlogs/2019-2020/gca/Giulio-Donati-Match-Logs
177,Alfredo Donnarumma,it,FW,Brescia,28,1990,18.7,42,2.24,30,0,4,2,6,5,0.27,30,0,4,2,6,0,/en/players/5592007b/matchlogs/2019-2020/gca/Alfredo-Donnarumma-Match-Logs
178,Gianluigi Donnarumma,it,GK,Milan,20,1999,35.6,1,0.03,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/08f5afaa/matchlogs/2019-2020/gca/Gianluigi-Donnarumma-Match-Logs
179,Bartłomiej Drągowski,pl,GK,Fiorentina,21,1997,31.0,7,0.23,5,2,0,0,0,1,0.03,5,2,0,0,0,0,/en/players/085e71a7/matchlogs/2019-2020/gca/Bartlomiej-Dragowski-Match-Logs
180,Léo Duarte,br,DF,Milan,23,1996,4.5,1,0.22,0,0,0,1,0,0,0.00,0,0,0,1,0,0,/en/players/73ddc40c/matchlogs/2019-2020/gca/Leo-Duarte-Match-Logs
181,Edgaras Dubickas,lt,DF,Lecce,21,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c59f90b0/matchlogs/2019-2020/gca/Edgaras-Dubickas-Match-Logs
182,Alfred Duncan,gh,MF,Sassuolo,26,1993,9.4,27,2.88,27,0,0,0,0,6,0.64,27,0,0,0,0,0,/en/players/528492ea/matchlogs/2019-2020/gca/Alfred-Duncan-Match-Logs
183,Alfred Duncan,gh,MF,Fiorentina,26,1993,9.9,20,2.03,17,0,1,0,2,2,0.20,17,0,1,0,2,0,/en/players/528492ea/matchlogs/2019-2020/gca/Alfred-Duncan-Match-Logs
184,Paulo Dybala,ar,"FW,MF",Juventus,25,1993,23.9,149,6.22,96,18,15,7,12,24,1.00,96,18,15,7,12,1,/en/players/e0921a4f/matchlogs/2019-2020/gca/Paulo-Dybala-Match-Logs
185,Edin Džeko,ba,FW,Roma,33,1986,31.7,111,3.50,79,1,12,9,10,18,0.57,79,1,12,9,10,0,/en/players/3bb7f478/matchlogs/2019-2020/gca/Edin-Dzeko-Match-Logs
186,Blerim Džemaili,ch,MF,Bologna,33,1986,7.8,29,3.74,26,1,0,0,2,1,0.13,26,1,0,0,2,0,/en/players/756959aa/matchlogs/2019-2020/gca/Blerim-Dzemaili-Match-Logs
187,Simone Edera,it,"MF,FW",Torino,22,1997,4.4,17,3.84,6,6,1,2,2,2,0.45,6,6,1,2,2,0,/en/players/8697c095/matchlogs/2019-2020/gca/Simone-Edera-Match-Logs
188,Albin Ekdal,se,MF,Sampdoria,30,1989,26.5,56,2.11,49,0,0,2,5,7,0.26,49,0,0,2,5,0,/en/players/f503ea63/matchlogs/2019-2020/gca/Albin-Ekdal-Match-Logs
189,Elif Elmas,mk,MF,Napoli,19,1999,12.6,45,3.57,31,0,8,2,3,3,0.24,31,0,8,2,3,1,/en/players/cf007308/matchlogs/2019-2020/gca/Elif-Elmas-Match-Logs
190,Alan Empereur,br,DF,Hellas Verona,25,1994,9.5,4,0.42,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/825b8997/matchlogs/2019-2020/gca/Alan-Empereur-Match-Logs
191,Christian Eriksen,dk,MF,Inter,27,1992,7.8,36,4.61,24,9,1,1,1,6,0.77,24,9,1,1,1,0,/en/players/980522ec/matchlogs/2019-2020/gca/Christian-Eriksen-Match-Logs
192,Espeto,br,"DF,MF",SPAL,22,1997,23.4,65,2.77,42,1,11,6,5,4,0.17,42,1,11,6,5,0,/en/players/674cfc5a/matchlogs/2019-2020/gca/Espeto-Match-Logs
193,Sebastiano Esposito,it,FW,Inter,17,2002,2.2,6,2.71,4,0,0,2,0,0,0.00,4,0,0,2,0,0,/en/players/7ff93107/matchlogs/2019-2020/gca/Sebastiano-Esposito-Match-Logs
194,Valentin Eysseric,fr,MF,Fiorentina,27,1992,0.5,4,8.57,3,0,0,1,0,0,0.00,3,0,0,1,0,0,/en/players/ae82fa48/matchlogs/2019-2020/gca/Valentin-Eysseric-Match-Logs
195,Valentin Eysseric,fr,"MF,FW",Hellas Verona,27,1992,3.9,18,4.59,13,4,1,0,0,1,0.25,13,4,1,0,0,0,/en/players/ae82fa48/matchlogs/2019-2020/gca/Valentin-Eysseric-Match-Logs
196,Luca Falbo,it,DF,Lazio,19,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/ca8fa0c0/matchlogs/2019-2020/gca/Luca-Falbo-Match-Logs
197,Filippo Falco,it,"FW,MF",Lecce,27,1992,22.4,124,5.54,87,15,8,8,6,13,0.58,87,15,8,8,6,0,/en/players/e23f56c1/matchlogs/2019-2020/gca/Filippo-Falco-Match-Logs
198,Wladimiro Falcone,it,GK,Sampdoria,24,1995,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/9f5a610b/matchlogs/2019-2020/gca/Wladimiro-Falcone-Match-Logs
199,Iago Falque,es,"MF,FW",Torino,29,1990,1.1,3,2.65,2,1,0,0,0,0,0.00,2,1,0,0,0,0,/en/players/440c84ed/matchlogs/2019-2020/gca/Iago-Falque-Match-Logs
200,Iago Falque,es,MF,Genoa,29,1990,5.8,17,2.95,14,1,1,1,0,1,0.17,14,1,1,1,0,0,/en/players/440c84ed/matchlogs/2019-2020/gca/Iago-Falque-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
201,Andri Fannar Baldursson,is,MF,Bologna,17,2002,1.6,4,2.90,3,0,0,0,1,0,0.00,3,0,0,0,1,0,/en/players/61f2f56a/matchlogs/2019-2020/gca/Andri-Fannar-Baldursson-Match-Logs
202,Paolo Faragò,it,DF,Cagliari,26,1993,14.9,26,1.74,21,4,0,0,1,3,0.20,21,4,0,0,1,0,/en/players/9085dd7c/matchlogs/2019-2020/gca/Paolo-Farago-Match-Logs
203,Davide Faraoni,it,DF,Hellas Verona,27,1991,35.9,60,1.67,43,8,3,3,3,4,0.11,43,8,3,3,3,0,/en/players/aae9d04a/matchlogs/2019-2020/gca/Davide-Faraoni-Match-Logs
204,Mohamed Fares,dz,"DF,MF",SPAL,23,1996,4.7,5,1.07,5,0,0,0,0,1,0.21,5,0,0,0,0,0,/en/players/b7a5bc86/matchlogs/2019-2020/gca/Mohamed-Fares-Match-Logs
205,Diego Farias,br,"FW,MF",Lecce,29,1990,9.2,37,4.04,26,3,5,1,2,4,0.44,26,3,5,1,2,0,/en/players/157d29b6/matchlogs/2019-2020/gca/Diego-Farias-Match-Logs
206,Andrea Favilli,it,FW,Genoa,22,1997,7.3,12,1.64,10,0,0,0,2,0,0.00,10,0,0,0,2,0,/en/players/44510fde/matchlogs/2019-2020/gca/Andrea-Favilli-Match-Logs
207,Federico Fazio,ar,DF,Roma,32,1987,13.5,7,0.52,6,1,0,0,0,3,0.22,6,1,0,0,0,0,/en/players/4e358a2d/matchlogs/2019-2020/gca/Federico-Fazio-Match-Logs
208,Luiz Felipe,br,DF,Lazio,22,1997,22.5,15,0.67,13,1,1,0,0,6,0.27,13,1,1,0,0,0,/en/players/15d0c248/matchlogs/2019-2020/gca/Luiz-Felipe-Match-Logs
209,Lucas Felippe,br,"MF,DF",Hellas Verona,19,2000,0.3,1,3.21,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/85e51909/matchlogs/2019-2020/gca/Lucas-Felippe-Match-Logs
210,Alex Ferrari,it,DF,Sampdoria,25,1994,11.2,5,0.45,4,0,0,1,0,0,0.00,4,0,0,1,0,0,/en/players/d0dbca9f/matchlogs/2019-2020/gca/Alex-Ferrari-Match-Logs
211,Sergio Floccari,it,FW,SPAL,37,1981,10.5,22,2.10,17,0,3,1,1,0,0.00,17,0,3,1,1,0,/en/players/df301450/matchlogs/2019-2020/gca/Sergio-Floccari-Match-Logs
212,Alessandro Florenzi,it,"DF,FW",Roma,28,1991,11.1,24,2.17,22,1,0,1,0,2,0.18,22,1,0,1,0,0,/en/players/e288d4b3/matchlogs/2019-2020/gca/Alessandro-Florenzi-Match-Logs
213,Seko Fofana,ci,MF,Udinese,24,1995,25.0,92,3.68,75,1,11,2,3,9,0.36,75,1,11,2,3,0,/en/players/5313ed43/matchlogs/2019-2020/gca/Seko-Fofana-Match-Logs
214,Gianluca Frabotta,it,DF,Juventus,20,1999,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/d80b1835/matchlogs/2019-2020/gca/Gianluca-Frabotta-Match-Logs
215,Remo Freuler,ch,MF,Atalanta,27,1992,26.0,64,2.46,54,3,3,2,2,7,0.27,54,3,3,2,2,0,/en/players/98d2c2c4/matchlogs/2019-2020/gca/Remo-Freuler-Match-Logs
216,Daniel Fuzato,br,GK,Roma,22,1997,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/82328faf/matchlogs/2019-2020/gca/Daniel-Fuzato-Match-Logs
217,Matteo Gabbia,it,DF,Milan,19,1999,7.6,5,0.66,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/c235e803/matchlogs/2019-2020/gca/Matteo-Gabbia-Match-Logs
218,Manolo Gabbiadini,it,FW,Sampdoria,27,1991,22.6,79,3.49,44,12,3,9,11,8,0.35,44,12,3,9,11,0,/en/players/8f866fe8/matchlogs/2019-2020/gca/Manolo-Gabbiadini-Match-Logs
219,Gabriel,br,GK,Lecce,26,1992,33.3,1,0.03,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/f93ed0df/matchlogs/2019-2020/gca/Gabriel-Match-Logs
220,Luca Gagliano,it,FW,Cagliari,19,2000,0.6,1,1.73,1,0,0,0,0,1,1.73,1,0,0,0,0,0,/en/players/1d00a56c/matchlogs/2019-2020/gca/Luca-Gagliano-Match-Logs
221,Roberto Gagliardini,it,MF,Inter,25,1994,20.0,54,2.70,44,2,0,4,4,5,0.25,44,2,0,4,4,0,/en/players/ce30bfc8/matchlogs/2019-2020/gca/Roberto-Gagliardini-Match-Logs
222,Riccardo Gagliolo,se,DF,Parma,29,1990,28.9,46,1.59,37,6,0,1,2,6,0.21,37,6,0,1,2,0,/en/players/173061c0/matchlogs/2019-2020/gca/Riccardo-Gagliolo-Match-Logs
223,Daniele Gastaldello,it,DF,Brescia,36,1983,4.3,1,0.23,0,0,0,1,0,0,0.00,0,0,0,1,0,0,/en/players/13f89eaa/matchlogs/2019-2020/gca/Daniele-Gastaldello-Match-Logs
224,Gervinho,ci,FW,Parma,32,1987,25.2,65,2.58,42,0,19,2,2,12,0.48,42,0,19,2,2,0,/en/players/e468c053/matchlogs/2019-2020/gca/Gervinho-Match-Logs
225,Rachid Ghezzal,dz,"MF,FW",Fiorentina,27,1992,9.2,35,3.80,28,2,2,0,3,0,0.00,28,2,2,0,3,0,/en/players/dc3a9a0d/matchlogs/2019-2020/gca/Rachid-Ghezzal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
226,Andrea Ghezzi,it,"MF,FW",Brescia,,,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c840baa2/matchlogs/2019-2020/gca/Andrea-Ghezzi-Match-Logs
227,Paolo Ghiglione,it,DF,Genoa,22,1997,19.1,36,1.89,30,1,3,1,1,5,0.26,30,1,3,1,1,0,/en/players/71dc23da/matchlogs/2019-2020/gca/Paolo-Ghiglione-Match-Logs
228,Andrea Ghion,it,"MF,FW",Sassuolo,19,2000,0.5,5,9.37,4,0,0,1,0,0,0.00,4,0,0,1,0,0,/en/players/7f24b3eb/matchlogs/2019-2020/gca/Andrea-Ghion-Match-Logs
229,Faouzi Ghoulam,dz,DF,Napoli,28,1991,4.2,14,3.35,8,6,0,0,0,1,0.24,8,6,0,0,0,0,/en/players/c5adc293/matchlogs/2019-2020/gca/Faouzi-Ghoulam-Match-Logs
230,Diego Godín,uy,DF,Inter,33,1986,18.1,24,1.33,21,0,0,1,2,3,0.17,21,0,0,1,2,0,/en/players/fc4f85b1/matchlogs/2019-2020/gca/Diego-Godin-Match-Logs
231,Edoardo Goldaniga,it,DF,Genoa,25,1993,8.7,9,1.03,8,0,0,1,0,1,0.11,8,0,0,1,0,0,/en/players/4b029b31/matchlogs/2019-2020/gca/Edoardo-Goldaniga-Match-Logs
232,Pierluigi Gollini,it,GK,Atalanta,24,1995,32.0,3,0.09,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/f0f7f62f/matchlogs/2019-2020/gca/Pierluigi-Gollini-Match-Logs
233,Papu Gómez,ar,"MF,FW",Atalanta,31,1988,31.6,201,6.37,126,41,14,8,12,32,1.01,126,41,14,8,12,0,/en/players/6e4df551/matchlogs/2019-2020/gca/Papu-Gomez-Match-Logs
234,Robin Gosens,de,DF,Atalanta,25,1994,29.1,67,2.30,57,2,1,4,3,11,0.38,57,2,1,4,3,0,/en/players/2d970560/matchlogs/2019-2020/gca/Robin-Gosens-Match-Logs
235,Alberto Grassi,it,MF,Parma,24,1995,7.1,10,1.40,8,0,0,1,1,2,0.28,8,0,0,1,1,0,/en/players/6cc97b6a/matchlogs/2019-2020/gca/Alberto-Grassi-Match-Logs
236,Sinan Gümüş,tr,FW,Genoa,25,1994,1.1,2,1.87,0,0,0,1,1,0,0.00,0,0,0,1,1,0,/en/players/ac1f056e/matchlogs/2019-2020/gca/Sinan-Gumus-Match-Logs
237,Koray Günter,de,DF,Hellas Verona,24,1994,30.4,5,0.16,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/f1f1f238/matchlogs/2019-2020/gca/Koray-Gunter-Match-Logs
238,Samir Handanović,si,GK,Inter,35,1984,35.0,5,0.14,4,1,0,0,0,1,0.03,4,1,0,0,0,0,/en/players/74419746/matchlogs/2019-2020/gca/Samir-Handanovic-Match-Logs
239,Lukáš Haraslín,sk,FW,Sassuolo,23,1996,4.3,10,2.34,6,1,2,1,0,1,0.23,6,1,2,1,0,0,/en/players/5c397195/matchlogs/2019-2020/gca/Lukas-Haraslin-Match-Logs
240,Hans Hateboer,nl,DF,Atalanta,25,1994,26.2,91,3.48,80,6,3,2,0,9,0.34,80,6,3,2,0,0,/en/players/3b333ac3/matchlogs/2019-2020/gca/Hans-Hateboer-Match-Logs
241,Liam Henderson,sco,MF,Hellas Verona,23,1996,2.2,2,0.92,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/d7918b13/matchlogs/2019-2020/gca/Liam-Henderson-Match-Logs
242,Dalbert Henrique,br,DF,Fiorentina,25,1993,27.6,63,2.28,55,3,1,2,2,8,0.29,55,3,1,2,2,0,/en/players/f45f9427/matchlogs/2019-2020/gca/Dalbert-Henrique-Match-Logs
243,Theo Hernández,fr,DF,Milan,21,1997,31.3,90,2.88,68,2,5,7,8,8,0.26,68,2,5,7,8,0,/en/players/d4c9725f/matchlogs/2019-2020/gca/Theo-Hernandez-Match-Logs
244,Hernani,br,MF,Parma,25,1994,26.9,62,2.31,37,18,3,2,2,11,0.41,37,18,3,2,2,0,/en/players/6f5ead86/matchlogs/2019-2020/gca/Hernani-Match-Logs
245,Gonzalo Higuaín,ar,FW,Juventus,31,1987,20.7,92,4.44,69,0,13,7,3,5,0.24,69,0,13,7,3,0,/en/players/8a08491a/matchlogs/2019-2020/gca/Gonzalo-Higuain-Match-Logs
246,Krisztofer Horváth,hu,"FW,DF",SPAL,17,2002,0.5,2,4.09,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/4ce8f4a3/matchlogs/2019-2020/gca/Krisztofer-Horvath-Match-Logs
247,Elseid Hysaj,al,DF,Napoli,25,1994,16.5,36,2.19,33,2,1,0,0,3,0.18,33,2,1,0,0,0,/en/players/2f3452eb/matchlogs/2019-2020/gca/Elseid-Hysaj-Match-Logs
248,Simone Iacoponi,it,DF,Parma,32,1987,33.9,13,0.38,9,2,0,1,1,2,0.06,9,2,0,1,1,0,/en/players/63071a3f/matchlogs/2019-2020/gca/Simone-Iacoponi-Match-Logs
249,Roger Ibanez,br,DF,Roma,20,1998,6.8,3,0.44,3,0,0,0,0,1,0.15,3,0,0,0,0,0,/en/players/82efe6fa/matchlogs/2019-2020/gca/Roger-Ibanez-Match-Logs
