Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
105,Federico Ceccherini,it,DF,Fiorentina,27,1992,9.3,395,370,25,18,0,45,13,1,0,0,0,0,290,37,68,94,260,23,7,1,346,0,0,2,4,/en/players/d9624b51/matchlogs/2019-2020/passing_types/Federico-Ceccherini-Match-Logs
106,Christian Celesia,it,DF,Torino,17,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/en/players/d2fd20d6/matchlogs/2019-2020/passing_types/Christian-Celesia-Match-Logs
107,Luca Ceppitelli,it,DF,Cagliari,29,1989,13.8,505,483,22,21,0,49,26,4,0,0,0,0,294,59,152,100,364,27,1,0,403,1,0,1,7,/en/players/7d50454d/matchlogs/2019-2020/passing_types/Luca-Ceppitelli-Match-Logs
108,Alberto Cerri,it,FW,SPAL,23,1996,4.7,144,136,8,0,1,48,3,2,0,0,0,0,86,41,17,13,97,10,0,10,94,0,0,1,5,/en/players/1079c685/matchlogs/2019-2020/passing_types/Alberto-Cerri-Match-Logs
109,Alberto Cerri,it,FW,Cagliari,23,1996,2.7,103,96,7,0,0,41,2,0,0,0,0,0,41,36,26,9,59,11,2,2,70,0,0,4,4,/en/players/1079c685/matchlogs/2019-2020/passing_types/Alberto-Cerri-Match-Logs
110,Julian Chabot,de,DF,Sampdoria,21,1998,6.3,238,226,12,10,0,26,7,0,0,0,0,0,173,20,45,197,22,10,2,3,205,1,0,3,4,/en/players/ae7058f9/matchlogs/2019-2020/passing_types/Julian-Chabot-Match-Logs
111,Jhon Chancellor,ve,DF,Brescia,27,1992,24.9,849,822,27,27,0,126,38,0,0,0,0,0,642,74,133,212,563,50,0,3,745,4,0,1,13,/en/players/84b6acaa/matchlogs/2019-2020/passing_types/Jhon-Chancellor-Match-Logs
112,Giorgio Chiellini,it,DF,Juventus,34,1984,2.2,106,105,1,1,0,7,2,0,0,0,0,0,77,15,14,80,16,6,0,1,97,0,0,0,1,/en/players/e85fb9b8/matchlogs/2019-2020/passing_types/Giorgio-Chiellini-Match-Logs
113,Federico Chiesa,it,"FW,DF",Fiorentina,21,1997,29.3,833,771,62,4,7,185,27,51,4,1,0,0,533,182,118,163,586,19,48,12,609,4,0,21,38,/en/players/b0f7e36c/matchlogs/2019-2020/passing_types/Federico-Chiesa-Match-Logs
114,Vlad Chiricheș,ro,DF,Sassuolo,29,1989,7.9,488,473,15,15,0,47,10,1,0,0,0,0,423,39,26,41,434,7,0,2,454,0,0,4,3,/en/players/c316607a/matchlogs/2019-2020/passing_types/Vlad-Chiriches-Match-Logs
115,Luca Cigarini,it,MF,Cagliari,33,1986,17.8,1228,1057,171,108,5,129,71,84,60,14,26,8,722,173,333,136,1055,26,1,4,992,3,26,14,13,/en/players/ae64d449/matchlogs/2019-2020/passing_types/Luca-Cigarini-Match-Logs
116,Thiago Cionek,pl,DF,SPAL,33,1986,24.1,1360,1116,244,61,0,175,18,61,0,0,0,0,725,212,423,163,940,53,183,2,1029,3,0,16,56,/en/players/46f5c54d/matchlogs/2019-2020/passing_types/Thiago-Cionek-Match-Logs
117,Andrea Cistana,it,DF,Brescia,22,1997,20.4,808,762,46,40,1,140,27,4,0,0,0,0,565,89,154,102,635,38,6,7,688,2,0,7,18,/en/players/fe6a7685/matchlogs/2019-2020/passing_types/Andrea-Cistana-Match-Logs
118,Denilho Cleonise,nl,FW,Genoa,17,2001,0.5,7,7,0,0,0,3,0,0,0,0,0,0,7,0,0,6,1,0,0,0,7,0,0,0,0,/en/players/91c9de34/matchlogs/2019-2020/passing_types/Denilho-Cleonise-Match-Logs
119,Ebrima Colley,gm,FW,Atalanta,19,2000,0.9,42,42,0,0,1,10,1,0,0,0,0,0,33,8,1,5,36,1,0,0,37,0,0,1,1,/en/players/bf356094/matchlogs/2019-2020/passing_types/Ebrima-Colley-Match-Logs
120,Omar Colley,gm,DF,Sampdoria,26,1992,30.8,1324,1278,46,45,1,150,65,5,0,0,0,0,840,142,342,821,375,85,1,6,1089,4,0,10,14,/en/players/8b95acda/matchlogs/2019-2020/passing_types/Omar-Colley-Match-Logs
121,Simone Colombi,it,GK,Parma,28,1991,4.0,98,51,47,8,0,1,1,0,0,0,0,0,51,18,29,12,65,0,0,16,82,0,0,0,0,/en/players/72be9309/matchlogs/2019-2020/passing_types/Simone-Colombi-Match-Logs
122,Lorenzo Colombo,it,FW,Milan,17,2002,0.1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,/en/players/04df29a5/matchlogs/2019-2020/passing_types/Lorenzo-Colombo-Match-Logs
123,Andrea Consigli,it,GK,Sassuolo,32,1987,31.0,995,705,290,84,2,93,28,0,0,0,0,0,566,77,352,63,766,2,0,137,778,5,0,6,0,/en/players/8cabdc1e/matchlogs/2019-2020/passing_types/Andrea-Consigli-Match-Logs
124,Andrea Conti,it,DF,Milan,25,1994,19.2,1060,886,174,20,0,121,8,24,0,0,0,0,638,210,212,51,801,38,154,5,888,3,0,18,25,/en/players/8fef5412/matchlogs/2019-2020/passing_types/Andrea-Conti-Match-Logs
125,Gabriele Corbo,it,DF,Bologna,19,2000,1.4,59,58,1,1,0,3,5,1,0,0,0,0,41,8,10,3,52,3,0,0,53,0,0,0,1,/en/players/091795f2/matchlogs/2019-2020/passing_types/Gabriele-Corbo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Andreas Cornelius,dk,FW,Parma,26,1993,16.6,413,393,20,1,1,144,10,7,0,0,0,0,194,114,105,226,60,42,0,18,293,1,0,4,18,/en/players/c693347d/matchlogs/2019-2020/passing_types/Andreas-Cornelius-Match-Logs
127,Joaquín Correa,ar,"FW,MF",Lazio,24,1994,22.2,697,665,32,2,4,176,11,9,9,3,1,0,554,98,45,71,586,17,7,9,578,3,1,17,20,/en/players/45b9b619/matchlogs/2019-2020/passing_types/Joaquin-Correa-Match-Logs
128,Angelo da Costa Júnior,br,GK,Bologna,35,1983,1.0,28,21,7,3,0,0,0,0,0,0,0,0,23,1,4,0,23,0,0,4,25,0,0,0,0,/en/players/18736214/matchlogs/2019-2020/passing_types/Angelo-da-Costa-Junior-Match-Logs
129,Douglas Costa,br,"FW,MF",Juventus,28,1990,8.9,490,460,30,3,0,59,28,40,15,6,4,3,340,81,69,425,41,6,11,7,392,2,4,7,19,/en/players/4fa7cb9b/matchlogs/2019-2020/passing_types/Douglas-Costa-Match-Logs
130,Alessio Cragno,it,GK,Cagliari,25,1994,16.0,475,261,214,57,0,16,11,0,0,0,0,0,198,23,254,40,347,0,0,67,305,2,0,1,1,/en/players/f554e29b/matchlogs/2019-2020/passing_types/Alessio-Cragno-Match-Logs
131,Domenico Criscito,it,DF,Genoa,32,1986,22.8,1250,1033,217,57,2,152,54,76,20,9,8,1,700,228,322,916,135,42,140,1,964,7,8,18,24,/en/players/35dd6d80/matchlogs/2019-2020/passing_types/Domenico-Criscito-Match-Logs
132,Bryan Cristante,it,MF,Roma,24,1995,18.0,1072,1044,28,26,6,196,36,7,1,0,0,1,787,117,168,143,895,25,1,1,915,2,0,17,18,/en/players/16657b95/matchlogs/2019-2020/passing_types/Bryan-Cristante-Match-Logs
133,Sebastián Cristóforo,uy,MF,Fiorentina,25,1993,1.0,49,40,9,3,0,2,2,5,6,0,3,2,35,4,10,2,43,4,0,0,41,0,3,0,1,/en/players/3c05c659/matchlogs/2019-2020/passing_types/Sebastian-Cristoforo-Match-Logs
134,Juan Cuadrado,co,DF,Juventus,31,1988,29.5,2321,2073,248,44,7,211,72,86,0,0,0,0,1639,415,267,199,1861,41,204,10,2054,3,0,27,35,/en/players/0ab1f153/matchlogs/2019-2020/passing_types/Juan-Cuadrado-Match-Logs
135,Jaume Cuéllar,bo,"FW,MF",SPAL,17,2001,0.8,16,15,1,0,0,6,1,0,0,0,0,0,13,3,0,5,11,0,0,0,14,0,0,0,1,/en/players/934e264d/matchlogs/2019-2020/passing_types/Jaume-Cuellar-Match-Logs
136,Felipe Curcio,br,DF,Brescia,26,1993,0.1,12,11,1,0,0,2,0,2,0,0,0,0,5,3,4,9,1,0,1,0,8,0,0,2,0,/en/players/8913a9f9/matchlogs/2019-2020/passing_types/Felipe-Curcio-Match-Logs
137,Patrick Cutrone,it,FW,Fiorentina,21,1998,9.3,169,165,4,0,2,49,1,5,0,0,0,0,108,41,20,28,116,12,1,3,120,0,0,4,6,/en/players/a4fe8cda/matchlogs/2019-2020/passing_types/Patrick-Cutrone-Match-Logs
138,Lennart-Marten Czyborra,de,DF,Atalanta,20,1999,0.2,10,9,1,0,0,2,0,1,0,0,0,0,7,2,1,9,0,0,1,0,8,0,0,0,0,/en/players/7ba1f1ef/matchlogs/2019-2020/passing_types/Lennart-Marten-Czyborra-Match-Logs
139,Marco D'Alessandro,it,"MF,DF",SPAL,28,1991,8.7,259,250,9,0,0,43,7,27,1,0,0,0,174,43,42,33,212,5,8,1,191,0,0,3,17,/en/players/060606ec/matchlogs/2019-2020/passing_types/Marco-DAlessandro-Match-Logs
140,Danilo D'Ambrosio,it,DF,Inter,30,1988,15.6,902,800,102,13,1,78,14,17,0,0,0,0,624,153,125,210,568,22,89,6,768,2,0,8,15,/en/players/44eb9093/matchlogs/2019-2020/passing_types/Danilo-DAmbrosio-Match-Logs
141,Felice D'Amico,it,MF,Sampdoria,18,2000,0.0,5,3,2,0,0,0,0,0,2,0,0,0,3,1,1,0,4,1,0,0,4,0,0,0,0,/en/players/0c35d28d/matchlogs/2019-2020/passing_types/Felice-DAmico-Match-Logs
142,Jacopo Da Riva,it,FW,Atalanta,18,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,/en/players/9591723b/matchlogs/2019-2020/passing_types/Jacopo-Da-Riva-Match-Logs
143,Bryan Dabo,bf,MF,SPAL,27,1992,12.5,578,566,12,7,0,113,7,4,0,0,0,0,460,73,45,109,440,12,4,5,500,1,0,5,8,/en/players/c53083ad/matchlogs/2019-2020/passing_types/Bryan-Dabo-Match-Logs
144,Felipe dal Belo,br,DF,SPAL,35,1984,11.1,467,426,41,21,1,56,14,4,0,0,0,0,287,63,117,388,35,15,20,1,389,4,0,5,12,/en/players/8cea6319/matchlogs/2019-2020/passing_types/Felipe-dal-Belo-Match-Logs
145,Christian Dalle Mura,it,MF,Fiorentina,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/players/f32df091/matchlogs/2019-2020/passing_types/Christian-Dalle-Mura-Match-Logs
146,Danilo,br,DF,Juventus,28,1991,16.0,1218,1098,120,14,1,128,20,30,0,0,0,0,849,194,175,118,959,22,106,2,1050,1,0,15,27,/en/players/94b2001f/matchlogs/2019-2020/passing_types/Danilo-Match-Logs
147,Andrea Danzi,it,MF,Hellas Verona,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,/en/players/263b855a/matchlogs/2019-2020/passing_types/Andrea-Danzi-Match-Logs
148,Matteo Darmian,it,DF,Parma,29,1989,29.8,1521,1220,301,21,0,175,35,45,0,0,0,0,830,345,346,170,998,42,280,9,1208,5,0,27,48,/en/players/96e0490d/matchlogs/2019-2020/passing_types/Matteo-Darmian-Match-Logs
149,Paweł Dawidowicz,pl,DF,Hellas Verona,24,1995,7.7,407,388,19,16,0,51,8,2,0,0,0,0,324,43,40,182,199,13,3,0,366,2,0,3,3,/en/players/16bb656a/matchlogs/2019-2020/passing_types/Pawel-Dawidowicz-Match-Logs
150,Sebastien De Maio,fr,DF,Udinese,32,1987,16.7,661,628,33,24,0,67,15,6,0,0,0,0,451,83,127,59,536,38,9,4,533,3,0,7,12,/en/players/952a03fe/matchlogs/2019-2020/passing_types/Sebastien-De-Maio-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Rodrigo De Paul,ar,MF,Udinese,25,1994,31.4,1843,1611,232,92,3,259,149,239,117,42,34,2,1109,281,453,70,1715,23,22,11,1377,9,34,26,56,/en/players/162efffd/matchlogs/2019-2020/passing_types/Rodrigo-De-Paul-Match-Logs
152,Mattia De Sciglio,it,DF,Juventus,26,1992,5.2,344,292,52,7,0,56,6,9,0,0,0,0,223,62,59,87,198,9,45,2,283,0,0,7,14,/en/players/ae4e2852/matchlogs/2019-2020/passing_types/Mattia-De-Sciglio-Match-Logs
153,Lorenzo De Silvestri,it,DF,Torino,31,1988,24.9,959,777,182,9,0,124,22,81,0,0,0,0,444,196,319,82,603,61,173,0,693,4,0,15,46,/en/players/e74f0e59/matchlogs/2019-2020/passing_types/Lorenzo-De-Silvestri-Match-Logs
154,Grégoire Defrel,mq,"FW,MF",Sassuolo,28,1991,10.9,342,322,20,1,1,93,2,4,1,0,1,0,286,43,13,292,34,5,2,4,305,1,1,6,5,/en/players/854ee61a/matchlogs/2019-2020/passing_types/Gregoire-Defrel-Match-Logs
155,Alessandro Deiola,it,MF,Cagliari,23,1995,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,/en/players/7f267d66/matchlogs/2019-2020/passing_types/Alessandro-Deiola-Match-Logs
156,Alessandro Deiola,it,MF,Lecce,23,1995,8.0,296,285,11,10,1,35,15,10,0,0,0,0,174,64,58,30,248,16,0,0,224,1,0,9,11,/en/players/7f267d66/matchlogs/2019-2020/passing_types/Alessandro-Deiola-Match-Logs
157,Cristian Dell'Orco,it,DF,Lecce,25,1994,11.2,556,492,64,13,0,71,16,28,1,1,0,0,322,80,154,430,49,13,50,1,444,0,0,9,18,/en/players/b0243215/matchlogs/2019-2020/passing_types/Cristian-DellOrco-Match-Logs
158,Merih Demiral,tr,DF,Juventus,21,1998,4.6,306,304,2,2,0,24,5,1,0,0,0,0,266,19,21,36,250,10,0,2,290,0,0,0,3,/en/players/e3cceee6/matchlogs/2019-2020/passing_types/Merih-Demiral-Match-Logs
159,Diego Demme,de,MF,Napoli,27,1991,10.0,782,766,16,15,4,110,16,3,0,0,0,0,622,93,67,111,656,10,1,1,715,3,0,7,14,/en/players/dc3fa3b5/matchlogs/2019-2020/passing_types/Diego-Demme-Match-Logs
160,Stefano Denswil,nl,DF,Bologna,26,1993,24.9,1266,1139,127,50,0,138,24,7,0,0,0,0,938,113,215,857,265,40,77,4,1092,9,0,12,19,/en/players/5832ebfe/matchlogs/2019-2020/passing_types/Stefano-Denswil-Match-Logs
161,Fabio Depaoli,it,"MF,DF",Sampdoria,22,1997,20.6,697,624,73,8,1,113,20,82,1,0,1,0,360,181,156,44,539,29,64,3,479,2,1,19,45,/en/players/d97f2e8d/matchlogs/2019-2020/passing_types/Fabio-Depaoli-Match-Logs
162,Kastriot Dermaku,al,DF,Parma,27,1992,11.4,377,355,22,14,0,38,13,1,0,0,0,0,260,36,81,32,312,17,2,1,321,0,0,2,3,/en/players/2990c466/matchlogs/2019-2020/passing_types/Kastriot-Dermaku-Match-Logs
163,Daniele Dessena,it,MF,Brescia,32,1987,20.8,710,685,25,13,1,118,23,17,0,0,0,0,451,112,147,98,551,31,9,7,563,1,0,13,16,/en/players/02b2937c/matchlogs/2019-2020/passing_types/Daniele-Dessena-Match-Logs
164,Mattia Destro,it,"FW,MF",Genoa,28,1991,1.7,26,21,5,0,0,5,0,1,0,0,0,0,13,10,3,0,19,2,0,4,20,0,0,0,3,/en/players/d7d32194/matchlogs/2019-2020/passing_types/Mattia-Destro-Match-Logs
165,Mattia Destro,it,FW,Bologna,28,1991,2.1,20,19,1,1,2,6,0,0,0,0,0,0,14,3,3,3,15,1,0,1,14,0,0,1,1,/en/players/d7d32194/matchlogs/2019-2020/passing_types/Mattia-Destro-Match-Logs
166,Samuel Di Carmine,it,FW,Hellas Verona,30,1988,14.4,256,229,27,0,1,86,1,10,0,0,0,0,131,89,36,25,174,29,0,6,181,1,0,0,17,/en/players/ef94dc2f/matchlogs/2019-2020/passing_types/Samuel-Di-Carmine-Match-Logs
167,Federico Di Francesco,it,FW,SPAL,25,1994,12.0,346,304,42,15,1,88,9,35,12,8,0,0,218,48,80,37,282,14,4,3,264,0,0,6,16,/en/players/1fca9171/matchlogs/2019-2020/passing_types/Federico-Di-Francesco-Match-Logs
168,Giovanni Di Lorenzo,it,DF,Napoli,25,1993,33.0,2274,1981,293,74,4,293,46,61,0,0,0,0,1567,454,253,288,1673,52,219,6,2003,1,0,21,69,/en/players/230a2fac/matchlogs/2019-2020/passing_types/Giovanni-Di-Lorenzo-Match-Logs
169,Amadou Diawara,gn,MF,Roma,22,1997,16.9,996,963,33,32,2,130,37,2,0,0,0,0,772,99,125,83,870,32,1,2,888,3,0,7,4,/en/players/bf309d24/matchlogs/2019-2020/passing_types/Amadou-Diawara-Match-Logs
170,Mitchell Dijks,nl,DF,Bologna,26,1993,11.2,545,438,107,13,0,55,6,28,0,0,0,0,334,95,116,335,87,23,94,1,432,0,0,8,23,/en/players/0a3065c8/matchlogs/2019-2020/passing_types/Mitchell-Dijks-Match-Logs
171,Federico Dimarco,it,DF,Hellas Verona,21,1997,5.8,417,353,64,13,1,31,20,56,24,11,12,1,242,64,111,355,27,6,27,0,314,0,12,3,18,/en/players/970b8574/matchlogs/2019-2020/passing_types/Federico-Dimarco-Match-Logs
172,Federico Dimarco,it,"DF,MF",Inter,21,1997,0.3,14,11,3,0,0,5,1,0,0,0,0,0,6,5,3,8,3,0,3,0,11,0,0,1,0,/en/players/970b8574/matchlogs/2019-2020/passing_types/Federico-Dimarco-Match-Logs
173,Koffi Djidji,ci,DF,Torino,26,1992,9.5,395,380,15,11,0,30,8,0,0,0,0,0,295,31,69,26,336,22,4,1,346,2,0,1,3,/en/players/933d3b51/matchlogs/2019-2020/passing_types/Koffi-Djidji-Match-Logs
174,Berat Djimsiti,al,DF,Atalanta,26,1993,30.9,1834,1724,110,58,0,232,31,3,0,0,0,0,1372,236,226,414,1233,78,52,4,1612,3,0,18,22,/en/players/6eee05f1/matchlogs/2019-2020/passing_types/Berat-Djimsiti-Match-Logs
175,Nicolás Domínguez,ar,MF,Bologna,21,1998,7.8,413,383,30,18,2,59,13,6,0,0,0,0,277,72,64,69,306,20,11,2,349,2,0,6,11,/en/players/20b3a502/matchlogs/2019-2020/passing_types/Nicolas-Dominguez-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Giulio Donati,it,DF,Lecce,29,1990,19.6,997,843,154,26,0,80,27,57,1,0,0,0,625,187,185,61,772,22,127,8,853,2,0,12,18,/en/players/22051fbe/matchlogs/2019-2020/passing_types/Giulio-Donati-Match-Logs
177,Alfredo Donnarumma,it,FW,Brescia,28,1990,18.7,445,411,34,0,0,118,6,7,0,0,0,0,272,104,69,89,311,19,3,13,307,3,0,24,23,/en/players/5592007b/matchlogs/2019-2020/passing_types/Alfredo-Donnarumma-Match-Logs
178,Gianluigi Donnarumma,it,GK,Milan,20,1999,35.6,1142,791,351,91,1,95,24,0,0,0,0,0,578,81,483,139,804,1,0,173,872,2,0,4,2,/en/players/08f5afaa/matchlogs/2019-2020/passing_types/Gianluigi-Donnarumma-Match-Logs
179,Bartłomiej Drągowski,pl,GK,Fiorentina,21,1997,31.0,904,602,302,80,0,56,23,0,0,0,0,0,439,78,387,67,612,0,0,196,647,3,0,7,2,/en/players/085e71a7/matchlogs/2019-2020/passing_types/Bartlomiej-Dragowski-Match-Logs
180,Léo Duarte,br,DF,Milan,23,1996,4.5,195,179,16,14,0,27,1,0,0,0,0,0,155,21,19,28,152,5,2,0,172,1,0,1,4,/en/players/73ddc40c/matchlogs/2019-2020/passing_types/Leo-Duarte-Match-Logs
181,Edgaras Dubickas,lt,DF,Lecce,21,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,/en/players/c59f90b0/matchlogs/2019-2020/passing_types/Edgaras-Dubickas-Match-Logs
182,Alfred Duncan,gh,MF,Sassuolo,26,1993,9.4,469,454,15,8,1,93,9,8,3,3,0,0,343,77,49,407,48,5,4,2,382,1,0,14,10,/en/players/528492ea/matchlogs/2019-2020/passing_types/Alfred-Duncan-Match-Logs
183,Alfred Duncan,gh,MF,Fiorentina,26,1993,9.9,411,399,12,7,0,69,10,15,0,0,0,0,306,49,56,359,29,14,5,0,346,3,0,6,14,/en/players/528492ea/matchlogs/2019-2020/passing_types/Alfred-Duncan-Match-Logs
184,Paulo Dybala,ar,"FW,MF",Juventus,25,1993,23.9,1528,1379,149,29,5,244,78,106,74,28,33,3,1053,244,231,1312,165,11,14,24,1275,8,33,23,40,/en/players/e0921a4f/matchlogs/2019-2020/passing_types/Paulo-Dybala-Match-Logs
185,Edin Džeko,ba,FW,Roma,33,1986,31.7,813,772,41,2,5,281,24,21,2,0,1,0,442,190,181,159,506,37,0,24,565,3,1,16,36,/en/players/3bb7f478/matchlogs/2019-2020/passing_types/Edin-Dzeko-Match-Logs
186,Blerim Džemaili,ch,MF,Bologna,33,1986,7.8,347,322,25,21,2,75,20,4,0,0,0,0,250,46,51,49,282,11,3,0,286,1,0,7,9,/en/players/756959aa/matchlogs/2019-2020/passing_types/Blerim-Dzemaili-Match-Logs
187,Simone Edera,it,"MF,FW",Torino,22,1997,4.4,130,113,17,5,0,19,8,13,6,3,3,0,87,24,19,107,13,2,5,0,102,0,3,8,5,/en/players/8697c095/matchlogs/2019-2020/passing_types/Simone-Edera-Match-Logs
188,Albin Ekdal,se,MF,Sampdoria,30,1989,26.5,1161,1084,77,70,1,172,23,9,0,0,0,0,828,194,139,120,954,52,7,10,1012,3,0,8,19,/en/players/f503ea63/matchlogs/2019-2020/passing_types/Albin-Ekdal-Match-Logs
189,Elif Elmas,mk,MF,Napoli,19,1999,12.6,685,676,9,3,2,118,5,3,0,0,0,0,593,61,31,104,567,6,5,3,623,3,0,9,9,/en/players/cf007308/matchlogs/2019-2020/passing_types/Elif-Elmas-Match-Logs
190,Alan Empereur,br,DF,Hellas Verona,25,1994,9.5,466,440,26,22,0,62,3,2,0,0,0,0,330,50,86,353,75,23,4,0,395,1,0,3,11,/en/players/825b8997/matchlogs/2019-2020/passing_types/Alan-Empereur-Match-Logs
191,Christian Eriksen,dk,MF,Inter,27,1992,7.8,473,411,62,17,1,62,20,59,41,19,14,2,291,78,104,86,364,16,2,2,358,0,14,7,16,/en/players/980522ec/matchlogs/2019-2020/passing_types/Christian-Eriksen-Match-Logs
192,Espeto,br,"DF,MF",SPAL,22,1997,23.4,870,784,86,8,1,189,17,71,3,0,3,0,508,200,162,73,700,13,75,4,680,0,3,10,39,/en/players/674cfc5a/matchlogs/2019-2020/passing_types/Espeto-Match-Logs
193,Sebastiano Esposito,it,FW,Inter,17,2002,2.2,62,54,8,0,0,14,7,7,6,6,0,0,34,15,13,2,54,3,0,2,41,0,0,1,2,/en/players/7ff93107/matchlogs/2019-2020/passing_types/Sebastiano-Esposito-Match-Logs
194,Valentin Eysseric,fr,MF,Fiorentina,27,1992,0.5,24,21,3,0,0,5,3,4,2,2,0,0,14,3,7,4,18,1,1,0,16,0,0,1,1,/en/players/ae82fa48/matchlogs/2019-2020/passing_types/Valentin-Eysseric-Match-Logs
195,Valentin Eysseric,fr,"MF,FW",Hellas Verona,27,1992,3.9,147,128,19,5,2,16,7,14,7,2,3,0,96,23,28,31,104,3,2,1,116,1,3,3,6,/en/players/ae82fa48/matchlogs/2019-2020/passing_types/Valentin-Eysseric-Match-Logs
196,Luca Falbo,it,DF,Lazio,19,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,/en/players/ca8fa0c0/matchlogs/2019-2020/passing_types/Luca-Falbo-Match-Logs
197,Filippo Falco,it,"FW,MF",Lecce,27,1992,22.4,1012,889,123,40,2,192,34,127,39,3,1,2,674,143,195,876,104,11,8,10,812,4,1,11,36,/en/players/e23f56c1/matchlogs/2019-2020/passing_types/Filippo-Falco-Match-Logs
198,Wladimiro Falcone,it,GK,Sampdoria,24,1995,2.0,61,36,25,7,0,2,0,0,0,0,0,0,32,0,29,5,45,0,0,11,39,0,0,0,0,/en/players/9f5a610b/matchlogs/2019-2020/passing_types/Wladimiro-Falcone-Match-Logs
199,Iago Falque,es,"MF,FW",Torino,29,1990,1.1,64,60,4,1,0,16,1,4,2,1,0,0,45,9,10,55,5,3,1,0,54,0,0,0,4,/en/players/440c84ed/matchlogs/2019-2020/passing_types/Iago-Falque-Match-Logs
200,Iago Falque,es,MF,Genoa,29,1990,5.8,313,295,18,4,0,58,15,30,8,3,2,0,207,31,75,259,35,9,2,2,245,3,2,2,12,/en/players/440c84ed/matchlogs/2019-2020/passing_types/Iago-Falque-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Andri Fannar Baldursson,is,MF,Bologna,17,2002,1.6,62,61,1,1,0,12,0,2,0,0,0,0,47,2,13,14,39,8,0,0,44,0,0,1,4,/en/players/61f2f56a/matchlogs/2019-2020/passing_types/Andri-Fannar-Baldursson-Match-Logs
202,Paolo Faragò,it,DF,Cagliari,26,1993,14.9,883,736,147,15,0,121,21,44,0,0,0,0,479,165,239,130,561,40,132,5,690,0,0,18,28,/en/players/9085dd7c/matchlogs/2019-2020/passing_types/Paolo-Farago-Match-Logs
203,Davide Faraoni,it,DF,Hellas Verona,27,1991,35.9,1709,1391,318,21,5,202,56,131,9,1,5,3,781,442,486,145,1185,60,288,6,1228,6,5,39,83,/en/players/aae9d04a/matchlogs/2019-2020/passing_types/Davide-Faraoni-Match-Logs
204,Mohamed Fares,dz,"DF,MF",SPAL,23,1996,4.7,201,178,23,5,0,21,8,20,1,0,1,0,127,43,31,151,24,7,17,0,138,0,1,4,15,/en/players/b7a5bc86/matchlogs/2019-2020/passing_types/Mohamed-Fares-Match-Logs
205,Diego Farias,br,"FW,MF",Lecce,29,1990,9.2,363,336,27,2,1,62,10,23,15,1,3,1,260,58,45,27,318,10,5,2,294,1,3,4,15,/en/players/157d29b6/matchlogs/2019-2020/passing_types/Diego-Farias-Match-Logs
206,Andrea Favilli,it,FW,Genoa,22,1997,7.3,193,178,15,1,0,67,6,1,0,0,0,0,116,49,28,88,66,14,0,6,141,0,0,9,8,/en/players/44510fde/matchlogs/2019-2020/passing_types/Andrea-Favilli-Match-Logs
207,Federico Fazio,ar,DF,Roma,32,1987,13.5,673,642,31,27,2,112,17,2,0,0,0,0,510,77,86,102,513,30,4,1,589,1,0,4,9,/en/players/4e358a2d/matchlogs/2019-2020/passing_types/Federico-Fazio-Match-Logs
208,Luiz Felipe,br,DF,Lazio,22,1997,22.5,1168,1122,46,26,1,111,25,7,1,0,1,0,955,83,130,111,977,45,18,4,1048,0,1,10,13,/en/players/15d0c248/matchlogs/2019-2020/passing_types/Luiz-Felipe-Match-Logs
209,Lucas Felippe,br,"MF,DF",Hellas Verona,19,2000,0.3,22,22,0,0,0,2,2,0,0,0,0,0,20,1,1,17,5,0,0,0,21,0,0,0,0,/en/players/85e51909/matchlogs/2019-2020/passing_types/Lucas-Felippe-Match-Logs
210,Alex Ferrari,it,DF,Sampdoria,25,1994,11.2,425,387,38,33,0,68,12,1,0,0,0,0,255,52,118,60,332,16,5,5,343,2,0,3,8,/en/players/d0dbca9f/matchlogs/2019-2020/passing_types/Alex-Ferrari-Match-Logs
