Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
218,Manolo Gabbiadini,it,FW,Sampdoria,27,1991,22.6,16,11,3,5,8,16,14,28.6,10,244,62,25.4,3,5,8,10,3,0,7,11,27,12,0,/en/players/8f866fe8/matchlogs/2019-2020/defense/Manolo-Gabbiadini-Match-Logs
219,Gabriel,br,GK,Lecce,26,1992,33.3,0,0,0,0,0,0,1,0.0,1,6,1,16.7,0,0,0,0,0,0,0,0,0,2,2,/en/players/f93ed0df/matchlogs/2019-2020/defense/Gabriel-Match-Logs
220,Luca Gagliano,it,FW,Cagliari,19,2000,0.6,0,0,0,0,0,0,0,,0,6,1,16.7,0,0,0,0,0,0,0,1,1,0,0,/en/players/1d00a56c/matchlogs/2019-2020/defense/Luca-Gagliano-Match-Logs
221,Roberto Gagliardini,it,MF,Inter,25,1994,20.0,41,27,13,17,11,41,45,28.9,32,380,123,32.4,13,17,11,41,8,0,33,31,72,21,0,/en/players/ce30bfc8/matchlogs/2019-2020/defense/Roberto-Gagliardini-Match-Logs
222,Riccardo Gagliolo,se,DF,Parma,29,1990,28.9,60,39,37,16,7,60,70,40.0,42,340,95,27.9,37,16,7,75,18,0,57,55,115,107,0,/en/players/173061c0/matchlogs/2019-2020/defense/Riccardo-Gagliolo-Match-Logs
223,Daniele Gastaldello,it,DF,Brescia,36,1983,4.3,9,8,8,1,0,9,7,28.6,5,42,16,38.1,8,1,0,16,6,0,10,5,14,30,0,/en/players/13f89eaa/matchlogs/2019-2020/defense/Daniele-Gastaldello-Match-Logs
224,Gervinho,ci,FW,Parma,32,1987,25.2,8,7,4,3,1,8,16,18.8,13,307,70,22.8,4,3,1,7,0,0,7,5,13,1,0,/en/players/e468c053/matchlogs/2019-2020/defense/Gervinho-Match-Logs
225,Rachid Ghezzal,dz,"MF,FW",Fiorentina,27,1992,9.2,24,17,13,7,4,24,34,26.5,25,208,53,25.5,13,7,4,11,1,0,10,8,32,9,0,/en/players/dc3a9a0d/matchlogs/2019-2020/defense/Rachid-Ghezzal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Andrea Ghezzi,it,"MF,FW",Brescia,,,0.4,1,0,0,0,1,1,1,100.0,0,13,5,38.5,0,0,1,1,0,0,1,0,1,0,0,/en/players/c840baa2/matchlogs/2019-2020/defense/Andrea-Ghezzi-Match-Logs
227,Paolo Ghiglione,it,DF,Genoa,22,1997,19.1,31,19,14,14,3,31,31,41.9,18,258,75,29.1,14,14,3,28,2,0,26,8,39,47,0,/en/players/71dc23da/matchlogs/2019-2020/defense/Paolo-Ghiglione-Match-Logs
228,Andrea Ghion,it,"MF,FW",Sassuolo,19,2000,0.5,3,1,1,2,0,3,1,100.0,0,4,3,75.0,1,2,0,0,0,0,0,0,3,0,0,/en/players/7f24b3eb/matchlogs/2019-2020/defense/Andrea-Ghion-Match-Logs
229,Faouzi Ghoulam,dz,DF,Napoli,28,1991,4.2,8,3,2,5,1,8,4,50.0,2,42,10,23.8,2,5,1,9,2,0,7,5,13,6,0,/en/players/c5adc293/matchlogs/2019-2020/defense/Faouzi-Ghoulam-Match-Logs
230,Diego Godín,uy,DF,Inter,33,1986,18.1,43,29,22,19,2,43,37,45.9,20,238,76,31.9,22,19,2,23,5,0,18,45,88,82,1,/en/players/fc4f85b1/matchlogs/2019-2020/defense/Diego-Godin-Match-Logs
231,Edoardo Goldaniga,it,DF,Genoa,25,1993,8.7,13,8,8,5,0,13,7,14.3,6,89,33,37.1,8,5,0,16,8,0,8,17,30,38,1,/en/players/4b029b31/matchlogs/2019-2020/defense/Edoardo-Goldaniga-Match-Logs
232,Pierluigi Gollini,it,GK,Atalanta,24,1995,32.0,0,0,0,0,0,0,2,0.0,2,8,3,37.5,0,0,0,0,0,0,0,0,0,1,0,/en/players/f0f7f62f/matchlogs/2019-2020/defense/Pierluigi-Gollini-Match-Logs
233,Papu Gómez,ar,"MF,FW",Atalanta,31,1988,31.6,31,24,11,12,8,31,46,39.1,28,364,103,28.3,11,12,8,35,0,0,35,16,47,10,1,/en/players/6e4df551/matchlogs/2019-2020/defense/Papu-Gomez-Match-Logs
234,Robin Gosens,de,DF,Atalanta,25,1994,29.1,60,32,23,26,11,60,55,32.7,37,361,111,30.7,23,26,11,56,11,0,45,39,99,58,0,/en/players/2d970560/matchlogs/2019-2020/defense/Robin-Gosens-Match-Logs
235,Alberto Grassi,it,MF,Parma,24,1995,7.1,10,7,6,4,0,10,11,36.4,7,109,35,32.1,6,4,0,16,4,0,12,19,29,9,0,/en/players/6cc97b6a/matchlogs/2019-2020/defense/Alberto-Grassi-Match-Logs
236,Sinan Gümüş,tr,FW,Genoa,25,1994,1.1,0,0,0,0,0,0,3,0.0,3,20,2,10.0,0,0,0,1,0,0,1,0,0,0,0,/en/players/ac1f056e/matchlogs/2019-2020/defense/Sinan-Gumus-Match-Logs
237,Koray Günter,de,DF,Hellas Verona,24,1994,30.4,36,23,20,15,1,36,34,41.2,20,334,102,30.5,20,15,1,61,39,0,22,53,89,178,1,/en/players/f1f1f238/matchlogs/2019-2020/defense/Koray-Gunter-Match-Logs
238,Samir Handanović,si,GK,Inter,35,1984,35.0,0,0,0,0,0,0,2,0.0,2,5,0,0.0,0,0,0,0,0,0,0,0,0,1,1,/en/players/74419746/matchlogs/2019-2020/defense/Samir-Handanovic-Match-Logs
239,Lukáš Haraslín,sk,FW,Sassuolo,23,1996,4.3,8,5,3,2,3,8,7,42.9,4,64,15,23.4,3,2,3,6,0,0,6,4,12,1,0,/en/players/5c397195/matchlogs/2019-2020/defense/Lukas-Haraslin-Match-Logs
240,Hans Hateboer,nl,DF,Atalanta,25,1994,26.2,42,24,21,13,8,42,49,44.9,27,346,105,30.3,21,13,8,42,6,1,36,10,52,35,0,/en/players/3b333ac3/matchlogs/2019-2020/defense/Hans-Hateboer-Match-Logs
241,Liam Henderson,sco,MF,Hellas Verona,23,1996,2.2,4,2,2,1,1,4,4,50.0,2,57,15,26.3,2,1,1,1,0,0,1,0,4,5,0,/en/players/d7918b13/matchlogs/2019-2020/defense/Liam-Henderson-Match-Logs
242,Dalbert Henrique,br,DF,Fiorentina,25,1993,27.6,63,30,39,18,6,63,57,29.8,40,503,135,26.8,39,18,6,53,4,0,49,16,79,69,0,/en/players/f45f9427/matchlogs/2019-2020/defense/Dalbert-Henrique-Match-Logs
243,Theo Hernández,fr,DF,Milan,21,1997,31.3,75,48,47,21,7,75,62,43.5,35,490,166,33.9,47,21,7,66,8,0,58,42,117,53,1,/en/players/d4c9725f/matchlogs/2019-2020/defense/Theo-Hernandez-Match-Logs
244,Hernani,br,MF,Parma,25,1994,26.9,75,47,39,30,6,75,114,16.7,95,799,190,23.8,39,30,6,81,10,0,71,49,124,54,1,/en/players/6f5ead86/matchlogs/2019-2020/defense/Hernani-Match-Logs
245,Gonzalo Higuaín,ar,FW,Juventus,31,1987,20.7,11,8,2,4,5,11,32,9.4,29,301,72,23.9,2,4,5,19,2,0,17,6,17,14,0,/en/players/8a08491a/matchlogs/2019-2020/defense/Gonzalo-Higuain-Match-Logs
246,Krisztofer Horváth,hu,"FW,DF",SPAL,17,2002,0.5,1,1,0,1,0,1,1,100.0,0,8,3,37.5,0,1,0,1,0,0,1,0,1,0,0,/en/players/4ce8f4a3/matchlogs/2019-2020/defense/Krisztofer-Horvath-Match-Logs
247,Elseid Hysaj,al,DF,Napoli,25,1994,16.5,23,17,14,7,2,23,23,39.1,14,165,52,31.5,14,7,2,32,4,0,28,24,47,33,0,/en/players/2f3452eb/matchlogs/2019-2020/defense/Elseid-Hysaj-Match-Logs
248,Simone Iacoponi,it,DF,Parma,32,1987,33.9,52,32,32,17,3,52,51,51.0,25,326,114,35.0,32,17,3,59,38,0,21,35,87,170,2,/en/players/63071a3f/matchlogs/2019-2020/defense/Simone-Iacoponi-Match-Logs
249,Roger Ibanez,br,DF,Roma,20,1998,6.8,13,8,9,2,2,13,10,60.0,4,67,21,31.3,9,2,2,12,7,0,5,20,33,31,1,/en/players/82efe6fa/matchlogs/2019-2020/defense/Roger-Ibanez-Match-Logs
250,Zlatan Ibrahimović,se,FW,Milan,37,1981,15.1,4,3,0,3,1,4,7,0.0,7,128,30,23.4,0,3,1,9,4,0,5,5,9,23,0,/en/players/4cde5509/matchlogs/2019-2020/defense/Zlatan-Ibrahimovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Igor,br,DF,Fiorentina,21,1998,6.8,13,10,8,3,2,13,9,55.6,4,92,29,31.5,8,3,2,11,4,0,7,9,22,20,0,/en/players/a4e85758/matchlogs/2019-2020/defense/Igor-Match-Logs
252,Igor,br,DF,SPAL,21,1998,14.9,27,17,13,12,2,27,17,47.1,9,195,48,24.6,13,12,2,34,9,0,25,25,52,57,1,/en/players/a4e85758/matchlogs/2019-2020/defense/Igor-Match-Logs
253,Josip Iličić,si,FW,Atalanta,31,1988,18.5,28,21,8,13,7,28,30,23.3,23,329,87,26.4,8,13,7,19,0,0,19,8,36,6,0,/en/players/68252d6d/matchlogs/2019-2020/defense/Josip-Ilicic-Match-Logs
254,Giannelli Imbula,cd,MF,Lecce,26,1992,1.4,1,0,1,0,0,1,1,0.0,1,15,0,0.0,1,0,0,2,1,0,1,2,3,1,0,/en/players/b86fe156/matchlogs/2019-2020/defense/Giannelli-Imbula-Match-Logs
255,Ciro Immobile,it,FW,Lazio,29,1990,35.2,12,7,2,7,3,12,22,0.0,22,493,106,21.5,2,7,3,19,4,0,15,11,23,9,0,/en/players/4431aed2/matchlogs/2019-2020/defense/Ciro-Immobile-Match-Logs
256,Roberto Inglese,it,FW,Parma,27,1991,8.5,10,7,3,3,4,10,12,16.7,10,159,41,25.8,3,3,4,10,2,0,8,2,12,1,0,/en/players/6c1f7328/matchlogs/2019-2020/defense/Roberto-Inglese-Match-Logs
257,Lorenzo Insigne,it,"FW,MF",Napoli,28,1991,31.2,31,23,9,14,8,31,50,24.0,38,424,122,28.8,9,14,8,27,2,0,25,29,60,3,1,/en/players/2f557579/matchlogs/2019-2020/defense/Lorenzo-Insigne-Match-Logs
258,Artur Ioniță,md,MF,Cagliari,28,1990,21.1,36,20,9,21,6,36,45,26.7,33,368,99,26.9,9,21,6,39,10,0,29,18,54,25,1,/en/players/cedb3e36/matchlogs/2019-2020/defense/Artur-Ionita-Match-Logs
259,Jakub Iskra,pl,DF,SPAL,16,2002,0.9,0,0,0,0,0,0,0,,0,4,0,0.0,0,0,0,0,0,0,0,1,1,3,0,/en/players/103b7264/matchlogs/2019-2020/defense/Jakub-Iskra-Match-Logs
260,Armando Izzo,it,DF,Torino,27,1992,29.8,49,33,27,17,5,49,36,44.4,20,325,101,31.1,27,17,5,67,32,0,35,72,121,161,1,/en/players/89976232/matchlogs/2019-2020/defense/Armando-Izzo-Match-Logs
261,Filip Jagiełło,pl,MF,Genoa,21,1997,6.1,7,4,1,3,3,7,5,0.0,5,94,17,18.1,1,3,3,6,0,0,6,4,11,8,0,/en/players/4cdcbc14/matchlogs/2019-2020/defense/Filip-Jagiello-Match-Logs
262,Mato Jajalo,ba,MF,Udinese,31,1988,18.3,47,25,22,23,2,47,53,30.2,37,368,101,27.4,22,23,2,33,11,0,22,16,63,29,0,/en/players/8c65eb5f/matchlogs/2019-2020/defense/Mato-Jajalo-Match-Logs
263,Marko Janković,me,"MF,DF",SPAL,24,1995,1.3,3,2,1,1,1,3,3,33.3,2,39,11,28.2,1,1,1,4,2,0,2,0,3,1,0,/en/players/9866afec/matchlogs/2019-2020/defense/Marko-Jankovic-Match-Logs
264,Jakub Jankto,cz,MF,Sampdoria,23,1996,23.3,28,15,9,15,4,28,47,21.3,37,433,94,21.7,9,15,4,45,4,0,41,22,50,23,0,/en/players/1ea5f91c/matchlogs/2019-2020/defense/Jakub-Jankto-Match-Logs
265,Juan Jesus,br,DF,Roma,28,1991,1.5,4,2,3,1,0,4,3,0.0,3,22,11,50.0,3,1,0,4,0,0,4,0,4,3,0,/en/players/79083382/matchlogs/2019-2020/defense/Juan-Jesus-Match-Logs
266,Jony,es,DF,Lazio,28,1991,13.1,17,11,10,3,4,17,27,22.2,21,177,49,27.7,10,3,4,26,2,0,24,14,31,14,0,/en/players/244f57b9/matchlogs/2019-2020/defense/Jony-Match-Logs
267,Jesse Joronen,fi,GK,Brescia,26,1993,29.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,0,0,0,0,0,0,6,6,4,0,/en/players/7f66ea09/matchlogs/2019-2020/defense/Jesse-Joronen-Match-Logs
268,Hamed Junior Traorè,ci,"MF,FW",Sassuolo,19,2000,17.4,32,14,12,13,7,32,30,23.3,23,295,75,25.4,12,13,7,24,2,0,22,11,43,8,0,/en/players/570bb4b9/matchlogs/2019-2020/defense/Hamed-Junior-Traore-Match-Logs
269,Musa Juwara,gm,"FW,MF",Bologna,17,2001,1.7,3,0,1,1,1,3,2,50.0,1,34,7,20.6,1,1,1,2,1,0,1,0,3,1,0,/en/players/7737dee2/matchlogs/2019-2020/defense/Musa-Juwara-Match-Logs
270,Nikola Kalinić,hr,FW,Roma,31,1988,6.3,0,0,0,0,0,0,0,,0,52,17,32.7,0,0,0,3,0,0,3,1,1,1,0,/en/players/d4931a5a/matchlogs/2019-2020/defense/Nikola-Kalinic-Match-Logs
271,Yann Karamoh,fr,"FW,MF",Parma,21,1998,6.4,8,5,3,4,1,8,10,30.0,7,137,35,25.5,3,4,1,8,0,0,8,2,10,4,0,/en/players/8b66d9cc/matchlogs/2019-2020/defense/Yann-Karamoh-Match-Logs
272,Franck Kessié,ci,MF,Milan,22,1996,32.3,52,33,24,19,9,52,52,26.9,38,593,165,27.8,24,19,9,54,6,0,48,34,86,41,1,/en/players/05e19d6a/matchlogs/2019-2020/defense/Franck-Kessie-Match-Logs
273,Sami Khedira,de,MF,Juventus,32,1987,7.6,17,13,3,8,6,17,18,16.7,15,131,44,33.6,3,8,6,20,2,0,18,3,20,11,0,/en/players/38ac43d3/matchlogs/2019-2020/defense/Sami-Khedira-Match-Logs
274,Giorgos Kiriakopoulos,gr,DF,Sassuolo,23,1996,18.3,41,27,27,7,7,41,40,52.5,19,271,84,31.0,27,7,7,30,5,0,25,19,60,37,0,/en/players/0a483542/matchlogs/2019-2020/defense/Giorgos-Kiriakopoulos-Match-Logs
275,Simon Kjær,dk,DF,Atalanta,30,1989,3.2,4,3,1,3,0,4,7,42.9,4,49,14,28.6,1,3,0,11,4,0,7,7,11,19,1,/en/players/8b8a56ce/matchlogs/2019-2020/defense/Simon-Kjaer-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Simon Kjær,dk,DF,Milan,30,1989,13.8,26,15,20,6,0,26,21,52.4,10,123,43,35.0,20,6,0,27,18,0,9,19,45,67,1,/en/players/8b8a56ce/matchlogs/2019-2020/defense/Simon-Kjaer-Match-Logs
277,Ragnar Klavan,ee,DF,Cagliari,33,1985,26.2,36,25,26,10,0,36,40,50.0,20,243,91,37.4,26,10,0,43,25,0,18,29,65,146,1,/en/players/008a6e6d/matchlogs/2019-2020/defense/Ragnar-Klavan-Match-Logs
278,Justin Kluivert,nl,FW,Roma,20,1999,16.8,19,12,5,9,5,19,22,31.8,15,259,69,26.6,5,9,5,26,0,0,26,6,25,6,0,/en/players/4c3a6744/matchlogs/2019-2020/defense/Justin-Kluivert-Match-Logs
279,Aleksandar Kolarov,rs,DF,Roma,33,1985,30.4,41,25,24,12,5,41,43,46.5,23,262,112,42.7,24,12,5,36,10,0,26,31,72,71,1,/en/players/eda40760/matchlogs/2019-2020/defense/Aleksandar-Kolarov-Match-Logs
280,Christian Kouamé,ci,FW,Genoa,21,1997,10.2,5,3,0,2,3,5,11,0.0,11,161,30,18.6,0,2,3,12,3,0,9,2,7,10,0,/en/players/58e933d2/matchlogs/2019-2020/defense/Christian-Kouame-Match-Logs
281,Christian Kouamé,ci,FW,Fiorentina,21,1997,3.3,2,1,0,2,0,2,2,0.0,2,50,14,28.0,0,2,0,6,1,0,5,1,3,1,0,/en/players/58e933d2/matchlogs/2019-2020/defense/Christian-Kouame-Match-Logs
282,Kalidou Koulibaly,sn,DF,Napoli,28,1991,23.4,61,41,32,25,4,61,33,66.7,11,248,89,35.9,32,25,4,40,19,2,21,33,94,92,1,/en/players/da974c7b/matchlogs/2019-2020/defense/Kalidou-Koulibaly-Match-Logs
283,Ladislav Krejčí,cz,DF,Bologna,27,1992,11.7,18,9,6,11,1,18,21,38.1,13,186,46,24.7,6,11,1,24,4,1,20,10,28,22,0,/en/players/58027adc/matchlogs/2019-2020/defense/Ladislav-Krejci-Match-Logs
284,Rade Krunić,ba,MF,Milan,25,1993,6.0,17,11,9,5,3,17,17,29.4,12,117,41,35.0,9,5,3,6,0,0,6,11,28,2,0,/en/players/817c6964/matchlogs/2019-2020/defense/Rade-Krunic-Match-Logs
285,Juraj Kucka,sk,"MF,FW",Parma,32,1987,21.5,51,35,25,20,6,51,71,25.4,53,445,116,26.1,25,20,6,36,7,0,29,26,77,40,0,/en/players/5aaef9ef/matchlogs/2019-2020/defense/Juraj-Kucka-Match-Logs
286,Dejan Kulusevski,se,"FW,MF",Parma,19,2000,32.6,38,21,10,19,9,38,51,25.5,38,728,173,23.8,10,19,9,36,3,0,33,22,60,13,0,/en/players/df3cda47/matchlogs/2019-2020/defense/Dejan-Kulusevski-Match-Logs
287,Marash Kumbulla,al,DF,Hellas Verona,19,2000,21.7,57,39,30,24,3,57,42,54.8,19,369,123,33.3,30,24,3,40,22,0,18,49,106,105,1,/en/players/a40819d9/matchlogs/2019-2020/defense/Marash-Kumbulla-Match-Logs
288,Jasmin Kurtić,si,MF,SPAL,30,1989,15.7,22,16,11,9,2,22,26,26.9,19,346,87,25.1,11,9,2,20,2,0,18,10,32,29,0,/en/players/144607cc/matchlogs/2019-2020/defense/Jasmin-Kurtic-Match-Logs
289,Jasmin Kurtić,si,"MF,FW",Parma,30,1989,18.5,37,20,23,11,3,37,47,34.0,31,333,81,24.3,23,11,3,30,5,0,25,16,53,31,0,/en/players/144607cc/matchlogs/2019-2020/defense/Jasmin-Kurtic-Match-Logs
290,Antonino La Gumina,it,FW,Sampdoria,23,1996,2.1,1,1,0,1,0,1,1,0.0,1,23,5,21.7,0,1,0,0,0,0,0,0,1,2,0,/en/players/822a7761/matchlogs/2019-2020/defense/Antonino-La-Gumina-Match-Logs
291,Andrea La Mantia,it,FW,Lecce,28,1991,6.1,1,0,0,1,0,1,3,0.0,3,74,13,17.6,0,1,0,5,0,0,5,7,8,12,0,/en/players/c375dfa5/matchlogs/2019-2020/defense/Andrea-La-Mantia-Match-Logs
292,Riccardo Ladinetti,it,MF,Cagliari,18,2000,1.4,2,2,1,1,0,2,2,100.0,0,19,6,31.6,1,1,0,2,0,0,2,4,6,1,0,/en/players/ff4296df/matchlogs/2019-2020/defense/Riccardo-Ladinetti-Match-Logs
293,Gianluca Lapadula,it,FW,Lecce,29,1990,19.8,20,14,8,10,2,20,13,30.8,9,329,64,19.5,8,10,2,2,1,0,1,2,22,13,0,/en/players/2ead2809/matchlogs/2019-2020/defense/Gianluca-Lapadula-Match-Logs
294,Danilo Larangeira,br,DF,Bologna,35,1984,29.3,46,21,29,17,0,46,35,42.9,20,346,101,29.2,29,17,0,81,42,2,39,30,76,179,0,/en/players/fed5f993/matchlogs/2019-2020/defense/Danilo-Larangeira-Match-Logs
295,Kevin Lasagna,it,FW,Udinese,26,1992,28.5,29,18,8,13,8,29,35,14.3,30,630,153,24.3,8,13,8,23,1,0,22,7,36,17,1,/en/players/09538fdb/matchlogs/2019-2020/defense/Kevin-Lasagna-Match-Logs
296,Vincent Laurini,fr,DF,Parma,30,1989,9.8,29,23,14,13,2,29,20,75.0,5,138,54,39.1,14,13,2,18,4,0,14,12,41,30,1,/en/players/3535098b/matchlogs/2019-2020/defense/Vincent-Laurini-Match-Logs
297,Diego Laxalt,uy,"DF,MF",Torino,26,1993,6.6,23,10,12,6,5,23,23,21.7,18,155,42,27.1,12,6,5,21,3,0,18,7,30,18,0,/en/players/f26e3c59/matchlogs/2019-2020/defense/Diego-Laxalt-Match-Logs
298,Diego Laxalt,uy,DF,Milan,26,1993,1.9,4,2,2,2,0,4,1,0.0,1,24,8,33.3,2,2,0,3,0,0,3,1,5,2,0,/en/players/f26e3c59/matchlogs/2019-2020/defense/Diego-Laxalt-Match-Logs
299,Valentino Lazaro,at,"DF,MF",Inter,23,1996,3.6,10,6,4,3,3,10,9,66.7,3,74,18,24.3,4,3,3,5,0,0,5,1,11,6,1,/en/players/016ff750/matchlogs/2019-2020/defense/Valentino-Lazaro-Match-Logs
300,Darko Lazović,rs,DF,Hellas Verona,28,1990,36.0,32,14,18,8,6,32,37,35.1,24,278,77,27.7,18,8,6,46,4,1,42,22,54,52,0,/en/players/5128bde4/matchlogs/2019-2020/defense/Darko-Lazovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Manuel Lazzari,it,DF,Lazio,25,1993,28.3,19,13,12,7,0,19,29,34.5,19,241,71,29.5,12,7,0,26,2,1,24,10,29,38,0,/en/players/02caf6e0/matchlogs/2019-2020/defense/Manuel-Lazzari-Match-Logs
302,Rafael Leão,pt,FW,Milan,20,1999,15.6,8,4,2,6,0,8,8,25.0,6,196,47,24.0,2,6,0,10,1,0,9,0,8,3,0,/en/players/20730eae/matchlogs/2019-2020/defense/Rafael-Leao-Match-Logs
303,Lucas Leiva,br,MF,Lazio,32,1987,20.1,69,41,27,38,4,69,85,28.2,61,454,135,29.7,27,38,4,25,7,0,18,46,115,49,0,/en/players/4c78b5ed/matchlogs/2019-2020/defense/Lucas-Leiva-Match-Logs
304,Lukas Lerager,dk,MF,Genoa,26,1993,15.4,34,19,19,10,5,34,39,35.9,25,296,71,24.0,19,10,5,24,5,0,19,9,43,18,0,/en/players/1b82f8df/matchlogs/2019-2020/defense/Lukas-Lerager-Match-Logs
305,Mehdi Léris,fr,"MF,FW",Sampdoria,21,1998,5.7,13,9,6,3,4,13,11,45.5,6,142,30,21.1,6,3,4,12,4,0,8,6,19,5,0,/en/players/7d3cbc67/matchlogs/2019-2020/defense/Mehdi-Leris-Match-Logs
306,Karlo Letica,hr,GK,SPAL,22,1997,10.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,/en/players/4a6914ff/matchlogs/2019-2020/defense/Karlo-Letica-Match-Logs
307,Matthijs de Ligt,nl,DF,Juventus,19,1999,27.2,40,27,26,12,2,40,29,48.3,15,216,72,33.3,26,12,2,51,27,1,24,29,69,142,3,/en/players/d6e53a3a/matchlogs/2019-2020/defense/Matthijs-de-Ligt-Match-Logs
308,Anderson Lima,br,MF,Lazio,19,1999,0.7,4,4,2,2,0,4,2,0.0,2,22,11,50.0,2,2,0,2,0,0,2,0,4,0,0,/en/players/59be3a74/matchlogs/2019-2020/defense/Anderson-Lima-Match-Logs
309,Karol Linetty,pl,MF,Sampdoria,24,1995,22.4,63,32,30,23,10,63,61,31.1,42,438,124,28.3,30,23,10,31,3,0,28,26,89,18,0,/en/players/d023d70f/matchlogs/2019-2020/defense/Karol-Linetty-Match-Logs
310,Pol Lirola,es,DF,Fiorentina,21,1997,29.4,31,20,20,6,5,31,38,39.5,23,245,69,28.2,20,6,5,33,5,0,28,26,57,64,0,/en/players/ff800ed8/matchlogs/2019-2020/defense/Pol-Lirola-Match-Logs
311,Fernando Llorente,es,FW,Napoli,34,1985,5.6,1,1,0,1,0,1,2,50.0,1,108,28,25.9,0,1,0,6,1,0,5,0,1,3,0,/en/players/82dbf623/matchlogs/2019-2020/defense/Fernando-Llorente-Match-Logs
312,Stanislav Lobotka,sk,MF,Napoli,24,1994,8.4,14,10,5,7,2,14,13,30.8,9,123,41,33.3,5,7,2,7,1,0,6,9,23,4,0,/en/players/e1cbb531/matchlogs/2019-2020/defense/Stanislav-Lobotka-Match-Logs
313,Manuel Locatelli,it,MF,Sassuolo,21,1998,28.7,87,59,34,45,8,87,75,33.3,50,520,174,33.5,34,45,8,56,16,1,40,34,121,38,1,/en/players/a8a874f1/matchlogs/2019-2020/defense/Manuel-Locatelli-Match-Logs
314,Pau López,es,GK,Roma,24,1994,32.0,0,0,0,0,0,0,3,0.0,3,13,3,23.1,0,0,0,0,0,0,0,1,1,2,3,/en/players/20b9f052/matchlogs/2019-2020/defense/Pau-Lopez-Match-Logs
315,Matteo Lovato,it,DF,Hellas Verona,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/5fa57166/matchlogs/2019-2020/defense/Matteo-Lovato-Match-Logs
316,Hirving Lozano,mx,FW,Napoli,24,1995,11.4,10,7,1,6,3,10,12,16.7,10,283,50,17.7,1,6,3,16,0,0,16,5,15,2,0,/en/players/a69e4806/matchlogs/2019-2020/defense/Hirving-Lozano-Match-Logs
317,Fabio Lucioni,it,DF,Lecce,31,1987,34.8,40,29,31,9,0,40,32,31.3,22,255,84,32.9,31,9,0,69,41,1,28,35,75,194,3,/en/players/8efa621b/matchlogs/2019-2020/defense/Fabio-Lucioni-Match-Logs
318,José Luis Palomino,ar,DF,Atalanta,29,1990,27.6,93,51,56,34,3,93,67,47.8,35,508,187,36.8,56,34,3,58,16,1,42,63,156,145,1,/en/players/921f6058/matchlogs/2019-2020/defense/Jose-Luis-Palomino-Match-Logs
319,Jordan Lukaku,be,DF,Lazio,25,1994,4.4,5,3,1,3,1,5,4,50.0,2,54,18,33.3,1,3,1,7,1,0,6,0,5,6,0,/en/players/0cd0e21b/matchlogs/2019-2020/defense/Jordan-Lukaku-Match-Logs
320,Romelu Lukaku,be,FW,Inter,26,1993,33.1,11,4,3,7,1,11,10,30.0,7,257,60,23.3,3,7,1,18,9,0,9,1,12,26,0,/en/players/5eae500a/matchlogs/2019-2020/defense/Romelu-Lukaku-Match-Logs
321,Saša Lukić,rs,MF,Torino,22,1996,20.7,44,31,19,22,3,44,37,40.5,22,473,121,25.6,19,22,3,36,8,0,28,28,72,20,0,/en/players/c6e8cf1f/matchlogs/2019-2020/defense/Sasa-Lukic-Match-Logs
322,Senad Lulić,ba,DF,Lazio,33,1986,17.5,34,24,19,8,7,34,48,27.1,35,290,94,32.4,19,8,7,34,4,0,30,22,56,25,0,/en/players/7fd58fe3/matchlogs/2019-2020/defense/Senad-Lulic-Match-Logs
323,Sebastiano Luperto,it,DF,Napoli,22,1996,5.9,12,8,8,3,1,12,6,33.3,4,52,16,30.8,8,3,1,10,3,0,7,7,19,21,0,/en/players/997fff07/matchlogs/2019-2020/defense/Sebastiano-Luperto-Match-Logs
324,Lyanco,br,DF,Torino,22,1997,13.1,26,15,12,12,2,26,10,50.0,5,133,42,31.6,12,12,2,39,22,0,17,23,49,65,2,/en/players/b5bf1770/matchlogs/2019-2020/defense/Lyanco-Match-Logs
325,Charalambos Lykogiannis,gr,DF,Cagliari,25,1993,14.9,24,12,15,6,3,24,22,50.0,11,192,48,25.0,15,6,3,45,7,0,38,23,47,59,1,/en/players/5efc5389/matchlogs/2019-2020/defense/Charalambos-Lykogiannis-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Francesco Magnanelli,it,MF,Sassuolo,34,1984,15.5,31,19,14,12,5,31,35,31.4,24,258,65,25.2,14,12,5,26,6,0,20,21,52,19,1,/en/players/07767f42/matchlogs/2019-2020/defense/Francesco-Magnanelli-Match-Logs
