Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
375,Adam Ounas,dz,"MF,FW",Napoli,21,1996,6.0,0,0,0,4,10,0,19,3,5,0,0,0,37,4,6,40.0,/en/players/ed90babd/matchlogs/2018-2019/misc/Adam-Ounas-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
376,Simone Padoin,it,"DF,MF",Cagliari,34,1984,21.3,2,0,0,19,25,0,53,14,19,0,0,0,192,11,15,42.3,/en/players/5eb72339/matchlogs/2018-2019/misc/Simone-Padoin-Match-Logs
377,Luca Paganini,it,"DF,MF",Frosinone,25,1993,12.5,2,0,0,26,36,2,14,19,10,2,1,0,106,31,42,42.5,/en/players/e5b98a70/matchlogs/2018-2019/misc/Luca-Paganini-Match-Logs
378,Marko Pajač,hr,DF,Cagliari,25,1993,1.1,0,0,0,2,0,0,14,1,0,0,0,0,10,1,2,33.3,/en/players/5df4ef30/matchlogs/2018-2019/misc/Marko-Pajac-Match-Logs
379,Marko Pajač,hr,DF,Empoli,25,1993,8.2,5,0,0,9,9,0,44,7,6,0,0,0,55,0,11,0.0,/en/players/5df4ef30/matchlogs/2018-2019/misc/Marko-Pajac-Match-Logs
380,Rodrigo Palacio,ar,FW,Bologna,36,1982,25.9,6,0,0,22,65,25,97,6,13,1,0,0,132,29,46,38.7,/en/players/8d8178ac/matchlogs/2018-2019/misc/Rodrigo-Palacio-Match-Logs
381,Alberto Paloschi,it,FW,SPAL,28,1990,9.6,3,0,0,17,11,8,3,1,6,0,0,0,29,6,17,26.1,/en/players/b5cae4e6/matchlogs/2018-2019/misc/Alberto-Paloschi-Match-Logs
382,Goran Pandev,mk,"FW,MF",Genoa,35,1983,12.5,6,0,0,17,47,5,13,1,10,0,0,0,69,4,25,13.8,/en/players/d711d04f/matchlogs/2018-2019/misc/Goran-Pandev-Match-Logs
383,Lucas Paquetá,br,MF,Milan,20,1997,9.4,5,1,0,17,23,1,7,4,11,0,0,0,69,14,16,46.7,/en/players/9b6f7fd5/matchlogs/2018-2019/misc/Lucas-Paqueta-Match-Logs
384,Vittorio Parigini,it,"MF,FW",Torino,22,1996,4.2,2,0,0,7,16,1,25,2,10,0,0,0,46,3,6,33.3,/en/players/75efed2e/matchlogs/2018-2019/misc/Vittorio-Parigini-Match-Logs
385,Marco Parolo,it,MF,Lazio,33,1985,28.5,7,0,0,43,17,3,46,28,42,0,0,0,252,58,41,58.6,/en/players/ed5886d2/matchlogs/2018-2019/misc/Marco-Parolo-Match-Logs
386,Mario Pašalić,hr,"MF,FW",Atalanta,23,1995,18.0,1,0,0,19,12,3,13,15,27,0,0,0,163,28,39,41.8,/en/players/e599253a/matchlogs/2018-2019/misc/Mario-Pasalic-Match-Logs
387,Manuel Pasqual,it,"DF,MF",Empoli,36,1982,14.9,2,0,0,13,11,0,170,12,15,0,0,0,108,2,13,13.3,/en/players/548902cc/matchlogs/2018-2019/misc/Manuel-Pasqual-Match-Logs
388,Javier Pastore,ar,MF,Roma,29,1989,6.6,0,0,0,9,3,0,14,3,3,0,0,0,42,1,4,20.0,/en/players/881ef58c/matchlogs/2018-2019/misc/Javier-Pastore-Match-Logs
389,Patric,es,"DF,MF",Lazio,25,1993,12.1,1,0,0,12,8,1,32,12,8,0,1,0,105,7,9,43.8,/en/players/f7223718/matchlogs/2018-2019/misc/Patric-Match-Logs
390,Leonardo Pavoletti,it,FW,Cagliari,29,1988,30.4,6,0,0,81,35,25,9,10,19,0,0,0,145,198,112,63.9,/en/players/d37b0350/matchlogs/2018-2019/misc/Leonardo-Pavoletti-Match-Logs
391,Nehuén Paz,ar,DF,Bologna,25,1993,1.3,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0.0,/en/players/42b1a58a/matchlogs/2018-2019/misc/Nehuen-Paz-Match-Logs
392,João Pedro,br,"FW,MF",Cagliari,26,1992,28.4,5,1,1,50,53,9,57,6,13,1,0,0,146,53,77,40.8,/en/players/81255c03/matchlogs/2018-2019/misc/Joao-Pedro-Match-Logs
393,Gianluca Pegolo,it,GK,Sassuolo,37,1981,2.3,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,/en/players/f058ed1f/matchlogs/2018-2019/misc/Gianluca-Pegolo-Match-Logs
394,Lorenzo Pellegrini,it,MF,Roma,22,1996,20.2,6,0,0,33,33,4,125,12,28,0,0,0,143,12,21,36.4,/en/players/4a5a45c7/matchlogs/2018-2019/misc/Lorenzo-Pellegrini-Match-Logs
395,Luca Pellegrini,it,DF,Roma,19,1999,1.8,2,0,0,4,1,0,6,3,2,0,1,0,23,1,0,100.0,/en/players/3b61c9ec/matchlogs/2018-2019/misc/Luca-Pellegrini-Match-Logs
396,Luca Pellegrini,it,DF,Cagliari,19,1999,10.4,3,1,1,17,9,1,58,18,16,0,1,0,85,8,16,33.3,/en/players/3b61c9ec/matchlogs/2018-2019/misc/Luca-Pellegrini-Match-Logs
397,Sergio Pellissier,it,FW,Chievo,39,1979,10.6,1,0,0,12,24,14,8,3,2,0,0,0,37,18,31,36.7,/en/players/878ee034/matchlogs/2018-2019/misc/Sergio-Pellissier-Match-Logs
398,Federico Peluso,it,DF,Sassuolo,34,1984,15.1,5,0,0,9,15,0,4,23,14,0,1,0,118,25,22,53.2,/en/players/4f2908e5/matchlogs/2018-2019/misc/Federico-Peluso-Match-Logs
399,Pepín,gq,MF,Parma,21,1996,0.9,0,0,0,1,0,0,3,3,0,0,0,0,8,0,1,0.0,/en/players/7afb1573/matchlogs/2018-2019/misc/Pepin-Match-Logs
400,Pedro Pereira,pt,"DF,MF",Genoa,20,1998,15.4,1,0,0,19,10,0,59,15,20,0,0,0,106,12,21,36.4,/en/players/c77be0cf/matchlogs/2018-2019/misc/Pedro-Pereira-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
401,Stipe Perica,hr,FW,Frosinone,23,1995,5.3,3,0,0,13,7,1,1,1,1,1,0,0,13,5,14,26.3,/en/players/269b4638/matchlogs/2018-2019/misc/Stipe-Perica-Match-Logs
402,Mattia Perin,it,GK,Juventus,25,1992,9.0,1,0,0,0,2,0,0,0,0,0,0,0,29,0,0,,/en/players/4c62d0c8/matchlogs/2018-2019/misc/Mattia-Perin-Match-Logs
403,Ivan Perišić,hr,"FW,MF",Inter,29,1989,30.0,5,0,0,28,13,10,203,22,19,0,0,0,200,45,52,46.4,/en/players/6fe90922/matchlogs/2018-2019/misc/Ivan-Perisic-Match-Logs
404,Diego Perotti,ar,"FW,MF",Roma,30,1988,7.4,3,0,0,5,15,1,44,4,7,0,0,0,46,4,4,50.0,/en/players/a40d5a0c/matchlogs/2018-2019/misc/Diego-Perotti-Match-Logs
405,Matteo Pessina,it,MF,Atalanta,21,1997,2.6,0,0,0,4,6,0,5,1,2,0,0,0,37,5,7,41.7,/en/players/780e3631/matchlogs/2018-2019/misc/Matteo-Pessina-Match-Logs
406,Andrea Petagna,it,FW,SPAL,23,1995,33.7,8,0,0,44,47,6,32,5,10,1,0,0,125,29,53,35.4,/en/players/03f946ed/matchlogs/2018-2019/misc/Andrea-Petagna-Match-Logs
407,Germán Pezzella,ar,DF,Fiorentina,27,1991,31.7,5,0,0,32,28,0,1,58,49,0,0,1,361,100,42,70.4,/en/players/8c725b43/matchlogs/2018-2019/misc/German-Pezzella-Match-Logs
408,Giuseppe Pezzella,it,DF,Genoa,20,1997,1.2,0,1,0,3,1,1,4,1,0,0,0,0,9,0,0,,/en/players/149c5f5d/matchlogs/2018-2019/misc/Giuseppe-Pezzella-Match-Logs
409,Giuseppe Pezzella,it,"DF,MF",Udinese,20,1997,2.0,1,0,0,4,2,0,4,1,1,0,0,0,19,0,2,0.0,/en/players/149c5f5d/matchlogs/2018-2019/misc/Giuseppe-Pezzella-Match-Logs
410,Krzysztof Piątek,pl,FW,Milan,23,1995,15.3,0,0,0,30,21,12,4,1,5,1,0,0,36,20,36,35.7,/en/players/17f3620a/matchlogs/2018-2019/misc/Krzysztof-Piatek-Match-Logs
411,Krzysztof Piątek,pl,FW,Genoa,23,1995,17.7,5,0,0,31,35,11,9,3,6,1,0,0,70,27,47,36.5,/en/players/17f3620a/matchlogs/2018-2019/misc/Krzysztof-Piatek-Match-Logs
412,Lucas Piazon,br,"MF,FW",Chievo,24,1994,0.9,0,0,0,1,0,0,4,1,0,0,0,0,11,0,0,,/en/players/f201798c/matchlogs/2018-2019/misc/Lucas-Piazon-Match-Logs
413,Roberto Piccoli,it,FW,Atalanta,17,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,50.0,/en/players/1cadaf34/matchlogs/2018-2019/misc/Roberto-Piccoli-Match-Logs
414,Andrea Pinamonti,it,FW,Frosinone,19,1999,18.1,2,0,0,30,31,8,11,5,8,0,0,0,79,39,84,31.7,/en/players/08aa9cd1/matchlogs/2018-2019/misc/Andrea-Pinamonti-Match-Logs
415,Carlo Pinsoglio,it,GK,Juventus,28,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,/en/players/f6a06749/matchlogs/2018-2019/misc/Carlo-Pinsoglio-Match-Logs
416,Fabio Pisacane,it,DF,Cagliari,32,1986,25.2,6,0,0,27,19,0,4,25,25,0,0,0,305,43,39,52.4,/en/players/56400c01/matchlogs/2018-2019/misc/Fabio-Pisacane-Match-Logs
417,Marko Pjaca,hr,"FW,MF",Fiorentina,23,1995,8.3,1,0,0,10,16,0,11,6,8,0,0,0,55,8,11,42.1,/en/players/2c38b327/matchlogs/2018-2019/misc/Marko-Pjaca-Match-Logs
418,Miralem Pjanić,ba,MF,Juventus,28,1990,25.3,6,1,1,37,21,0,124,36,18,0,0,0,248,5,18,21.7,/en/players/ad6df2d5/matchlogs/2018-2019/misc/Miralem-Pjanic-Match-Logs
419,Andrea Poli,it,MF,Bologna,28,1989,21.5,5,0,0,32,32,3,16,36,49,0,1,0,164,4,22,15.4,/en/players/b3fd7075/matchlogs/2018-2019/misc/Andrea-Poli-Match-Logs
420,Matteo Politano,it,"FW,MF",Inter,24,1993,28.3,4,1,0,14,44,3,212,16,9,1,0,0,182,5,21,19.2,/en/players/5e861944/matchlogs/2018-2019/misc/Matteo-Politano-Match-Logs
421,Giacomo Poluzzi,it,GK,SPAL,30,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/players/07f55871/matchlogs/2018-2019/misc/Giacomo-Poluzzi-Match-Logs
422,Manolo Portanova,it,MF,Juventus,18,2000,0.4,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0.0,/en/players/c8c0dccd/matchlogs/2018-2019/misc/Manolo-Portanova-Match-Logs
423,Dennis Praet,be,MF,Sampdoria,24,1994,32.1,6,0,0,26,41,1,106,37,55,1,0,0,295,14,14,50.0,/en/players/86695068/matchlogs/2018-2019/misc/Dennis-Praet-Match-Logs
424,Silvio Proto,be,GK,Lazio,35,1983,2.0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,/en/players/c8a88acd/matchlogs/2018-2019/misc/Silvio-Proto-Match-Logs
425,Ivan Provedel,it,GK,Empoli,24,1994,16.0,0,0,0,1,5,0,0,0,0,0,1,0,71,0,0,,/en/players/277da414/matchlogs/2018-2019/misc/Ivan-Provedel-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
426,Manuel Pucciarelli,it,FW,Chievo,27,1991,3.4,1,0,0,7,5,0,2,3,2,0,0,0,20,3,6,33.3,/en/players/a1c7b425/matchlogs/2018-2019/misc/Manuel-Pucciarelli-Match-Logs
427,Erick Pulgar,cl,MF,Bologna,24,1994,26.2,6,1,0,31,34,0,135,49,53,0,0,1,369,41,23,64.1,/en/players/4611e028/matchlogs/2018-2019/misc/Erick-Pulgar-Match-Logs
428,Ignacio Pussetto,ar,"FW,MF",Udinese,22,1995,24.2,8,0,0,53,57,22,31,28,51,2,0,0,147,80,103,43.7,/en/players/62437b4f/matchlogs/2018-2019/misc/Ignacio-Pussetto-Match-Logs
429,Fabio Quagliarella,it,FW,Sampdoria,35,1983,35.5,1,0,0,32,58,37,34,7,12,0,0,0,166,21,50,29.6,/en/players/ee4f2f3b/matchlogs/2018-2019/misc/Fabio-Quagliarella-Match-Logs
430,Ivan Radovanović,rs,MF,Chievo,29,1988,19.0,6,0,0,21,14,0,5,28,21,0,0,0,225,15,16,48.4,/en/players/023937a9/matchlogs/2018-2019/misc/Ivan-Radovanovic-Match-Logs
431,Ivan Radovanović,rs,MF,Genoa,29,1988,14.2,3,0,0,20,20,0,8,12,18,0,0,0,191,36,15,70.6,/en/players/023937a9/matchlogs/2018-2019/misc/Ivan-Radovanovic-Match-Logs
432,Ionuț Radu,ro,GK,Genoa,21,1997,33.0,0,0,0,0,2,0,0,1,0,0,0,0,152,0,0,,/en/players/67f649be/matchlogs/2018-2019/misc/Ionut-Radu-Match-Logs
433,Ștefan Radu,ro,DF,Lazio,31,1986,24.9,5,0,0,33,23,0,31,41,24,0,0,0,315,33,19,63.5,/en/players/53de807a/matchlogs/2018-2019/misc/Stefan-Radu-Match-Logs
434,Gastón Ramírez,uy,"MF,FW",Sampdoria,27,1990,17.5,7,1,1,40,36,2,78,9,17,1,0,0,120,21,43,32.8,/en/players/2c851997/matchlogs/2018-2019/misc/Gaston-Ramirez-Match-Logs
435,Andrea Ranocchia,it,"DF,MF",Inter,30,1988,0.7,1,0,0,4,0,0,0,0,1,0,0,0,4,5,7,41.7,/en/players/539230cf/matchlogs/2018-2019/misc/Andrea-Ranocchia-Match-Logs
436,Jacob Rasmussen,dk,"DF,MF",Empoli,21,1997,11.3,3,0,0,8,5,0,1,10,11,0,0,0,143,22,17,56.4,/en/players/283699b4/matchlogs/2018-2019/misc/Jacob-Rasmussen-Match-Logs
437,Giacomo Raspadori,it,DF,Sassuolo,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/6e058f06/matchlogs/2018-2019/misc/Giacomo-Raspadori-Match-Logs
438,Arkadiusz Reca,pl,"DF,FW",Atalanta,23,1995,0.5,0,0,0,1,2,0,5,3,1,0,0,0,7,2,1,66.7,/en/players/6213fd82/matchlogs/2018-2019/misc/Arkadiusz-Reca-Match-Logs
439,Vasco Regini,it,DF,SPAL,27,1990,0.9,0,0,0,3,3,0,0,0,1,0,0,0,8,2,3,40.0,/en/players/339c6ed4/matchlogs/2018-2019/misc/Vasco-Regini-Match-Logs
440,Pepe Reina,es,GK,Milan,35,1982,3.7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,/en/players/e358587b/matchlogs/2018-2019/misc/Pepe-Reina-Match-Logs
441,Emiliano Rigoni,ar,"FW,MF",Atalanta,25,1993,5.8,1,0,0,4,5,4,44,3,3,0,0,0,44,4,6,40.0,/en/players/a1216563/matchlogs/2018-2019/misc/Emiliano-Rigoni-Match-Logs
442,Luca Rigoni,it,MF,Parma,33,1984,19.6,5,0,0,24,18,0,7,19,34,0,0,0,151,14,21,40.0,/en/players/4dba2a97/matchlogs/2018-2019/misc/Luca-Rigoni-Match-Logs
443,Nicola Rigoni,it,MF,Chievo,27,1990,21.7,9,1,1,47,19,2,9,26,34,0,0,0,237,35,26,57.4,/en/players/e327bd76/matchlogs/2018-2019/misc/Nicola-Rigoni-Match-Logs
444,Tomás Rincón,ve,MF,Torino,30,1988,31.1,15,0,0,70,39,0,32,40,60,0,0,0,387,67,29,69.8,/en/players/f1cfc209/matchlogs/2018-2019/misc/Tomas-Rincon-Match-Logs
445,Alejandro Rodríguez,es,FW,Empoli,27,1991,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3,/en/players/7602ddf6/matchlogs/2018-2019/misc/Alejandro-Rodriguez-Match-Logs
446,Ricardo Rodríguez,ch,DF,Milan,25,1992,33.9,5,0,0,23,19,1,89,38,34,0,0,0,265,33,32,50.8,/en/players/7f78ad23/matchlogs/2018-2019/misc/Ricardo-Rodriguez-Match-Logs
447,Marko Rog,hr,MF,Napoli,23,1995,3.7,3,0,0,12,9,0,1,5,11,0,0,0,38,3,2,60.0,/en/players/b6b2b820/matchlogs/2018-2019/misc/Marko-Rog-Match-Logs
448,Rogério,br,"DF,MF",Sassuolo,20,1998,29.7,9,1,0,28,28,2,110,35,34,0,0,0,257,20,34,37.0,/en/players/10e7f486/matchlogs/2018-2019/misc/Rogerio-Match-Logs
449,Esteban Rolón,ar,MF,Genoa,23,1995,11.6,9,0,0,28,17,0,13,17,21,0,0,0,123,5,22,18.5,/en/players/10e25802/matchlogs/2018-2019/misc/Esteban-Rolon-Match-Logs
450,Filippo Romagna,it,DF,Cagliari,21,1997,16.4,2,0,0,8,14,0,3,19,8,0,1,0,154,29,20,59.2,/en/players/84594618/matchlogs/2018-2019/misc/Filippo-Romagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
451,Alessio Romagnoli,it,DF,Milan,23,1995,31.6,6,1,0,23,14,4,2,37,26,0,0,1,263,70,26,72.9,/en/players/3ead85f9/matchlogs/2018-2019/misc/Alessio-Romagnoli-Match-Logs
452,Cristian Romero,ar,DF,Genoa,20,1998,26.0,11,2,1,37,21,0,0,38,40,1,1,0,258,50,41,54.9,/en/players/a3d94a58/matchlogs/2018-2019/misc/Cristian-Romero-Match-Logs
453,Rômulo,it,"MF,DF",Genoa,31,1987,15.0,1,1,1,19,19,4,101,18,14,0,0,0,123,2,6,25.0,/en/players/07abb358/matchlogs/2018-2019/misc/Romulo-Match-Logs
454,Rômulo,it,"DF,MF",Lazio,31,1987,8.6,1,0,0,9,8,2,46,4,6,0,0,0,63,5,8,38.5,/en/players/07abb358/matchlogs/2018-2019/misc/Romulo-Match-Logs
455,Cristiano Ronaldo,pt,FW,Juventus,33,1985,29.9,3,0,0,20,50,28,59,8,8,0,0,0,115,23,32,41.8,/en/players/dea698d9/matchlogs/2018-2019/misc/Cristiano-Ronaldo-Match-Logs
456,Marten de Roon,nl,MF,Atalanta,27,1991,33.1,8,0,0,62,14,1,28,52,68,0,0,0,424,42,37,53.2,/en/players/2a1beb34/matchlogs/2018-2019/misc/Marten-de-Roon-Match-Logs
457,Luca Rossettini,it,DF,Chievo,33,1985,20.3,5,0,0,15,10,0,3,36,17,0,0,0,217,26,27,49.1,/en/players/47a500ae/matchlogs/2018-2019/misc/Luca-Rossettini-Match-Logs
458,Francesco Rossi,it,GK,Atalanta,27,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/7b5f516f/matchlogs/2018-2019/misc/Francesco-Rossi-Match-Logs
459,Daniele Rugani,it,DF,Juventus,24,1994,15.0,3,0,0,29,5,0,0,18,7,0,0,0,151,44,8,84.6,/en/players/14b8fcdf/matchlogs/2018-2019/misc/Daniele-Rugani-Match-Logs
460,Mário Rui,pt,DF,Napoli,27,1991,15.7,5,1,1,17,17,3,86,22,12,0,0,0,139,4,6,40.0,/en/players/0b5a292a/matchlogs/2018-2019/misc/Mario-Rui-Match-Logs
461,Fabián Ruiz Peña,es,"MF,FW",Napoli,22,1996,22.1,3,1,1,11,22,3,29,21,41,0,0,0,208,10,17,37.0,/en/players/c0c7ff58/matchlogs/2018-2019/misc/Fabian-Ruiz-Pena-Match-Logs
462,Jacopo Sala,it,DF,Sampdoria,26,1991,16.9,5,0,0,20,16,0,51,22,23,0,0,0,177,7,7,50.0,/en/players/da5a981b/matchlogs/2018-2019/misc/Jacopo-Sala-Match-Logs
463,Bartosz Salamon,pl,DF,Frosinone,27,1991,19.2,3,0,0,20,8,0,1,29,11,0,0,0,208,37,25,59.7,/en/players/9b30df1e/matchlogs/2018-2019/misc/Bartosz-Salamon-Match-Logs
464,Paolo Sammarco,it,MF,Frosinone,35,1983,6.1,1,0,0,8,7,0,15,3,11,0,1,0,72,8,7,53.3,/en/players/3c1e4e84/matchlogs/2018-2019/misc/Paolo-Sammarco-Match-Logs
465,Antonio Sanabria,py,FW,Genoa,22,1996,8.5,1,0,0,19,15,2,2,4,4,1,0,0,33,29,36,44.6,/en/players/0a447501/matchlogs/2018-2019/misc/Antonio-Sanabria-Match-Logs
466,Sandro,br,MF,Genoa,29,1989,7.9,3,0,0,21,11,2,0,19,24,0,1,0,113,17,17,50.0,/en/players/c1c2c925/matchlogs/2018-2019/misc/Sandro-Match-Logs
467,Sandro,br,MF,Udinese,29,1989,6.6,5,0,0,23,11,0,0,12,19,0,1,1,80,13,10,56.5,/en/players/c1c2c925/matchlogs/2018-2019/misc/Sandro-Match-Logs
468,Alex Sandro,br,DF,Juventus,27,1991,26.5,7,0,0,49,50,2,116,38,41,0,1,0,250,43,32,57.3,/en/players/0d82903c/matchlogs/2018-2019/misc/Alex-Sandro-Match-Logs
469,Nicola Sansone,it,FW,Bologna,26,1991,12.7,4,1,1,26,29,4,31,6,19,1,0,0,81,7,18,28.0,/en/players/7eb97a8e/matchlogs/2018-2019/misc/Nicola-Sansone-Match-Logs
470,Federico Santander,py,FW,Bologna,27,1991,22.9,5,0,0,51,38,18,17,9,11,0,0,0,105,125,109,53.4,/en/players/df85d472/matchlogs/2018-2019/misc/Federico-Santander-Match-Logs
471,Davide Santon,it,DF,Roma,27,1991,11.2,0,0,0,16,11,0,29,16,7,0,0,0,94,7,10,41.2,/en/players/88c89891/matchlogs/2018-2019/misc/Davide-Santon-Match-Logs
472,Samir Santos,br,DF,Udinese,23,1994,20.0,7,0,0,39,26,2,21,35,30,0,0,0,153,50,19,72.5,/en/players/92b4758e/matchlogs/2018-2019/misc/Samir-Santos-Match-Logs
473,Riccardo Saponara,it,"MF,FW",Sampdoria,26,1991,10.1,2,0,0,16,16,7,9,5,5,0,0,0,67,5,7,41.7,/en/players/3bb7af3b/matchlogs/2018-2019/misc/Riccardo-Saponara-Match-Logs
474,Marco Sau,it,FW,Cagliari,30,1987,6.2,4,0,0,9,8,4,10,1,7,0,0,0,19,1,8,11.1,/en/players/1ad1f50d/matchlogs/2018-2019/misc/Marco-Sau-Match-Logs
475,Marco Sau,it,"MF,FW",Sampdoria,30,1987,0.6,0,0,0,1,3,0,2,0,0,1,0,0,7,1,0,100.0,/en/players/1ad1f50d/matchlogs/2018-2019/misc/Marco-Sau-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
476,Ezequiel Schelotto,it,"DF,MF",Chievo,29,1989,1.6,0,0,0,1,1,0,5,3,6,0,0,0,26,4,3,57.1,/en/players/a6e316c1/matchlogs/2018-2019/misc/Ezequiel-Schelotto-Match-Logs
477,Nicolás Schiappacasse,uy,FW,Parma,19,1999,0.9,0,0,0,0,3,0,1,0,1,0,0,0,3,1,2,33.3,/en/players/afe31d55/matchlogs/2018-2019/misc/Nicolas-Schiappacasse-Match-Logs
478,Pasquale Schiattarella,it,MF,SPAL,31,1987,20.5,10,0,0,34,51,1,77,23,33,0,0,0,197,12,7,63.2,/en/players/bd84fc61/matchlogs/2018-2019/misc/Pasquale-Schiattarella-Match-Logs
479,Patrik Schick,cz,FW,Roma,22,1996,14.6,4,0,0,27,19,9,3,4,5,2,0,0,52,40,42,48.8,/en/players/5d4f7d61/matchlogs/2018-2019/misc/Patrik-Schick-Match-Logs
480,Matteo Scozzarella,it,MF,Parma,30,1988,16.2,8,0,0,28,12,0,71,24,8,0,0,0,177,3,9,25.0,/en/players/ea164f99/matchlogs/2018-2019/misc/Matteo-Scozzarella-Match-Logs
481,Simone Scuffet,it,GK,Udinese,22,1996,9.0,0,0,0,0,1,0,1,0,0,0,0,0,39,0,0,,/en/players/41bd99ea/matchlogs/2018-2019/misc/Simone-Scuffet-Match-Logs
482,Andrea Seculin,it,GK,Chievo,28,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,/en/players/c4f573f4/matchlogs/2018-2019/misc/Andrea-Seculin-Match-Logs
483,Adrian Šemper,hr,GK,Chievo,20,1998,6.0,0,0,0,0,1,0,0,1,0,0,0,0,39,0,0,,/en/players/f02dde20/matchlogs/2018-2019/misc/Adrian-Semper-Match-Logs
484,Stefano Sensi,it,MF,Sassuolo,22,1995,21.9,8,0,0,25,68,1,97,31,34,1,0,0,227,12,17,41.4,/en/players/b70bde8f/matchlogs/2018-2019/misc/Stefano-Sensi-Match-Logs
485,Luigi Sepe,it,GK,Parma,27,1991,37.0,1,0,0,0,4,0,0,3,0,0,0,1,154,0,0,,/en/players/343f753a/matchlogs/2018-2019/misc/Luigi-Sepe-Match-Logs
486,Leonardo Sernicola,it,FW,Sassuolo,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,/en/players/dd7febd8/matchlogs/2018-2019/misc/Leonardo-Sernicola-Match-Logs
487,Stephan El Shaarawy,it,FW,Roma,25,1992,23.4,2,0,0,15,35,10,41,21,14,2,0,0,139,16,15,51.6,/en/players/d3aaad90/matchlogs/2018-2019/misc/Stephan-El-Shaarawy-Match-Logs
488,Francisco Sierralta,cl,DF,Parma,21,1997,3.0,2,0,0,7,3,0,2,4,7,0,0,1,15,15,3,83.3,/en/players/0f933743/matchlogs/2018-2019/misc/Francisco-Sierralta-Match-Logs
489,Luca Siligardi,it,FW,Parma,30,1988,18.2,2,0,0,12,25,2,70,15,16,2,0,0,119,14,24,36.8,/en/players/1cac99dc/matchlogs/2018-2019/misc/Luca-Siligardi-Match-Logs
490,Matheus Pereira da Silva,br,MF,Juventus,20,1998,1.0,0,0,0,1,1,0,5,0,1,0,0,0,4,1,2,33.3,/en/players/bef22bc4/matchlogs/2018-2019/misc/Matheus-Pereira-da-Silva-Match-Logs
491,Matías Silvestre,ar,DF,Empoli,33,1984,34.0,6,0,0,24,22,1,3,27,16,0,0,1,267,65,31,67.7,/en/players/b6ca47a2/matchlogs/2018-2019/misc/Matias-Silvestre-Match-Logs
492,Giovanni Simeone,ar,FW,Fiorentina,23,1995,27.3,2,0,0,48,59,15,21,5,24,1,0,0,118,25,75,25.0,/en/players/343c0d52/matchlogs/2018-2019/misc/Giovanni-Simeone-Match-Logs
493,Lorenco Šimić,hr,DF,SPAL,22,1996,2.6,0,0,0,4,2,1,0,12,6,0,1,0,22,9,5,64.3,/en/players/65e4dede/matchlogs/2018-2019/misc/Lorenco-Simic-Match-Logs
494,Salvatore Sirigu,it,GK,Torino,31,1987,35.2,1,0,0,1,3,0,0,3,0,0,1,0,161,0,0,,/en/players/10dc46f0/matchlogs/2018-2019/misc/Salvatore-Sirigu-Match-Logs
495,Łukasz Skorupski,pl,GK,Bologna,27,1991,38.0,1,0,0,0,2,0,0,3,0,0,0,0,177,0,0,,/en/players/ab4449d6/matchlogs/2018-2019/misc/Lukasz-Skorupski-Match-Logs
496,Milan Škriniar,sk,DF,Inter,23,1995,35.0,4,0,0,41,31,1,1,28,44,0,1,1,400,56,38,59.6,/en/players/30f5ffa9/matchlogs/2018-2019/misc/Milan-Skriniar-Match-Logs
497,Cédric Soares,pt,DF,Inter,26,1991,2.9,0,0,0,2,4,0,27,2,4,0,0,0,21,3,1,75.0,/en/players/839c14e1/matchlogs/2018-2019/misc/Cedric-Soares-Match-Logs
498,Danilo Soddimo,it,MF,Frosinone,30,1987,2.8,2,0,0,10,4,0,15,6,9,0,0,0,23,5,2,71.4,/en/players/098139eb/matchlogs/2018-2019/misc/Danilo-Soddimo-Match-Logs
499,Roberto Soriano,it,"MF,FW",Torino,27,1991,5.2,1,0,0,14,10,3,16,4,8,0,0,0,43,5,5,50.0,/en/players/9d4c45d6/matchlogs/2018-2019/misc/Roberto-Soriano-Match-Logs
500,Roberto Soriano,it,MF,Bologna,27,1991,16.5,5,0,0,27,17,2,16,4,18,1,0,0,114,13,26,33.3,/en/players/9d4c45d6/matchlogs/2018-2019/misc/Roberto-Soriano-Match-Logs
