Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,1.6,0,0,0,3,4,0,1,1,3,0,0,0,8,3,1,75.0,/en/players/b6667741/matchlogs/2018-2019/misc/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,13.6,4,0,0,15,39,1,52,17,13,0,0,0,121,10,6,62.5,/en/players/0ab1f153/matchlogs/2018-2019/misc/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,16.2,2,0,0,27,20,13,19,7,10,0,0,0,65,13,47,21.7,/en/players/a4fe8cda/matchlogs/2018-2019/misc/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,16.6,3,0,0,21,28,3,57,9,21,0,0,0,140,4,16,20.0,/en/players/060606ec/matchlogs/2018-2019/misc/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,28.7,6,0,0,47,37,9,60,27,40,1,0,0,212,26,38,40.6,/en/players/44eb9093/matchlogs/2018-2019/misc/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,9.2,4,0,0,13,20,1,14,11,7,0,0,0,100,19,19,50.0,/en/players/c53083ad/matchlogs/2018-2019/misc/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,26.2,13,0,0,34,15,1,12,23,17,1,1,0,196,40,19,67.8,/en/players/8cea6319/matchlogs/2018-2019/misc/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,0.5,0,0,0,1,1,0,3,0,2,0,0,0,4,0,0,,/en/players/59a3efba/matchlogs/2018-2019/misc/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/54e0c0cc/matchlogs/2018-2019/misc/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,13.0,1,1,1,10,7,1,3,12,11,0,0,0,92,35,13,72.9,/en/players/952a03fe/matchlogs/2018-2019/misc/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,5.5,3,0,0,6,0,0,2,2,2,0,0,0,62,7,6,53.8,/en/players/952a03fe/matchlogs/2018-2019/misc/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,35.4,7,0,0,31,94,1,206,33,31,0,1,0,273,5,18,21.7,/en/players/162efffd/matchlogs/2018-2019/misc/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,14.1,3,0,0,12,9,1,4,26,9,0,0,0,123,8,3,72.7,/en/players/532d2690/matchlogs/2018-2019/misc/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,19.4,2,0,0,16,14,2,42,27,32,0,0,0,161,26,14,65.0,/en/players/ae4e2852/matchlogs/2018-2019/misc/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,26.8,3,0,0,31,20,7,113,21,16,0,0,0,215,63,39,61.8,/en/players/e74f0e59/matchlogs/2018-2019/misc/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,26.0,2,0,0,38,33,9,18,4,26,2,0,0,147,16,24,40.0,/en/players/854ee61a/matchlogs/2018-2019/misc/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,6.1,3,0,0,9,5,0,4,11,6,0,0,0,52,1,12,7.7,/en/players/7f267d66/matchlogs/2018-2019/misc/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,5.0,2,0,0,5,2,0,6,6,0,0,0,0,38,3,6,33.3,/en/players/7f267d66/matchlogs/2018-2019/misc/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,11.5,1,0,0,10,8,0,1,16,13,0,0,0,71,14,16,46.7,/en/players/b0243215/matchlogs/2018-2019/misc/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,1.2,0,0,0,2,3,0,6,1,1,0,0,0,8,3,1,75.0,/en/players/b0243215/matchlogs/2018-2019/misc/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14.0,3,0,0,27,5,1,1,21,22,0,1,0,124,56,14,80.0,/en/players/e3cceee6/matchlogs/2018-2019/misc/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,27.4,12,2,2,52,23,1,104,37,41,0,0,0,201,21,32,39.6,/en/players/d97f2e8d/matchlogs/2018-2019/misc/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,1.2,0,0,0,3,1,2,3,0,0,1,0,0,3,0,7,0.0,/en/players/13c8e5f6/matchlogs/2018-2019/misc/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,3.9,3,0,0,6,9,0,8,3,4,0,0,0,44,6,5,54.5,/en/players/02b2937c/matchlogs/2018-2019/misc/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,5.5,3,0,0,14,10,0,5,0,3,0,0,0,25,13,13,50.0,/en/players/d7d32194/matchlogs/2018-2019/misc/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1.0,0,0,0,2,0,0,0,3,1,0,0,0,11,0,0,,/en/players/e921b9db/matchlogs/2018-2019/misc/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,11.9,2,0,0,25,18,7,20,7,7,1,0,0,64,2,7,22.2,/en/players/1fca9171/matchlogs/2018-2019/misc/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,7.8,0,0,0,3,14,5,6,4,1,0,0,0,39,0,3,0.0,/en/players/434b8c73/matchlogs/2018-2019/misc/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37.0,8,0,0,45,53,2,127,37,51,0,1,0,266,38,25,60.3,/en/players/230a2fac/matchlogs/2018-2019/misc/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,7.3,4,0,0,15,2,0,0,10,10,0,0,0,84,3,2,60.0,/en/players/bf309d24/matchlogs/2018-2019/misc/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,1.9,1,0,0,3,3,0,1,1,2,0,0,0,17,3,2,60.0,/en/players/12851227/matchlogs/2018-2019/misc/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,22.5,5,1,0,46,37,3,84,22,25,0,0,0,194,34,29,54.0,/en/players/0a3065c8/matchlogs/2018-2019/misc/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,9.9,4,0,0,13,6,1,46,16,13,0,1,0,70,2,8,20.0,/en/players/970b8574/matchlogs/2018-2019/misc/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,2.3,2,0,0,9,8,5,9,0,3,0,0,0,10,4,8,33.3,/en/players/a74d2999/matchlogs/2018-2019/misc/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,9.9,5,0,0,16,8,2,8,20,24,0,0,0,114,4,13,23.5,/en/players/7f622eef/matchlogs/2018-2019/misc/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,15.4,2,0,0,13,4,0,4,23,27,0,1,0,162,22,23,48.9,/en/players/933d3b51/matchlogs/2018-2019/misc/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,20.1,3,0,0,23,21,0,1,36,22,0,0,1,217,47,33,58.8,/en/players/6eee05f1/matchlogs/2018-2019/misc/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,3.1,0,0,0,4,0,0,0,4,2,0,0,0,28,7,2,77.8,/en/players/b8673e18/matchlogs/2018-2019/misc/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,34.3,4,0,0,0,3,0,0,1,0,0,0,0,173,0,0,,/en/players/08f5afaa/matchlogs/2018-2019/misc/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,1.7,0,0,0,0,1,0,0,1,4,0,0,0,11,2,4,33.3,/en/players/384dd218/matchlogs/2018-2019/misc/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,0.9,0,0,0,2,0,0,0,0,1,0,0,0,4,1,5,16.7,/en/players/c1bcb2df/matchlogs/2018-2019/misc/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14.0,2,0,0,1,3,0,0,0,0,0,1,0,86,0,0,,/en/players/085e71a7/matchlogs/2018-2019/misc/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,2.5,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,,/en/players/085e71a7/matchlogs/2018-2019/misc/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,20.5,7,1,0,38,23,3,25,17,19,0,0,0,136,9,24,27.3,/en/players/528492ea/matchlogs/2018-2019/misc/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,3.6,4,0,0,7,4,0,18,1,5,0,0,0,23,2,3,40.0,/en/players/e5cd9da6/matchlogs/2018-2019/misc/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,23.7,2,0,0,18,66,5,85,15,12,2,0,0,146,5,11,31.3,/en/players/e0921a4f/matchlogs/2018-2019/misc/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,28.7,9,0,0,31,36,13,29,0,9,1,0,0,111,107,67,61.5,/en/players/3bb7f478/matchlogs/2018-2019/misc/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,19.4,4,0,0,25,55,0,14,16,25,0,0,0,192,14,12,53.8,/en/players/756959aa/matchlogs/2018-2019/misc/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,2.2,1,0,0,3,1,1,12,0,2,0,0,0,16,1,4,20.0,/en/players/8697c095/matchlogs/2018-2019/misc/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,0.9,0,0,0,2,1,0,2,1,1,0,0,0,5,0,2,0.0,/en/players/8697c095/matchlogs/2018-2019/misc/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,29.4,6,0,0,47,68,3,4,52,35,0,0,0,351,38,27,58.5,/en/players/f503ea63/matchlogs/2018-2019/misc/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,4.0,1,0,0,10,7,2,13,5,5,0,0,0,25,3,4,42.9,/en/players/ae82fa48/matchlogs/2018-2019/misc/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,7.8,0,0,0,13,20,0,8,1,6,0,0,0,35,10,21,32.3,/en/players/a39b9ef6/matchlogs/2018-2019/misc/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,17.9,1,0,0,15,19,7,87,3,7,1,0,0,102,7,24,22.6,/en/players/440c84ed/matchlogs/2018-2019/misc/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,18.9,8,1,1,35,22,1,60,17,32,0,0,0,216,42,26,61.8,/en/players/9085dd7c/matchlogs/2018-2019/misc/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,32.8,12,0,0,52,41,0,161,53,41,0,1,0,265,34,35,49.3,/en/players/b7a5bc86/matchlogs/2018-2019/misc/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,13.3,1,0,0,13,16,3,18,0,6,2,0,0,46,2,21,8.7,/en/players/157d29b6/matchlogs/2018-2019/misc/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,7.8,3,0,0,9,12,8,13,3,8,0,0,0,28,3,1,75.0,/en/players/157d29b6/matchlogs/2018-2019/misc/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,1.9,0,0,0,7,2,1,1,0,0,0,0,0,9,5,1,83.3,/en/players/44510fde/matchlogs/2018-2019/misc/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,31.2,6,0,0,28,15,0,5,50,22,0,1,0,355,90,41,68.7,/en/players/4e358a2d/matchlogs/2018-2019/misc/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,14.3,4,0,0,21,14,1,4,24,16,0,0,0,123,15,18,45.5,/en/players/15d0c248/matchlogs/2018-2019/misc/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,21.9,9,1,1,38,17,0,16,27,29,0,2,0,218,11,29,27.5,/en/players/3bb625ac/matchlogs/2018-2019/misc/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6.0,2,0,0,3,4,0,1,10,8,0,1,0,65,8,4,66.7,/en/players/d0dbca9f/matchlogs/2018-2019/misc/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,10.8,3,0,0,17,18,3,8,1,5,3,0,0,46,20,22,47.6,/en/players/df301450/matchlogs/2018-2019/misc/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,24.2,5,1,1,15,24,3,130,42,19,0,0,0,239,13,18,41.9,/en/players/e288d4b3/matchlogs/2018-2019/misc/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,29.3,5,0,0,30,29,1,35,34,18,0,1,0,245,8,15,34.8,/en/players/5313ed43/matchlogs/2018-2019/misc/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,/en/players/71dac2c2/matchlogs/2018-2019/misc/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,33.6,4,0,0,41,72,0,17,41,70,1,0,0,403,27,31,46.6,/en/players/98d2c2c4/matchlogs/2018-2019/misc/Remo-Freuler-Match-Logs
193,Nicolas Frey,fr,DF,Chievo,34,1984,2.5,0,0,0,2,1,0,1,7,2,0,0,0,17,4,2,66.7,/en/players/6378443d/matchlogs/2018-2019/misc/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,9.0,5,0,0,18,12,3,31,5,1,1,0,0,34,10,18,35.7,/en/players/8f866fe8/matchlogs/2018-2019/misc/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,/en/players/3b387cc7/matchlogs/2018-2019/misc/Gianluca-Gaetano-Match-Logs
196,Roberto Gagliardini,it,MF,Inter,24,1994,12.1,4,0,0,28,19,1,2,17,23,0,0,0,115,36,20,64.3,/en/players/ce30bfc8/matchlogs/2018-2019/misc/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,33.8,7,0,0,33,41,0,17,65,38,0,2,1,311,29,34,46.0,/en/players/173061c0/matchlogs/2018-2019/misc/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,10.2,3,0,0,11,7,0,33,6,7,0,0,0,60,20,18,52.6,/en/players/93390969/matchlogs/2018-2019/misc/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,27.0,9,0,0,51,85,4,16,16,36,0,1,1,264,29,33,46.8,/en/players/8827bf46/matchlogs/2018-2019/misc/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,25.6,3,0,0,12,33,15,9,11,10,1,0,0,133,0,7,0.0,/en/players/e468c053/matchlogs/2018-2019/misc/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,5.7,4,0,0,12,2,0,29,4,7,0,0,0,42,2,2,50.0,/en/players/71dc23da/matchlogs/2018-2019/misc/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,12.8,2,0,0,13,18,4,114,8,6,0,0,0,103,30,14,68.2,/en/players/c5adc293/matchlogs/2018-2019/misc/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,22.3,8,0,0,20,47,5,127,16,10,1,0,1,180,8,26,23.5,/en/players/1c50f354/matchlogs/2018-2019/misc/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,13.1,3,0,0,25,6,0,21,9,10,0,1,0,110,9,8,52.9,/en/players/635b0bae/matchlogs/2018-2019/misc/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29.0,6,0,0,46,36,3,21,58,39,0,0,0,241,47,31,60.3,/en/players/4b029b31/matchlogs/2018-2019/misc/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20.0,1,0,0,2,2,0,0,0,0,0,1,0,117,0,0,,/en/players/f0f7f62f/matchlogs/2018-2019/misc/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,32.2,5,0,0,26,93,5,327,17,16,0,1,0,189,5,14,26.3,/en/players/6e4df551/matchlogs/2018-2019/misc/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,19.2,0,0,0,1,3,0,0,1,0,0,0,0,126,0,0,,/en/players/cecbce23/matchlogs/2018-2019/misc/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,8.3,2,0,0,8,2,1,1,11,4,0,0,0,92,26,18,59.1,/en/players/117beb8f/matchlogs/2018-2019/misc/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,3.7,3,0,0,6,1,0,13,4,5,0,0,0,33,1,3,25.0,/en/players/7d86864c/matchlogs/2018-2019/misc/Mirko-Gori-Match-Logs
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,21.6,2,0,0,27,31,8,87,34,39,0,0,0,201,33,15,68.8,/en/players/2d970560/matchlogs/2018-2019/misc/Robin-Gosens-Match-Logs
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1.0,0,0,0,0,1,0,0,3,0,0,0,0,4,1,0,100.0,/en/players/94230890/matchlogs/2018-2019/misc/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,5.1,0,0,0,9,11,0,3,8,10,0,1,0,27,5,5,50.0,/en/players/6cc97b6a/matchlogs/2018-2019/misc/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,1.7,1,0,0,1,3,0,0,0,1,0,0,0,5,10,11,47.6,/en/players/a1bedc05/matchlogs/2018-2019/misc/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,/en/players/77e401c7/matchlogs/2018-2019/misc/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,9.3,1,0,0,6,9,1,2,19,15,0,0,0,75,21,6,77.8,/en/players/f1f1f238/matchlogs/2018-2019/misc/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,1.5,0,0,0,0,2,0,1,2,0,0,0,0,21,0,0,,/en/players/86015b20/matchlogs/2018-2019/misc/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,4.4,2,0,0,10,3,0,4,2,2,0,1,0,56,1,2,33.3,/en/players/86015b20/matchlogs/2018-2019/misc/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,10.2,1,0,0,5,3,0,3,13,10,0,0,0,83,4,1,80.0,/en/players/e6ad16b2/matchlogs/2018-2019/misc/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,3.1,0,0,0,1,3,0,5,4,5,0,0,0,27,7,2,77.8,/en/players/4fac8f81/matchlogs/2018-2019/misc/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38.0,0,0,0,0,9,0,0,1,0,0,0,0,145,0,0,,/en/players/74419746/matchlogs/2018-2019/misc/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,33.0,5,0,0,32,14,5,76,25,32,0,0,0,233,59,41,59.0,/en/players/3b333ac3/matchlogs/2018-2019/misc/Hans-Hateboer-Match-Logs
223,Filip Helander,se,DF,Bologna,25,1993,19.0,6,0,0,28,7,0,3,16,26,0,1,0,182,54,17,76.1,/en/players/27f0ddef/matchlogs/2018-2019/misc/Filip-Helander-Match-Logs
224,Dalbert Henrique,br,DF,Inter,24,1993,8.6,2,0,0,9,17,0,41,7,14,0,0,0,113,22,14,61.1,/en/players/f45f9427/matchlogs/2018-2019/misc/Dalbert-Henrique-Match-Logs
225,Përparim Hetemaj,fi,MF,Chievo,31,1986,24.0,9,0,0,58,70,1,57,33,34,0,0,0,228,18,34,34.6,/en/players/90b70194/matchlogs/2018-2019/misc/Perparim-Hetemaj-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
226,Gonzalo Higuaín,ar,FW,Milan,30,1987,14.2,3,1,0,15,13,8,5,2,7,0,0,0,55,7,8,46.7,/en/players/8a08491a/matchlogs/2018-2019/misc/Gonzalo-Higuain-Match-Logs
227,Oscar Hiljemark,se,MF,Genoa,26,1992,13.3,0,0,0,19,11,2,34,15,15,0,0,0,128,10,8,55.6,/en/players/98e958af/matchlogs/2018-2019/misc/Oscar-Hiljemark-Match-Logs
228,Vitor Hugo,br,DF,Fiorentina,27,1991,27.4,7,1,0,44,18,0,1,74,39,0,1,0,279,63,31,67.0,/en/players/f2c1300a/matchlogs/2018-2019/misc/Vitor-Hugo-Match-Logs
229,Elseid Hysaj,al,DF,Napoli,24,1994,23.4,4,0,0,23,19,1,30,24,34,0,0,0,255,22,28,44.0,/en/players/2f3452eb/matchlogs/2018-2019/misc/Elseid-Hysaj-Match-Logs
230,Simone Iacoponi,it,DF,Parma,31,1987,37.2,4,0,0,36,31,1,33,40,34,0,1,0,268,49,48,50.5,/en/players/63071a3f/matchlogs/2018-2019/misc/Simone-Iacoponi-Match-Logs
231,Roger Ibanez,br,FW,Atalanta,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,/en/players/82efe6fa/matchlogs/2018-2019/misc/Roger-Ibanez-Match-Logs
232,Mauro Icardi,ar,FW,Inter,25,1993,25.2,0,0,0,21,18,20,14,2,6,3,0,0,84,36,34,51.4,/en/players/43b78598/matchlogs/2018-2019/misc/Mauro-Icardi-Match-Logs
233,Salvador Ichazo,uy,GK,Torino,26,1992,2.8,0,0,0,1,0,0,0,0,0,0,1,0,14,0,0,,/en/players/514f0896/matchlogs/2018-2019/misc/Salvador-Ichazo-Match-Logs
234,Josip Iličić,si,"FW,MF",Atalanta,30,1988,23.8,5,1,0,22,76,6,67,6,11,1,0,0,122,4,28,12.5,/en/players/68252d6d/matchlogs/2018-2019/misc/Josip-Ilicic-Match-Logs
235,Ciro Immobile,it,FW,Lazio,28,1990,31.8,6,0,0,24,39,38,21,3,8,0,0,0,156,15,28,34.9,/en/players/4431aed2/matchlogs/2018-2019/misc/Ciro-Immobile-Match-Logs
236,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,1.1,0,0,0,1,1,0,0,0,3,0,0,0,14,0,2,0.0,/en/players/4133cfcf/matchlogs/2018-2019/misc/Svante-Ingelsson-Match-Logs
237,Roberto Inglese,it,FW,Parma,26,1991,21.8,3,0,0,56,33,29,18,7,13,1,0,0,75,43,77,35.8,/en/players/6c1f7328/matchlogs/2018-2019/misc/Roberto-Inglese-Match-Logs
238,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,23.0,6,1,0,7,17,18,59,8,5,0,0,0,109,2,9,18.2,/en/players/2f557579/matchlogs/2018-2019/misc/Lorenzo-Insigne-Match-Logs
239,Artur Ioniță,md,MF,Cagliari,27,1990,33.0,4,1,0,68,15,2,28,26,50,1,0,0,256,78,67,53.8,/en/players/cedb3e36/matchlogs/2018-2019/misc/Artur-Ionita-Match-Logs
240,Armando Izzo,it,DF,Torino,26,1992,36.3,6,0,0,56,61,2,20,84,63,1,0,0,486,103,37,73.6,/en/players/89976232/matchlogs/2018-2019/misc/Armando-Izzo-Match-Logs
241,Jandrei,br,GK,Genoa,25,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,/en/players/85ea4399/matchlogs/2018-2019/misc/Jandrei-Match-Logs
242,Marko Janković,me,"MF,DF",SPAL,23,1995,0.6,1,0,0,3,4,0,2,0,2,0,0,0,4,0,2,0.0,/en/players/9866afec/matchlogs/2018-2019/misc/Marko-Jankovic-Match-Logs
243,Jakub Jankto,cz,MF,Sampdoria,22,1996,10.7,2,0,0,9,6,0,43,9,5,0,0,0,90,5,9,35.7,/en/players/1ea5f91c/matchlogs/2018-2019/misc/Jakub-Jankto-Match-Logs
244,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,15.0,2,0,0,20,18,0,65,23,27,0,0,0,131,16,10,61.5,/en/players/958a601f/matchlogs/2018-2019/misc/Pawel-Jaroszynski-Match-Logs
245,Juan Jesus,br,DF,Roma,27,1991,15.6,4,0,0,18,9,0,1,17,24,0,1,1,136,16,16,50.0,/en/players/79083382/matchlogs/2018-2019/misc/Juan-Jesus-Match-Logs
246,Bruno Jordão,pt,MF,Lazio,19,1998,1.0,0,0,0,2,0,1,0,0,2,0,0,0,7,2,2,50.0,/en/players/41ff002d/matchlogs/2018-2019/misc/Bruno-Jordao-Match-Logs
247,Hamed Junior Traorè,ci,MF,Empoli,18,2000,25.1,4,0,0,39,24,7,20,28,43,0,0,0,205,11,35,23.9,/en/players/570bb4b9/matchlogs/2018-2019/misc/Hamed-Junior-Traore-Match-Logs
248,Musa Juwara,gm,FW,Chievo,16,2001,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,/en/players/7737dee2/matchlogs/2018-2019/misc/Musa-Juwara-Match-Logs
249,Yann Karamoh,fr,MF,Inter,20,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/8b66d9cc/matchlogs/2018-2019/misc/Yann-Karamoh-Match-Logs
