Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
53,Federico Bernardeschi,it,"FW,MF",Juventus,24,1994,16.4,908,15,121,371,500,85,838,33,58,56.9,36,0,717,5355,2685,827,659,79.7,23,21,/en/players/ee93c1a9/matchlogs/2018-2019/possession/Federico-Bernardeschi-Match-Logs
54,Daniel Bessa,it,MF,Genoa,25,1993,27.1,1341,18,219,647,614,69,1267,26,38,68.4,29,0,1007,7083,3926,1122,890,79.3,27,38,/en/players/88895312/matchlogs/2018-2019/possession/Daniel-Bessa-Match-Logs
55,Jonathan Biabiany,fr,"FW,MF",Parma,30,1988,11.9,469,29,140,217,153,8,457,16,34,47.1,21,0,330,2448,1397,422,299,70.9,21,24,/en/players/6b99d135/matchlogs/2018-2019/possession/Jonathan-Biabiany-Match-Logs
56,Lucas Biglia,ar,MF,Milan,32,1986,12.4,975,58,319,557,137,3,941,6,8,75.0,6,0,647,2373,1086,655,626,95.6,5,14,/en/players/5710a281/matchlogs/2018-2019/possession/Lucas-Biglia-Match-Logs
57,Cristiano Biraghi,it,DF,Fiorentina,25,1992,35.5,2306,132,605,1052,793,40,1835,24,43,55.8,29,5,1292,6728,4010,1336,1220,91.3,24,12,/en/players/9e1577aa/matchlogs/2018-2019/possession/Cristiano-Biraghi-Match-Logs
58,Davide Biraschi,it,DF,Genoa,24,1994,31.6,1633,143,635,898,230,6,1465,39,57,68.4,46,1,974,6815,3950,840,817,97.3,13,20,/en/players/64cd167d/matchlogs/2018-2019/possession/Davide-Biraschi-Match-Logs
59,Valter Birsa,si,"MF,FW",Chievo,31,1986,12.2,689,9,80,384,281,17,631,20,37,54.1,21,0,507,3220,1721,621,497,80.0,18,22,/en/players/455a2b79/matchlogs/2018-2019/possession/Valter-Birsa-Match-Logs
60,Valter Birsa,si,"MF,FW",Cagliari,31,1986,3.9,289,1,24,138,141,6,262,5,9,55.6,5,0,212,1140,552,254,210,82.7,5,5,/en/players/455a2b79/matchlogs/2018-2019/possession/Valter-Birsa-Match-Logs
61,Kevin-Prince Boateng,gh,FW,Sassuolo,31,1987,10.4,439,12,30,222,200,48,411,6,12,50.0,8,1,298,1060,379,503,336,66.8,28,14,/en/players/f4ec4fd0/matchlogs/2018-2019/possession/Kevin-Prince-Boateng-Match-Logs
62,Jeremie Boga,ci,"FW,MF",Sassuolo,21,1997,16.0,690,6,106,344,337,62,681,82,124,66.1,85,1,673,6029,3839,757,551,72.8,33,26,/en/players/fe012aca/matchlogs/2018-2019/possession/Jeremie-Boga-Match-Logs
63,Giacomo Bonaventura,it,MF,Milan,28,1989,7.2,444,13,94,227,161,34,439,12,14,85.7,12,0,372,2444,1519,411,370,90.0,8,4,/en/players/d995ed27/matchlogs/2018-2019/possession/Giacomo-Bonaventura-Match-Logs
64,Kevin Bonifazi,it,DF,SPAL,22,1996,25.6,1485,220,787,709,124,18,1423,30,33,90.9,30,1,1013,6987,3931,954,928,97.3,12,24,/en/players/fb77bfef/matchlogs/2018-2019/possession/Kevin-Bonifazi-Match-Logs
65,Leonardo Bonucci,it,DF,Juventus,31,1987,27.5,1820,204,851,1022,55,19,1746,3,3,100.0,3,1,1240,5546,3151,1319,1293,98.0,9,1,/en/players/52ec54d0/matchlogs/2018-2019/possession/Leonardo-Bonucci-Match-Logs
66,Fabio Borini,it,"FW,MF",Milan,27,1991,11.7,564,29,122,246,223,46,528,7,16,43.8,7,0,377,1757,858,460,372,80.9,18,25,/en/players/ef5b337e/matchlogs/2018-2019/possession/Fabio-Borini-Match-Logs
67,Mehdi Bourabia,ma,MF,Sassuolo,26,1991,22.3,1367,48,267,746,436,44,1319,34,67,50.7,39,7,998,4542,2400,1064,922,86.7,28,26,/en/players/0d077b88/matchlogs/2018-2019/possession/Mehdi-Bourabia-Match-Logs
68,Filip Bradarić,hr,MF,Cagliari,26,1992,16.6,1208,67,308,772,182,11,1171,3,6,50.0,3,0,797,3057,1537,858,824,96.0,4,13,/en/players/605873e1/matchlogs/2018-2019/possession/Filip-Bradaric-Match-Logs
69,Gleison Bremer,br,DF,Torino,21,1997,2.0,125,12,63,69,4,2,123,1,1,100.0,1,0,80,495,236,76,74,97.4,0,1,/en/players/5fd5ed86/matchlogs/2018-2019/possession/Gleison-Bremer-Match-Logs
70,Nicolò Brighenti,it,DF,Frosinone,28,1989,11.0,684,47,275,375,78,7,626,2,5,40.0,2,0,414,2361,1507,397,391,98.5,5,1,/en/players/54c356b0/matchlogs/2018-2019/possession/Nicolo-Brighenti-Match-Logs
71,Matteo Brighi,it,MF,Empoli,37,1981,2.6,124,4,28,65,35,3,120,1,3,33.3,1,0,75,267,95,81,62,76.5,3,3,/en/players/d417b306/matchlogs/2018-2019/possession/Matteo-Brighi-Match-Logs
72,Enrico Brignola,it,FW,Sassuolo,19,1999,1.9,97,0,27,49,31,7,94,2,3,66.7,2,0,72,571,310,88,72,81.8,3,5,/en/players/d0643f8f/matchlogs/2018-2019/possession/Enrico-Brignola-Match-Logs
73,Marcelo Brozović,hr,MF,Inter,25,1992,29.4,2977,95,704,1793,655,17,2769,31,41,75.6,31,0,2154,11258,5331,2216,2152,97.1,31,30,/en/players/33b8d077/matchlogs/2018-2019/possession/Marcelo-Brozovic-Match-Logs
74,Rafael Cabral,br,GK,Sampdoria,28,1990,2.0,66,60,65,1,0,0,41,0,0,,0,0,30,88,57,30,30,100.0,0,0,/en/players/806f7a26/matchlogs/2018-2019/possession/Rafael-Cabral-Match-Logs
75,Fabrizio Cacciatore,it,DF,Cagliari,31,1986,6.4,432,30,152,200,100,9,386,3,4,75.0,3,1,272,1182,533,293,278,94.9,4,3,/en/players/00b0bb87/matchlogs/2018-2019/possession/Fabrizio-Cacciatore-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Fabrizio Cacciatore,it,DF,Chievo,31,1986,5.5,309,27,101,142,83,6,264,3,7,42.9,3,2,181,800,436,193,182,94.3,2,0,/en/players/00b0bb87/matchlogs/2018-2019/possession/Fabrizio-Cacciatore-Match-Logs
77,Martín Cáceres,uy,DF,Juventus,31,1987,7.0,513,37,190,311,44,5,498,0,1,0.0,0,0,393,2183,1269,396,386,97.5,3,1,/en/players/e94d79e3/matchlogs/2018-2019/possession/Martin-Caceres-Match-Logs
78,Martín Cáceres,uy,"DF,FW",Lazio,31,1987,3.4,182,21,60,102,29,2,171,0,1,0.0,0,0,126,633,328,133,119,89.5,2,0,/en/players/e94d79e3/matchlogs/2018-2019/possession/Martin-Caceres-Match-Logs
79,Felipe Caicedo,ec,FW,Lazio,29,1988,15.2,515,10,39,238,269,85,508,24,32,75.0,24,1,386,1847,950,657,413,62.9,27,24,/en/players/93b891d1/matchlogs/2018-2019/possession/Felipe-Caicedo-Match-Logs
80,Arturo Calabresi,it,DF,Bologna,22,1996,15.7,886,73,373,455,112,3,791,6,12,50.0,6,1,514,2794,1418,512,491,95.9,4,6,/en/players/34bb6fbd/matchlogs/2018-2019/possession/Arturo-Calabresi-Match-Logs
81,Davide Calabria,it,DF,Milan,21,1996,21.7,1754,88,610,875,393,20,1567,16,40,40.0,21,3,1171,6031,3767,1195,1128,94.4,21,18,/en/players/2146785a/matchlogs/2018-2019/possession/Davide-Calabria-Match-Logs
82,Hakan Çalhanoğlu,tr,"FW,MF",Milan,24,1994,32.0,2257,30,337,1129,974,104,2091,36,62,58.1,41,0,1714,10577,5883,1919,1660,86.5,53,34,/en/players/cd0fa27b/matchlogs/2018-2019/possession/Hakan-Calhanoglu-Match-Logs
83,José Callejón,es,"MF,FW",Napoli,31,1987,29.4,1936,32,288,845,917,121,1802,22,40,55.0,25,6,1443,6158,3495,1767,1467,83.0,23,19,/en/players/78841da9/matchlogs/2018-2019/possession/Jose-Callejon-Match-Logs
84,Joel Campbell,cr,"FW,MF",Frosinone,26,1992,9.9,405,3,35,247,174,24,385,16,30,53.3,18,2,338,2814,1618,449,312,69.5,27,24,/en/players/895ff3ca/matchlogs/2018-2019/possession/Joel-Campbell-Match-Logs
85,Emre Can,de,MF,Juventus,24,1994,20.1,1279,45,301,761,311,53,1257,27,35,77.1,29,0,916,5277,2778,953,872,91.5,21,16,/en/players/a65ce836/matchlogs/2018-2019/possession/Emre-Can-Match-Logs
86,João Cancelo,pt,DF,Juventus,24,1994,21.9,1761,53,431,869,609,46,1585,67,97,69.1,70,4,1329,8788,5882,1347,1238,91.9,25,24,/en/players/bd6351cd/matchlogs/2018-2019/possession/Joao-Cancelo-Match-Logs
87,Antonio Candreva,it,"FW,MF",Inter,31,1987,5.6,362,3,33,122,247,36,328,10,15,66.7,10,1,286,2299,1263,332,276,83.1,8,7,/en/players/356c9002/matchlogs/2018-2019/possession/Antonio-Candreva-Match-Logs
88,Luan Capanni,br,FW,Lazio,18,2000,0.1,8,0,0,2,6,0,8,0,0,,0,0,6,30,26,7,6,85.7,1,0,/en/players/28237d7e/matchlogs/2018-2019/possession/Luan-Capanni-Match-Logs
89,Leonardo Capezzi,it,MF,Empoli,23,1995,8.6,622,30,135,401,124,8,602,9,10,90.0,9,0,452,2171,1167,426,407,95.5,3,5,/en/players/07ea0ef2/matchlogs/2018-2019/possession/Leonardo-Capezzi-Match-Logs
90,Gianluca Caprari,it,"FW,MF",Sampdoria,25,1993,11.5,601,4,40,271,342,48,556,34,57,59.6,37,2,478,2906,1532,650,464,71.4,29,30,/en/players/54e53b7e/matchlogs/2018-2019/possession/Gianluca-Caprari-Match-Logs
91,Marco Capuano,it,DF,Frosinone,26,1991,25.6,1451,193,770,688,73,12,1395,1,3,33.3,1,0,868,4695,2544,871,852,97.8,4,7,/en/players/616aea37/matchlogs/2018-2019/possession/Marco-Capuano-Match-Logs
92,Francesco Caputo,it,FW,Empoli,30,1987,38.0,1282,21,63,421,843,286,1224,15,44,34.1,18,2,997,5235,2505,1739,1002,57.6,84,55,/en/players/5bd72174/matchlogs/2018-2019/possession/Francesco-Caputo-Match-Logs
93,Francesco Cassata,it,"MF,FW",Frosinone,21,1997,12.5,487,21,136,275,129,11,484,21,42,50.0,25,4,396,2641,1588,389,321,82.5,20,17,/en/players/96960855/matchlogs/2018-2019/possession/Francesco-Cassata-Match-Logs
94,Timothy Castagne,be,"DF,MF",Atalanta,22,1995,22.3,1537,61,390,699,567,62,1373,26,51,51.0,28,1,1013,6044,3746,1079,972,90.1,29,31,/en/players/197640fd/matchlogs/2018-2019/possession/Timothy-Castagne-Match-Logs
95,Samu Castillejo,es,"FW,MF",Milan,23,1995,11.4,687,10,78,295,389,56,636,21,49,42.9,24,3,541,4154,2379,645,494,76.6,17,33,/en/players/130a7a3f/matchlogs/2018-2019/possession/Samu-Castillejo-Match-Logs
96,Lucas Castro,ar,"MF,FW",Cagliari,29,1989,10.0,614,11,76,343,232,25,607,21,35,60.0,23,0,479,2116,1169,519,437,84.2,28,19,/en/players/56b2957b/matchlogs/2018-2019/possession/Lucas-Castro-Match-Logs
97,Danilo Cataldi,it,"MF,FW",Lazio,23,1994,6.4,433,10,89,232,147,11,380,8,9,88.9,8,0,300,1742,909,318,286,89.9,4,2,/en/players/ba3d3bea/matchlogs/2018-2019/possession/Danilo-Cataldi-Match-Logs
98,Federico Ceccherini,it,DF,Fiorentina,26,1992,11.0,687,55,273,427,41,10,656,5,8,62.5,5,0,458,2960,1713,449,439,97.8,5,1,/en/players/d9624b51/matchlogs/2018-2019/possession/Federico-Ceccherini-Match-Logs
99,Žan Celar,si,FW,Roma,19,1999,0.1,3,0,0,2,1,0,3,1,1,100.0,1,0,3,10,0,4,3,75.0,1,0,/en/players/868c6958/matchlogs/2018-2019/possession/Zan-Celar-Match-Logs
100,Luca Ceppitelli,it,DF,Cagliari,28,1989,22.8,1425,202,781,698,37,24,1388,3,5,60.0,3,0,895,4613,2701,901,887,98.4,5,3,/en/players/7d50454d/matchlogs/2018-2019/possession/Luca-Ceppitelli-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Fabio Ceravolo,it,FW,Parma,31,1987,13.2,421,20,58,212,181,51,392,17,33,51.5,20,2,288,1983,893,643,291,45.3,32,38,/en/players/4cc93246/matchlogs/2018-2019/possession/Fabio-Ceravolo-Match-Logs
102,Alberto Cerri,it,FW,Cagliari,22,1996,7.4,315,6,35,146,147,47,314,5,9,55.6,5,0,185,874,381,403,245,60.8,23,14,/en/players/1079c685/matchlogs/2018-2019/possession/Alberto-Cerri-Match-Logs
103,Boštjan Cesar,si,DF,Chievo,36,1982,12.0,523,97,350,183,10,7,511,3,3,100.0,3,0,283,1362,534,297,288,97.0,2,2,/en/players/c1d18f10/matchlogs/2018-2019/possession/Bostjan-Cesar-Match-Logs
104,Raman Chibsah,gh,MF,Frosinone,25,1993,29.1,1290,60,336,771,292,39,1275,70,99,70.7,72,5,988,6019,3687,1006,828,82.3,43,52,/en/players/aa5a409a/matchlogs/2018-2019/possession/Raman-Chibsah-Match-Logs
105,Giorgio Chiellini,it,DF,Juventus,33,1984,22.1,1559,219,733,834,86,21,1527,9,12,75.0,9,0,1036,5750,3011,1083,1065,98.3,9,2,/en/players/e85fb9b8/matchlogs/2018-2019/possession/Giorgio-Chiellini-Match-Logs
106,Federico Chiesa,it,"FW,MF",Fiorentina,20,1997,33.7,1558,12,130,603,979,242,1490,89,174,51.1,98,8,1310,10773,7182,1599,1130,70.7,88,98,/en/players/b0f7e36c/matchlogs/2018-2019/possession/Federico-Chiesa-Match-Logs
107,Vlad Chiricheș,ro,DF,Napoli,28,1989,1.6,145,9,65,92,1,1,141,2,2,100.0,2,0,111,711,422,111,111,100.0,0,0,/en/players/c316607a/matchlogs/2018-2019/possession/Vlad-Chiriches-Match-Logs
108,Camillo Ciano,it,"FW,MF",Frosinone,28,1990,27.3,1354,24,138,624,676,49,1159,31,67,46.3,35,2,926,5324,2637,1297,854,65.8,58,54,/en/players/2114abf9/matchlogs/2018-2019/possession/Camillo-Ciano-Match-Logs
109,Amato Ciciretti,it,"FW,MF",Parma,24,1993,1.5,82,2,14,49,28,3,80,6,8,75.0,6,1,71,403,197,81,61,75.3,2,3,/en/players/1ab0b878/matchlogs/2018-2019/possession/Amato-Ciciretti-Match-Logs
110,Luca Cigarini,it,MF,Cagliari,32,1986,18.7,1546,59,385,953,298,3,1411,15,21,71.4,17,0,962,3930,2272,1000,964,96.4,5,9,/en/players/ae64d449/matchlogs/2018-2019/possession/Luca-Cigarini-Match-Logs
