Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
371,Nicholas Opoku,gh,DF,Udinese,20,1997,3.6,,,,,,,,,,,,,,,,/en/players/b871bf55/matchlogs/2018-2019/gca/Nicholas-Opoku-Match-Logs
372,Nicholas Opoku,es,DF,Udinese,20,1997,6.5,,,,,,,,,,,,,,,,/en/players/ae852b7d/matchlogs/2018-2019/gca/Nicholas-Opoku-Match-Logs
373,Riccardo Orsolini,it,"FW,MF",Bologna,21,1997,21.8,62,2.84,29,9,5,11,8,10,0.46,29,9,5,11,8,0,/en/players/e14ec482/matchlogs/2018-2019/gca/Riccardo-Orsolini-Match-Logs
374,David Ospina,co,GK,Napoli,29,1988,16.2,1,0.06,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/82b1198a/matchlogs/2018-2019/gca/David-Ospina-Match-Logs
375,Adam Ounas,dz,"MF,FW",Napoli,21,1996,6.0,37,6.19,27,1,2,3,4,2,0.33,27,1,2,3,4,0,/en/players/ed90babd/matchlogs/2018-2019/gca/Adam-Ounas-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
376,Simone Padoin,it,"DF,MF",Cagliari,34,1984,21.3,32,1.50,26,4,0,1,1,3,0.14,26,4,0,1,1,0,/en/players/5eb72339/matchlogs/2018-2019/gca/Simone-Padoin-Match-Logs
377,Luca Paganini,it,"DF,MF",Frosinone,25,1993,12.5,21,1.68,13,1,0,1,6,1,0.08,13,1,0,1,6,0,/en/players/e5b98a70/matchlogs/2018-2019/gca/Luca-Paganini-Match-Logs
378,Marko Pajač,hr,DF,Cagliari,25,1993,1.1,3,2.70,1,1,0,1,0,0,0.00,1,1,0,1,0,0,/en/players/5df4ef30/matchlogs/2018-2019/gca/Marko-Pajac-Match-Logs
379,Marko Pajač,hr,DF,Empoli,25,1993,8.2,11,1.34,10,0,1,0,0,2,0.24,10,0,1,0,0,0,/en/players/5df4ef30/matchlogs/2018-2019/gca/Marko-Pajac-Match-Logs
380,Rodrigo Palacio,ar,FW,Bologna,36,1982,25.9,79,3.05,64,0,5,4,6,10,0.39,64,0,5,4,6,0,/en/players/8d8178ac/matchlogs/2018-2019/gca/Rodrigo-Palacio-Match-Logs
381,Alberto Paloschi,it,FW,SPAL,28,1990,9.6,10,1.04,10,0,0,0,0,1,0.10,10,0,0,0,0,0,/en/players/b5cae4e6/matchlogs/2018-2019/gca/Alberto-Paloschi-Match-Logs
382,Goran Pandev,mk,"FW,MF",Genoa,35,1983,12.5,47,3.77,29,0,4,2,12,2,0.16,29,0,4,2,12,0,/en/players/d711d04f/matchlogs/2018-2019/gca/Goran-Pandev-Match-Logs
383,Lucas Paquetá,br,MF,Milan,20,1997,9.4,22,2.35,17,0,2,1,2,5,0.53,17,0,2,1,2,0,/en/players/9b6f7fd5/matchlogs/2018-2019/gca/Lucas-Paqueta-Match-Logs
384,Vittorio Parigini,it,"MF,FW",Torino,22,1996,4.2,16,3.82,10,1,2,1,2,0,0.00,10,1,2,1,2,0,/en/players/75efed2e/matchlogs/2018-2019/gca/Vittorio-Parigini-Match-Logs
385,Marco Parolo,it,MF,Lazio,33,1985,28.5,62,2.18,51,0,4,7,0,4,0.14,51,0,4,7,0,0,/en/players/ed5886d2/matchlogs/2018-2019/gca/Marco-Parolo-Match-Logs
386,Mario Pašalić,hr,"MF,FW",Atalanta,23,1995,18.0,44,2.45,39,0,1,3,1,6,0.33,39,0,1,3,1,0,/en/players/e599253a/matchlogs/2018-2019/gca/Mario-Pasalic-Match-Logs
387,Manuel Pasqual,it,"DF,MF",Empoli,36,1982,14.9,32,2.15,23,7,0,1,1,2,0.13,23,7,0,1,1,0,/en/players/548902cc/matchlogs/2018-2019/gca/Manuel-Pasqual-Match-Logs
388,Javier Pastore,ar,MF,Roma,29,1989,6.6,36,5.43,25,5,3,2,1,0,0.00,25,5,3,2,1,0,/en/players/881ef58c/matchlogs/2018-2019/gca/Javier-Pastore-Match-Logs
389,Patric,es,"DF,MF",Lazio,25,1993,12.1,19,1.58,18,1,0,0,0,3,0.25,18,1,0,0,0,0,/en/players/f7223718/matchlogs/2018-2019/gca/Patric-Match-Logs
390,Leonardo Pavoletti,it,FW,Cagliari,29,1988,30.4,53,1.74,41,0,2,8,2,4,0.13,41,0,2,8,2,0,/en/players/d37b0350/matchlogs/2018-2019/gca/Leonardo-Pavoletti-Match-Logs
391,Nehuén Paz,ar,DF,Bologna,25,1993,1.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/42b1a58a/matchlogs/2018-2019/gca/Nehuen-Paz-Match-Logs
392,João Pedro,br,"FW,MF",Cagliari,26,1992,28.4,74,2.61,44,12,2,9,7,6,0.21,44,12,2,9,7,0,/en/players/81255c03/matchlogs/2018-2019/gca/Joao-Pedro-Match-Logs
393,Gianluca Pegolo,it,GK,Sassuolo,37,1981,2.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f058ed1f/matchlogs/2018-2019/gca/Gianluca-Pegolo-Match-Logs
394,Lorenzo Pellegrini,it,MF,Roma,22,1996,20.2,89,4.40,50,25,3,5,6,5,0.25,50,25,3,5,6,0,/en/players/4a5a45c7/matchlogs/2018-2019/gca/Lorenzo-Pellegrini-Match-Logs
395,Luca Pellegrini,it,DF,Roma,19,1999,1.8,2,1.12,2,0,0,0,0,1,0.56,2,0,0,0,0,0,/en/players/3b61c9ec/matchlogs/2018-2019/gca/Luca-Pellegrini-Match-Logs
396,Luca Pellegrini,it,DF,Cagliari,19,1999,10.4,16,1.53,13,1,2,0,0,1,0.10,13,1,2,0,0,0,/en/players/3b61c9ec/matchlogs/2018-2019/gca/Luca-Pellegrini-Match-Logs
397,Sergio Pellissier,it,FW,Chievo,39,1979,10.6,22,2.08,19,0,0,2,1,1,0.09,19,0,0,2,1,0,/en/players/878ee034/matchlogs/2018-2019/gca/Sergio-Pellissier-Match-Logs
398,Federico Peluso,it,DF,Sassuolo,34,1984,15.1,4,0.27,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/4f2908e5/matchlogs/2018-2019/gca/Federico-Peluso-Match-Logs
399,Pepín,gq,MF,Parma,21,1996,0.9,1,1.17,1,0,0,0,0,1,1.17,1,0,0,0,0,0,/en/players/7afb1573/matchlogs/2018-2019/gca/Pepin-Match-Logs
400,Pedro Pereira,pt,"DF,MF",Genoa,20,1998,15.4,29,1.89,21,6,0,1,1,1,0.07,21,6,0,1,1,0,/en/players/c77be0cf/matchlogs/2018-2019/gca/Pedro-Pereira-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
401,Stipe Perica,hr,FW,Frosinone,23,1995,5.3,9,1.69,5,0,0,2,2,1,0.19,5,0,0,2,2,0,/en/players/269b4638/matchlogs/2018-2019/gca/Stipe-Perica-Match-Logs
402,Mattia Perin,it,GK,Juventus,25,1992,9.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/4c62d0c8/matchlogs/2018-2019/gca/Mattia-Perin-Match-Logs
403,Ivan Perišić,hr,"FW,MF",Inter,29,1989,30.0,102,3.40,79,8,3,10,2,9,0.30,79,8,3,10,2,0,/en/players/6fe90922/matchlogs/2018-2019/gca/Ivan-Perisic-Match-Logs
404,Diego Perotti,ar,"FW,MF",Roma,30,1988,7.4,34,4.58,24,4,1,4,1,1,0.13,24,4,1,4,1,0,/en/players/a40d5a0c/matchlogs/2018-2019/gca/Diego-Perotti-Match-Logs
405,Matteo Pessina,it,MF,Atalanta,21,1997,2.6,4,1.53,4,0,0,0,0,2,0.77,4,0,0,0,0,0,/en/players/780e3631/matchlogs/2018-2019/gca/Matteo-Pessina-Match-Logs
406,Andrea Petagna,it,FW,SPAL,23,1995,33.7,68,2.02,56,1,4,3,4,7,0.21,56,1,4,3,4,0,/en/players/03f946ed/matchlogs/2018-2019/gca/Andrea-Petagna-Match-Logs
407,Germán Pezzella,ar,DF,Fiorentina,27,1991,31.7,15,0.47,13,1,0,1,0,3,0.09,13,1,0,1,0,0,/en/players/8c725b43/matchlogs/2018-2019/gca/German-Pezzella-Match-Logs
408,Giuseppe Pezzella,it,DF,Genoa,20,1997,1.2,1,0.80,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/149c5f5d/matchlogs/2018-2019/gca/Giuseppe-Pezzella-Match-Logs
409,Giuseppe Pezzella,it,"DF,MF",Udinese,20,1997,2.0,3,1.47,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/149c5f5d/matchlogs/2018-2019/gca/Giuseppe-Pezzella-Match-Logs
410,Krzysztof Piątek,pl,FW,Milan,23,1995,15.3,34,2.23,21,0,2,4,7,3,0.20,21,0,2,4,7,0,/en/players/17f3620a/matchlogs/2018-2019/gca/Krzysztof-Piatek-Match-Logs
411,Krzysztof Piątek,pl,FW,Genoa,23,1995,17.7,41,2.32,26,0,3,4,7,3,0.17,26,0,3,4,7,1,/en/players/17f3620a/matchlogs/2018-2019/gca/Krzysztof-Piatek-Match-Logs
412,Lucas Piazon,br,"MF,FW",Chievo,24,1994,0.9,2,2.14,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/f201798c/matchlogs/2018-2019/gca/Lucas-Piazon-Match-Logs
413,Roberto Piccoli,it,FW,Atalanta,17,2001,0.5,1,1.87,0,0,0,1,0,0,0.00,0,0,0,1,0,0,/en/players/1cadaf34/matchlogs/2018-2019/gca/Roberto-Piccoli-Match-Logs
414,Andrea Pinamonti,it,FW,Frosinone,19,1999,18.1,38,2.10,30,0,3,4,1,8,0.44,30,0,3,4,1,0,/en/players/08aa9cd1/matchlogs/2018-2019/gca/Andrea-Pinamonti-Match-Logs
415,Carlo Pinsoglio,it,GK,Juventus,28,1990,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f6a06749/matchlogs/2018-2019/gca/Carlo-Pinsoglio-Match-Logs
416,Fabio Pisacane,it,DF,Cagliari,32,1986,25.2,7,0.28,6,0,0,1,0,1,0.04,6,0,0,1,0,0,/en/players/56400c01/matchlogs/2018-2019/gca/Fabio-Pisacane-Match-Logs
417,Marko Pjaca,hr,"FW,MF",Fiorentina,23,1995,8.3,32,3.84,22,1,5,3,1,1,0.12,22,1,5,3,1,0,/en/players/2c38b327/matchlogs/2018-2019/gca/Marko-Pjaca-Match-Logs
418,Miralem Pjanić,ba,MF,Juventus,28,1990,25.3,110,4.34,65,41,0,2,1,8,0.32,65,41,0,2,1,1,/en/players/ad6df2d5/matchlogs/2018-2019/gca/Miralem-Pjanic-Match-Logs
419,Andrea Poli,it,MF,Bologna,28,1989,21.5,31,1.44,25,1,2,3,0,1,0.05,25,1,2,3,0,0,/en/players/b3fd7075/matchlogs/2018-2019/gca/Andrea-Poli-Match-Logs
420,Matteo Politano,it,"FW,MF",Inter,24,1993,28.3,124,4.38,85,23,5,6,5,12,0.42,85,23,5,6,5,0,/en/players/5e861944/matchlogs/2018-2019/gca/Matteo-Politano-Match-Logs
421,Giacomo Poluzzi,it,GK,SPAL,30,1988,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/07f55871/matchlogs/2018-2019/gca/Giacomo-Poluzzi-Match-Logs
422,Manolo Portanova,it,MF,Juventus,18,2000,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c8c0dccd/matchlogs/2018-2019/gca/Manolo-Portanova-Match-Logs
423,Dennis Praet,be,MF,Sampdoria,24,1994,32.1,78,2.43,62,6,2,2,6,4,0.12,62,6,2,2,6,0,/en/players/86695068/matchlogs/2018-2019/gca/Dennis-Praet-Match-Logs
424,Silvio Proto,be,GK,Lazio,35,1983,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c8a88acd/matchlogs/2018-2019/gca/Silvio-Proto-Match-Logs
425,Ivan Provedel,it,GK,Empoli,24,1994,16.0,3,0.19,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/277da414/matchlogs/2018-2019/gca/Ivan-Provedel-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
426,Manuel Pucciarelli,it,FW,Chievo,27,1991,3.4,3,0.89,2,1,0,0,0,0,0.00,2,1,0,0,0,0,/en/players/a1c7b425/matchlogs/2018-2019/gca/Manuel-Pucciarelli-Match-Logs
427,Erick Pulgar,cl,MF,Bologna,24,1994,26.2,101,3.86,54,39,1,2,3,11,0.42,54,39,1,2,3,2,/en/players/4611e028/matchlogs/2018-2019/gca/Erick-Pulgar-Match-Logs
428,Ignacio Pussetto,ar,"FW,MF",Udinese,22,1995,24.2,66,2.73,41,1,11,4,9,9,0.37,41,1,11,4,9,0,/en/players/62437b4f/matchlogs/2018-2019/gca/Ignacio-Pussetto-Match-Logs
429,Fabio Quagliarella,it,FW,Sampdoria,35,1983,35.5,76,2.14,56,0,4,10,6,18,0.51,56,0,4,10,6,0,/en/players/ee4f2f3b/matchlogs/2018-2019/gca/Fabio-Quagliarella-Match-Logs
430,Ivan Radovanović,rs,MF,Chievo,29,1988,19.0,24,1.27,22,0,1,1,0,1,0.05,22,0,1,1,0,0,/en/players/023937a9/matchlogs/2018-2019/gca/Ivan-Radovanovic-Match-Logs
431,Ivan Radovanović,rs,MF,Genoa,29,1988,14.2,25,1.76,22,1,1,1,0,0,0.00,22,1,1,1,0,0,/en/players/023937a9/matchlogs/2018-2019/gca/Ivan-Radovanovic-Match-Logs
432,Ionuț Radu,ro,GK,Genoa,21,1997,33.0,8,0.24,6,2,0,0,0,0,0.00,6,2,0,0,0,0,/en/players/67f649be/matchlogs/2018-2019/gca/Ionut-Radu-Match-Logs
433,Ștefan Radu,ro,DF,Lazio,31,1986,24.9,27,1.08,24,0,0,2,1,1,0.04,24,0,0,2,1,0,/en/players/53de807a/matchlogs/2018-2019/gca/Stefan-Radu-Match-Logs
434,Gastón Ramírez,uy,"MF,FW",Sampdoria,27,1990,17.5,51,2.91,34,12,1,1,3,7,0.40,34,12,1,1,3,0,/en/players/2c851997/matchlogs/2018-2019/gca/Gaston-Ramirez-Match-Logs
435,Andrea Ranocchia,it,"DF,MF",Inter,30,1988,0.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/539230cf/matchlogs/2018-2019/gca/Andrea-Ranocchia-Match-Logs
436,Jacob Rasmussen,dk,"DF,MF",Empoli,21,1997,11.3,7,0.62,5,0,0,2,0,1,0.09,5,0,0,2,0,0,/en/players/283699b4/matchlogs/2018-2019/gca/Jacob-Rasmussen-Match-Logs
437,Giacomo Raspadori,it,DF,Sassuolo,18,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/6e058f06/matchlogs/2018-2019/gca/Giacomo-Raspadori-Match-Logs
438,Arkadiusz Reca,pl,"DF,FW",Atalanta,23,1995,0.5,2,3.67,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/6213fd82/matchlogs/2018-2019/gca/Arkadiusz-Reca-Match-Logs
439,Vasco Regini,it,DF,SPAL,27,1990,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/339c6ed4/matchlogs/2018-2019/gca/Vasco-Regini-Match-Logs
440,Pepe Reina,es,GK,Milan,35,1982,3.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/e358587b/matchlogs/2018-2019/gca/Pepe-Reina-Match-Logs
441,Emiliano Rigoni,ar,"FW,MF",Atalanta,25,1993,5.8,19,3.28,12,3,1,3,0,3,0.52,12,3,1,3,0,0,/en/players/a1216563/matchlogs/2018-2019/gca/Emiliano-Rigoni-Match-Logs
442,Luca Rigoni,it,MF,Parma,33,1984,19.6,18,0.92,17,0,0,1,0,1,0.05,17,0,0,1,0,0,/en/players/4dba2a97/matchlogs/2018-2019/gca/Luca-Rigoni-Match-Logs
443,Nicola Rigoni,it,MF,Chievo,27,1990,21.7,27,1.25,22,1,1,1,2,3,0.14,22,1,1,1,2,0,/en/players/e327bd76/matchlogs/2018-2019/gca/Nicola-Rigoni-Match-Logs
444,Tomás Rincón,ve,MF,Torino,30,1988,31.1,65,2.09,52,4,4,2,3,5,0.16,52,4,4,2,3,0,/en/players/f1cfc209/matchlogs/2018-2019/gca/Tomas-Rincon-Match-Logs
445,Alejandro Rodríguez,es,FW,Empoli,27,1991,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7602ddf6/matchlogs/2018-2019/gca/Alejandro-Rodriguez-Match-Logs
446,Ricardo Rodríguez,ch,DF,Milan,25,1992,33.9,53,1.57,48,2,1,0,2,3,0.09,48,2,1,0,2,0,/en/players/7f78ad23/matchlogs/2018-2019/gca/Ricardo-Rodriguez-Match-Logs
447,Marko Rog,hr,MF,Napoli,23,1995,3.7,4,1.08,2,1,1,0,0,0,0.00,2,1,1,0,0,0,/en/players/b6b2b820/matchlogs/2018-2019/gca/Marko-Rog-Match-Logs
448,Rogério,br,"DF,MF",Sassuolo,20,1998,29.7,33,1.11,28,3,0,1,1,3,0.10,28,3,0,1,1,0,/en/players/10e7f486/matchlogs/2018-2019/gca/Rogerio-Match-Logs
449,Esteban Rolón,ar,MF,Genoa,23,1995,11.6,21,1.81,15,1,3,1,1,0,0.00,15,1,3,1,1,0,/en/players/10e25802/matchlogs/2018-2019/gca/Esteban-Rolon-Match-Logs
450,Filippo Romagna,it,DF,Cagliari,21,1997,16.4,4,0.24,2,1,0,1,0,1,0.06,2,1,0,1,0,0,/en/players/84594618/matchlogs/2018-2019/gca/Filippo-Romagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
451,Alessio Romagnoli,it,DF,Milan,23,1995,31.6,14,0.44,12,0,0,2,0,3,0.09,12,0,0,2,0,0,/en/players/3ead85f9/matchlogs/2018-2019/gca/Alessio-Romagnoli-Match-Logs
452,Cristian Romero,ar,DF,Genoa,20,1998,26.0,12,0.46,9,1,0,1,1,3,0.12,9,1,0,1,1,0,/en/players/a3d94a58/matchlogs/2018-2019/gca/Cristian-Romero-Match-Logs
453,Rômulo,it,"MF,DF",Genoa,31,1987,15.0,41,2.73,20,15,3,3,0,3,0.20,20,15,3,3,0,0,/en/players/07abb358/matchlogs/2018-2019/gca/Romulo-Match-Logs
454,Rômulo,it,"DF,MF",Lazio,31,1987,8.6,20,2.32,14,6,0,0,0,3,0.35,14,6,0,0,0,0,/en/players/07abb358/matchlogs/2018-2019/gca/Romulo-Match-Logs
455,Cristiano Ronaldo,pt,FW,Juventus,33,1985,29.9,132,4.42,87,2,8,19,16,14,0.47,87,2,8,19,16,0,/en/players/dea698d9/matchlogs/2018-2019/gca/Cristiano-Ronaldo-Match-Logs
456,Marten de Roon,nl,MF,Atalanta,27,1991,33.1,71,2.15,67,0,1,2,1,9,0.27,67,0,1,2,1,0,/en/players/2a1beb34/matchlogs/2018-2019/gca/Marten-de-Roon-Match-Logs
457,Luca Rossettini,it,DF,Chievo,33,1985,20.3,4,0.20,3,0,0,1,0,1,0.05,3,0,0,1,0,0,/en/players/47a500ae/matchlogs/2018-2019/gca/Luca-Rossettini-Match-Logs
458,Francesco Rossi,it,GK,Atalanta,27,1991,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7b5f516f/matchlogs/2018-2019/gca/Francesco-Rossi-Match-Logs
459,Daniele Rugani,it,DF,Juventus,24,1994,15.0,4,0.27,3,0,0,1,0,0,0.00,3,0,0,1,0,0,/en/players/14b8fcdf/matchlogs/2018-2019/gca/Daniele-Rugani-Match-Logs
460,Mário Rui,pt,DF,Napoli,27,1991,15.7,55,3.49,51,1,1,0,2,3,0.19,51,1,1,0,2,0,/en/players/0b5a292a/matchlogs/2018-2019/gca/Mario-Rui-Match-Logs
461,Fabián Ruiz Peña,es,"MF,FW",Napoli,22,1996,22.1,115,5.20,97,2,11,3,1,11,0.50,97,2,11,3,1,1,/en/players/c0c7ff58/matchlogs/2018-2019/gca/Fabian-Ruiz-Pena-Match-Logs
462,Jacopo Sala,it,DF,Sampdoria,26,1991,16.9,31,1.84,26,1,2,1,1,4,0.24,26,1,2,1,1,0,/en/players/da5a981b/matchlogs/2018-2019/gca/Jacopo-Sala-Match-Logs
463,Bartosz Salamon,pl,DF,Frosinone,27,1991,19.2,9,0.47,8,1,0,0,0,1,0.05,8,1,0,0,0,0,/en/players/9b30df1e/matchlogs/2018-2019/gca/Bartosz-Salamon-Match-Logs
464,Paolo Sammarco,it,MF,Frosinone,35,1983,6.1,10,1.63,8,1,0,1,0,0,0.00,8,1,0,1,0,0,/en/players/3c1e4e84/matchlogs/2018-2019/gca/Paolo-Sammarco-Match-Logs
465,Antonio Sanabria,py,FW,Genoa,22,1996,8.5,14,1.64,11,0,1,0,2,0,0.00,11,0,1,0,2,0,/en/players/0a447501/matchlogs/2018-2019/gca/Antonio-Sanabria-Match-Logs
466,Sandro,br,MF,Genoa,29,1989,7.9,13,1.65,12,0,0,1,0,2,0.25,12,0,0,1,0,0,/en/players/c1c2c925/matchlogs/2018-2019/gca/Sandro-Match-Logs
467,Sandro,br,MF,Udinese,29,1989,6.6,9,1.36,7,0,0,2,0,0,0.00,7,0,0,2,0,0,/en/players/c1c2c925/matchlogs/2018-2019/gca/Sandro-Match-Logs
468,Alex Sandro,br,DF,Juventus,27,1991,26.5,67,2.53,61,1,1,1,2,6,0.23,61,1,1,1,2,1,/en/players/0d82903c/matchlogs/2018-2019/gca/Alex-Sandro-Match-Logs
469,Nicola Sansone,it,FW,Bologna,26,1991,12.7,42,3.32,30,1,1,4,5,8,0.63,30,1,1,4,5,1,/en/players/7eb97a8e/matchlogs/2018-2019/gca/Nicola-Sansone-Match-Logs
470,Federico Santander,py,FW,Bologna,27,1991,22.9,63,2.75,51,0,2,8,2,6,0.26,51,0,2,8,2,0,/en/players/df85d472/matchlogs/2018-2019/gca/Federico-Santander-Match-Logs
471,Davide Santon,it,DF,Roma,27,1991,11.2,27,2.41,20,2,2,0,3,3,0.27,20,2,2,0,3,0,/en/players/88c89891/matchlogs/2018-2019/gca/Davide-Santon-Match-Logs
472,Samir Santos,br,DF,Udinese,23,1994,20.0,20,1.00,15,2,0,3,0,3,0.15,15,2,0,3,0,0,/en/players/92b4758e/matchlogs/2018-2019/gca/Samir-Santos-Match-Logs
473,Riccardo Saponara,it,"MF,FW",Sampdoria,26,1991,10.1,43,4.28,36,1,2,0,4,8,0.80,36,1,2,0,4,0,/en/players/3bb7af3b/matchlogs/2018-2019/gca/Riccardo-Saponara-Match-Logs
474,Marco Sau,it,FW,Cagliari,30,1987,6.2,15,2.42,12,0,0,0,3,2,0.32,12,0,0,0,3,0,/en/players/1ad1f50d/matchlogs/2018-2019/gca/Marco-Sau-Match-Logs
475,Marco Sau,it,"MF,FW",Sampdoria,30,1987,0.6,1,1.64,0,0,0,0,1,1,1.64,0,0,0,0,1,0,/en/players/1ad1f50d/matchlogs/2018-2019/gca/Marco-Sau-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
476,Ezequiel Schelotto,it,"DF,MF",Chievo,29,1989,1.6,6,3.78,6,0,0,0,0,0,0.00,6,0,0,0,0,0,/en/players/a6e316c1/matchlogs/2018-2019/gca/Ezequiel-Schelotto-Match-Logs
477,Nicolás Schiappacasse,uy,FW,Parma,19,1999,0.9,1,1.11,0,0,0,0,1,0,0.00,0,0,0,0,1,0,/en/players/afe31d55/matchlogs/2018-2019/gca/Nicolas-Schiappacasse-Match-Logs
478,Pasquale Schiattarella,it,MF,SPAL,31,1987,20.5,61,2.98,40,17,1,0,3,5,0.24,40,17,1,0,3,0,/en/players/bd84fc61/matchlogs/2018-2019/gca/Pasquale-Schiattarella-Match-Logs
479,Patrik Schick,cz,FW,Roma,22,1996,14.6,32,2.19,21,0,4,4,3,5,0.34,21,0,4,4,3,0,/en/players/5d4f7d61/matchlogs/2018-2019/gca/Patrik-Schick-Match-Logs
480,Matteo Scozzarella,it,MF,Parma,30,1988,16.2,32,1.97,15,14,1,2,0,5,0.31,15,14,1,2,0,0,/en/players/ea164f99/matchlogs/2018-2019/gca/Matteo-Scozzarella-Match-Logs
481,Simone Scuffet,it,GK,Udinese,22,1996,9.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/41bd99ea/matchlogs/2018-2019/gca/Simone-Scuffet-Match-Logs
482,Andrea Seculin,it,GK,Chievo,28,1990,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c4f573f4/matchlogs/2018-2019/gca/Andrea-Seculin-Match-Logs
483,Adrian Šemper,hr,GK,Chievo,20,1998,6.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f02dde20/matchlogs/2018-2019/gca/Adrian-Semper-Match-Logs
484,Stefano Sensi,it,MF,Sassuolo,22,1995,21.9,87,3.97,61,19,3,2,2,7,0.32,61,19,3,2,2,0,/en/players/b70bde8f/matchlogs/2018-2019/gca/Stefano-Sensi-Match-Logs
485,Luigi Sepe,it,GK,Parma,27,1991,37.0,3,0.08,1,2,0,0,0,0,0.00,1,2,0,0,0,0,/en/players/343f753a/matchlogs/2018-2019/gca/Luigi-Sepe-Match-Logs
486,Leonardo Sernicola,it,FW,Sassuolo,21,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/dd7febd8/matchlogs/2018-2019/gca/Leonardo-Sernicola-Match-Logs
487,Stephan El Shaarawy,it,FW,Roma,25,1992,23.4,89,3.81,66,1,11,8,3,12,0.51,66,1,11,8,3,0,/en/players/d3aaad90/matchlogs/2018-2019/gca/Stephan-El-Shaarawy-Match-Logs
488,Francisco Sierralta,cl,DF,Parma,21,1997,3.0,2,0.67,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/0f933743/matchlogs/2018-2019/gca/Francisco-Sierralta-Match-Logs
489,Luca Siligardi,it,FW,Parma,30,1988,18.2,43,2.36,22,9,7,1,4,6,0.33,22,9,7,1,4,0,/en/players/1cac99dc/matchlogs/2018-2019/gca/Luca-Siligardi-Match-Logs
490,Matheus Pereira da Silva,br,MF,Juventus,20,1998,1.0,2,1.96,1,1,0,0,0,1,0.98,1,1,0,0,0,0,/en/players/bef22bc4/matchlogs/2018-2019/gca/Matheus-Pereira-da-Silva-Match-Logs
491,Matías Silvestre,ar,DF,Empoli,33,1984,34.0,13,0.38,10,0,0,2,0,2,0.06,10,0,0,2,0,1,/en/players/b6ca47a2/matchlogs/2018-2019/gca/Matias-Silvestre-Match-Logs
492,Giovanni Simeone,ar,FW,Fiorentina,23,1995,27.3,66,2.42,48,0,6,6,5,7,0.26,48,0,6,6,5,1,/en/players/343c0d52/matchlogs/2018-2019/gca/Giovanni-Simeone-Match-Logs
493,Lorenco Šimić,hr,DF,SPAL,22,1996,2.6,1,0.38,0,0,0,1,0,0,0.00,0,0,0,1,0,0,/en/players/65e4dede/matchlogs/2018-2019/gca/Lorenco-Simic-Match-Logs
494,Salvatore Sirigu,it,GK,Torino,31,1987,35.2,5,0.14,3,2,0,0,0,0,0.00,3,2,0,0,0,0,/en/players/10dc46f0/matchlogs/2018-2019/gca/Salvatore-Sirigu-Match-Logs
495,Łukasz Skorupski,pl,GK,Bologna,27,1991,38.0,2,0.05,1,1,0,0,0,0,0.00,1,1,0,0,0,0,/en/players/ab4449d6/matchlogs/2018-2019/gca/Lukasz-Skorupski-Match-Logs
496,Milan Škriniar,sk,DF,Inter,23,1995,35.0,17,0.49,16,0,0,1,0,1,0.03,16,0,0,1,0,0,/en/players/30f5ffa9/matchlogs/2018-2019/gca/Milan-Skriniar-Match-Logs
