Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
106,Federico Chiesa,it,"FW,MF",Fiorentina,20,1997,33.7,981,909,72,5,6,196,33,97,11,0,0,0,608,202,171,195,696,22,52,7,673,6,0,29,49,/en/players/b0f7e36c/matchlogs/2018-2019/passing_types/Federico-Chiesa-Match-Logs
107,Vlad Chiricheș,ro,DF,Napoli,28,1989,1.6,134,130,4,4,0,23,8,0,0,0,0,0,113,8,13,16,113,1,0,1,124,0,0,1,1,/en/players/c316607a/matchlogs/2018-2019/passing_types/Vlad-Chiriches-Match-Logs
108,Camillo Ciano,it,"FW,MF",Frosinone,28,1990,27.3,983,776,207,72,5,151,80,226,81,21,6,1,478,166,339,687,231,34,10,7,602,6,6,20,59,/en/players/2114abf9/matchlogs/2018-2019/passing_types/Camillo-Ciano-Match-Logs
109,Amato Ciciretti,it,"FW,MF",Parma,24,1993,1.5,62,59,3,1,0,3,4,4,1,0,0,0,42,11,9,52,8,2,0,0,46,0,0,3,2,/en/players/1ab0b878/matchlogs/2018-2019/passing_types/Amato-Ciciretti-Match-Logs
110,Luca Cigarini,it,MF,Cagliari,32,1986,18.7,1366,1222,144,91,1,199,60,71,50,8,11,5,812,150,404,139,1137,70,1,5,1064,6,11,19,18,/en/players/ae64d449/matchlogs/2018-2019/passing_types/Luca-Cigarini-Match-Logs
111,Daniel Ciofani,it,FW,Frosinone,33,1985,18.0,341,319,22,0,0,103,4,4,0,0,0,0,159,102,80,79,141,45,0,14,234,6,0,8,10,/en/players/b09a3ecc/matchlogs/2018-2019/passing_types/Daniel-Ciofani-Match-Logs
112,Thiago Cionek,pl,DF,SPAL,32,1986,28.2,1637,1443,194,66,0,253,16,20,0,0,0,0,1056,185,396,242,1165,74,128,1,1303,0,0,21,34,/en/players/46f5c54d/matchlogs/2018-2019/passing_types/Thiago-Cionek-Match-Logs
113,Omar Colley,gm,DF,Sampdoria,25,1992,19.6,1110,1059,51,49,0,129,40,2,0,0,0,0,844,105,161,689,320,75,2,7,982,1,0,5,8,/en/players/8b95acda/matchlogs/2018-2019/passing_types/Omar-Colley-Match-Logs
114,Andrea Consigli,it,GK,Sassuolo,31,1987,35.7,1172,761,411,129,0,103,40,0,0,0,0,0,549,73,550,61,892,1,0,161,849,6,0,5,3,/en/players/8cabdc1e/matchlogs/2018-2019/passing_types/Andrea-Consigli-Match-Logs
115,Andrea Conti,it,DF,Milan,24,1994,5.6,361,300,61,3,0,70,1,20,2,0,1,0,227,79,55,23,272,6,56,0,300,1,1,7,12,/en/players/8fef5412/matchlogs/2018-2019/passing_types/Andrea-Conti-Match-Logs
116,Gabriele Corbo,it,DF,Bologna,18,2000,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,/en/players/091795f2/matchlogs/2018-2019/passing_types/Gabriele-Corbo-Match-Logs
117,Ante Ćorić,hr,MF,Roma,21,1997,0.3,14,12,2,0,0,4,1,4,2,0,0,0,8,2,4,0,14,0,0,0,10,0,0,0,0,/en/players/2d3f7367/matchlogs/2018-2019/passing_types/Ante-Coric-Match-Logs
118,Joaquín Correa,ar,"FW,MF",Lazio,23,1994,21.4,883,838,45,10,5,200,16,18,14,0,0,0,733,89,61,81,748,14,14,13,748,8,0,20,21,/en/players/45b9b619/matchlogs/2018-2019/passing_types/Joaquin-Correa-Match-Logs
119,Douglas Costa,br,"FW,MF",Juventus,27,1990,6.9,348,330,18,2,3,54,16,46,12,0,0,0,243,52,53,303,35,4,4,2,271,0,0,8,14,/en/players/4fa7cb9b/matchlogs/2018-2019/passing_types/Douglas-Costa-Match-Logs
120,Filippo Costa,it,"MF,DF",SPAL,23,1995,6.3,248,198,50,2,0,37,9,17,3,0,2,0,123,36,89,158,25,14,45,2,179,2,2,7,5,/en/players/00528660/matchlogs/2018-2019/passing_types/Filippo-Costa-Match-Logs
121,Alessio Cragno,it,GK,Cagliari,24,1994,38.0,1252,764,488,126,1,100,13,1,0,0,0,0,419,42,791,86,948,1,1,172,813,4,0,2,5,/en/players/f554e29b/matchlogs/2018-2019/passing_types/Alessio-Cragno-Match-Logs
122,Domenico Criscito,it,DF,Genoa,31,1986,34.1,1755,1464,291,82,4,285,81,165,31,2,10,5,915,296,544,1302,174,77,178,7,1267,5,10,28,51,/en/players/35dd6d80/matchlogs/2018-2019/passing_types/Domenico-Criscito-Match-Logs
123,Lorenzo Crisetig,it,MF,Frosinone,25,1993,5.6,198,194,4,4,0,40,13,1,0,0,0,0,148,22,28,133,50,13,0,0,169,1,0,2,4,/en/players/f54dfca8/matchlogs/2018-2019/passing_types/Lorenzo-Crisetig-Match-Logs
124,Bryan Cristante,it,MF,Roma,23,1995,26.9,1336,1312,24,20,2,286,43,25,0,0,0,0,936,191,209,148,1091,47,4,6,1085,4,0,37,28,/en/players/16657b95/matchlogs/2018-2019/passing_types/Bryan-Cristante-Match-Logs
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,1.6,29,29,0,0,0,8,1,1,0,0,0,0,20,5,4,3,21,1,0,1,23,0,0,0,1,/en/players/b6667741/matchlogs/2018-2019/passing_types/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,13.6,811,786,25,4,2,82,53,52,2,0,0,1,557,111,143,82,675,24,19,2,684,2,0,15,17,/en/players/0ab1f153/matchlogs/2018-2019/passing_types/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,16.2,335,311,24,0,2,67,7,19,0,0,0,0,237,53,45,48,255,15,4,8,241,0,0,8,21,/en/players/a4fe8cda/matchlogs/2018-2019/passing_types/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,16.6,665,545,120,6,3,136,18,57,2,0,1,0,350,166,149,121,413,17,111,1,466,5,1,16,47,/en/players/060606ec/matchlogs/2018-2019/passing_types/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,28.7,1918,1641,277,37,1,251,37,60,1,0,0,0,1231,312,375,393,1222,46,239,8,1615,2,0,24,38,/en/players/44eb9093/matchlogs/2018-2019/passing_types/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,9.2,423,391,32,10,2,102,5,14,0,0,0,0,283,76,64,61,297,26,22,3,342,1,0,6,9,/en/players/c53083ad/matchlogs/2018-2019/passing_types/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,26.2,1277,1174,103,62,1,161,21,12,0,0,0,0,894,131,252,1043,100,69,40,3,1091,4,0,16,11,/en/players/8cea6319/matchlogs/2018-2019/passing_types/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,0.5,25,20,5,0,0,4,1,3,3,0,1,0,18,4,3,1,21,1,2,0,20,0,1,1,1,/en/players/59a3efba/matchlogs/2018-2019/passing_types/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,0,0,2,0,0,1,0,/en/players/54e0c0cc/matchlogs/2018-2019/passing_types/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,13.0,408,365,43,18,1,56,21,3,0,0,0,0,248,59,101,66,285,23,25,2,326,0,0,7,7,/en/players/952a03fe/matchlogs/2018-2019/passing_types/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,5.5,256,243,13,6,0,35,9,2,0,0,0,0,165,26,65,62,161,20,7,0,207,3,0,3,2,/en/players/952a03fe/matchlogs/2018-2019/passing_types/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,35.4,1837,1595,242,106,11,374,151,206,107,10,22,3,1087,241,509,75,1710,20,24,4,1295,10,22,36,65,/en/players/162efffd/matchlogs/2018-2019/passing_types/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,14.1,924,886,38,37,2,143,41,4,0,0,0,0,641,133,150,167,720,29,1,2,809,2,0,23,6,/en/players/532d2690/matchlogs/2018-2019/passing_types/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,19.4,1180,1019,161,22,1,211,48,42,1,0,1,0,759,181,240,155,825,42,138,5,987,2,1,32,33,/en/players/ae4e2852/matchlogs/2018-2019/passing_types/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,26.8,1220,973,247,7,1,179,34,113,1,0,0,0,495,278,447,106,698,125,239,4,791,3,0,14,64,/en/players/e74f0e59/matchlogs/2018-2019/passing_types/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,26.0,805,790,15,0,4,176,6,18,3,0,0,0,648,95,62,666,91,22,4,11,672,3,0,16,20,/en/players/854ee61a/matchlogs/2018-2019/passing_types/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,6.1,181,179,2,1,0,47,4,4,1,0,0,0,136,19,26,13,162,5,0,0,134,0,0,8,7,/en/players/7f267d66/matchlogs/2018-2019/passing_types/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,5.0,172,165,7,0,0,38,4,6,0,0,0,0,116,21,35,10,141,10,6,2,123,0,0,7,6,/en/players/7f267d66/matchlogs/2018-2019/passing_types/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,11.5,520,466,54,19,0,65,11,1,1,1,0,0,389,52,79,369,93,16,34,4,458,0,0,5,12,/en/players/b0243215/matchlogs/2018-2019/passing_types/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,1.2,69,58,11,1,2,17,2,6,0,0,0,0,40,9,20,45,10,3,10,0,50,0,0,2,4,/en/players/b0243215/matchlogs/2018-2019/passing_types/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14.0,704,671,33,27,0,81,8,1,0,0,0,0,551,59,94,61,571,31,6,4,619,1,0,5,3,/en/players/e3cceee6/matchlogs/2018-2019/passing_types/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,27.4,1228,970,258,16,4,209,29,104,2,0,0,0,584,307,337,63,851,54,240,5,890,5,0,34,42,/en/players/d97f2e8d/matchlogs/2018-2019/passing_types/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,1.2,17,17,0,0,0,7,0,3,0,0,0,0,8,6,3,1,16,0,0,0,7,0,0,0,1,/en/players/13c8e5f6/matchlogs/2018-2019/passing_types/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,3.9,184,176,8,5,1,33,2,8,0,0,0,0,106,41,37,32,122,18,2,5,136,1,0,5,5,/en/players/02b2937c/matchlogs/2018-2019/passing_types/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,5.5,90,80,10,0,0,23,1,5,1,0,0,0,40,19,31,5,55,17,0,3,49,1,0,1,3,/en/players/d7d32194/matchlogs/2018-2019/passing_types/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1.0,43,43,0,0,0,2,0,0,0,0,0,0,38,3,2,8,33,2,0,0,38,0,0,0,1,/en/players/e921b9db/matchlogs/2018-2019/passing_types/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,11.9,394,368,26,3,2,71,12,20,2,1,1,0,298,42,54,47,310,11,21,3,322,1,1,9,14,/en/players/1fca9171/matchlogs/2018-2019/passing_types/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,7.8,119,119,0,0,1,28,1,6,0,0,0,0,95,16,8,18,95,6,0,0,68,1,0,8,16,/en/players/434b8c73/matchlogs/2018-2019/passing_types/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37.0,2197,1877,320,39,4,385,28,127,0,0,0,0,1327,450,420,297,1545,48,281,5,1696,8,0,47,96,/en/players/230a2fac/matchlogs/2018-2019/passing_types/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,7.3,548,544,4,4,1,74,15,0,0,0,0,0,449,42,57,59,469,13,0,4,501,2,0,5,5,/en/players/bf309d24/matchlogs/2018-2019/passing_types/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,1.9,59,49,10,0,0,15,1,1,0,0,0,0,38,13,8,7,38,2,10,0,48,0,0,0,4,/en/players/12851227/matchlogs/2018-2019/passing_types/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,22.5,1009,781,228,8,1,169,19,84,1,0,0,0,516,190,303,617,96,47,219,2,722,0,0,18,47,/en/players/0a3065c8/matchlogs/2018-2019/passing_types/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,9.9,431,336,95,13,1,68,20,46,13,1,9,0,219,102,110,325,30,5,69,1,309,5,9,14,16,/en/players/970b8574/matchlogs/2018-2019/passing_types/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,2.3,61,58,3,0,0,13,2,9,1,0,0,1,39,11,11,13,44,1,0,3,40,0,0,1,3,/en/players/a74d2999/matchlogs/2018-2019/passing_types/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,9.9,500,481,19,16,0,93,22,8,0,0,0,0,342,73,85,412,59,23,1,3,403,2,0,5,9,/en/players/7f622eef/matchlogs/2018-2019/passing_types/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,15.4,595,573,22,19,0,81,17,4,0,0,0,0,437,43,115,40,499,37,2,2,497,1,0,9,4,/en/players/933d3b51/matchlogs/2018-2019/passing_types/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,20.1,1034,1001,33,25,0,153,33,1,0,0,0,0,814,105,115,207,745,49,7,5,930,2,0,4,9,/en/players/6eee05f1/matchlogs/2018-2019/passing_types/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,3.1,122,116,6,4,0,12,3,0,0,0,0,0,91,13,18,8,95,9,2,2,105,0,0,0,3,/en/players/b8673e18/matchlogs/2018-2019/passing_types/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,34.3,1161,802,359,66,0,90,20,0,0,0,0,0,719,57,385,91,846,0,1,195,958,0,0,6,1,/en/players/08f5afaa/matchlogs/2018-2019/passing_types/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,1.7,57,57,0,0,0,12,1,0,0,0,0,0,49,7,1,10,45,1,0,0,50,0,0,2,0,/en/players/384dd218/matchlogs/2018-2019/passing_types/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,0.9,7,7,0,0,0,3,0,0,0,0,0,0,4,1,2,2,2,1,0,1,6,0,0,0,1,/en/players/c1bcb2df/matchlogs/2018-2019/passing_types/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14.0,481,294,187,35,0,25,21,0,0,0,0,0,218,35,228,24,339,0,0,95,319,1,0,2,0,/en/players/085e71a7/matchlogs/2018-2019/passing_types/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,2.5,106,72,34,4,0,5,5,0,0,0,0,0,52,6,48,13,79,0,0,9,72,1,0,0,0,/en/players/085e71a7/matchlogs/2018-2019/passing_types/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,20.5,863,842,21,10,5,120,27,25,1,0,0,0,612,126,125,729,82,31,10,3,690,3,0,15,16,/en/players/528492ea/matchlogs/2018-2019/passing_types/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,3.6,164,137,27,6,0,31,7,18,1,0,0,0,100,24,40,114,23,7,20,0,121,1,0,1,2,/en/players/e5cd9da6/matchlogs/2018-2019/passing_types/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,23.7,1282,1143,139,26,3,198,96,85,57,0,2,0,885,180,217,1093,140,16,20,8,1079,8,2,22,35,/en/players/e0921a4f/matchlogs/2018-2019/passing_types/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,28.7,737,674,63,0,5,204,31,29,0,0,0,0,445,163,129,128,476,44,2,17,513,4,0,19,33,/en/players/3bb7f478/matchlogs/2018-2019/passing_types/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,19.4,710,673,37,24,4,159,25,14,3,0,0,0,537,68,105,130,532,29,7,1,549,3,0,10,37,/en/players/756959aa/matchlogs/2018-2019/passing_types/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,2.2,81,72,9,1,0,12,3,12,7,0,0,1,52,13,16,68,8,3,1,0,58,0,0,2,3,/en/players/8697c095/matchlogs/2018-2019/passing_types/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,0.9,34,29,5,4,0,8,1,2,1,0,0,0,25,1,8,29,4,1,0,0,29,0,0,0,0,/en/players/8697c095/matchlogs/2018-2019/passing_types/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,29.4,1673,1606,67,66,0,239,24,4,0,0,0,0,1307,197,169,254,1300,74,1,10,1457,2,0,29,26,/en/players/f503ea63/matchlogs/2018-2019/passing_types/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,4.0,177,166,11,2,0,26,11,13,8,0,0,0,130,19,28,34,136,3,1,0,134,2,0,6,6,/en/players/ae82fa48/matchlogs/2018-2019/passing_types/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,7.8,151,142,9,1,0,21,2,8,0,0,0,0,97,33,21,71,59,8,0,6,115,0,0,0,6,/en/players/a39b9ef6/matchlogs/2018-2019/passing_types/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,17.9,917,814,103,39,3,150,39,87,39,5,2,0,679,71,167,767,119,18,3,5,709,7,2,13,24,/en/players/440c84ed/matchlogs/2018-2019/passing_types/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,18.9,864,781,83,11,1,155,27,60,0,0,0,0,462,187,215,177,503,71,72,6,626,3,0,15,26,/en/players/9085dd7c/matchlogs/2018-2019/passing_types/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,32.8,1504,1263,241,17,1,258,48,161,20,1,1,0,861,320,323,1078,142,55,204,7,1132,2,1,22,64,/en/players/b7a5bc86/matchlogs/2018-2019/passing_types/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,13.3,335,323,12,3,4,74,6,18,1,0,1,0,272,38,25,42,276,10,3,4,266,0,1,8,18,/en/players/157d29b6/matchlogs/2018-2019/passing_types/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,7.8,243,228,15,2,0,53,7,13,5,0,0,0,187,39,17,24,206,6,4,2,188,0,0,3,7,/en/players/157d29b6/matchlogs/2018-2019/passing_types/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,1.9,50,45,5,0,0,9,1,1,0,0,0,0,29,12,9,30,6,8,3,0,37,0,0,0,0,/en/players/44510fde/matchlogs/2018-2019/passing_types/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,31.2,1414,1362,52,43,0,193,32,5,0,0,0,0,1043,150,221,196,1060,102,9,8,1210,1,0,14,10,/en/players/4e358a2d/matchlogs/2018-2019/passing_types/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,14.3,703,667,36,18,1,123,13,4,0,0,0,0,549,50,104,79,571,28,18,0,589,0,0,8,15,/en/players/15d0c248/matchlogs/2018-2019/passing_types/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,21.9,894,882,12,6,1,149,22,16,0,0,0,0,721,77,96,111,729,37,1,8,750,0,0,13,17,/en/players/3bb625ac/matchlogs/2018-2019/passing_types/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6.0,327,309,18,13,0,36,11,1,0,0,0,0,245,37,45,60,240,15,5,2,288,1,0,2,5,/en/players/d0dbca9f/matchlogs/2018-2019/passing_types/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,10.8,237,220,17,0,1,55,3,8,0,0,0,0,192,21,24,51,168,6,0,1,187,1,0,7,13,/en/players/df301450/matchlogs/2018-2019/passing_types/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,24.2,1471,1213,258,29,8,202,43,130,24,2,8,0,739,323,409,56,1149,47,205,5,1137,2,8,20,38,/en/players/e288d4b3/matchlogs/2018-2019/passing_types/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,29.3,1159,1140,19,8,3,197,44,35,1,0,0,0,932,114,113,168,944,26,9,5,976,2,0,27,31,/en/players/5313ed43/matchlogs/2018-2019/passing_types/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1.0,38,23,15,0,0,0,0,0,0,0,0,0,21,2,15,2,28,0,0,6,27,0,0,0,0,/en/players/71dac2c2/matchlogs/2018-2019/passing_types/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,33.6,2262,2145,117,100,4,317,41,17,1,0,0,0,1887,197,178,332,1812,75,15,6,1987,9,0,41,30,/en/players/98d2c2c4/matchlogs/2018-2019/passing_types/Remo-Freuler-Match-Logs
193,Nicolas Frey,fr,DF,Chievo,34,1984,2.5,122,97,25,4,0,14,1,1,0,0,0,0,58,14,50,10,86,3,21,0,98,0,0,1,2,/en/players/6378443d/matchlogs/2018-2019/passing_types/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,9.0,315,284,31,9,3,67,8,31,13,5,2,0,198,70,47,252,42,4,3,6,225,3,2,5,17,/en/players/8f866fe8/matchlogs/2018-2019/passing_types/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,0.1,11,11,0,0,0,2,0,0,0,0,0,0,9,2,0,3,8,0,0,0,10,0,0,0,0,/en/players/3b387cc7/matchlogs/2018-2019/passing_types/Gianluca-Gaetano-Match-Logs
196,Roberto Gagliardini,it,MF,Inter,24,1994,12.1,798,783,15,10,1,114,16,2,0,0,0,0,616,79,103,83,651,36,2,3,699,2,0,7,10,/en/players/ce30bfc8/matchlogs/2018-2019/passing_types/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,33.8,1376,1190,186,42,1,200,25,17,0,0,0,0,835,179,362,840,306,72,144,6,1030,8,0,29,41,/en/players/173061c0/matchlogs/2018-2019/passing_types/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,10.2,388,320,68,2,0,82,6,33,0,0,0,0,155,93,140,14,252,38,66,0,248,3,0,9,27,/en/players/93390969/matchlogs/2018-2019/passing_types/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,27.0,1134,1095,39,28,4,194,23,16,3,0,0,0,835,119,180,888,158,53,5,10,934,1,0,23,15,/en/players/8827bf46/matchlogs/2018-2019/passing_types/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,25.6,537,524,13,3,4,135,3,9,4,0,0,0,444,71,22,126,393,4,4,10,443,1,0,9,28,/en/players/e468c053/matchlogs/2018-2019/passing_types/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,5.7,238,200,38,1,0,38,10,29,2,0,0,0,113,60,65,25,172,4,35,0,159,4,0,4,17,/en/players/71dc23da/matchlogs/2018-2019/passing_types/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,12.8,1004,822,182,27,3,106,37,114,53,17,4,2,645,132,227,762,94,29,102,0,811,5,4,18,23,/en/players/c5adc293/matchlogs/2018-2019/passing_types/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,22.3,1090,962,128,37,2,200,51,127,61,4,7,1,678,158,254,157,884,27,10,7,778,2,7,39,48,/en/players/1c50f354/matchlogs/2018-2019/passing_types/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,13.1,623,489,134,7,0,117,10,21,0,0,0,0,305,131,187,365,104,20,127,2,469,2,0,18,21,/en/players/635b0bae/matchlogs/2018-2019/passing_types/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29.0,1162,974,188,53,0,153,26,21,0,0,0,0,592,146,424,85,831,82,135,4,839,4,0,9,17,/en/players/4b029b31/matchlogs/2018-2019/passing_types/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20.0,586,408,178,46,1,50,22,0,0,0,0,0,284,42,260,36,447,0,0,82,404,3,0,5,1,/en/players/f0f7f62f/matchlogs/2018-2019/passing_types/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,32.2,1974,1666,308,78,14,282,104,327,190,27,22,17,1253,217,504,340,1549,44,31,6,1496,7,22,39,51,/en/players/6e4df551/matchlogs/2018-2019/passing_types/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,19.2,682,468,214,67,0,56,15,0,1,0,0,0,352,21,309,34,508,1,0,120,481,5,0,1,0,/en/players/cecbce23/matchlogs/2018-2019/passing_types/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,8.3,334,313,21,11,0,43,8,1,0,0,0,0,199,33,102,20,258,29,10,3,258,0,0,1,7,/en/players/117beb8f/matchlogs/2018-2019/passing_types/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,3.7,145,140,5,1,0,18,7,13,0,0,0,0,84,19,42,44,90,9,1,0,106,0,0,1,4,/en/players/7d86864c/matchlogs/2018-2019/passing_types/Mirko-Gori-Match-Logs
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,21.6,1256,1073,183,21,0,194,27,87,1,0,0,0,769,258,229,956,69,43,161,4,936,10,0,22,48,/en/players/2d970560/matchlogs/2018-2019/passing_types/Robin-Gosens-Match-Logs
