Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
193,Nicolas Frey,fr,DF,Chievo,34,1984,5,3,227,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,/en/players/6378443d/matchlogs/2018-2019/summary/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,18,8,812,4,2,0,0,5,0,4,2,0.67,0.44,0.67,2.1,2.1,1.4,2.1,1.4,0.38,2.1,0.38,/en/players/8f866fe8/matchlogs/2018-2019/summary/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,2,0,8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,2.08,0.0,2.08,/en/players/3b387cc7/matchlogs/2018-2019/summary/Gianluca-Gaetano-Match-Logs
196,Roberto Gagliardini,it,MF,Inter,24,1994,19,13,"1,087",5,0,0,0,4,0,5,0,0.41,0.41,0.41,2.7,2.7,1.2,2.7,1.2,0.32,2.7,0.32,/en/players/ce30bfc8/matchlogs/2018-2019/summary/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,34,34,"3,045",0,2,0,0,7,0,0,2,0.06,0.00,0.06,1.3,1.3,1.2,1.3,1.2,0.07,1.3,0.07,/en/players/173061c0/matchlogs/2018-2019/summary/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,20,9,921,1,0,0,0,3,0,1,0,0.10,0.10,0.10,0.9,0.9,0.4,0.9,0.4,0.13,0.9,0.13,/en/players/93390969/matchlogs/2018-2019/summary/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,36,27,"2,426",3,3,0,0,9,0,3,3,0.22,0.11,0.22,2.8,2.8,2.2,2.8,2.2,0.18,2.8,0.18,/en/players/8827bf46/matchlogs/2018-2019/summary/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,30,27,"2,304",11,2,0,0,3,0,11,2,0.51,0.43,0.51,8.0,8.0,2.9,8.0,2.9,0.43,8.0,0.43,/en/players/e468c053/matchlogs/2018-2019/summary/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,9,6,514,1,0,0,0,4,0,1,0,0.18,0.18,0.18,0.3,0.3,0.5,0.3,0.5,0.15,0.3,0.15,/en/players/71dc23da/matchlogs/2018-2019/summary/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,16,12,"1,154",1,3,0,0,2,0,1,3,0.31,0.08,0.31,0.9,0.9,3.4,0.9,3.4,0.34,0.9,0.34,/en/players/c5adc293/matchlogs/2018-2019/summary/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,26,22,"2,009",3,1,1,2,8,0,3,1,0.18,0.09,0.13,4.0,2.5,3.9,4.0,3.9,0.35,2.5,0.28,/en/players/1c50f354/matchlogs/2018-2019/summary/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,16,13,"1,183",0,1,0,0,3,0,0,1,0.08,0.00,0.08,0.1,0.1,0.6,0.1,0.6,0.05,0.1,0.05,/en/players/635b0bae/matchlogs/2018-2019/summary/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29,29,"2,610",1,1,0,0,6,0,1,1,0.07,0.03,0.07,1.6,1.6,0.5,1.6,0.5,0.07,1.6,0.07,/en/players/4b029b31/matchlogs/2018-2019/summary/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20,20,"1,799",0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f0f7f62f/matchlogs/2018-2019/summary/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,35,34,"2,899",7,11,0,0,5,0,7,11,0.56,0.22,0.56,8.8,8.8,12.0,8.8,12.0,0.65,8.8,0.65,/en/players/6e4df551/matchlogs/2018-2019/summary/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,20,19,"1,724",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/cecbce23/matchlogs/2018-2019/summary/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,12,8,746,0,1,0,0,2,0,0,1,0.12,0.00,0.12,0.2,0.2,0.2,0.2,0.2,0.05,0.2,0.05,/en/players/117beb8f/matchlogs/2018-2019/summary/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,10,2,329,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.11,0.3,0.11,/en/players/7d86864c/matchlogs/2018-2019/summary/Mirko-Gori-Match-Logs
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,28,23,"1,942",3,2,0,0,2,0,3,2,0.23,0.14,0.23,2.0,2.0,2.6,2.0,2.6,0.22,2.0,0.22,/en/players/2d970560/matchlogs/2018-2019/summary/Robin-Gosens-Match-Logs
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/94230890/matchlogs/2018-2019/summary/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,7,5,462,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.7,0.7,0.3,0.7,0.3,0.18,0.7,0.18,/en/players/6cc97b6a/matchlogs/2018-2019/summary/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,3,2,157,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,/en/players/a1bedc05/matchlogs/2018-2019/summary/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/77e401c7/matchlogs/2018-2019/summary/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,14,8,835,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.3,0.3,0.3,0.3,0.3,0.07,0.3,0.07,/en/players/f1f1f238/matchlogs/2018-2019/summary/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,3,1,137,1,0,0,0,0,0,1,0,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,/en/players/86015b20/matchlogs/2018-2019/summary/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,6,5,392,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.02,0.0,0.02,/en/players/86015b20/matchlogs/2018-2019/summary/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,13,12,916,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.7,0.7,0.6,0.7,0.6,0.13,0.7,0.13,/en/players/e6ad16b2/matchlogs/2018-2019/summary/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,5,3,282,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.1,0.10,0.2,0.10,/en/players/4fac8f81/matchlogs/2018-2019/summary/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38,38,"3,420",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/74419746/matchlogs/2018-2019/summary/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,35,33,"2,973",5,5,0,0,5,0,5,5,0.30,0.15,0.30,4.4,4.4,4.6,4.4,4.6,0.27,4.4,0.27,/en/players/3b333ac3/matchlogs/2018-2019/summary/Hans-Hateboer-Match-Logs
223,Filip Helander,se,DF,Bologna,25,1993,20,19,"1,713",0,0,0,0,6,0,0,0,0.00,0.00,0.00,1.2,1.2,0.1,1.2,0.1,0.07,1.2,0.07,/en/players/27f0ddef/matchlogs/2018-2019/summary/Filip-Helander-Match-Logs
224,Dalbert Henrique,br,DF,Inter,24,1993,11,9,778,0,1,0,0,2,0,0,1,0.12,0.00,0.12,0.1,0.1,1.0,0.1,1.0,0.13,0.1,0.13,/en/players/f45f9427/matchlogs/2018-2019/summary/Dalbert-Henrique-Match-Logs
225,Përparim Hetemaj,fi,MF,Chievo,31,1986,30,25,"2,156",2,0,0,0,9,0,2,0,0.08,0.08,0.08,0.8,0.8,1.0,0.8,1.0,0.07,0.8,0.07,/en/players/90b70194/matchlogs/2018-2019/summary/Perparim-Hetemaj-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Gonzalo Higuaín,ar,FW,Milan,30,1987,15,15,"1,277",6,1,0,1,3,1,6,1,0.49,0.42,0.49,6.9,6.1,1.4,6.9,1.4,0.58,6.1,0.53,/en/players/8a08491a/matchlogs/2018-2019/summary/Gonzalo-Higuain-Match-Logs
227,Oscar Hiljemark,se,MF,Genoa,26,1992,17,15,"1,196",1,0,0,0,0,0,1,0,0.08,0.08,0.08,1.2,1.2,0.7,1.2,0.7,0.14,1.2,0.14,/en/players/98e958af/matchlogs/2018-2019/summary/Oscar-Hiljemark-Match-Logs
228,Vitor Hugo,br,DF,Fiorentina,27,1991,30,27,"2,470",0,2,0,0,7,1,0,2,0.07,0.00,0.07,0.9,0.9,0.8,0.9,0.8,0.06,0.9,0.06,/en/players/f2c1300a/matchlogs/2018-2019/summary/Vitor-Hugo-Match-Logs
229,Elseid Hysaj,al,DF,Napoli,24,1994,27,24,"2,107",0,2,0,0,4,0,0,2,0.09,0.00,0.09,0.6,0.6,0.8,0.6,0.8,0.06,0.6,0.06,/en/players/2f3452eb/matchlogs/2018-2019/summary/Elseid-Hysaj-Match-Logs
230,Simone Iacoponi,it,DF,Parma,31,1987,38,38,"3,346",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.8,0.8,0.8,0.8,0.8,0.04,0.8,0.04,/en/players/63071a3f/matchlogs/2018-2019/summary/Simone-Iacoponi-Match-Logs
231,Roger Ibanez,br,FW,Atalanta,19,1998,1,0,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/82efe6fa/matchlogs/2018-2019/summary/Roger-Ibanez-Match-Logs
232,Mauro Icardi,ar,FW,Inter,25,1993,29,24,"2,267",11,4,5,6,0,0,11,4,0.60,0.24,0.40,15.9,11.4,4.3,15.9,4.3,0.80,11.4,0.62,/en/players/43b78598/matchlogs/2018-2019/summary/Mauro-Icardi-Match-Logs
233,Salvador Ichazo,uy,GK,Torino,26,1992,3,2,251,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/514f0896/matchlogs/2018-2019/summary/Salvador-Ichazo-Match-Logs
234,Josip Iličić,si,"FW,MF",Atalanta,30,1988,31,23,"2,145",12,7,0,1,5,1,12,7,0.80,0.50,0.80,9.9,9.1,6.3,9.9,6.3,0.68,9.1,0.65,/en/players/68252d6d/matchlogs/2018-2019/summary/Josip-Ilicic-Match-Logs
235,Ciro Immobile,it,FW,Lazio,28,1990,36,31,"2,859",15,6,4,4,6,0,15,6,0.66,0.35,0.54,15.6,12.5,5.6,15.6,5.6,0.67,12.5,0.57,/en/players/4431aed2/matchlogs/2018-2019/summary/Ciro-Immobile-Match-Logs
236,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,3,1,97,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.08,0.1,0.08,/en/players/4133cfcf/matchlogs/2018-2019/summary/Svante-Ingelsson-Match-Logs
237,Roberto Inglese,it,FW,Parma,26,1991,25,23,"1,965",9,0,2,2,3,0,9,0,0.41,0.32,0.32,7.4,5.9,0.9,7.4,0.9,0.38,5.9,0.31,/en/players/6c1f7328/matchlogs/2018-2019/summary/Roberto-Inglese-Match-Logs
238,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,28,24,"2,073",10,6,1,2,6,1,10,6,0.69,0.39,0.65,10.8,9.3,5.6,10.8,5.6,0.71,9.3,0.64,/en/players/2f557579/matchlogs/2018-2019/summary/Lorenzo-Insigne-Match-Logs
239,Artur Ioniță,md,MF,Cagliari,27,1990,37,34,"2,968",3,2,0,0,4,1,3,2,0.15,0.09,0.15,3.4,3.4,1.3,3.4,1.3,0.14,3.4,0.14,/en/players/cedb3e36/matchlogs/2018-2019/summary/Artur-Ionita-Match-Logs
240,Armando Izzo,it,DF,Torino,26,1992,37,37,"3,271",4,1,0,0,6,0,4,1,0.14,0.11,0.14,2.2,2.2,1.0,2.2,1.0,0.09,2.2,0.09,/en/players/89976232/matchlogs/2018-2019/summary/Armando-Izzo-Match-Logs
241,Jandrei,br,GK,Genoa,25,1993,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/85ea4399/matchlogs/2018-2019/summary/Jandrei-Match-Logs
242,Marko Janković,me,"MF,DF",SPAL,23,1995,4,0,54,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.14,0.1,0.14,/en/players/9866afec/matchlogs/2018-2019/summary/Marko-Jankovic-Match-Logs
243,Jakub Jankto,cz,MF,Sampdoria,22,1996,25,7,963,0,0,0,0,2,0,0,0,0.00,0.00,0.00,1.5,1.5,1.2,1.5,1.2,0.25,1.5,0.25,/en/players/1ea5f91c/matchlogs/2018-2019/summary/Jakub-Jankto-Match-Logs
244,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,19,15,"1,348",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,1.2,0.1,1.2,0.09,0.1,0.09,/en/players/958a601f/matchlogs/2018-2019/summary/Pawel-Jaroszynski-Match-Logs
245,Juan Jesus,br,DF,Roma,27,1991,20,15,"1,403",1,0,0,0,4,0,1,0,0.06,0.06,0.06,0.7,0.7,0.1,0.7,0.1,0.05,0.7,0.05,/en/players/79083382/matchlogs/2018-2019/summary/Juan-Jesus-Match-Logs
246,Bruno Jordão,pt,MF,Lazio,19,1998,3,1,88,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,/en/players/41ff002d/matchlogs/2018-2019/summary/Bruno-Jordao-Match-Logs
247,Hamed Junior Traorè,ci,MF,Empoli,18,2000,32,26,"2,259",2,2,0,0,4,0,2,2,0.16,0.08,0.16,3.3,3.3,3.7,3.3,3.7,0.28,3.3,0.28,/en/players/570bb4b9/matchlogs/2018-2019/summary/Hamed-Junior-Traore-Match-Logs
248,Musa Juwara,gm,FW,Chievo,16,2001,1,0,12,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/7737dee2/matchlogs/2018-2019/summary/Musa-Juwara-Match-Logs
249,Yann Karamoh,fr,MF,Inter,20,1998,1,0,5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8b66d9cc/matchlogs/2018-2019/summary/Yann-Karamoh-Match-Logs
250,Ibrahim Karamoko,gn,MF,Chievo,17,2001,2,0,65,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.11,0.1,0.11,/en/players/550985aa/matchlogs/2018-2019/summary/Ibrahim-Karamoko-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Orestis Karnezis,gr,GK,Napoli,33,1985,9,9,810,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/85b011bb/matchlogs/2018-2019/summary/Orestis-Karnezis-Match-Logs
252,Rick Karsdorp,nl,DF,Roma,23,1995,11,7,593,0,1,0,0,1,0,0,1,0.15,0.00,0.15,0.0,0.0,0.4,0.0,0.4,0.05,0.0,0.05,/en/players/9f84febe/matchlogs/2018-2019/summary/Rick-Karsdorp-Match-Logs
253,Grigoris Kastanos,cy,MF,Juventus,20,1998,1,1,60,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/2a82aa85/matchlogs/2018-2019/summary/Grigoris-Kastanos-Match-Logs
254,Moise Kean,it,FW,Juventus,18,2000,13,5,541,6,0,0,0,2,0,6,0,1.00,1.00,1.00,3.4,3.4,0.2,3.4,0.2,0.60,3.4,0.60,/en/players/3d50bcdb/matchlogs/2018-2019/summary/Moise-Kean-Match-Logs
255,Franck Kessié,ci,MF,Milan,21,1996,34,34,"3,018",8,2,3,3,8,0,8,2,0.30,0.15,0.21,7.2,4.9,2.4,7.2,2.4,0.29,4.9,0.22,/en/players/05e19d6a/matchlogs/2018-2019/summary/Franck-Kessie-Match-Logs
256,Sami Khedira,de,MF,Juventus,31,1987,10,8,706,2,1,0,0,0,0,2,1,0.38,0.25,0.38,1.7,1.7,0.2,1.7,0.2,0.23,1.7,0.23,/en/players/38ac43d3/matchlogs/2018-2019/summary/Sami-Khedira-Match-Logs
257,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,23,9,816,0,1,0,0,7,0,0,1,0.11,0.00,0.11,0.8,0.8,0.7,0.8,0.7,0.16,0.8,0.16,/en/players/ce1806be/matchlogs/2018-2019/summary/Sofian-Kiyine-Match-Logs
258,Ragnar Klavan,ee,DF,Cagliari,32,1985,15,15,"1,230",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.0,0.3,0.02,0.0,0.02,/en/players/008a6e6d/matchlogs/2018-2019/summary/Ragnar-Klavan-Match-Logs
259,Justin Kluivert,nl,FW,Roma,19,1999,29,14,"1,341",1,6,0,0,2,0,1,6,0.47,0.07,0.47,1.7,1.7,2.8,1.7,2.8,0.30,1.7,0.30,/en/players/4c3a6744/matchlogs/2018-2019/summary/Justin-Kluivert-Match-Logs
260,Aleksandar Kolarov,rs,DF,Roma,32,1985,33,32,"2,906",8,2,3,3,7,1,8,2,0.31,0.15,0.22,4.5,2.3,6.3,4.5,6.3,0.34,2.3,0.26,/en/players/eda40760/matchlogs/2018-2019/summary/Aleksandar-Kolarov-Match-Logs
261,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,38,33,"3,066",4,5,0,0,4,0,4,5,0.26,0.12,0.26,6.9,6.9,4.2,6.9,4.2,0.33,6.9,0.33,/en/players/58e933d2/matchlogs/2018-2019/summary/Christian-Kouame-Match-Logs
262,Kalidou Koulibaly,sn,DF,Napoli,27,1991,35,35,"3,132",2,2,0,0,10,1,2,2,0.11,0.06,0.11,3.2,3.2,0.2,3.2,0.2,0.10,3.2,0.10,/en/players/da974c7b/matchlogs/2018-2019/summary/Kalidou-Koulibaly-Match-Logs
263,Dawid Kownacki,pl,FW,Sampdoria,21,1997,13,0,168,1,1,1,2,0,0,1,1,1.07,0.00,0.54,1.8,0.2,0.8,1.8,0.8,1.35,0.2,0.54,/en/players/be5e1c4c/matchlogs/2018-2019/summary/Dawid-Kownacki-Match-Logs
264,Luka Krajnc,si,DF,Frosinone,23,1994,9,9,788,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.02,/en/players/2b71b88a/matchlogs/2018-2019/summary/Luka-Krajnc-Match-Logs
265,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,18,11,"1,065",0,3,0,0,2,0,0,3,0.25,0.00,0.25,0.7,0.7,1.7,0.7,1.7,0.20,0.7,0.20,/en/players/58027adc/matchlogs/2018-2019/summary/Ladislav-Krejci-Match-Logs
266,Rade Krunić,ba,MF,Empoli,24,1993,33,33,"2,772",5,7,0,0,7,1,5,7,0.39,0.16,0.39,4.4,4.4,3.9,4.4,3.9,0.27,4.4,0.27,/en/players/817c6964/matchlogs/2018-2019/summary/Rade-Krunic-Match-Logs
267,Juraj Kucka,sk,MF,Parma,31,1987,18,17,"1,535",4,3,1,1,5,1,4,3,0.41,0.18,0.35,2.0,1.3,1.1,2.0,1.1,0.18,1.3,0.14,/en/players/5aaef9ef/matchlogs/2018-2019/summary/Juraj-Kucka-Match-Logs
268,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,3,0,105,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.12,0.1,0.12,/en/players/df3cda47/matchlogs/2018-2019/summary/Dejan-Kulusevski-Match-Logs
269,Jasmin Kurtić,si,MF,SPAL,29,1989,30,29,"2,557",6,5,0,0,9,0,6,5,0.39,0.21,0.39,3.5,3.5,2.9,3.5,2.9,0.22,3.5,0.22,/en/players/144607cc/matchlogs/2018-2019/summary/Jasmin-Kurtic-Match-Logs
270,Antonino La Gumina,it,FW,Empoli,22,1996,22,12,"1,090",2,2,0,0,1,0,2,2,0.33,0.17,0.33,5.4,5.4,0.4,5.4,0.4,0.48,5.4,0.48,/en/players/822a7761/matchlogs/2018-2019/summary/Antonino-La-Gumina-Match-Logs
271,Alban Lafont,fr,GK,Fiorentina,19,1999,34,34,"3,015",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.4,0.0,0.4,0.01,0.0,0.01,/en/players/4e7db402/matchlogs/2018-2019/summary/Alban-Lafont-Match-Logs
272,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,1,0,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8e809937/matchlogs/2018-2019/summary/Abdou-Lahat-Diakhate-Match-Logs
273,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,8,4,404,1,0,0,0,1,0,1,0,0.22,0.22,0.22,2.8,2.8,0.1,2.8,0.1,0.65,2.8,0.65,/en/players/2ead2809/matchlogs/2018-2019/summary/Gianluca-Lapadula-Match-Logs
274,Danilo Larangeira,br,DF,Bologna,34,1984,35,35,"3,077",1,0,0,0,4,0,1,0,0.03,0.03,0.03,0.7,0.7,1.2,0.7,1.2,0.06,0.7,0.06,/en/players/fed5f993/matchlogs/2018-2019/summary/Danilo-Larangeira-Match-Logs
275,Kevin Lasagna,it,FW,Udinese,25,1992,36,26,"2,453",6,2,0,1,2,0,6,2,0.29,0.22,0.29,9.2,8.5,2.1,9.2,2.1,0.42,8.5,0.39,/en/players/09538fdb/matchlogs/2018-2019/summary/Kevin-Lasagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vincent Laurini,fr,DF,Fiorentina,29,1989,15,10,920,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.2,0.5,0.07,0.2,0.07,/en/players/3535098b/matchlogs/2018-2019/summary/Vincent-Laurini-Match-Logs
277,Diego Laxalt,uy,"DF,MF",Milan,25,1993,20,6,651,0,0,0,0,2,0,0,0,0.00,0.00,0.00,1.1,1.1,0.4,1.1,0.4,0.21,1.1,0.21,/en/players/f26e3c59/matchlogs/2018-2019/summary/Diego-Laxalt-Match-Logs
278,Darko Lazović,rs,"MF,DF",Genoa,27,1990,33,30,"2,542",3,4,0,0,2,0,3,4,0.25,0.11,0.25,2.1,2.1,3.5,2.1,3.5,0.20,2.1,0.20,/en/players/5128bde4/matchlogs/2018-2019/summary/Darko-Lazovic-Match-Logs
279,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,33,33,"2,835",0,8,0,0,7,0,0,8,0.25,0.00,0.25,1.6,1.6,5.5,1.6,5.5,0.23,1.6,0.23,/en/players/02caf6e0/matchlogs/2018-2019/summary/Manuel-Lazzari-Match-Logs
280,Lucas Leiva,br,MF,Lazio,31,1987,27,22,"1,987",0,2,0,0,7,0,0,2,0.09,0.00,0.09,0.7,0.7,2.1,0.7,2.1,0.13,0.7,0.13,/en/players/4c78b5ed/matchlogs/2018-2019/summary/Lucas-Leiva-Match-Logs
281,Mauricio Lemos,uy,DF,Sassuolo,22,1995,3,3,179,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/dbe5a587/matchlogs/2018-2019/summary/Mauricio-Lemos-Match-Logs
282,Lukas Lerager,dk,MF,Genoa,25,1993,14,13,"1,122",1,0,0,0,4,0,1,0,0.08,0.08,0.08,1.1,1.1,0.9,1.1,0.9,0.16,1.1,0.16,/en/players/1b82f8df/matchlogs/2018-2019/summary/Lukas-Lerager-Match-Logs
283,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,23,18,"1,607",0,2,0,0,5,0,0,2,0.11,0.00,0.11,1.5,1.5,0.9,1.5,0.9,0.13,1.5,0.13,/en/players/7d3cbc67/matchlogs/2018-2019/summary/Mehdi-Leris-Match-Logs
284,Karol Linetty,pl,MF,Sampdoria,23,1995,32,30,"2,507",3,3,0,0,11,0,3,3,0.22,0.11,0.22,2.7,2.7,3.0,2.7,3.0,0.21,2.7,0.21,/en/players/d023d70f/matchlogs/2018-2019/summary/Karol-Linetty-Match-Logs
285,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,35,32,"2,975",2,6,0,0,2,0,2,6,0.24,0.06,0.24,0.9,0.9,6.1,0.9,6.1,0.21,0.9,0.21,/en/players/ff800ed8/matchlogs/2018-2019/summary/Pol-Lirola-Match-Logs
286,Adem Ljajić,rs,FW,Torino,26,1991,1,0,30,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.35,0.1,0.35,/en/players/2648e18f/matchlogs/2018-2019/summary/Adem-Ljajic-Match-Logs
287,Manuel Locatelli,it,MF,Sassuolo,20,1998,29,21,"1,847",2,4,0,0,7,0,2,4,0.29,0.10,0.29,2.3,2.3,4.0,2.3,4.0,0.31,2.3,0.31,/en/players/a8a874f1/matchlogs/2018-2019/summary/Manuel-Locatelli-Match-Logs
288,José Luis Palomino,ar,DF,Atalanta,28,1990,30,25,"2,261",1,1,0,0,6,1,1,1,0.08,0.04,0.08,0.6,0.6,0.5,0.6,0.5,0.04,0.6,0.04,/en/players/921f6058/matchlogs/2018-2019/summary/Jose-Luis-Palomino-Match-Logs
289,Everton Luiz,br,MF,SPAL,30,1988,10,2,317,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.03,0.1,0.03,/en/players/3799e138/matchlogs/2018-2019/summary/Everton-Luiz-Match-Logs
290,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,7,1,175,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.03,0.0,0.03,/en/players/0cd0e21b/matchlogs/2018-2019/summary/Jordan-Lukaku-Match-Logs
