Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
104,Davide Calabria,it,DF,Milan,21,1996,26,"1,950",75,57.0,21.7,22,85,4,19,4,1.54,27,20,+7,+0.32,-0.41,25.1,25.2,-0.1,0.00,-0.41,/en/players/2146785a/matchlogs/2018-2019/summary/Davide-Calabria-Match-Logs
105,Mattia Caldara,it,DF,Milan,24,1994,0,,,,,0,,0,,12,,,,,,,,,,,,/en/players/ac7e640b/matchlogs/2018-2019/summary/Mattia-Caldara-Match-Logs
106,Hakan Çalhanoğlu,tr,"FW,MF",Milan,24,1994,36,"2,884",80,84.3,32.0,34,84,2,18,0,1.81,43,25,+18,+0.56,+0.39,39.9,33.1,+6.8,+0.21,+0.39,/en/players/cd0fa27b/matchlogs/2018-2019/summary/Hakan-Calhanoglu-Match-Logs
107,José Callejón,es,"MF,FW",Napoli,31,1987,34,"2,650",78,77.5,29.4,29,87,5,23,4,2.12,60,28,+32,+1.09,+0.39,52.6,28.6,+24.0,+0.82,+0.39,/en/players/78841da9/matchlogs/2018-2019/summary/Jose-Callejon-Match-Logs
108,Drissa Camara,ci,MF,Parma,16,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/543d9d2b/matchlogs/2018-2019/summary/Drissa-Camara-Match-Logs
109,Nicolò Cambiaghi,it,FW,Atalanta,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/91ff775f/matchlogs/2018-2019/summary/Nicolo-Cambiaghi-Match-Logs
110,Joel Campbell,cr,"FW,MF",Frosinone,26,1992,17,891,52,26.1,9.9,11,74,6,14,1,0.53,10,23,-13,-1.31,-0.35,8.6,17.6,-9.1,-0.91,-0.35,/en/players/895ff3ca/matchlogs/2018-2019/summary/Joel-Campbell-Match-Logs
111,Emre Can,de,MF,Juventus,24,1994,29,"1,811",62,53.0,20.1,20,83,9,17,1,2.41,35,15,+20,+0.99,-0.12,29.1,20.7,+8.4,+0.42,-0.12,/en/players/a65ce836/matchlogs/2018-2019/summary/Emre-Can-Match-Logs
112,João Cancelo,pt,DF,Juventus,24,1994,25,"1,968",79,57.5,21.9,22,87,3,15,7,2.24,44,17,+27,+1.23,+0.43,32.2,21.5,+10.8,+0.49,+0.43,/en/players/bd6351cd/matchlogs/2018-2019/summary/Joao-Cancelo-Match-Logs
113,Antonio Candela,it,DF,Genoa,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/d4307c52/matchlogs/2018-2019/summary/Antonio-Candela-Match-Logs
114,Antonio Candreva,it,"FW,MF",Inter,31,1987,18,502,28,14.7,5.6,5,62,13,15,20,1.78,11,4,+7,+1.25,+0.73,11.0,4.9,+6.1,+1.09,+0.73,/en/players/356c9002/matchlogs/2018-2019/summary/Antonio-Candreva-Match-Logs
115,Gianmarco Cangiano,it,FW,Roma,16,2001,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/a36084cd/matchlogs/2018-2019/summary/Gianmarco-Cangiano-Match-Logs
116,Luan Capanni,br,FW,Lazio,18,2000,1,9,9,0.3,0.1,0,,1,8,3,0.00,0,0,0,0.00,-0.26,0.1,0.3,-0.3,-2.58,-0.26,/en/players/28237d7e/matchlogs/2018-2019/summary/Luan-Capanni-Match-Logs
117,Leonardo Capezzi,it,MF,Empoli,23,1995,12,772,64,22.6,8.6,9,81,3,13,20,1.15,11,17,-6,-0.70,-0.26,13.6,11.7,+1.9,+0.22,-0.26,/en/players/07ea0ef2/matchlogs/2018-2019/summary/Leonardo-Capezzi-Match-Logs
118,Gianluca Caprari,it,"FW,MF",Sampdoria,25,1993,21,"1,031",49,30.1,11.5,12,69,9,23,3,1.48,19,15,+4,+0.35,+0.16,11.2,17.4,-6.1,-0.53,+0.16,/en/players/54e53b7e/matchlogs/2018-2019/summary/Gianluca-Caprari-Match-Logs
119,Elia Caprile,it,GK,Chievo,16,2001,0,,,,,0,,0,,15,,,,,,,,,,,,/en/players/97d7afbd/matchlogs/2018-2019/summary/Elia-Caprile-Match-Logs
120,Marco Capuano,it,DF,Frosinone,26,1991,27,"2,307",85,67.5,25.6,27,85,0,,7,0.78,23,42,-19,-0.74,+0.96,23.2,39.5,-16.3,-0.63,+0.96,/en/players/616aea37/matchlogs/2018-2019/summary/Marco-Capuano-Match-Logs
121,Francesco Caputo,it,FW,Empoli,30,1987,38,"3,420",90,100.0,38.0,38,90,0,,0,1.00,51,70,-19,-0.50,,52.1,60.9,-8.8,-0.23,,/en/players/5bd72174/matchlogs/2018-2019/summary/Francesco-Caputo-Match-Logs
122,Riccardo Cargnelutti,it,DF,Roma,19,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/ca89b6a7/matchlogs/2018-2019/summary/Riccardo-Cargnelutti-Match-Logs
123,Francesco Cassata,it,"MF,FW",Frosinone,21,1997,19,"1,124",59,32.9,12.5,14,71,5,27,15,0.74,13,25,-12,-0.96,+0.14,10.1,20.8,-10.7,-0.85,+0.14,/en/players/96960855/matchlogs/2018-2019/summary/Francesco-Cassata-Match-Logs
124,Timothy Castagne,be,"DF,MF",Atalanta,22,1995,28,"2,006",72,58.7,22.3,21,88,7,22,10,1.89,48,29,+19,+0.85,+0.09,40.0,23.9,+16.1,+0.72,+0.09,/en/players/197640fd/matchlogs/2018-2019/summary/Timothy-Castagne-Match-Logs
125,Samu Castillejo,es,"FW,MF",Milan,23,1995,31,"1,023",33,29.9,11.4,8,78,23,17,7,1.84,16,11,+5,+0.44,-0.09,17.1,11.0,+6.2,+0.55,-0.09,/en/players/130a7a3f/matchlogs/2018-2019/summary/Samu-Castillejo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Lucas Castro,ar,"MF,FW",Cagliari,29,1989,12,896,75,26.2,10.0,10,85,2,22,2,1.08,12,11,+1,+0.10,+0.78,10.4,13.3,-2.9,-0.29,+0.78,/en/players/56b2957b/matchlogs/2018-2019/summary/Lucas-Castro-Match-Logs
127,Danilo Cataldi,it,"MF,FW",Lazio,23,1994,12,578,48,16.9,6.4,4,89,8,28,26,1.67,12,12,0,0.00,-0.32,10.0,8.2,+1.8,+0.28,-0.32,/en/players/ba3d3bea/matchlogs/2018-2019/summary/Danilo-Cataldi-Match-Logs
128,Federico Ceccherini,it,DF,Fiorentina,26,1992,15,994,66,29.1,11.0,11,85,4,16,23,1.07,12,15,-3,-0.27,-0.46,12.5,13.8,-1.3,-0.12,-0.46,/en/players/d9624b51/matchlogs/2018-2019/summary/Federico-Ceccherini-Match-Logs
129,Žan Celar,si,FW,Roma,19,1999,1,5,5,0.1,0.1,0,,1,4,3,3.00,0,0,0,0.00,-0.47,0.0,0.0,0.0,-0.25,-0.47,/en/players/868c6958/matchlogs/2018-2019/summary/Zan-Celar-Match-Logs
130,Luca Ceppitelli,it,DF,Cagliari,28,1989,24,"2,051",85,60.0,22.8,24,85,0,,1,1.21,22,33,-11,-0.48,-0.02,24.0,36.5,-12.5,-0.55,-0.02,/en/players/7d50454d/matchlogs/2018-2019/summary/Luca-Ceppitelli-Match-Logs
131,Fabio Ceravolo,it,FW,Parma,31,1987,25,"1,185",47,34.6,13.2,12,76,13,21,11,0.84,10,19,-9,-0.68,-0.24,12.7,22.9,-10.1,-0.77,-0.24,/en/players/4cc93246/matchlogs/2018-2019/summary/Fabio-Ceravolo-Match-Logs
132,Alessandro Cerbara,it,MF,Lazio,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/00aedd0e/matchlogs/2018-2019/summary/Alessandro-Cerbara-Match-Logs
133,Alberto Cerri,it,FW,Cagliari,22,1996,15,670,45,19.6,7.4,7,72,8,21,15,0.73,6,11,-5,-0.67,-0.25,7.4,13.2,-5.8,-0.78,-0.25,/en/players/1079c685/matchlogs/2018-2019/summary/Alberto-Cerri-Match-Logs
134,Boštjan Cesar,si,DF,Chievo,36,1982,14,"1,079",77,31.5,12.0,11,90,3,29,17,0.57,9,23,-14,-1.17,+0.22,10.0,17.4,-7.4,-0.62,+0.22,/en/players/c1d18f10/matchlogs/2018-2019/summary/Bostjan-Cesar-Match-Logs
135,Raman Chibsah,gh,MF,Frosinone,25,1993,32,"2,622",82,76.7,29.1,30,86,2,15,2,0.75,22,56,-34,-1.17,-0.49,24.1,49.2,-25.0,-0.86,-0.49,/en/players/aa5a409a/matchlogs/2018-2019/summary/Raman-Chibsah-Match-Logs
136,Giorgio Chiellini,it,DF,Juventus,33,1984,25,"1,991",80,58.2,22.1,22,88,3,18,9,2.52,41,13,+28,+1.27,+0.51,36.3,21.5,+14.9,+0.67,+0.51,/en/players/e85fb9b8/matchlogs/2018-2019/summary/Giorgio-Chiellini-Match-Logs
137,Federico Chiesa,it,"FW,MF",Fiorentina,20,1997,37,"3,034",82,88.7,33.7,34,86,3,34,0,1.08,41,40,+1,+0.03,-0.20,45.5,38.4,+7.2,+0.21,-0.20,/en/players/b0f7e36c/matchlogs/2018-2019/summary/Federico-Chiesa-Match-Logs
138,Vlad Chiricheș,ro,DF,Napoli,28,1989,3,147,49,4.3,1.6,3,49,0,,8,1.33,3,1,+2,+1.22,+0.23,1.9,0.5,+1.4,+0.88,+0.23,/en/players/c316607a/matchlogs/2018-2019/summary/Vlad-Chiriches-Match-Logs
139,Camillo Ciano,it,"FW,MF",Frosinone,28,1990,33,"2,454",74,71.8,27.3,28,84,5,22,1,0.64,23,47,-24,-0.88,+0.61,27.0,41.6,-14.6,-0.53,+0.61,/en/players/2114abf9/matchlogs/2018-2019/summary/Camillo-Ciano-Match-Logs
140,Amato Ciciretti,it,"FW,MF",Parma,24,1993,6,139,23,4.1,1.5,1,65,5,15,10,0.17,0,6,-6,-3.88,-3.50,0.8,5.4,-4.7,-3.02,-3.50,/en/players/1ab0b878/matchlogs/2018-2019/summary/Amato-Ciciretti-Match-Logs
141,Luca Cigarini,it,MF,Cagliari,32,1986,25,"1,682",67,49.2,18.7,20,80,5,15,12,1.20,19,25,-6,-0.32,+0.30,18.2,27.4,-9.2,-0.49,+0.30,/en/players/ae64d449/matchlogs/2018-2019/summary/Luca-Cigarini-Match-Logs
142,Daniel Ciofani,it,FW,Frosinone,33,1985,31,"1,618",52,47.3,18.0,17,82,14,16,2,0.77,15,30,-15,-0.83,+0.41,17.2,27.7,-10.5,-0.58,+0.41,/en/players/b09a3ecc/matchlogs/2018-2019/summary/Daniel-Ciofani-Match-Logs
143,Thiago Cionek,pl,DF,SPAL,32,1986,31,"2,542",82,74.3,28.2,29,86,2,26,3,1.16,34,42,-8,-0.28,+0.13,29.9,34.7,-4.9,-0.17,+0.13,/en/players/46f5c54d/matchlogs/2018-2019/summary/Thiago-Cionek-Match-Logs
144,Luca Coccolo,it,DF,Juventus,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/c426907e/matchlogs/2018-2019/summary/Luca-Coccolo-Match-Logs
145,Facundo Colidio,ar,FW,Inter,18,2000,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/69a6523a/matchlogs/2018-2019/summary/Facundo-Colidio-Match-Logs
146,Omar Colley,gm,DF,Sampdoria,25,1992,21,"1,762",84,51.5,19.6,21,84,0,,16,1.48,32,24,+8,+0.41,+0.35,30.1,24.3,+5.8,+0.29,+0.35,/en/players/8b95acda/matchlogs/2018-2019/summary/Omar-Colley-Match-Logs
147,Andrea Colpani,it,MF,Atalanta,19,1999,0,,,,,0,,0,,6,,,,,,,,,,,,/en/players/6499048c/matchlogs/2018-2019/summary/Andrea-Colpani-Match-Logs
148,Andrea Consigli,it,GK,Sassuolo,31,1987,36,"3,213",89,93.9,35.7,36,89,0,,1,1.17,51,56,-5,-0.14,+0.73,45.0,54.7,-9.7,-0.27,+0.73,/en/players/8cabdc1e/matchlogs/2018-2019/summary/Andrea-Consigli-Match-Logs
149,Andrea Conti,it,DF,Milan,24,1994,12,500,42,14.6,5.6,4,74,8,26,15,1.67,8,3,+5,+0.90,+0.47,7.7,6.5,+1.2,+0.22,+0.47,/en/players/8fef5412/matchlogs/2018-2019/summary/Andrea-Conti-Match-Logs
150,Gabriele Corbo,it,DF,Bologna,18,2000,1,5,5,0.1,0.1,0,,1,4,7,3.00,0,0,0,0.00,+0.21,0.0,0.0,0.0,-0.41,+0.21,/en/players/091795f2/matchlogs/2018-2019/summary/Gabriele-Corbo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Ante Ćorić,hr,MF,Roma,21,1997,2,24,12,0.7,0.3,0,,2,11,23,1.50,0,0,0,0.00,-0.48,0.5,0.4,+0.1,+0.20,-0.48,/en/players/2d3f7367/matchlogs/2018-2019/summary/Ante-Coric-Match-Logs
152,Andreas Cornelius,dk,FW,Atalanta,25,1993,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/c693347d/matchlogs/2018-2019/summary/Andreas-Cornelius-Match-Logs
153,Joaquín Correa,ar,"FW,MF",Lazio,23,1994,34,"1,927",57,56.3,21.4,18,80,16,31,2,1.47,37,25,+12,+0.56,+0.68,33.9,22.4,+11.6,+0.54,+0.68,/en/players/45b9b619/matchlogs/2018-2019/summary/Joaquin-Correa-Match-Logs
154,Angelo da Costa Júnior,br,GK,Bologna,34,1983,0,,,,,0,,0,,37,,,,,,,,,,,,/en/players/18736214/matchlogs/2018-2019/summary/Angelo-da-Costa-Junior-Match-Logs
155,Douglas Costa,br,"FW,MF",Juventus,27,1990,17,621,37,18.2,6.9,7,62,10,19,1,2.65,13,7,+6,+0.87,-0.22,10.1,6.1,+4.0,+0.58,-0.22,/en/players/4fa7cb9b/matchlogs/2018-2019/summary/Douglas-Costa-Match-Logs
156,Filippo Costa,it,"MF,DF",SPAL,23,1995,9,564,63,16.5,6.3,6,84,3,20,28,1.11,10,11,-1,-0.16,+0.19,7.3,10.8,-3.6,-0.57,+0.19,/en/players/00528660/matchlogs/2018-2019/summary/Filippo-Costa-Match-Logs
157,Mamadou Coulibaly,sn,MF,Udinese,19,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/c976160c/matchlogs/2018-2019/summary/Mamadou-Coulibaly-Match-Logs
158,Alessio Cragno,it,GK,Cagliari,24,1994,38,"3,420",90,100.0,38.0,38,90,0,,0,1.08,36,54,-18,-0.47,,39.2,58.8,-19.6,-0.52,,/en/players/f554e29b/matchlogs/2018-2019/summary/Alessio-Cragno-Match-Logs
159,Domenico Criscito,it,DF,Genoa,31,1986,35,"3,070",88,89.8,34.1,35,88,0,,0,1.09,36,44,-8,-0.23,+2.34,40.9,47.0,-6.2,-0.18,+2.34,/en/players/35dd6d80/matchlogs/2018-2019/summary/Domenico-Criscito-Match-Logs
160,Lorenzo Crisetig,it,MF,Frosinone,25,1993,8,507,63,14.8,5.6,5,89,3,21,10,0.50,0,11,-11,-1.95,-1.06,4.6,11.7,-7.1,-1.26,-1.06,/en/players/f54dfca8/matchlogs/2018-2019/summary/Lorenzo-Crisetig-Match-Logs
161,Bryan Cristante,it,MF,Roma,23,1995,35,"2,425",69,70.9,26.9,26,84,9,26,1,1.69,46,41,+5,+0.19,-0.99,43.5,41.3,+2.1,+0.08,-0.99,/en/players/16657b95/matchlogs/2018-2019/summary/Bryan-Cristante-Match-Logs
162,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,3,144,48,4.2,1.6,1,92,2,26,7,1.00,0,1,-1,-0.62,-0.10,0.7,1.9,-1.2,-0.77,-0.10,/en/players/b6667741/matchlogs/2018-2019/summary/Alessio-da-Cruz-Match-Logs
163,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,18,"1,220",68,35.7,13.6,14,81,4,21,3,2.06,18,14,+4,+0.30,-1.18,17.3,13.6,+3.7,+0.27,-1.18,/en/players/0ab1f153/matchlogs/2018-2019/summary/Juan-Cuadrado-Match-Logs
164,Marco Curto,it,DF,Empoli,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/57f86750/matchlogs/2018-2019/summary/Marco-Curto-Match-Logs
165,Patrick Cutrone,it,FW,Milan,20,1998,34,"1,457",43,42.6,16.2,12,86,22,19,2,1.76,20,13,+7,+0.43,-0.12,22.2,17.1,+5.2,+0.32,-0.12,/en/players/a4fe8cda/matchlogs/2018-2019/summary/Patrick-Cutrone-Match-Logs
166,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,24,"1,495",62,43.7,16.6,16,82,8,23,8,1.08,14,21,-7,-0.42,-0.09,17.4,25.9,-8.5,-0.51,-0.09,/en/players/060606ec/matchlogs/2018-2019/summary/Marco-DAlessandro-Match-Logs
167,Danilo D'Ambrosio,it,DF,Inter,29,1988,30,"2,579",86,75.4,28.7,29,89,1,6,7,1.70,45,29,+16,+0.56,-0.30,51.3,30.0,+21.2,+0.74,-0.30,/en/players/44eb9093/matchlogs/2018-2019/summary/Danilo-DAmbrosio-Match-Logs
168,Ludovico D'Orazio,it,FW,Roma,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/ed5fe086/matchlogs/2018-2019/summary/Ludovico-DOrazio-Match-Logs
169,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,23,831,36,24.3,9.2,6,84,17,19,14,1.09,13,14,-1,-0.11,-0.21,12.2,13.4,-1.1,-0.12,-0.21,/en/players/c53083ad/matchlogs/2018-2019/summary/Bryan-Dabo-Match-Logs
170,Riccardo Daga,it,GK,Cagliari,18,2000,0,,,,,0,,0,,10,,,,,,,,,,,,/en/players/76d2974a/matchlogs/2018-2019/summary/Riccardo-Daga-Match-Logs
171,Felipe dal Belo,br,DF,SPAL,34,1984,30,"2,361",79,69.0,26.2,27,85,3,22,5,1.10,26,36,-10,-0.38,-0.21,28.6,30.7,-2.1,-0.08,-0.21,/en/players/8cea6319/matchlogs/2018-2019/summary/Felipe-dal-Belo-Match-Logs
172,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,3,44,15,1.3,0.5,0,,3,14,26,0.33,2,0,+2,+4.09,+4.62,1.2,0.0,+1.1,+2.34,+4.62,/en/players/59a3efba/matchlogs/2018-2019/summary/Nicola-Dalmonte-Match-Logs
173,Vitalie Damașcan,md,MF,Torino,19,1999,1,4,4,0.1,0.0,0,,1,3,25,1.00,0,0,0,0.00,-0.40,0.2,0.2,0.0,-0.74,-0.40,/en/players/54e0c0cc/matchlogs/2018-2019/summary/Vitalie-Damascan-Match-Logs
174,Antonio Daniele,it,GK,Napoli,16,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/1424fd81/matchlogs/2018-2019/summary/Antonio-Daniele-Match-Logs
175,Carl Davordzie,gh,FW,Parma,18,2000,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/a0eb6935/matchlogs/2018-2019/summary/Carl-Davordzie-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Sebastien De Maio,fr,DF,Udinese,31,1987,16,"1,173",73,34.3,13.0,13,85,3,21,1,1.38,15,15,0,0.00,+0.56,13.6,20.0,-6.4,-0.49,+0.56,/en/players/952a03fe/matchlogs/2018-2019/summary/Sebastien-De-Maio-Match-Logs
177,Sebastien De Maio,fr,DF,Bologna,31,1987,6,491,82,14.4,5.5,6,82,0,,13,1.00,6,7,-1,-0.18,+0.03,5.3,8.3,-2.9,-0.53,+0.03,/en/players/952a03fe/matchlogs/2018-2019/summary/Sebastien-De-Maio-Match-Logs
178,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,36,"3,189",89,93.2,35.4,36,89,0,,0,1.03,35,51,-16,-0.45,-1.23,37.3,54.3,-17.1,-0.48,-1.23,/en/players/162efffd/matchlogs/2018-2019/summary/Rodrigo-De-Paul-Match-Logs
179,Daniele De Rossi,it,MF,Roma,35,1983,18,"1,270",71,37.1,14.1,15,81,3,19,5,1.89,22,18,+4,+0.28,-0.30,23.2,19.9,+3.3,+0.24,-0.30,/en/players/532d2690/matchlogs/2018-2019/summary/Daniele-De-Rossi-Match-Logs
180,Mattia De Sciglio,it,DF,Juventus,25,1992,22,"1,743",79,51.0,19.4,19,90,3,12,10,2.41,34,12,+22,+1.14,+0.17,27.9,18.7,+9.1,+0.47,+0.17,/en/players/ae4e2852/matchlogs/2018-2019/summary/Mattia-De-Sciglio-Match-Logs
181,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,32,"2,415",75,70.6,26.8,30,80,2,15,4,1.75,40,25,+15,+0.56,+0.56,33.5,31.4,+2.1,+0.08,+0.56,/en/players/e74f0e59/matchlogs/2018-2019/summary/Lorenzo-De-Silvestri-Match-Logs
182,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,36,"2,339",65,68.4,26.0,26,81,10,23,2,1.44,41,33,+8,+0.31,+0.22,36.0,33.4,+2.6,+0.10,+0.22,/en/players/854ee61a/matchlogs/2018-2019/summary/Gregoire-Defrel-Match-Logs
183,Alessandro Deiola,it,MF,Parma,22,1995,10,545,55,15.9,6.1,5,87,5,22,9,1.90,4,6,-2,-0.33,+0.23,6.0,11.7,-5.7,-0.93,+0.23,/en/players/7f267d66/matchlogs/2018-2019/summary/Alessandro-Deiola-Match-Logs
184,Alessandro Deiola,it,MF,Cagliari,22,1995,10,450,45,13.2,5.0,5,76,5,14,6,1.20,2,7,-5,-1.00,-0.61,3.9,6.7,-2.8,-0.56,-0.61,/en/players/7f267d66/matchlogs/2018-2019/summary/Alessandro-Deiola-Match-Logs
185,Mattia Del Favero,it,GK,Juventus,20,1998,0,,,,,0,,0,,8,,,,,,,,,,,,/en/players/cd837326/matchlogs/2018-2019/summary/Mattia-Del-Favero-Match-Logs
186,Enrico Del Prato,it,DF,Atalanta,18,1999,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/4c6f9258/matchlogs/2018-2019/summary/Enrico-Del-Prato-Match-Logs
187,Cristian Dell'Orco,it,DF,Empoli,24,1994,12,"1,035",86,30.3,11.5,12,86,0,,1,1.17,17,17,0,0.00,+0.72,16.2,21.1,-4.9,-0.42,+0.72,/en/players/b0243215/matchlogs/2018-2019/summary/Cristian-DellOrco-Match-Logs
188,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,3,110,37,3.2,1.2,1,92,2,9,17,1.00,2,3,-1,-0.82,-0.66,1.3,3.6,-2.3,-1.92,-0.66,/en/players/b0243215/matchlogs/2018-2019/summary/Cristian-DellOrco-Match-Logs
189,Merih Demiral,tr,DF,Sassuolo,20,1998,14,"1,260",90,36.8,14.0,14,90,0,,2,0.93,19,21,-2,-0.14,+0.07,14.6,22.4,-7.8,-0.56,+0.07,/en/players/e3cceee6/matchlogs/2018-2019/summary/Merih-Demiral-Match-Logs
190,Fabio Depaoli,it,DF,Chievo,21,1997,33,"2,468",75,72.2,27.4,27,84,6,32,1,0.52,21,55,-34,-1.24,+0.27,24.8,44.6,-19.8,-0.72,+0.27,/en/players/d97f2e8d/matchlogs/2018-2019/summary/Fabio-Depaoli-Match-Logs
191,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,4,105,26,3.1,1.2,0,,4,26,10,1.50,2,1,+1,+0.86,+1.37,2.1,2.1,0.0,0.00,+1.37,/en/players/13c8e5f6/matchlogs/2018-2019/summary/Kiril-Despodov-Match-Logs
192,Daniele Dessena,it,MF,Cagliari,31,1987,11,352,32,10.3,3.9,3,93,8,9,8,1.36,3,4,-1,-0.26,+0.24,3.2,5.6,-2.5,-0.63,+0.24,/en/players/02b2937c/matchlogs/2018-2019/summary/Daniele-Dessena-Match-Logs
193,Mattia Destro,it,"FW,MF",Bologna,27,1991,17,493,29,14.4,5.5,5,70,12,12,14,1.18,9,12,-3,-0.55,-0.39,6.6,6.5,+0.1,+0.02,-0.39,/en/players/d7d32194/matchlogs/2018-2019/summary/Mattia-Destro-Match-Logs
194,Jacopo Dezi,it,MF,Parma,26,1992,1,90,90,2.6,1.0,1,90,0,,23,0.00,1,2,-1,-1.00,-0.49,1.2,2.2,-0.9,-0.91,-0.49,/en/players/e921b9db/matchlogs/2018-2019/summary/Jacopo-Dezi-Match-Logs
195,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,19,"1,074",57,31.4,11.9,14,71,5,16,18,1.21,16,20,-4,-0.34,-0.22,14.2,16.8,-2.6,-0.22,-0.22,/en/players/1fca9171/matchlogs/2018-2019/summary/Federico-Di-Francesco-Match-Logs
196,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,12,699,58,20.4,7.8,9,70,3,23,6,1.17,9,11,-2,-0.26,+0.34,7.7,14.8,-7.1,-0.92,+0.34,/en/players/434b8c73/matchlogs/2018-2019/summary/Antonio-Di-Gaudio-Match-Logs
197,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37,"3,330",90,97.4,37.0,37,90,0,,0,1.03,51,69,-18,-0.49,+0.51,51.6,59.8,-8.3,-0.22,+0.51,/en/players/230a2fac/matchlogs/2018-2019/summary/Giovanni-Di-Lorenzo-Match-Logs
198,Andrea Di Maggio,it,DF,Parma,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/50a7b0fe/matchlogs/2018-2019/summary/Andrea-Di-Maggio-Match-Logs
199,Amadou Diawara,gn,MF,Napoli,21,1997,13,661,51,19.3,7.3,8,74,5,14,14,2.46,15,5,+10,+1.36,+0.45,15.4,5.7,+9.7,+1.32,+0.45,/en/players/bf309d24/matchlogs/2018-2019/summary/Amadou-Diawara-Match-Logs
200,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,6,175,29,5.1,1.9,2,60,4,14,28,0.33,2,5,-3,-1.54,-1.29,1.2,3.3,-2.1,-1.08,-1.29,/en/players/12851227/matchlogs/2018-2019/summary/Lorenzo-Dickmann-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,25,"2,023",81,59.2,22.5,23,87,2,16,7,1.20,28,34,-6,-0.27,-0.14,30.2,25.1,+5.2,+0.23,-0.14,/en/players/0a3065c8/matchlogs/2018-2019/summary/Mitchell-Dijks-Match-Logs
202,Kevin Diks,nl,DF,Empoli,21,1996,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/f179ee11/matchlogs/2018-2019/summary/Kevin-Diks-Match-Logs
203,Kevin Diks,nl,DF,Fiorentina,21,1996,0,,,,,0,,0,,14,,,,,,,,,,,,/en/players/f179ee11/matchlogs/2018-2019/summary/Kevin-Diks-Match-Logs
204,Federico Dimarco,it,DF,Parma,20,1997,13,892,69,26.1,9.9,10,83,3,21,11,1.54,11,13,-2,-0.20,+0.44,8.9,13.4,-4.4,-0.45,+0.44,/en/players/970b8574/matchlogs/2018-2019/summary/Federico-Dimarco-Match-Logs
205,Federico Dionisi,it,FW,Frosinone,31,1987,9,204,23,6.0,2.3,1,89,8,14,3,0.22,1,2,-1,-0.44,+0.65,3.0,1.8,+1.2,+0.51,+0.65,/en/players/a74d2999/matchlogs/2018-2019/summary/Federico-Dionisi-Match-Logs
206,Assane Dioussé,sn,MF,Chievo,20,1997,14,892,64,26.1,9.9,9,81,5,33,1,0.57,3,22,-19,-1.92,-0.81,8.4,14.2,-5.8,-0.59,-0.81,/en/players/7f622eef/matchlogs/2018-2019/summary/Assane-Diousse-Match-Logs
207,Koffi Djidji,ci,DF,Torino,25,1992,17,"1,387",82,40.6,15.4,16,86,1,8,12,1.35,18,18,0,0.00,-0.66,18.8,24.6,-5.9,-0.38,-0.66,/en/players/933d3b51/matchlogs/2018-2019/summary/Koffi-Djidji-Match-Logs
