Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
312,Marko Janković,me,"MF,DF",SPAL,23,1995,4,54,14,1.6,0.6,0,,4,13,5,0.00,1,0,+1,+1.67,+2.01,0.5,0.6,-0.1,-0.19,+2.01,/en/players/9866afec/matchlogs/2018-2019/summary/Marko-Jankovic-Match-Logs
313,Jakub Jankto,cz,MF,Sampdoria,22,1996,25,963,39,28.2,10.7,7,87,18,20,12,1.32,14,22,-8,-0.75,-1.37,16.0,19.8,-3.8,-0.36,-1.37,/en/players/1ea5f91c/matchlogs/2018-2019/summary/Jakub-Jankto-Match-Logs
314,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,19,"1,348",71,39.4,15.0,15,84,4,23,10,0.37,10,30,-20,-1.34,-0.03,15.3,22.1,-6.8,-0.45,-0.03,/en/players/958a601f/matchlogs/2018-2019/summary/Pawel-Jaroszynski-Match-Logs
315,Juan Jesus,br,DF,Roma,27,1991,20,"1,403",70,41.0,15.6,15,87,5,19,15,1.75,25,21,+4,+0.26,-0.37,25.9,22.0,+3.9,+0.25,-0.37,/en/players/79083382/matchlogs/2018-2019/summary/Juan-Jesus-Match-Logs
316,Bruno Jordão,pt,MF,Lazio,19,1998,3,88,29,2.6,1.0,1,59,2,15,14,1.00,0,4,-4,-4.09,-4.47,0.5,2.1,-1.6,-1.66,-4.47,/en/players/41ff002d/matchlogs/2018-2019/summary/Bruno-Jordao-Match-Logs
317,Hamed Junior Traorè,ci,MF,Empoli,18,2000,32,"2,259",71,66.1,25.1,26,83,6,15,6,0.94,37,50,-13,-0.52,-0.05,34.3,46.5,-12.2,-0.49,-0.05,/en/players/570bb4b9/matchlogs/2018-2019/summary/Hamed-Junior-Traore-Match-Logs
318,Musa Juwara,gm,FW,Chievo,16,2001,1,12,12,0.4,0.1,0,,1,11,1,1.00,0,0,0,0.00,+1.32,0.0,0.1,-0.1,-0.38,+1.32,/en/players/7737dee2/matchlogs/2018-2019/summary/Musa-Juwara-Match-Logs
319,Sergio Kalaj,al,DF,Lazio,18,2000,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/08a6bfee/matchlogs/2018-2019/summary/Sergio-Kalaj-Match-Logs
320,Yann Karamoh,fr,MF,Inter,20,1998,1,5,5,0.1,0.1,0,,1,4,0,0.00,0,0,0,0.00,-0.63,0.3,0.0,+0.3,+6.20,-0.63,/en/players/8b66d9cc/matchlogs/2018-2019/summary/Yann-Karamoh-Match-Logs
321,Ibrahim Karamoko,gn,MF,Chievo,17,2001,2,65,33,1.9,0.7,0,,2,32,3,0.50,0,3,-3,-4.15,-2.89,0.3,1.4,-1.1,-1.46,-2.89,/en/players/550985aa/matchlogs/2018-2019/summary/Ibrahim-Karamoko-Match-Logs
322,Orestis Karnezis,gr,GK,Napoli,33,1985,9,810,90,23.7,9.0,9,90,0,,29,2.22,21,7,+14,+1.56,+0.73,16.8,8.5,+8.3,+0.92,+0.73,/en/players/85b011bb/matchlogs/2018-2019/summary/Orestis-Karnezis-Match-Logs
323,Rick Karsdorp,nl,DF,Roma,23,1995,11,593,54,17.3,6.6,7,77,4,13,15,1.55,12,11,+1,+0.15,-0.39,10.9,8.7,+2.1,+0.32,-0.39,/en/players/9f84febe/matchlogs/2018-2019/summary/Rick-Karsdorp-Match-Logs
324,Redi Kasa,al,MF,Parma,16,2001,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/bdb57d27/matchlogs/2018-2019/summary/Redi-Kasa-Match-Logs
325,Grigoris Kastanos,cy,MF,Juventus,20,1998,1,60,60,1.8,0.7,1,60,0,,4,0.00,1,1,0,0.00,-1.07,0.3,0.7,-0.4,-0.59,-1.07,/en/players/2a82aa85/matchlogs/2018-2019/summary/Grigoris-Kastanos-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Moise Kean,it,FW,Juventus,18,2000,13,541,42,15.8,6.0,5,85,8,15,19,1.85,11,5,+6,+1.00,-0.06,9.0,4.3,+4.7,+0.78,-0.06,/en/players/3d50bcdb/matchlogs/2018-2019/summary/Moise-Kean-Match-Logs
327,Franck Kessié,ci,MF,Milan,21,1996,34,"3,018",89,88.2,33.5,34,89,0,,1,1.88,51,32,+19,+0.57,+0.57,42.0,34.8,+7.2,+0.21,+0.57,/en/players/05e19d6a/matchlogs/2018-2019/summary/Franck-Kessie-Match-Logs
328,Sami Khedira,de,MF,Juventus,31,1987,10,706,71,20.6,7.8,8,78,2,41,5,2.60,19,9,+10,+1.27,+0.28,15.8,7.5,+8.3,+1.05,+0.28,/en/players/38ac43d3/matchlogs/2018-2019/summary/Sami-Khedira-Match-Logs
329,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,23,816,35,23.9,9.1,9,67,14,15,13,0.70,5,20,-15,-1.65,-0.44,6.7,16.6,-9.9,-1.09,-0.44,/en/players/ce1806be/matchlogs/2018-2019/summary/Sofian-Kiyine-Match-Logs
330,Ragnar Klavan,ee,DF,Cagliari,32,1985,15,"1,230",82,36.0,13.7,15,82,0,,2,0.87,12,18,-6,-0.44,+0.05,15.0,20.4,-5.4,-0.40,+0.05,/en/players/008a6e6d/matchlogs/2018-2019/summary/Ragnar-Klavan-Match-Logs
331,Justin Kluivert,nl,FW,Roma,19,1999,29,"1,341",46,39.2,14.9,14,72,15,22,8,1.62,26,15,+11,+0.74,+0.44,26.5,18.4,+8.1,+0.55,+0.44,/en/players/4c3a6744/matchlogs/2018-2019/summary/Justin-Kluivert-Match-Logs
332,Christian Koffi,fr,MF,Fiorentina,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/3a657c56/matchlogs/2018-2019/summary/Christian-Koffi-Match-Logs
333,Aleksandar Kolarov,rs,DF,Roma,32,1985,33,"2,906",88,85.0,32.3,32,90,1,26,0,1.73,60,41,+19,+0.59,+0.76,55.5,47.6,+7.9,+0.24,+0.76,/en/players/eda40760/matchlogs/2018-2019/summary/Aleksandar-Kolarov-Match-Logs
334,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,38,"3,066",81,89.6,34.1,33,86,5,44,0,1.00,35,53,-18,-0.53,-0.53,38.7,51.1,-12.4,-0.36,-0.53,/en/players/58e933d2/matchlogs/2018-2019/summary/Christian-Kouame-Match-Logs
335,Kalidou Koulibaly,sn,DF,Napoli,27,1991,35,"3,132",89,91.6,34.8,35,89,0,,0,2.09,67,29,+38,+1.09,+1.09,62.8,30.8,+32.0,+0.92,+1.09,/en/players/da974c7b/matchlogs/2018-2019/summary/Kalidou-Koulibaly-Match-Logs
336,Dawid Kownacki,pl,FW,Sampdoria,21,1997,13,168,13,4.9,1.9,0,,13,12,6,1.46,4,4,0,0.00,-0.25,5.1,4.2,+0.9,+0.49,-0.25,/en/players/be5e1c4c/matchlogs/2018-2019/summary/Dawid-Kownacki-Match-Logs
337,Luka Krajnc,si,DF,Frosinone,23,1994,9,788,88,23.0,8.8,9,88,0,,25,0.67,7,19,-12,-1.37,-0.41,8.4,15.1,-6.7,-0.76,-0.41,/en/players/2b71b88a/matchlogs/2018-2019/summary/Luka-Krajnc-Match-Logs
338,Titas Krapikas,lt,GK,Sampdoria,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/211c0e82/matchlogs/2018-2019/summary/Titas-Krapikas-Match-Logs
339,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,18,"1,065",59,31.1,11.8,11,86,7,17,19,1.39,18,22,-4,-0.34,-0.19,14.0,18.4,-4.4,-0.37,-0.19,/en/players/58027adc/matchlogs/2018-2019/summary/Ladislav-Krejci-Match-Logs
340,Rade Krunić,ba,MF,Empoli,24,1993,33,"2,772",84,81.1,30.8,33,84,0,,0,1.03,38,55,-17,-0.55,-0.27,41.1,49.3,-8.2,-0.27,-0.27,/en/players/817c6964/matchlogs/2018-2019/summary/Rade-Krunic-Match-Logs
341,Juraj Kucka,sk,MF,Parma,31,1987,18,"1,535",85,44.9,17.1,17,89,1,17,0,0.89,20,33,-13,-0.76,-0.43,16.4,28.6,-12.2,-0.71,-0.43,/en/players/5aaef9ef/matchlogs/2018-2019/summary/Juraj-Kucka-Match-Logs
342,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,3,105,35,3.1,1.2,0,,3,34,12,1.00,1,3,-2,-1.71,-2.61,0.9,1.3,-0.4,-0.31,-2.61,/en/players/df3cda47/matchlogs/2018-2019/summary/Dejan-Kulusevski-Match-Logs
343,Jasmin Kurtić,si,MF,SPAL,29,1989,30,"2,557",85,74.8,28.4,29,87,1,36,0,1.17,35,41,-6,-0.21,+0.41,29.3,36.5,-7.2,-0.25,+0.41,/en/players/144607cc/matchlogs/2018-2019/summary/Jasmin-Kurtic-Match-Logs
344,Antonino La Gumina,it,FW,Empoli,22,1996,22,"1,090",50,31.9,12.1,12,75,10,19,0,0.91,16,26,-10,-0.83,-0.48,17.7,17.2,+0.5,+0.04,-0.48,/en/players/822a7761/matchlogs/2018-2019/summary/Antonino-La-Gumina-Match-Logs
345,Riccardo Ladinetti,it,MF,Cagliari,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/ff4296df/matchlogs/2018-2019/summary/Riccardo-Ladinetti-Match-Logs
346,Alban Lafont,fr,GK,Fiorentina,19,1999,34,"3,015",89,88.2,33.5,34,89,0,,3,1.15,43,40,+3,+0.09,+0.31,48.7,37.9,+10.8,+0.32,+0.31,/en/players/4e7db402/matchlogs/2018-2019/summary/Alban-Lafont-Match-Logs
347,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,1,1,1,0.0,0.0,0,,1,0,13,0.00,0,0,0,0.00,+0.53,0.0,0.0,0.0,-2.58,+0.53,/en/players/8e809937/matchlogs/2018-2019/summary/Abdou-Lahat-Diakhate-Match-Logs
348,Ivan Lakićević,rs,DF,Genoa,25,1993,0,,,,,0,,0,,29,,,,,,,,,,,,/en/players/47508c51/matchlogs/2018-2019/summary/Ivan-Lakicevic-Match-Logs
349,Erald Lakti,al,MF,Fiorentina,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/01430687/matchlogs/2018-2019/summary/Erald-Lakti-Match-Logs
350,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,8,404,51,11.8,4.5,4,82,4,19,16,0.38,2,4,-2,-0.45,+0.03,6.4,5.2,+1.2,+0.27,+0.03,/en/players/2ead2809/matchlogs/2018-2019/summary/Gianluca-Lapadula-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Danilo Larangeira,br,DF,Bologna,34,1984,35,"3,077",88,90.0,34.2,35,88,0,,2,1.23,42,47,-5,-0.15,+0.64,42.0,40.3,+1.7,+0.05,+0.64,/en/players/fed5f993/matchlogs/2018-2019/summary/Danilo-Larangeira-Match-Logs
352,Kevin Lasagna,it,FW,Udinese,25,1992,36,"2,453",68,71.7,27.3,26,86,10,21,2,1.11,31,41,-10,-0.37,+0.01,31.9,40.6,-8.7,-0.32,+0.01,/en/players/09538fdb/matchlogs/2018-2019/summary/Kevin-Lasagna-Match-Logs
353,Vincent Laurini,fr,DF,Fiorentina,29,1989,15,920,61,26.9,10.2,10,80,5,24,20,1.20,16,19,-3,-0.29,-0.47,17.5,12.4,+5.1,+0.50,-0.47,/en/players/3535098b/matchlogs/2018-2019/summary/Vincent-Laurini-Match-Logs
354,Diego Laxalt,uy,"DF,MF",Milan,25,1993,20,651,33,19.0,7.2,6,85,14,10,18,1.85,11,9,+2,+0.28,-0.28,11.3,6.6,+4.7,+0.65,-0.28,/en/players/f26e3c59/matchlogs/2018-2019/summary/Diego-Laxalt-Match-Logs
355,Darko Lazović,rs,"MF,DF",Genoa,27,1990,33,"2,542",77,74.3,28.2,30,81,3,33,2,1.06,28,43,-15,-0.53,-0.22,31.7,43.3,-11.7,-0.41,-0.22,/en/players/5128bde4/matchlogs/2018-2019/summary/Darko-Lazovic-Match-Logs
356,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,33,"2,835",86,82.9,31.5,33,86,0,,0,1.24,38,43,-5,-0.16,+0.92,36.0,39.2,-3.2,-0.10,+0.92,/en/players/02caf6e0/matchlogs/2018-2019/summary/Manuel-Lazzari-Match-Logs
357,Lucas Leiva,br,MF,Lazio,31,1987,27,"1,987",74,58.1,22.1,22,85,5,25,2,1.74,32,25,+7,+0.32,+0.13,31.0,26.9,+4.1,+0.18,+0.13,/en/players/4c78b5ed/matchlogs/2018-2019/summary/Lucas-Leiva-Match-Logs
358,Nunzio Lella,it,DF,Cagliari,18,2000,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/c149e8a6/matchlogs/2018-2019/summary/Nunzio-Lella-Match-Logs
359,Mauricio Lemos,uy,DF,Sassuolo,22,1995,3,179,60,5.2,2.0,3,60,0,,31,1.33,5,7,-2,-1.01,-0.87,2.3,4.3,-2.0,-1.03,-0.87,/en/players/dbe5a587/matchlogs/2018-2019/summary/Mauricio-Lemos-Match-Logs
360,Lukas Lerager,dk,MF,Genoa,25,1993,14,"1,122",80,32.8,12.5,13,84,1,34,2,0.86,7,14,-7,-0.56,-0.13,12.6,12.8,-0.2,-0.02,-0.13,/en/players/1b82f8df/matchlogs/2018-2019/summary/Lukas-Lerager-Match-Logs
361,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,23,"1,607",70,47.0,17.9,18,83,5,21,12,0.39,10,36,-26,-1.46,-0.26,16.0,24.4,-8.4,-0.47,-0.26,/en/players/7d3cbc67/matchlogs/2018-2019/summary/Mehdi-Leris-Match-Logs
362,Maxime Leverbe,fr,DF,Sampdoria,21,1997,0,,,,,0,,0,,9,,,,,,,,,,,,/en/players/f155d812/matchlogs/2018-2019/summary/Maxime-Leverbe-Match-Logs
363,Maxime Leverbe,fr,DF,Cagliari,21,1997,0,,,,,0,,0,,9,,,,,,,,,,,,/en/players/f155d812/matchlogs/2018-2019/summary/Maxime-Leverbe-Match-Logs
364,Ben Lhassine Kone,ci,MF,Torino,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/7452c7a8/matchlogs/2018-2019/summary/Ben-Lhassine-Kone-Match-Logs
365,Karol Linetty,pl,MF,Sampdoria,23,1995,32,"2,507",78,73.3,27.9,30,80,2,52,3,1.44,45,35,+10,+0.36,+0.46,33.8,37.5,-3.7,-0.13,+0.46,/en/players/d023d70f/matchlogs/2018-2019/summary/Karol-Linetty-Match-Logs
366,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,35,"2,975",85,87.0,33.1,32,90,3,36,3,1.17,47,53,-6,-0.18,+0.02,40.4,49.8,-9.4,-0.28,+0.02,/en/players/ff800ed8/matchlogs/2018-2019/summary/Pol-Lirola-Match-Logs
367,Adem Ljajić,rs,FW,Torino,26,1991,1,30,30,0.9,0.3,0,,1,29,1,1.00,1,0,+1,+3.00,+2.63,0.6,0.5,+0.1,+0.20,+2.63,/en/players/2648e18f/matchlogs/2018-2019/summary/Adem-Ljajic-Match-Logs
368,Manuel Locatelli,it,MF,Sassuolo,20,1998,29,"1,847",64,54.0,20.5,21,81,8,18,8,1.00,31,34,-3,-0.15,+0.08,25.4,31.3,-5.9,-0.29,+0.08,/en/players/a8a874f1/matchlogs/2018-2019/summary/Manuel-Locatelli-Match-Logs
369,Lorenzo Lollo,it,MF,Empoli,27,1990,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/1272d9f4/matchlogs/2018-2019/summary/Lorenzo-Lollo-Match-Logs
370,Lisandro López,ar,DF,Genoa,28,1989,0,,,,,0,,0,,15,,,,,,,,,,,,/en/players/8320fe65/matchlogs/2018-2019/summary/Lisandro-Lopez-Match-Logs
371,José Luis Palomino,ar,DF,Atalanta,28,1990,30,"2,261",75,66.1,25.1,25,85,5,25,3,1.90,51,29,+22,+0.88,+0.18,47.7,26.8,+20.8,+0.83,+0.18,/en/players/921f6058/matchlogs/2018-2019/summary/Jose-Luis-Palomino-Match-Logs
372,Everton Luiz,br,MF,SPAL,30,1988,10,317,32,9.3,3.5,2,76,8,21,8,1.30,3,8,-5,-1.42,-1.22,3.6,7.0,-3.5,-0.98,-1.22,/en/players/3799e138/matchlogs/2018-2019/summary/Everton-Luiz-Match-Logs
373,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,7,175,25,5.1,1.9,1,51,6,21,5,1.57,3,4,-1,-0.51,-0.82,2.8,2.1,+0.7,+0.36,-0.82,/en/players/0cd0e21b/matchlogs/2018-2019/summary/Jordan-Lukaku-Match-Logs
374,Saša Lukić,rs,MF,Torino,21,1996,24,989,41,28.9,11.0,11,78,13,10,13,1.83,12,6,+6,+0.55,+0.21,12.5,14.9,-2.3,-0.21,+0.21,/en/players/c6e8cf1f/matchlogs/2018-2019/summary/Sasa-Lukic-Match-Logs
375,Senad Lulić,ba,"DF,MF",Lazio,32,1986,35,"2,923",84,85.5,32.5,34,85,1,25,1,1.69,49,34,+15,+0.46,+1.37,49.8,35.7,+14.1,+0.44,+1.37,/en/players/7fd58fe3/matchlogs/2018-2019/summary/Senad-Lulic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Sebastiano Luperto,it,DF,Napoli,21,1996,12,728,61,21.3,8.1,6,88,6,34,22,2.08,19,10,+9,+1.11,+0.14,14.6,10.0,+4.6,+0.57,+0.14,/en/players/997fff07/matchlogs/2018-2019/summary/Sebastiano-Luperto-Match-Logs
377,Lyanco,br,DF,Torino,21,1997,2,90,45,2.6,1.0,1,83,1,7,9,0.50,2,3,-1,-1.00,-1.43,0.9,3.1,-2.1,-2.14,-1.43,/en/players/b5bf1770/matchlogs/2018-2019/summary/Lyanco-Match-Logs
378,Lyanco,br,DF,Bologna,21,1997,13,"1,119",86,32.7,12.4,13,86,0,,1,2.00,27,16,+11,+0.88,+1.63,20.2,13.0,+7.2,+0.58,+1.63,/en/players/b5bf1770/matchlogs/2018-2019/summary/Lyanco-Match-Logs
379,Charalambos Lykogiannis,gr,DF,Cagliari,24,1993,11,830,75,24.3,9.2,9,85,2,32,14,1.00,7,14,-7,-0.76,-0.38,9.4,13.0,-3.6,-0.39,-0.38,/en/players/5efc5389/matchlogs/2018-2019/summary/Charalambos-Lykogiannis-Match-Logs
380,Darwin Machís,ve,"FW,MF",Udinese,25,1993,13,463,36,13.5,5.1,4,80,9,16,6,1.00,6,5,+1,+0.19,+0.65,7.8,6.4,+1.4,+0.27,+0.65,/en/players/ed6ea4d9/matchlogs/2018-2019/summary/Darwin-Machis-Match-Logs
381,Francesco Magnanelli,it,MF,Sassuolo,33,1984,26,"1,859",72,54.4,20.7,21,86,5,12,10,1.15,26,26,0,0.00,+0.40,24.0,31.0,-7.0,-0.34,+0.40,/en/players/07767f42/matchlogs/2018-2019/summary/Francesco-Magnanelli-Match-Logs
382,Giangiacomo Magnani,it,DF,Sassuolo,22,1995,19,"1,516",80,44.3,16.8,17,87,2,15,14,1.37,24,27,-3,-0.18,+0.01,22.6,26.2,-3.6,-0.22,+0.01,/en/players/cce9f582/matchlogs/2018-2019/summary/Giangiacomo-Magnani-Match-Logs
383,Raffaele Maiello,it,MF,Frosinone,27,1991,29,"2,043",70,59.7,22.7,22,82,7,34,5,0.83,18,33,-15,-0.66,+0.97,19.8,32.2,-12.4,-0.55,+0.97,/en/players/02febfdc/matchlogs/2018-2019/summary/Raffaele-Maiello-Match-Logs
384,Domenico Maietta,it,DF,Empoli,35,1982,21,"1,714",82,50.1,19.0,21,82,0,,7,1.05,26,36,-10,-0.53,-0.05,26.2,30.2,-4.0,-0.21,-0.05,/en/players/3d936ba9/matchlogs/2018-2019/summary/Domenico-Maietta-Match-Logs
385,Nikola Maksimović,rs,DF,Napoli,26,1991,17,"1,375",81,40.2,15.3,15,86,2,41,17,2.29,31,12,+19,+1.24,+0.41,29.5,11.5,+18.0,+1.18,+0.41,/en/players/16b9d5cf/matchlogs/2018-2019/summary/Nikola-Maksimovic-Match-Logs
386,Kévin Malcuit,ma,DF,Napoli,27,1991,24,"1,805",75,52.8,20.1,20,86,4,20,14,1.96,42,19,+23,+1.15,+0.31,33.5,20.5,+13.0,+0.65,+0.31,/en/players/d6a889ea/matchlogs/2018-2019/summary/Kevin-Malcuit-Match-Logs
387,Gianluca Mancini,it,DF,Atalanta,22,1996,30,"2,246",75,65.7,25.0,25,82,5,37,7,1.83,48,32,+16,+0.64,-0.51,42.8,27.9,+14.9,+0.60,-0.51,/en/players/5aa53281/matchlogs/2018-2019/summary/Gianluca-Mancini-Match-Logs
388,Rolando Mandragora,it,MF,Udinese,21,1997,35,"2,918",83,85.3,32.4,33,88,2,12,0,1.23,33,41,-8,-0.25,+0.83,37.2,47.5,-10.4,-0.32,+0.83,/en/players/c7259b83/matchlogs/2018-2019/summary/Rolando-Mandragora-Match-Logs
389,Mario Mandžukić,hr,FW,Juventus,32,1986,25,"2,014",81,58.9,22.4,23,85,2,28,2,2.56,44,12,+32,+1.43,+0.92,37.3,19.8,+17.4,+0.78,+0.92,/en/players/afa0d4e0/matchlogs/2018-2019/summary/Mario-Mandzukic-Match-Logs
390,Kostas Manolas,gr,DF,Roma,27,1991,27,"2,324",86,68.0,25.8,27,86,0,,3,1.96,51,32,+19,+0.74,+0.82,45.0,38.2,+6.8,+0.26,+0.82,/en/players/c707411f/matchlogs/2018-2019/summary/Kostas-Manolas-Match-Logs
391,Juan Manuel Valencia,co,FW,Bologna,20,1998,1,28,28,0.8,0.3,0,,1,27,11,0.00,0,0,0,0.00,+0.21,0.0,0.4,-0.4,-1.22,+0.21,/en/players/7f50c23b/matchlogs/2018-2019/summary/Juan-Manuel-Valencia-Match-Logs
392,Iván Marcano,es,DF,Roma,31,1987,10,810,81,23.7,9.0,9,85,1,45,28,1.60,14,13,+1,+0.11,-0.48,14.4,12.1,+2.3,+0.26,-0.48,/en/players/7a20d90a/matchlogs/2018-2019/summary/Ivan-Marcano-Match-Logs
393,Federico Marchetti,it,GK,Genoa,35,1983,4,360,90,10.5,4.0,4,90,0,,27,1.50,7,10,-3,-0.75,-0.31,4.5,7.2,-2.7,-0.68,-0.31,/en/players/f794b426/matchlogs/2018-2019/summary/Federico-Marchetti-Match-Logs
394,Giuseppe Marcianò,it,GK,Frosinone,18,2000,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/7b037e64/matchlogs/2018-2019/summary/Giuseppe-Marciano-Match-Logs
395,Michał Marcjanik,pl,DF,Empoli,23,1994,0,,,,,0,,0,,17,,,,,,,,,,,,/en/players/122504c2/matchlogs/2018-2019/summary/Michal-Marcjanik-Match-Logs
396,Gian Marco Ferrari,it,DF,Sassuolo,26,1992,31,"2,790",90,81.6,31.0,31,90,0,,6,1.19,45,45,0,0.00,+1.00,37.5,44.6,-7.1,-0.23,+1.00,/en/players/8650af85/matchlogs/2018-2019/summary/Gian-Marco-Ferrari-Match-Logs
397,Andrea Marcucci,it,MF,Roma,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/2fec6b88/matchlogs/2018-2019/summary/Andrea-Marcucci-Match-Logs
398,Davide Marfella,it,GK,Napoli,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/880fcdbb/matchlogs/2018-2019/summary/Davide-Marfella-Match-Logs
399,João Mário,pt,"MF,FW",Inter,25,1993,20,"1,082",54,31.6,12.0,12,80,8,16,16,1.90,19,5,+14,+1.16,+0.78,19.8,8.9,+10.9,+0.91,+0.78,/en/players/f0021247/matchlogs/2018-2019/summary/Joao-Mario-Match-Logs
400,Marlon,br,DF,Sassuolo,22,1995,18,"1,508",84,44.1,16.8,18,84,0,,6,1.06,21,24,-3,-0.18,+0.01,21.4,23.2,-1.8,-0.11,+0.01,/en/players/cdf65d12/matchlogs/2018-2019/summary/Marlon-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Alessandro Marongiu,it,MF,Cagliari,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/5f757d3a/matchlogs/2018-2019/summary/Alessandro-Marongiu-Match-Logs
402,Lautaro Martínez,ar,FW,Inter,20,1997,27,"1,344",50,39.3,14.9,13,86,14,16,7,1.74,29,17,+12,+0.80,+0.28,26.2,13.4,+12.8,+0.92,+0.28,/en/players/f7036e1c/matchlogs/2018-2019/summary/Lautaro-Martinez-Match-Logs
403,Adam Marušić,me,"DF,MF",Lazio,25,1992,26,"2,111",81,61.7,23.5,24,87,2,11,7,1.58,32,29,+3,+0.13,-0.35,32.2,26.3,+5.9,+0.25,-0.35,/en/players/d4535821/matchlogs/2018-2019/summary/Adam-Marusic-Match-Logs
404,Andrea Masiello,it,DF,Atalanta,32,1986,24,"1,836",77,53.7,20.4,22,82,2,17,8,1.67,34,23,+11,+0.54,-0.60,33.3,22.3,+11.0,+0.54,-0.60,/en/players/e0314d87/matchlogs/2018-2019/summary/Andrea-Masiello-Match-Logs
405,Luca Matarese,it,FW,Frosinone,20,1998,2,16,8,0.5,0.2,0,,2,7,5,0.00,0,1,-1,-5.63,-4.59,0.0,0.0,0.0,-0.14,-4.59,/en/players/a6fc1a22/matchlogs/2018-2019/summary/Luca-Matarese-Match-Logs
406,Alessandro Matri,it,FW,Sassuolo,33,1984,19,603,32,17.6,6.7,6,70,13,14,18,1.16,8,12,-4,-0.60,-0.50,11.5,9.9,+1.7,+0.25,-0.50,/en/players/58d97e77/matchlogs/2018-2019/summary/Alessandro-Matri-Match-Logs
407,Federico Mattiello,it,"MF,DF",Bologna,23,1995,17,"1,333",78,39.0,14.8,16,83,1,4,5,0.82,9,20,-11,-0.74,-0.87,13.3,19.4,-6.1,-0.41,-0.87,/en/players/fba81826/matchlogs/2018-2019/summary/Federico-Mattiello-Match-Logs
408,Blaise Matuidi,fr,MF,Juventus,31,1987,31,"2,418",78,70.7,26.9,29,83,2,12,4,2.58,50,17,+33,+1.23,+0.60,42.3,25.6,+16.7,+0.62,+0.60,/en/players/c0cddebe/matchlogs/2018-2019/summary/Blaise-Matuidi-Match-Logs
409,José Mauri,it,MF,Milan,22,1996,5,208,42,6.1,2.3,2,61,3,29,27,2.00,3,2,+1,+0.43,-0.07,1.8,1.7,+0.2,+0.07,-0.07,/en/players/644faf10/matchlogs/2018-2019/summary/Jose-Mauri-Match-Logs
410,Stephy Mavididi,eng,FW,Juventus,20,1998,1,22,22,0.6,0.2,0,,1,21,3,0.00,0,1,-1,-4.09,-5.18,0.2,0.3,-0.2,-0.64,-5.18,/en/players/30144daa/matchlogs/2018-2019/summary/Stephy-Mavididi-Match-Logs
411,Luca Mazzitelli,it,"MF,FW",Genoa,22,1995,10,323,32,9.4,3.6,3,67,7,17,12,1.40,2,4,-2,-0.56,-0.09,3.0,4.3,-1.3,-0.37,-0.09,/en/players/dc61b402/matchlogs/2018-2019/summary/Luca-Mazzitelli-Match-Logs
412,Ibrahima Mbaye,sn,DF,Bologna,23,1994,23,"2,010",87,58.8,22.3,22,90,1,29,13,1.65,37,26,+11,+0.49,+1.71,31.7,25.8,+5.9,+0.27,+1.71,/en/players/cfbf9881/matchlogs/2018-2019/summary/Ibrahima-Mbaye-Match-Logs
413,Levan Mchedlidze,ge,"FW,DF",Empoli,28,1990,11,208,19,6.1,2.3,0,,11,18,10,0.55,4,5,-1,-0.43,+0.07,2.9,3.8,-0.9,-0.38,+0.07,/en/players/54ab361e/matchlogs/2018-2019/summary/Levan-Mchedlidze-Match-Logs
